Date,Team,Acquired,Relinquished,Notes,Reg_games_missed,Post_games_missed,Season,Year,Game_number,Out_for_season,note_keyword,category
2017-01-29,Atlanta Hawks,,Thabo Sefolosha,placed on IL with groin injury (DTD),25.0,0.0,regular,2016,48.0,False,groin,upper leg
2017-01-29,New York Knicks,,Derrick Rose,placed on IL with sprained left ankle,29.0,0.0,regular,2016,49.0,False,ankle,lower leg
2017-01-29,Oklahoma City Thunder,,Enes Kanter,placed on IL recovering from surgery on right arm / hand to repair fracture,61.0,0.0,regular,2016,48.0,False,hand,hand
2017-01-29,Golden State Warriors,,Stephen Curry,placed on IL with stomach flu,33.0,0.0,regular,2016,48.0,False,sick,sick
2017-01-29,Toronto Raptors,,Bruno Caboclo,placed on IL,25.0,0.0,regular,2016,48.0,False,roaster move,healthy inactive
2017-01-30,Memphis Grizzlies,,Deyonta Davis,placed on IL with left foot injury,31.0,0.0,regular,2016,50.0,False,foot,foot
2017-01-31,Los Angeles Lakers,,Julius Randle,placed on IL with pneumonia,30.0,0.0,regular,2016,51.0,False,sick,sick
2017-01-31,Toronto Raptors,,DeMar DeRozan,placed on IL with sore right ankle,29.0,0.0,regular,2016,49.0,False,ankle,lower leg
2017-01-31,San Antonio Spurs,,Bryn Forbes,placed on IL,33.0,0.0,regular,2016,48.0,False,roaster move,healthy inactive
2017-02-01,Indiana Pacers,,Rakeem Christmas,placed on IL with right groin injury,32.0,0.0,regular,2016,48.0,False,groin,upper leg
2017-02-01,Phoenix Suns,,Jared Dudley,placed on IL with illness,31.0,0.0,regular,2016,49.0,False,sick,sick
2017-02-01,Oklahoma City Thunder,,Alex Abrines,placed on IL with back spasms,30.0,0.0,regular,2016,50.0,False,back,torso
2017-02-01,Indiana Pacers,,Georges Niang,placed on IL,33.0,0.0,regular,2016,48.0,False,roaster move,healthy inactive
2017-02-01,Phoenix Suns,,Ronnie Price,placed on IL,32.0,0.0,regular,2016,49.0,False,roaster move,healthy inactive
2017-02-01,Nets,,Chris McCullough,placed on IL,,,,,,,roaster move,healthy inactive
2017-02-01,Denver Nuggets,,Nikola Jokic,placed on IL with strained left hip flexor,33.0,0.0,regular,2016,48.0,False,hip,upper leg
2017-02-01,Utah Jazz,,Derrick Favors,placed on IL,31.0,0.0,regular,2016,50.0,False,roaster move,healthy inactive
2017-02-01,Memphis Grizzlies,,Wade Baldwin,placed on IL,9.0,0.0,regular,2016,51.0,False,roaster move,healthy inactive
2017-02-01,Chicago Bulls,,Denzel Valentine,placed on IL,30.0,0.0,regular,2016,50.0,False,roaster move,healthy inactive
2017-02-01,Milwaukee Bucks,,Rashad Vaughn,placed on IL,32.0,0.0,regular,2016,48.0,False,roaster move,healthy inactive
2017-02-01,Denver Nuggets,,Will Barton,placed on IL with sore left ankle,33.0,0.0,regular,2016,48.0,False,ankle,lower leg
2017-02-02,Golden State Warriors,,Zaur Pachulia,placed on IL with strained right rotator cuff,25.0,0.0,regular,2016,50.0,False,shoulder,torso
2017-02-02,Golden State Warriors,,Shaun Livingston,placed on IL with strained back,31.0,0.0,regular,2016,50.0,False,back,torso
2017-02-02,San Antonio Spurs,,LaMarcus Aldridge,placed on IL with sore right knee,32.0,0.0,regular,2016,49.0,False,knee,knee
2017-02-02,Los Angeles Lakers,,Thomas Robinson,placed on IL,26.0,0.0,regular,2016,52.0,False,roaster move,healthy inactive
2017-02-03,Phoenix Suns,,Dragan Bender,placed on IL with right ankle injury,4.0,0.0,regular,2016,50.0,False,ankle,lower leg
2017-02-03,Indiana Pacers,,Rodney Stuckey,placed on IL with sprained right ankle,31.0,0.0,regular,2016,49.0,False,ankle,lower leg
2017-02-03,Denver Nuggets,,Johnny OBryant,placed on IL,1.0,0.0,regular,2016,49.0,False,roaster move,healthy inactive
2017-02-03,Denver Nuggets,,Danilo Gallinari,placed on IL with strained groin,25.0,0.0,regular,2016,49.0,False,groin,upper leg
2017-02-03,Dallas Mavericks,,Andrew Bogut,placed on IL with strained right hamstring,26.0,0.0,regular,2016,50.0,False,hamstring,upper leg
2017-02-04,San Antonio Spurs,,Bryn Forbes,placed on IL,29.0,0.0,regular,2016,50.0,False,roaster move,healthy inactive
2017-02-04,Minnesota Timberwolves,,Zach LaVine,placed on IL with torn ACL in left knee (out for season),39.0,0.0,regular,2016,51.0,False,ACL,knee
2017-02-04,Phoenix Suns,,Ronnie Price,placed on IL,30.0,0.0,regular,2016,51.0,False,roaster move,healthy inactive
2017-02-04,Denver Nuggets,,Darrell Arthur,placed on IL,31.0,0.0,regular,2016,50.0,False,roaster move,healthy inactive
2017-02-04,Sacramento Kings,,Garrett Temple,placed on IL with torn left hamstring,20.0,0.0,regular,2016,51.0,False,hamstring,upper leg
2017-02-04,Utah Jazz,,Rodney Hood,placed on IL with right knee injury,24.0,0.0,regular,2016,51.0,False,knee,knee
2017-02-04,Milwaukee Bucks,,Roy Hibbert,placed on IL,29.0,0.0,regular,2016,50.0,False,roaster move,healthy inactive
2017-02-04,Indiana Pacers,,Thaddeus Young,placed on IL with sprained left wrist,24.0,0.0,regular,2016,50.0,False,wrist,arm
2017-02-05,Oklahoma City Thunder,,Josh Huestis,placed on IL,30.0,0.0,regular,2016,52.0,False,roaster move,healthy inactive
2017-02-06,Phoenix Suns,,Derrick Jones,placed on IL,29.0,0.0,regular,2016,52.0,False,roaster move,healthy inactive
2017-02-06,Phoenix Suns,,Dragan Bender,placed on IL with bruised right ankle,4.0,0.0,regular,2016,52.0,False,ankle,lower leg
2017-02-06,Indiana Pacers,,Georges Niang,placed on IL,27.0,0.0,regular,2016,51.0,False,roaster move,healthy inactive
2017-02-06,Toronto Raptors,,Delon Wright,placed on IL,27.0,0.0,regular,2016,53.0,False,roaster move,healthy inactive
2017-02-06,Detroit Pistons,,Reggie Bullock,placed on IL with illness,29.0,0.0,regular,2016,52.0,False,sick,sick
2017-02-06,Denver Nuggets,,Emmanuel Mudiay,placed on IL with back injury,29.0,0.0,regular,2016,51.0,False,back,torso
2017-02-06,Los Angeles Lakers,,Marcelinho Huertas,placed on IL,27.0,0.0,regular,2016,54.0,False,roaster move,healthy inactive
2017-02-06,New York Knicks,,Joakim Noah,placed on IL with sore left hamstring,7.0,0.0,regular,2016,53.0,False,hamstring,upper leg
2017-02-06,Chicago Bulls,,Cristiano Felicio,placed on IL with strained lower right leg,29.0,0.0,regular,2016,52.0,False,leg,leg
2017-02-07,Nets,,Quincy Acy,placed on IL with sprained left ankle,,,,,,,ankle,lower leg
2017-02-08,Detroit Pistons,,Michael Gbinije,placed on IL,22.0,0.0,regular,2016,53.0,False,roaster move,healthy inactive
2017-02-08,Washington Wizards,,Markieff Morris,placed on IL with tightness in right calf,29.0,0.0,regular,2016,52.0,False,calf,lower leg
2017-02-08,Phoenix Suns,,Ronnie Price,placed on IL,28.0,0.0,regular,2016,53.0,False,roaster move,healthy inactive
2017-02-08,Denver Nuggets,,Emmanuel Mudiay,placed on IL,29.0,0.0,regular,2016,52.0,False,roaster move,healthy inactive
2017-02-08,Los Angeles Lakers,,Metta World,placed on IL,16.0,0.0,regular,2016,55.0,False,roaster move,healthy inactive
2017-02-08,Chicago Bulls,,Dwyane Wade,placed on IL with upper respiratory illness,28.0,0.0,regular,2016,53.0,False,sick,sick
2017-02-08,Milwaukee Bucks,,Spencer Hawes,placed on IL,30.0,0.0,regular,2016,51.0,False,roaster move,healthy inactive
2017-02-09,Charlotte Hornets,,Mike Tobey,placed on IL,28.0,0.0,regular,2016,53.0,False,roaster move,healthy inactive
2017-02-09,Charlotte Hornets,,Ramon Sessions,placed on IL recovering from surgery on left knee to repair torn lateral meniscus (out for season),29.0,6.0,regular,2016,53.0,False,knee,knee
2017-02-10,Phoenix Suns,,Derrick Jones,placed on IL,27.0,0.0,regular,2016,54.0,False,roaster move,healthy inactive
2017-02-10,Washington Wizards,,Daniel Ochefu,placed on IL,17.0,0.0,regular,2016,53.0,False,roaster move,healthy inactive
2017-02-10,San Antonio Spurs,,Dejounte Murray,placed on IL,28.0,0.0,regular,2016,53.0,False,roaster move,healthy inactive
2017-02-10,Los Angeles Lakers,,Marcelinho Huertas,placed on IL,25.0,0.0,regular,2016,56.0,False,roaster move,healthy inactive
2017-02-10,Chicago Bulls,,Paul Zipser,placed on IL with left ankle tendinitis,25.0,0.0,regular,2016,54.0,False,ankle,lower leg
2017-02-10,Milwaukee Bucks,,Jabari Parker,placed on IL with torn ACL in left knee,2.0,0.0,regular,2016,52.0,False,ACL,knee
2017-02-10,Denver Nuggets,,Kenneth Faried,placed on IL with sprained right ankle,25.0,0.0,regular,2016,53.0,False,ankle,lower leg
2017-02-11,Phoenix Suns,,Tyson Chandler,placed on IL with sprained right ankle,26.0,0.0,regular,2016,55.0,False,ankle,lower leg
2017-02-11,Phoenix Suns,,Eric Bledsoe,placed on IL for rest,26.0,0.0,regular,2016,55.0,False,rest,rest
2017-02-11,Milwaukee Bucks,,Khris Middleton,placed on IL,28.0,0.0,regular,2016,53.0,False,roaster move,healthy inactive
2017-02-11,Charlotte Hornets,,Cody Zeller,placed on IL with sore quadriceps,22.0,0.0,regular,2016,54.0,False,quad,upper leg
2017-02-12,San Antonio Spurs,,Jonathon Simmons,placed on IL with illness,27.0,0.0,regular,2016,54.0,False,sick,sick
2017-02-12,New York Knicks,,Maurice Ndour,placed on IL,25.0,0.0,regular,2016,56.0,False,roaster move,healthy inactive
2017-02-12,Toronto Raptors,,Patrick Patterson,placed on IL with bruised left knee,26.0,0.0,regular,2016,55.0,False,knee,knee
2017-02-13,Phoenix Suns,,Ronnie Price,placed on IL,7.0,0.0,regular,2016,56.0,False,roaster move,healthy inactive
2017-02-13,San Antonio Spurs,,Bryn Forbes,placed on IL,19.0,0.0,regular,2016,55.0,False,roaster move,healthy inactive
2017-02-13,Indiana Pacers,,Rakeem Christmas,placed on IL,26.0,0.0,regular,2016,55.0,False,roaster move,healthy inactive
2017-02-13,Portland Trailblazers,,Evan Turner,placed on IL recovering from surgery on right hand to repair fracture,,,,,,,hand,hand
2017-02-13,Milwaukee Bucks,,Roy Hibbert,placed on IL,23.0,0.0,regular,2016,54.0,False,roaster move,healthy inactive
2017-02-13,Boston Celtics,,Chris Wilcox,placed on IL with left Achilles tendinitis,24.0,0.0,regular,2016,55.0,False,achilles,lower leg
2017-02-13,Boston Celtics,,Jaylen Brown,placed on IL with strained right hip flexor,24.0,0.0,regular,2016,55.0,False,hip,upper leg
2017-02-14,Cleveland Cavaliers,,Kevin Love,placed on IL with recovering from arthroscopic surgery on left knee to remove loose body,15.0,0.0,regular,2016,54.0,False,knee,knee
2017-02-14,Los Angeles Lakers,,Thomas Robinson,placed on IL,23.0,0.0,regular,2016,57.0,False,roaster move,healthy inactive
2017-02-15,Toronto Raptors,,Serge Ibaka,placed on IL,66.0,0.0,regular,2016,57.0,False,roaster move,healthy inactive
2017-02-15,Memphis Grizzlies,,Deyonta Davis,placed on IL,19.0,0.0,regular,2016,58.0,False,roaster move,healthy inactive
2017-02-15,Toronto Raptors,,Patrick Patterson,placed on IL with bruised left knee,24.0,0.0,regular,2016,57.0,False,knee,knee
2017-02-15,Indiana Pacers,,Lavoy Allen,placed on IL with sore right knee,24.0,0.0,regular,2016,56.0,False,knee,knee
2017-02-15,New York Knicks,,Brandon Jennings,placed on IL with sore left Achilles,24.0,0.0,regular,2016,57.0,False,achilles,lower leg
2017-02-15,New Orleans Pelicans,,Terrence Jones,placed on IL with sprained right thumb,24.0,0.0,regular,2016,57.0,False,finger,hand
2017-02-16,Chicago Bulls,,Dwyane Wade,placed on IL with illness,24.0,0.0,regular,2016,57.0,False,sick,sick
2017-02-23,Golden State Warriors,,Kevon Looney,placed on IL,24.0,0.0,regular,2016,57.0,False,roaster move,healthy inactive
2017-02-23,New York Knicks,,Marshall Plumlee,placed on IL,23.0,0.0,regular,2016,58.0,False,roaster move,healthy inactive
2017-02-23,Golden State Warriors,,Damian Jones,placed on IL,16.0,0.0,regular,2016,57.0,False,roaster move,healthy inactive
2017-02-23,Orlando Magic,,CJ Watson,placed on IL with Achilles injury,20.0,0.0,regular,2016,59.0,False,achilles,lower leg
2017-02-23,Denver Nuggets,,Malik Beasley,placed on IL,19.0,0.0,regular,2016,57.0,False,roaster move,healthy inactive
2017-02-23,Los Angeles Clippers,,Diamond Stone,placed on IL with left knee injury,25.0,4.0,regular,2016,57.0,False,knee,knee
2017-02-24,Denver Nuggets,,Roy Hibbert,placed on IL,23.0,0.0,regular,2016,58.0,False,roaster move,healthy inactive
2017-02-24,Indiana Pacers,,Al Jefferson,placed on IL with dental ailment,21.0,0.0,regular,2016,58.0,False,other,other
2017-02-24,Indiana Pacers,,Georges Niang,placed on IL,8.0,0.0,regular,2016,58.0,False,roaster move,healthy inactive
2017-02-24,San Antonio Spurs,,Joel Anthony,placed on IL,23.0,0.0,regular,2016,57.0,False,roaster move,healthy inactive
2017-02-24,Oklahoma City Thunder,,Victor Oladipo,placed on IL with back spasms,22.0,0.0,regular,2016,58.0,False,back,torso
2017-02-24,Toronto Raptors,,Kyle Lowry,placed on IL with sore right wrist,3.0,0.0,regular,2016,58.0,False,wrist,arm
2017-02-24,Nets,,KJ McDaniels,placed on IL,,,,,,,roaster move,healthy inactive
2017-02-24,Boston Celtics,,Gerald Green,placed on IL with bruised left heel,20.0,0.0,regular,2016,58.0,False,heel,foot
2017-02-24,Los Angeles Lakers,,Tyler Ennis,placed on IL,22.0,0.0,regular,2016,59.0,False,roaster move,healthy inactive
2017-02-24,Utah Jazz,,Raulzinho Neto,placed on IL,21.0,0.0,regular,2016,58.0,False,roaster move,healthy inactive
2017-02-24,Los Angeles Clippers,,Wesley Johnson,placed on IL,13.0,0.0,regular,2016,58.0,False,roaster move,healthy inactive
2017-02-24,Chicago Bulls,,Paul Zipser,placed on IL with left ankle tendinitis,21.0,0.0,regular,2016,58.0,False,ankle,lower leg
2017-02-24,Chicago Bulls,,Cameron Payne,placed on IL with flu,23.0,0.0,regular,2016,58.0,False,sick,sick
2017-02-25,New Orleans Pelicans,,Omer Asik,placed on IL with illness,16.0,0.0,regular,2016,59.0,False,sick,sick
2017-02-25,Golden State Warriors,,Kevin Durant,placed on IL with bruised left hand,23.0,0.0,regular,2016,58.0,False,hand,hand
2017-02-25,Nets,,Caris LeVert,placed on IL with illness,,,,,,,sick,sick
2017-02-25,New York Knicks,,Kristaps Porzingis,placed on IL with sprained right ankle,21.0,0.0,regular,2016,59.0,False,ankle,lower leg
2017-02-25,Atlanta Hawks,,Lamar Patterson,placed on IL,23.0,0.0,regular,2016,58.0,False,roaster move,healthy inactive
2017-02-25,Chicago Bulls,,Michael Carter-Williams,placed on IL with patellar tendinitis in knee,20.0,0.0,regular,2016,59.0,False,knee,knee
2017-02-26,Milwaukee Bucks,,Axel Toupane,placed on IL,24.0,0.0,regular,2016,57.0,False,roaster move,healthy inactive
2017-02-26,Los Angeles Lakers,,Jose Calderon,placed on IL,1.0,0.0,regular,2016,60.0,False,roaster move,healthy inactive
2017-02-26,Denver Nuggets,,Kenneth Faried,placed on IL with sore lower back / back spasms,14.0,0.0,regular,2016,59.0,False,back,torso
2017-02-27,Dallas Mavericks,,AJ Hammons,placed on IL,22.0,0.0,regular,2016,59.0,False,roaster move,healthy inactive
2017-02-27,Atlanta Hawks,,Mike Dunleavy,placed on IL with sore right ankle,12.0,0.0,regular,2016,59.0,False,ankle,lower leg
2017-02-27,Boston Celtics,,Demetrius Jackson,placed on IL,13.0,0.0,regular,2016,60.0,False,roaster move,healthy inactive
2017-02-27,Milwaukee Bucks,,Khris Middleton,placed on IL,23.0,0.0,regular,2016,58.0,False,roaster move,healthy inactive
2017-02-28,Detroit Pistons,,Darrun Hilliard,placed on IL with back spasms,20.0,0.0,regular,2016,60.0,False,back,torso
2017-02-28,Oklahoma City Thunder,,Josh Huestis,placed on IL,22.0,0.0,regular,2016,60.0,False,roaster move,healthy inactive
2017-02-28,Los Angeles Lakers,,Thomas Robinson,placed on IL with flu,20.0,0.0,regular,2016,61.0,False,sick,sick
2017-02-28,Charlotte Hornets,,Miles Plumlee,placed on IL with strained right calf,10.0,0.0,regular,2016,60.0,False,calf,lower leg
2017-03-01,Washington Wizards,,Brandon Jennings,placed on IL,22.0,0.0,regular,2016,59.0,False,roaster move,healthy inactive
2017-03-01,Detroit Pistons,,Michael Gbinije,placed on IL,8.0,0.0,regular,2016,61.0,False,roaster move,healthy inactive
2017-03-01,San Antonio Spurs,,Tony Parker,placed on IL with bruised quadriceps / sore knee (DTD),22.0,0.0,regular,2016,59.0,False,knee,knee
2017-03-01,Houston Rockets,,Isaiah Taylor,placed on IL,20.0,11.0,regular,2016,62.0,False,roaster move,healthy inactive
2017-03-01,Indiana Pacers,,Thaddeus Young,placed on IL,20.0,0.0,regular,2016,61.0,False,roaster move,healthy inactive
2017-03-01,Nets,,Andrew Nicholson,placed on IL,,,,,,,roaster move,healthy inactive
2017-03-01,Sacramento Kings,,Malachi Richardson,placed on IL with torn right hamstring,13.0,0.0,regular,2016,61.0,False,hamstring,upper leg
2017-03-01,Dallas Mavericks,,Wesley Matthews,placed on IL with right hip injury,20.0,0.0,regular,2016,60.0,False,hip,upper leg
2017-03-01,Milwaukee Bucks,,Michael Beasley,placed on IL with hyperextended left knee,6.0,0.0,regular,2016,59.0,False,knee,knee
2017-03-01,Cleveland Cavaliers,,Kahlil Felder,placed on IL,21.0,0.0,regular,2016,59.0,False,roaster move,healthy inactive
2017-03-01,Utah Jazz,,Rodney Hood,placed on IL with sore right knee,19.0,0.0,regular,2016,61.0,False,knee,knee
2017-03-01,Philadelphia 76ers,,Joel Embiid,placed on IL with torn meniscus in left knee (out for season),78.0,0.0,regular,2016,60.0,False,knee,knee
2017-03-01,New York Knicks,,Guillermo Hernangomez,placed on IL with ankle injury,19.0,0.0,regular,2016,61.0,False,ankle,lower leg
2017-03-02,Chicago Bulls,,Anthony Morrow,placed on IL,19.0,0.0,regular,2016,61.0,False,roaster move,healthy inactive
2017-03-02,Oklahoma City Thunder,,Victor Oladipo,placed on IL with back injury,18.0,0.0,regular,2016,61.0,False,back,torso
2017-03-02,Golden State Warriors,,Kevin Durant,placed on IL with sprained MCL in left knee,2.0,0.0,regular,2016,61.0,False,MCL,knee
2017-03-03,San Antonio Spurs,,Joel Anthony,placed on IL,21.0,0.0,regular,2016,60.0,False,roaster move,healthy inactive
2017-03-03,Washington Wizards,,Chris McCullough,placed on IL,3.0,0.0,regular,2016,60.0,False,roaster move,healthy inactive
2017-03-03,Washington Wizards,,Daniel Ochefu,placed on IL,17.0,0.0,regular,2016,60.0,False,roaster move,healthy inactive
2017-03-03,Nets,,Justin Hamilton,placed on IL with illness,,,,,,,sick,sick
2017-03-03,Los Angeles Lakers,,Luol Deng,placed on IL,19.0,0.0,regular,2016,62.0,False,roaster move,healthy inactive
2017-03-03,Boston Celtics,,Tyler Zeller,placed on IL with illness,19.0,0.0,regular,2016,62.0,False,sick,sick
2017-03-04,San Antonio Spurs,,Emanuel Ginobili,placed on IL for rest,20.0,0.0,regular,2016,61.0,False,rest,rest
2017-03-04,Nets,,Joe Harris,placed on IL with concussion,,,,,,,head,head
2017-03-05,Los Angeles Lakers,,Ivica Zubac,placed on IL with quadriceps injury (DTD),18.0,0.0,regular,2016,63.0,False,quad,upper leg
2017-03-05,Dallas Mavericks,,AJ Hammons,placed on IL,17.0,0.0,regular,2016,62.0,False,roaster move,healthy inactive
2017-03-05,Indiana Pacers,,Lavoy Allen,placed on IL with sore right knee,18.0,0.0,regular,2016,62.0,False,knee,knee
2017-03-05,Boston Celtics,,Al Horford,placed on IL with sprained right elbow,17.0,0.0,regular,2016,63.0,False,elbow,arm
2017-03-05,Utah Jazz,,Shelvin Mack,placed on IL with sprained left ankle,8.0,0.0,regular,2016,63.0,False,ankle,lower leg
2017-03-05,Boston Celtics,,Avery Bradley,placed on IL with hamstring injury / rest,18.0,0.0,regular,2016,63.0,False,rest,rest
2017-03-05,New York Knicks,,Maurice Ndour,placed on IL with sprained right ankle,16.0,0.0,regular,2016,63.0,False,ankle,lower leg
2017-03-06,Denver Nuggets,,Nikola Jokic,placed on IL with illness,17.0,0.0,regular,2016,63.0,False,sick,sick
2017-03-06,San Antonio Spurs,,Joel Anthony,placed on IL,19.0,0.0,regular,2016,62.0,False,roaster move,healthy inactive
2017-03-06,Chicago Bulls,,Rajon Rondo,placed on IL with sprained right ankle,18.0,0.0,regular,2016,63.0,False,ankle,lower leg
2017-03-06,Chicago Bulls,,Dwyane Wade,placed on IL with strained left quadricep,17.0,0.0,regular,2016,63.0,False,quad,upper leg
2017-03-06,Utah Jazz,,George Hill,placed on IL,17.0,0.0,regular,2016,64.0,False,roaster move,healthy inactive
2017-03-07,Los Angeles Lakers,,Luol Deng,placed on IL,5.0,0.0,regular,2016,64.0,False,roaster move,healthy inactive
2017-03-07,Oklahoma City Thunder,,Kyle Singler,placed on IL,7.0,0.0,regular,2016,64.0,False,roaster move,healthy inactive
2017-03-08,San Antonio Spurs,,Kawhi Leonard,placed on IL for rest,18.0,0.0,regular,2016,63.0,False,rest,rest
2017-03-08,San Antonio Spurs,,LaMarcus Aldridge,placed on IL for rest,18.0,0.0,regular,2016,63.0,False,rest,rest
2017-03-08,Boston Celtics,,James Young,placed on IL with bruised tailbone / sore lower back,15.0,0.0,regular,2016,65.0,False,back,torso
2017-03-08,Utah Jazz,,Derrick Favors,placed on IL with sore right knee (DTD),3.0,0.0,regular,2016,65.0,False,knee,knee
2017-03-08,Chicago Bulls,,Isaiah Canaan,placed on IL,16.0,0.0,regular,2016,64.0,False,roaster move,healthy inactive
2017-03-08,Indiana Pacers,,Joe Young,placed on IL,14.0,0.0,regular,2016,64.0,False,roaster move,healthy inactive
2017-03-09,Cleveland Cavaliers,,Andrew Bogut,placed on IL with fractured tibia in left / right leg,71.0,0.0,regular,2016,63.0,False,tibia,lower leg
2017-03-09,San Antonio Spurs,,Emanuel Ginobili,placed on IL,17.0,0.0,regular,2016,64.0,False,roaster move,healthy inactive
2017-03-09,San Antonio Spurs,,Kyle Anderson,placed on IL with sprained right knee,17.0,0.0,regular,2016,64.0,False,knee,knee
2017-03-10,Houston Rockets,,Troy Williams,placed on IL,9.0,0.0,regular,2016,66.0,False,roaster move,healthy inactive
2017-03-10,Denver Nuggets,,Malik Beasley,placed on IL,15.0,0.0,regular,2016,65.0,False,roaster move,healthy inactive
2017-03-10,Dallas Mavericks,,Nerlens Noel,placed on IL with sore left knee,15.0,0.0,regular,2016,64.0,False,knee,knee
2017-03-10,Chicago Bulls,,Anthony Morrow,placed on IL,13.0,0.0,regular,2016,65.0,False,roaster move,healthy inactive
2017-03-11,Dallas Mavericks,,Manny Harris,placed on IL,16.0,0.0,regular,2016,65.0,False,roaster move,healthy inactive
2017-03-11,Dallas Mavericks,,Jarrod Uthoff,placed on IL,16.0,0.0,regular,2016,65.0,False,roaster move,healthy inactive
2017-03-11,Washington Wizards,,Sheldon McClellan,placed on IL,16.0,0.0,regular,2016,65.0,False,roaster move,healthy inactive
2017-03-11,Golden State Warriors,,Draymond Green,placed on IL for rest,15.0,0.0,regular,2016,66.0,False,rest,rest
2017-03-11,San Antonio Spurs,,LaMarcus Aldridge,placed on IL with heart arrhythmia,15.0,0.0,regular,2016,65.0,False,other,other
2017-03-11,San Antonio Spurs,,Kawhi Leonard,placed on IL with concussion,16.0,0.0,regular,2016,65.0,False,head,head
2017-03-11,New Orleans Pelicans,,Cheick Diallo,placed on IL,13.0,0.0,regular,2016,66.0,False,roaster move,healthy inactive
2017-03-11,Atlanta Hawks,,Dwight Howard,placed on IL for rest,15.0,0.0,regular,2016,66.0,False,rest,rest
2017-03-12,Los Angeles Lakers,,Timofey Mozgov,placed on IL,13.0,0.0,regular,2016,66.0,False,roaster move,healthy inactive
2017-03-12,Chicago Bulls,,Nikola Mirotic,placed on IL,15.0,0.0,regular,2016,66.0,False,roaster move,healthy inactive
2017-03-12,Boston Celtics,,Jordan Mickey,placed on IL,4.0,0.0,regular,2016,67.0,False,roaster move,healthy inactive
2017-03-13,Chicago Bulls,,Isaiah Canaan,placed on IL,14.0,0.0,regular,2016,67.0,False,roaster move,healthy inactive
2017-03-13,Atlanta Hawks,,Ryan Kelly,placed on IL,14.0,0.0,regular,2016,67.0,False,roaster move,healthy inactive
2017-03-13,Dallas Mavericks,,AJ Hammons,placed on IL,10.0,0.0,regular,2016,66.0,False,roaster move,healthy inactive
2017-03-13,Denver Nuggets,,Wilson Chandler,placed on IL with right groin injury,11.0,0.0,regular,2016,67.0,False,groin,upper leg
2017-03-13,San Antonio Spurs,,Dejounte Murray,placed on IL with sore left groin (DTD),16.0,3.0,regular,2016,66.0,False,groin,upper leg
2017-03-13,Washington Wizards,,Daniel Ochefu,placed on IL,15.0,0.0,regular,2016,66.0,False,roaster move,healthy inactive
2017-03-14,Cleveland Cavaliers,,Kahlil Felder,placed on IL,14.0,0.0,regular,2016,66.0,False,roaster move,healthy inactive
2017-03-14,Golden State Warriors,,Damian Jones,placed on IL,15.0,10.0,regular,2016,67.0,False,roaster move,healthy inactive
2017-03-15,Chicago Bulls,,Cameron Payne,placed on IL with sore right foot,11.0,0.0,regular,2016,68.0,False,foot,foot
2017-03-15,Dallas Mavericks,,Wesley Matthews,placed on IL with strained right calf,14.0,0.0,regular,2016,67.0,False,calf,lower leg
2017-03-15,Indiana Pacers,,Lavoy Allen,placed on IL with sore left knee,13.0,0.0,regular,2016,68.0,False,knee,knee
2017-03-15,San Antonio Spurs,,Tony Parker,placed on IL with sore lower back,14.0,0.0,regular,2016,67.0,False,back,torso
2017-03-15,Washington Wizards,,Sheldon McClellan,placed on IL,14.0,0.0,regular,2016,67.0,False,roaster move,healthy inactive
2017-03-16,Nets,,Sean Kilpatrick,placed on IL with strained left hamstring,,,,,,,hamstring,upper leg
2017-03-16,Denver Nuggets,,Danilo Gallinari,placed on IL with left knee injury,10.0,0.0,regular,2016,68.0,False,knee,knee
2017-03-16,New York Knicks,,Kristaps Porzingis,placed on IL with left thigh injury,12.0,0.0,regular,2016,69.0,False,quad,upper leg
2017-03-16,Cleveland Cavaliers,,Kyle Korver,placed on IL with sore left foot,12.0,0.0,regular,2016,67.0,False,foot,foot
2017-03-16,Atlanta Hawks,,DeAndre Bembry,placed on IL,12.0,0.0,regular,2016,68.0,False,roaster move,healthy inactive
2017-03-16,Los Angeles Clippers,,DeAndre Jordan,placed on IL for rest,12.0,0.0,regular,2016,69.0,False,rest,rest
2017-03-17,Washington Wizards,,Markieff Morris,placed on IL with illness,12.0,0.0,regular,2016,68.0,False,sick,sick
2017-03-17,Dallas Mavericks,,Jarrod Uthoff,placed on IL,11.0,0.0,regular,2016,68.0,False,roaster move,healthy inactive
2017-03-17,Boston Celtics,,Isaiah Thomas,placed on IL with bone bruise in right knee,11.0,0.0,regular,2016,69.0,False,knee,knee
2017-03-17,Chicago Bulls,,Dwyane Wade,placed on IL with fractured right elbow,2.0,0.0,regular,2016,69.0,False,elbow,arm
2017-03-17,Los Angeles Lakers,,Tarik Black,placed on IL with sprained right ankle / illness (DTD),12.0,0.0,regular,2016,69.0,False,sick,sick
2017-03-18,San Antonio Spurs,,Joel Anthony,placed on IL,13.0,0.0,regular,2016,68.0,False,roaster move,healthy inactive
2017-03-18,Memphis Grizzlies,,Chandler Parsons,placed on IL with torn meniscus in left knee (out for season),58.0,0.0,regular,2016,70.0,False,knee,knee
2017-03-18,Los Angeles Clippers,,Wesley Johnson,placed on IL,7.0,0.0,regular,2016,70.0,False,roaster move,healthy inactive
2017-03-18,Cleveland Cavaliers,,Larry Sanders,placed on IL,10.0,0.0,regular,2016,68.0,False,roaster move,healthy inactive
