Date,Team,Relinquished,Notes,reg_games_missed,post_games_missed,Season,Year,Game_number,Out_for_Season,note_keyword,category
2014-02-03,New Orleans Pelicans,Jrue Holiday,stress fracture in right ankle/tibia (DNP),1.0,0.0,regular,2013,47,,ankle,lower leg
2014-02-03,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013,47,,knee,knee
2014-02-03,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013,46,,ACL,knee
2014-02-03,Nets,Joe Johnson,right knee tendinitis (DNP),0.0,0.0,off,,,,knee,knee
2014-02-03,Nets,Andray Blatche,hip injury (DNP),0.0,0.0,off,,,,hip,upper leg
2014-02-03,Atlanta Hawks,John Jenkins,surgery on lower back (out for season),1.0,0.0,regular,2013,47,,back,torso
2014-02-03,Orlando Magic,Jameer Nelson,sore left knee (DNP),1.0,0.0,regular,2013,50,,knee,knee
2014-02-03,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013,47,,hand,hand
2014-02-03,Milwaukee Bucks,OJ Mayo,illness (DNP),1.0,0.0,regular,2013,48,,sick,sick
2014-02-03,Milwaukee Bucks,Ekpe Udoh,sprained left ankle (DNP),1.0,0.0,regular,2013,48,,ankle,lower leg
2014-02-03,Nets,Andrei Kirilenko,sore right calf (DNP),0.0,0.0,off,,,,calf,lower leg
2014-02-03,Utah Jazz,John Lucas,sore back (DNP),1.0,0.0,regular,2013,48,,back,torso
2014-02-04,Los Angeles Lakers,Pau Gasol,strained right groin (DNP),1.0,0.0,regular,2013,48,,groin,upper leg
2014-02-04,Los Angeles Lakers,Jordan Farmar,torn left hamstring (DNP),1.0,0.0,regular,2013,48,,hamstring,upper leg
2014-02-05,Philadelphia 76ers,Brandon Davies,fractured right pinky finger (DNP),1.0,0.0,regular,2013,50,,finger,hand
2014-02-05,Minnesota Timberwolves,Kevin Love,stiff neck (DNP),1.0,0.0,regular,2013,49,,neck,head
2014-02-05,Houston Rockets,Greg Smith,sore right knee (DNP),1.0,0.0,regular,2013,50,,knee,knee
2014-02-05,Houston Rockets,Francisco Garcia,sore left knee (DNP),1.0,0.0,regular,2013,50,,knee,knee
2014-02-05,Detroit Pistons,Chauncey Billups,left knee injury (DNP),1.0,0.0,regular,2013,48,,knee,knee
2014-02-05,New Orleans Pelicans,Tyreke Evans,rib injury (DNP),1.0,0.0,regular,2013,48,,ribs,torso
2014-02-05,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013,48,,knee,knee
2014-02-05,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013,47,,ACL,knee
2014-02-05,Los Angeles Lakers,Pau Gasol,strained right groin (DNP),1.0,0.0,regular,2013,49,,groin,upper leg
2014-02-05,Los Angeles Lakers,Jordan Hill,cervical strain (DNP),1.0,0.0,regular,2013,49,,other,other
2014-02-05,Los Angeles Lakers,Jodie Meeks,sprained right ankle (DNP),1.0,0.0,regular,2013,49,,ankle,lower leg
2014-02-05,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013,48,,hand,hand
2014-02-05,Milwaukee Bucks,OJ Mayo,illness (DNP),1.0,0.0,regular,2013,49,,sick,sick
2014-02-05,Milwaukee Bucks,Ekpe Udoh,sprained left ankle (DNP),1.0,0.0,regular,2013,49,,ankle,lower leg
2014-02-05,Los Angeles Lakers,Steve Nash,rest (DNP),1.0,0.0,regular,2013,49,,rest,rest
2014-02-06,Golden State Warriors,Nemanja Nedovic,strained left hamstring (DNP),1.0,0.0,regular,2013,50,,hamstring,upper leg
2014-02-06,San Antonio Spurs,Boris Diaw,food poisoning (DNP),1.0,0.0,regular,2013,50,,sick,sick
2014-02-06,San Antonio Spurs,Tim Duncan,rest (DNP),1.0,0.0,regular,2013,50,,rest,rest
2014-02-06,Chicago Bulls,Carlos Boozer,strained left calf (DNP),1.0,0.0,regular,2013,49,,calf,lower leg
2014-02-06,Los Angeles Lakers,Nick Young,fractured patella in left knee (out indefinitely),1.0,0.0,regular,2013,50,,knee,knee
2014-02-07,Los Angeles Lakers,Nick Young,fractured patella in left knee (DNP),1.0,0.0,regular,2013,50,,knee,knee
2014-02-07,Philadelphia 76ers,Brandon Davies,fractured right pinky finger (DNP),1.0,0.0,regular,2013,51,,finger,hand
2014-02-07,Cleveland Cavaliers,Luol Deng,flu (DNP),1.0,0.0,regular,2013,50,,sick,sick
2014-02-07,Boston Celtics,Avery Bradley,sore right ankle (DNP),1.0,0.0,regular,2013,51,,ankle,lower leg
2014-02-07,Boston Celtics,Rajon Rondo,rest / sore right knee (DNP),1.0,0.0,regular,2013,51,,rest,rest
2014-02-07,Los Angeles Clippers,Hidayet Turkoglu,bruised right knee (DNP),1.0,0.0,regular,2013,53,,knee,knee
2014-02-07,Los Angeles Lakers,Jodie Meeks,sprained right ankle (DNP),1.0,0.0,regular,2013,50,,ankle,lower leg
2014-02-07,Los Angeles Lakers,Jordan Farmar,rest / torn left hamstring (DNP),1.0,0.0,regular,2013,50,,rest,rest
2014-02-07,Los Angeles Lakers,Pau Gasol,strained right groin (DNP),1.0,0.0,regular,2013,50,,groin,upper leg
2014-02-07,Nets,Kevin Garnett,rest (DNP),0.0,0.0,off,,,,rest,rest
2014-02-07,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013,48,,ACL,knee
2014-02-07,Indiana Pacers,Lance Stephenson,sore lower back (DNP),1.0,0.0,regular,2013,49,,back,torso
2014-02-07,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013,49,,knee,knee
2014-02-08,San Antonio Spurs,Marco Belinelli,back spasms (DNP),1.0,0.0,regular,2013,51,,back,torso
2014-02-08,Golden State Warriors,Nemanja Nedovic,strained left hamstring (DNP),1.0,0.0,regular,2013,51,,hamstring,upper leg
2014-02-08,Minnesota Timberwolves,Kevin Love,bruised left quadriceps (DNP),1.0,0.0,regular,2013,51,,quad,upper leg
2014-02-08,San Antonio Spurs,Tiago Splitter,bruised right calf (DNP),1.0,0.0,regular,2013,51,,calf,lower leg
2014-02-08,Houston Rockets,Francisco Garcia,sore left knee (DNP),1.0,0.0,regular,2013,51,,knee,knee
2014-02-08,Houston Rockets,Greg Smith,sore right knee (DNP),1.0,0.0,regular,2013,51,,knee,knee
2014-02-08,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013,49,,hand,hand
2014-02-08,Milwaukee Bucks,OJ Mayo,illness (DNP),1.0,0.0,regular,2013,50,,sick,sick
2014-02-08,Milwaukee Bucks,Luke Ridnour,back injury (DNP),1.0,0.0,regular,2013,50,,back,torso
2014-02-08,Milwaukee Bucks,Ersan Ilyasova,back injury (DNP),1.0,0.0,regular,2013,50,,back,torso
2014-02-08,Milwaukee Bucks,Ekpe Udoh,sprained left ankle (DNP),1.0,0.0,regular,2013,50,,ankle,lower leg
2014-02-08,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013,49,,ACL,knee
2014-02-09,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013,50,,knee,knee
2014-02-09,Denver Nuggets,Ty Lawson,fractured left rib (out indefinitely),1.0,0.0,regular,2013,50,,ribs,torso
2014-02-09,Los Angeles Lakers,Pau Gasol,strained right groin (DNP),1.0,0.0,regular,2013,51,,groin,upper leg
2014-02-09,Los Angeles Lakers,Nick Young,fractured patella in left knee (DNP),1.0,0.0,regular,2013,51,,knee,knee
2014-02-09,Los Angeles Lakers,Jordan Farmar,sore left hamstring (DNP),1.0,0.0,regular,2013,51,,hamstring,upper leg
2014-02-09,Los Angeles Lakers,Jodie Meeks,sprained right ankle (DNP),1.0,0.0,regular,2013,51,,ankle,lower leg
2014-02-09,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013,50,,hand,hand
2014-02-09,Chicago Bulls,Carlos Boozer,strained left calf (DNP),1.0,0.0,regular,2013,50,,calf,lower leg
2014-02-10,Golden State Warriors,Nemanja Nedovic,right foot inflammation / strained left hamstring (DNP),1.0,0.0,regular,2013,52,,foot,foot
2014-02-10,San Antonio Spurs,Tiago Splitter,bruised right calf/shin (DNP),1.0,0.0,regular,2013,52,,calf,lower leg
2014-02-10,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013,51,,knee,knee
2014-02-10,Denver Nuggets,Ty Lawson,fractured left rib (DNP),1.0,0.0,regular,2013,50,,ribs,torso
2014-02-10,Boston Celtics,Rajon Rondo,rest / sore right knee (DNP),1.0,0.0,regular,2013,53,,rest,rest
2014-02-10,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013,50,,ACL,knee
2014-02-10,Milwaukee Bucks,OJ Mayo,conditioning (DNP),1.0,0.0,regular,2013,51,,other,other
2014-02-10,Milwaukee Bucks,Larry Sanders,fractured right orbital bone (DNP),1.0,0.0,regular,2013,51,,other,other
2014-02-10,Milwaukee Bucks,Ersan Ilyasova,back injury (DNP),1.0,0.0,regular,2013,51,,back,torso
2014-02-10,Philadelphia 76ers,Hollis Thompson,sprained right ankle (DNP),1.0,0.0,regular,2013,53,,ankle,lower leg
2014-02-10,Boston Celtics,Avery Bradley,sore right ankle (DNP),1.0,0.0,regular,2013,53,,ankle,lower leg
2014-02-11,Los Angeles Lakers,Jodie Meeks,sprained right ankle (DNP),1.0,0.0,regular,2013,52,,ankle,lower leg
2014-02-11,Los Angeles Lakers,Pau Gasol,strained right groin (DNP),1.0,0.0,regular,2013,52,,groin,upper leg
2014-02-11,Los Angeles Lakers,Nick Young,fractured patella in left knee (DNP),1.0,0.0,regular,2013,52,,knee,knee
2014-02-11,Los Angeles Lakers,Jordan Farmar,sore left hamstring (DNP),1.0,0.0,regular,2013,52,,hamstring,upper leg
2014-02-11,Cleveland Cavaliers,CJ Miles,sore right foot (DNP),1.0,0.0,regular,2013,52,,foot,foot
2014-02-11,Cleveland Cavaliers,Anderson Varejao,sore back (DNP),1.0,0.0,regular,2013,52,,back,torso
2014-02-11,Chicago Bulls,Carlos Boozer,strained left calf (DNP),1.0,0.0,regular,2013,51,,calf,lower leg
2014-02-11,Milwaukee Bucks,John Henson,foot injury (DNP),1.0,0.0,regular,2013,52,,foot,foot
2014-02-11,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013,51,,hand,hand
2014-02-12,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013,52,,knee,knee
2014-02-12,Denver Nuggets,Ty Lawson,fractured left rib (DNP),1.0,0.0,regular,2013,51,,ribs,torso
2014-02-12,Houston Rockets,Patrick Beverley,strained abdominal (DNP),1.0,0.0,regular,2013,53,,abdominal,torso
2014-02-12,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013,51,,ACL,knee
2014-02-12,San Antonio Spurs,Tiago Splitter,bruised right calf/shin (DNP),1.0,0.0,regular,2013,53,,calf,lower leg
2014-02-12,Golden State Warriors,Nemanja Nedovic,strained left hamstring (DNP),1.0,0.0,regular,2013,53,,hamstring,upper leg
2014-02-12,San Antonio Spurs,Tony Parker,rest (DNP),1.0,0.0,regular,2013,53,,rest,rest
2014-02-12,Dallas Mavericks,Devin Harris,sprained left ankle / knee (DNP),1.0,0.0,regular,2013,54,,ankle,lower leg
2014-02-12,Milwaukee Bucks,OJ Mayo,conditioning (DNP),1.0,0.0,regular,2013,52,,other,other
2014-02-12,Atlanta Hawks,DeMarre Carroll,strained left hamstring (DNP),1.0,0.0,regular,2013,51,,hamstring,upper leg
2014-02-12,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013,52,,hand,hand
2014-02-12,Boston Celtics,Avery Bradley,sore right ankle (DNP),1.0,0.0,regular,2013,54,,ankle,lower leg
2014-02-12,Milwaukee Bucks,Larry Sanders,fractured right orbital bone (DNP),1.0,0.0,regular,2013,52,,other,other
2014-02-12,Milwaukee Bucks,Ekpe Udoh,swelling in right knee (DNP),1.0,0.0,regular,2013,52,,knee,knee
2014-02-12,Philadelphia 76ers,Hollis Thompson,sprained right ankle (DNP),1.0,0.0,regular,2013,54,,ankle,lower leg
2014-02-12,New York Knicks,JR Smith,fractured left cheekbone (DNP),1.0,0.0,regular,2013,52,,other,other
2014-02-13,Los Angeles Lakers,Jodie Meeks,sprained right ankle (DNP),1.0,0.0,regular,2013,53,,ankle,lower leg
2014-02-13,Los Angeles Lakers,Steve Nash,back injury (DTD),1.0,0.0,regular,2013,53,,back,torso
2014-02-15,Milwaukee Bucks,Larry Sanders,surgery to repair fractured orbital bone (out indefinitely),1.0,0.0,regular,2013,53,,other,other
2014-02-18,Cleveland Cavaliers,Anderson Varejao,sore back (DNP),1.0,0.0,regular,2013,54,,back,torso
2014-02-18,Denver Nuggets,Ty Lawson,fractured left rib (DNP),1.0,0.0,regular,2013,52,,ribs,torso
2014-02-18,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013,52,,ACL,knee
2014-02-18,San Antonio Spurs,Tiago Splitter,bruised right calf/shin (DNP),1.0,0.0,regular,2013,54,,calf,lower leg
2014-02-18,Memphis Grizzlies,Tony Allen,hand injury (DNP),1.0,0.0,regular,2013,53,,hand,hand
2014-02-18,Milwaukee Bucks,Ekpe Udoh,swelling in right knee (DNP),1.0,0.0,regular,2013,53,,knee,knee
2014-02-18,Philadelphia 76ers,Hollis Thompson,sprained right ankle (DNP),1.0,0.0,regular,2013,55,,ankle,lower leg
2014-02-18,Atlanta Hawks,DeMarre Carroll,strained left hamstring (DNP),1.0,0.0,regular,2013,52,,hamstring,upper leg
2014-02-19,Golden State Warriors,Nemanja Nedovic,strained left hamstring (DNP),1.0,0.0,regular,2013,54,,hamstring,upper leg
2014-02-19,San Antonio Spurs,Tim Duncan,rest (DNP),1.0,0.0,regular,2013,55,,rest,rest
2014-02-19,San Antonio Spurs,Aron Baynes,bruised left knee (DNP),1.0,0.0,regular,2013,55,,knee,knee
2014-02-19,Houston Rockets,Ronnie Brewer,sprained right ankle (DNP),1.0,0.0,regular,2013,54,,ankle,lower leg
2014-02-19,Detroit Pistons,Chauncey Billups,arthroscopic surgery on left knee (out for season),1.0,0.0,regular,2013,54,,knee,knee
2014-02-19,Los Angeles Lakers,Steve Nash,nerve root irritation (DNP),1.0,0.0,regular,2013,54,,other,other
2014-02-19,Los Angeles Lakers,Pau Gasol,strained right groin (DNP),1.0,0.0,regular,2013,54,,groin,upper leg
2014-02-19,New York Knicks,Amare Stoudemire,sore left knee (DNP),1.0,0.0,regular,2013,54,,knee,knee
2014-02-19,Atlanta Hawks,Gustavo Ayon,shoulder injury / stress fracture in right ankle (P) (DNP),1.0,0.0,regular,2013,53,,ankle,lower leg
2014-02-19,Cleveland Cavaliers,Dion Waiters,hyperextended left knee (DNP),1.0,0.0,regular,2013,55,,knee,knee
2014-02-19,Portland Trailblazers,LaMarcus Aldridge,strained left groin (DNP),0.0,0.0,off,,,,groin,upper leg
2014-02-19,Los Angeles Lakers,Nick Young,fractured patella in left knee (DNP),1.0,0.0,regular,2013,54,,knee,knee
2014-02-20,Minnesota Timberwolves,Ronny Turiaf,bruised right knee (out indefinitely),1.0,0.0,regular,2013,55,,knee,knee
2014-02-20,Golden State Warriors,Nemanja Nedovic,strained left hamstring (DNP),1.0,0.0,regular,2013,55,,hamstring,upper leg
2014-02-20,Houston Rockets,Ronnie Brewer,sprained right ankle (DNP),1.0,0.0,regular,2013,55,,ankle,lower leg
2014-02-20,Denver Nuggets,Ty Lawson,fractured left rib (DNP),1.0,0.0,regular,2013,53,,ribs,torso
2014-02-20,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013,53,,ACL,knee
2014-02-20,Denver Nuggets,JaVale McGee,surgery on left tibia to repair stress fracture (out for season),1.0,0.0,regular,2013,53,,tibia,lower leg
2014-02-20,Milwaukee Bucks,Ekpe Udoh,swelling in right knee (DNP),1.0,0.0,regular,2013,54,,knee,knee
2014-02-20,Milwaukee Bucks,Brandon Knight,heel injury (DNP),1.0,0.0,regular,2013,54,,heel,foot
2014-02-21,Oklahoma City Thunder,Kendrick Perkins,strained groin (DTD),1.0,0.0,regular,2013,57,,groin,upper leg
2014-02-21,Phoenix Suns,Leandro Barbosa,sprained left big toe (DNP),1.0,0.0,regular,2013,54,,toe,foot
2014-02-21,Denver Nuggets,Ty Lawson,fractured left rib (DNP),1.0,0.0,regular,2013,54,,ribs,torso
2014-02-21,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013,54,,ACL,knee
2014-02-21,Los Angeles Lakers,Steve Nash,nerve root irritation (DNP),1.0,0.0,regular,2013,55,,other,other
2014-02-21,Atlanta Hawks,Jeff Teague,sprained left ankle (DNP),1.0,0.0,regular,2013,54,,ankle,lower leg
2014-02-21,Los Angeles Lakers,Nick Young,fractured patella in left knee (DNP),1.0,0.0,regular,2013,55,,knee,knee
2014-02-21,Boston Celtics,Vitor Faverani,knee injury (DNP),1.0,0.0,regular,2013,56,,knee,knee
2014-02-21,Cleveland Cavaliers,Dion Waiters,hyperextended left knee (DNP),1.0,0.0,regular,2013,56,,knee,knee
2014-02-21,Cleveland Cavaliers,CJ Miles,sprained left ankle (DNP),1.0,0.0,regular,2013,56,,ankle,lower leg
2014-02-21,Cleveland Cavaliers,Anderson Varejao,sore back (DNP),1.0,0.0,regular,2013,56,,back,torso
2014-02-21,Portland Trailblazers,LaMarcus Aldridge,strained left groin (DNP),0.0,0.0,off,,,,groin,upper leg
2014-02-21,Atlanta Hawks,Gustavo Ayon,right shoulder injury (DNP),1.0,0.0,regular,2013,54,,shoulder,torso
2014-02-22,Nets,Marcus Thornton,food poisoning (DNP),0.0,0.0,off,,,,sick,sick
2014-02-22,Golden State Warriors,Nemanja Nedovic,strained left hamstring (DNP),1.0,0.0,regular,2013,56,,hamstring,upper leg
2014-02-22,Golden State Warriors,David Lee,stomach flu (DNP),1.0,0.0,regular,2013,56,,sick,sick
2014-02-22,Minnesota Timberwolves,Ronny Turiaf,bone bruise in right knee (DNP),1.0,0.0,regular,2013,55,,knee,knee
2014-02-22,New Orleans Pelicans,Jason Smith,right knee injury (DNP) (P),1.0,0.0,regular,2013,55,,knee,knee
2014-02-22,Orlando Magic,Arron Afflalo,sprained right ankle (DNP),1.0,0.0,regular,2013,58,,ankle,lower leg
2014-02-22,Milwaukee Bucks,Ekpe Udoh,swelling in right knee (DNP),1.0,0.0,regular,2013,55,,knee,knee
2014-02-22,Atlanta Hawks,Gustavo Ayon,right shoulder injury (DNP),1.0,0.0,regular,2013,55,,shoulder,torso
2014-02-22,Boston Celtics,Vitor Faverani,knee injury (DNP),1.0,0.0,regular,2013,57,,knee,knee
2014-02-22,Boston Celtics,Rajon Rondo,rest (DNP),1.0,0.0,regular,2013,57,,rest,rest
2014-02-22,Boston Celtics,Jared Sullinger,concussion (DNP),1.0,0.0,regular,2013,57,,head,head
2014-02-22,Milwaukee Bucks,Caron Butler,sore left ankle (DNP),1.0,0.0,regular,2013,55,,ankle,lower leg
2014-02-22,Atlanta Hawks,Paul Millsap,bruised right knee (DNP),1.0,0.0,regular,2013,55,,knee,knee
2014-02-23,Nets,Shaun Livingston,bruised tailbone (DNP),0.0,0.0,off,,,,other,other
2014-02-23,Minnesota Timberwolves,Ronny Turiaf,bone bruise in right knee (DNP),1.0,0.0,regular,2013,56,,knee,knee
2014-02-23,Phoenix Suns,Leandro Barbosa,sprained left big toe (DNP),1.0,0.0,regular,2013,55,,toe,foot
2014-02-23,Denver Nuggets,Ty Lawson,fractured left rib (DNP),1.0,0.0,regular,2013,55,,ribs,torso
2014-02-23,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013,55,,ACL,knee
2014-02-23,Denver Nuggets,Darrell Arthur,strained left groin/hip (DNP),1.0,0.0,regular,2013,55,,groin,upper leg
2014-02-23,Nets,Marcus Thornton,food poisoning (DNP),0.0,0.0,off,,,,sick,sick
2014-02-23,Los Angeles Lakers,Steve Nash,nerve root irritation (DNP),1.0,0.0,regular,2013,56,,other,other
2014-02-23,Orlando Magic,Arron Afflalo,sprained right ankle (DNP),1.0,0.0,regular,2013,58,,ankle,lower leg
2014-02-23,Nets,Kevin Garnett,rest (DNP),0.0,0.0,off,,,,rest,rest
2014-02-23,Miami Heat,LeBron James,fractured nose (DTD),1.0,0.0,regular,2013,54,,nose,head
2014-02-23,Cleveland Cavaliers,Dion Waiters,hyperextended left knee (DNP),1.0,0.0,regular,2013,57,,knee,knee
2014-02-23,Cleveland Cavaliers,CJ Miles,sprained left ankle (DNP),1.0,0.0,regular,2013,57,,ankle,lower leg
2014-02-23,Chicago Bulls,Jimmy Butler,bruised ribs (DNP),1.0,0.0,regular,2013,55,,ribs,torso
2014-02-23,Portland Trailblazers,LaMarcus Aldridge,strained left groin (DNP),0.0,0.0,off,,,,groin,upper leg
2014-02-24,Washington Wizards,Nene Nene,sprained MCL in right knee (P) / left knee injury (CBC) (out indefinitely),1.0,0.0,regular,2013,57,,MCL,knee
2014-02-24,Golden State Warriors,Nemanja Nedovic,strained left hamstring (DNP),1.0,0.0,regular,2013,57,,hamstring,upper leg
2014-02-24,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013,56,,knee,knee
2014-02-24,Boston Celtics,Vitor Faverani,knee injury (DNP),1.0,0.0,regular,2013,58,,knee,knee
2014-02-24,Boston Celtics,Jared Sullinger,concussion (DNP),1.0,0.0,regular,2013,58,,head,head
2014-02-24,Milwaukee Bucks,Ekpe Udoh,swelling in right knee (DNP),1.0,0.0,regular,2013,56,,knee,knee
2014-02-24,Milwaukee Bucks,Caron Butler,sore left ankle (DNP),1.0,0.0,regular,2013,56,,ankle,lower leg
2014-02-24,Philadelphia 76ers,Lorenzo Brown,wrist injury (DNP),1.0,0.0,regular,2013,57,,wrist,arm
2014-02-24,Philadelphia 76ers,Danny Granger,DNP,1.0,0.0,regular,2013,57,,other,other
2014-02-25,Washington Wizards,Kevin Seraphin,sore right knee (DNP),1.0,0.0,regular,2013,57,,knee,knee
2014-02-25,Minnesota Timberwolves,Ronny Turiaf,bone bruise in right knee (DNP),1.0,0.0,regular,2013,57,,knee,knee
2014-02-25,Phoenix Suns,Viacheslav Kravtsov,sprained right ankle (DNP),1.0,0.0,regular,2013,56,,ankle,lower leg
2014-02-25,Phoenix Suns,Leandro Barbosa,sprained left big toe (DNP),1.0,0.0,regular,2013,56,,toe,foot
2014-02-25,Houston Rockets,Greg Smith,knee injury (DNP),1.0,0.0,regular,2013,57,,knee,knee
2014-02-25,Denver Nuggets,Ty Lawson,fractured left rib (DNP),1.0,0.0,regular,2013,56,,ribs,torso
2014-02-25,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013,56,,ACL,knee
2014-02-25,Portland Trailblazers,LaMarcus Aldridge,strained left groin (DNP),0.0,0.0,off,,,,groin,upper leg
2014-02-25,Los Angeles Lakers,Nick Young,fractured patella in left knee (DNP),1.0,0.0,regular,2013,57,,knee,knee
2014-02-25,Atlanta Hawks,Paul Millsap,bruised right knee (DNP),1.0,0.0,regular,2013,56,,knee,knee
2014-02-25,Atlanta Hawks,Gustavo Ayon,right shoulder injury (DNP),1.0,0.0,regular,2013,56,,shoulder,torso
2014-02-25,Cleveland Cavaliers,Dion Waiters,hyperextended left knee (DNP),1.0,0.0,regular,2013,58,,knee,knee
2014-02-25,Cleveland Cavaliers,CJ Miles,sprained left ankle (DNP),1.0,0.0,regular,2013,58,,ankle,lower leg
2014-02-25,Chicago Bulls,Jimmy Butler,bruised ribs (DNP),1.0,0.0,regular,2013,56,,ribs,torso
2014-02-25,Denver Nuggets,Darrell Arthur,strained left groin/hip (DNP),1.0,0.0,regular,2013,56,,groin,upper leg
2014-02-26,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013,57,,knee,knee
2014-02-26,Los Angeles Lakers,Steve Nash,nerve root irritation (DNP),1.0,0.0,regular,2013,58,,other,other
2014-02-26,Golden State Warriors,Nemanja Nedovic,strained left hamstring (DNP),1.0,0.0,regular,2013,58,,hamstring,upper leg
2014-02-26,Los Angeles Lakers,Nick Young,fractured patella in left knee (DNP),1.0,0.0,regular,2013,58,,knee,knee
2014-02-26,Phoenix Suns,Goran Dragic,ankle injury (DNP),1.0,0.0,regular,2013,57,,ankle,lower leg
2014-02-26,Phoenix Suns,Leandro Barbosa,sprained left big toe (DNP),1.0,0.0,regular,2013,57,,toe,foot
2014-02-26,Phoenix Suns,Viacheslav Kravtsov,sprained right ankle (DNP),1.0,0.0,regular,2013,57,,ankle,lower leg
2014-02-26,Houston Rockets,Greg Smith,sore right knee (DNP),1.0,0.0,regular,2013,58,,knee,knee
2014-02-26,Los Angeles Lakers,Chris Kaman,sore back (DNP),1.0,0.0,regular,2013,58,,back,torso
2014-02-26,Cleveland Cavaliers,Dion Waiters,hyperextended left knee (DNP),1.0,0.0,regular,2013,59,,knee,knee
2014-02-26,Atlanta Hawks,Gustavo Ayon,right shoulder injury (DNP),1.0,0.0,regular,2013,57,,shoulder,torso
2014-02-26,Boston Celtics,Vitor Faverani,knee injury (DNP),1.0,0.0,regular,2013,59,,knee,knee
2014-02-26,Boston Celtics,Kelly Olynyk,sprained left big toe (DNP),1.0,0.0,regular,2013,59,,toe,foot
2014-02-26,Boston Celtics,Jared Sullinger,concussion (DNP),1.0,0.0,regular,2013,59,,head,head
2014-02-26,Cleveland Cavaliers,CJ Miles,sprained left ankle (DNP),1.0,0.0,regular,2013,59,,ankle,lower leg
2014-02-26,Portland Trailblazers,Thomas Robinson,strained patella in left knee (DNP),0.0,0.0,off,,,,knee,knee
2014-02-26,Portland Trailblazers,LaMarcus Aldridge,strained left groin (DNP),0.0,0.0,off,,,,groin,upper leg
2014-02-26,Philadelphia 76ers,Lorenzo Brown,wrist injury (DNP),1.0,0.0,regular,2013,58,,wrist,arm
2014-02-26,Atlanta Hawks,Paul Millsap,bruised right knee (DNP),1.0,0.0,regular,2013,57,,knee,knee
2014-02-27,Washington Wizards,Kevin Seraphin,sore right knee (DNP),1.0,0.0,regular,2013,58,,knee,knee
2014-02-27,Denver Nuggets,Wilson Chandler,sprained right knee (DNP),1.0,0.0,regular,2013,57,,knee,knee
2014-02-27,Denver Nuggets,Ty Lawson,fractured left rib (DNP),1.0,0.0,regular,2013,57,,ribs,torso
2014-02-27,Denver Nuggets,Darrell Arthur,strained left groin/hip (DNP),1.0,0.0,regular,2013,57,,groin,upper leg
2014-02-27,Milwaukee Bucks,Ekpe Udoh,swelling in right knee (DNP),1.0,0.0,regular,2013,57,,knee,knee
2014-02-27,Denver Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),1.0,0.0,regular,2013,57,,ACL,knee
2014-02-28,New Orleans Pelicans,Jason Smith,right knee injury (DNP),1.0,0.0,regular,2013,58,,knee,knee
2014-02-28,Golden State Warriors,Nemanja Nedovic,strained left hamstring / strep throat (DNP),1.0,0.0,regular,2013,59,,hamstring,upper leg
2014-02-28,Phoenix Suns,Viacheslav Kravtsov,sprained right ankle (DNP),1.0,0.0,regular,2013,58,,ankle,lower leg
2014-02-28,Phoenix Suns,Leandro Barbosa,sprained left big toe (DNP),1.0,0.0,regular,2013,58,,toe,foot
