Date,Team,Player,Notes,reg_games_missed,post_games_missed,Season,Year,Game_number,Out_for_Season,note_keyword,category,Acquired,Reg_games_missed,Post_games_missed,Out_for_season,Pos,Age,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
2019-02-11,Denver Nuggets,Tyler Lydon,placed on IL with concussion,,,regular,2018.0,56,,head,head,,25.0,0.0,False,PF,22.0,25.0,0.0,3.8,1.0,95.0,2.0
2019-02-11,Toronto Raptors,Fred VanVleet,placed on IL with left thumb injury,,,regular,2018.0,58,,finger,hand,,12.0,0.0,False,PG,24.0,64.0,28.0,27.5,126.0,1760.0,1955.0
2019-02-11,Oklahoma City Thunder,Jerami Grant,placed on IL with sprained right ankle,,,regular,2018.0,56,,ankle,lower leg,,24.0,0.0,False,PF,24.0,80.0,77.0,32.7,314.0,2616.0,6858.1
2019-02-11,Minnesota Timberwolves,Andrew Wiggins,placed on IL with illness,,,regular,2018.0,56,,sick,sick,,24.0,0.0,False,SF,23.0,73.0,73.0,34.8,332.0,2540.3999999999996,12002.5
2019-02-12,Memphis Grizzlies,Yuta Watanabe,placed on IL with ankle injury,,,regular,2018.0,58,,ankle,lower leg,,53.0,0.0,False,SF,24.0,15.0,0.0,11.6,0.0,174.0,0.0
2019-02-12,Boston Celtics,Kyrie Irving,placed on IL with strained right knee,,,regular,2018.0,57,,knee,knee,,23.0,0.0,False,PG,26.0,67.0,67.0,33.0,442.0,2211.0,15297.6
2019-02-13,Boston Celtics,Robert Williams,placed on IL with illness,,,regular,2018.0,58,,sick,sick,,23.0,0.0,False,C,21.0,32.0,2.0,8.8,0.0,281.6,0.0
2019-02-13,Golden State Warriors,DeMarcus Cousins,placed on IL,,,regular,2018.0,57,,roaster move,healthy inactive,,24.0,0.0,False,C,28.0,30.0,30.0,25.7,390.0,771.0,13048.8
2019-02-13,Golden State Warriors,Andre Iguodala,placed on IL,,,regular,2018.0,57,,roaster move,healthy inactive,,24.0,0.0,False,SF,35.0,68.0,13.0,23.2,514.0,1577.6,14948.2
2019-02-13,Toronto Raptors,Patrick McCaw,placed on IL with sore right shoulder,,,regular,2018.0,59,,shoulder,torso,,22.0,0.0,False,SG,23.0,29.0,1.0,13.7,149.0,397.2999999999999,2233.0999999999995
2019-02-13,Detroit Pistons,Sviatoslav Mykhailiuk,placed on IL,,,regular,2018.0,56,,roaster move,healthy inactive,,21.0,0.0,False,Unknown,,,,,,,
2019-02-13,Golden State Warriors,Shaun Livingston,placed on IL,,,regular,2018.0,57,,roaster move,healthy inactive,,24.0,0.0,False,PG,33.0,64.0,0.0,15.1,537.0,966.4,10685.2
2019-02-13,Boston Celtics,Terry Rozier,placed on IL with illness,,,regular,2018.0,58,,sick,sick,,23.0,0.0,False,PG,24.0,79.0,14.0,22.7,234.0,1793.3,4720.9
2019-02-13,Chicago Bulls,Kris Dunn,placed on IL with bruised tailbone,,,regular,2018.0,58,,other,other,,23.0,0.0,False,PG,24.0,46.0,44.0,30.2,130.0,1389.2,2857.4000000000005
2019-02-13,Portland Trailblazers,Gary Trent,placed on IL,,,,,-1,,roaster move,healthy inactive,,,,,Unknown,,,,,,,
2019-02-13,Philadelphia 76ers,Furkan Korkmaz,placed on IL with sore right knee,,,regular,2018.0,58,,knee,knee,,23.0,0.0,False,SG,21.0,48.0,7.0,14.1,15.0,676.8,81.79999999999995
2019-02-14,New York Knicks,Mario Hezonja,placed on IL with bruised left leg,,,regular,2018.0,58,,leg,leg,,23.0,0.0,False,SF,23.0,58.0,24.0,20.8,219.0,1206.4,4033.6
2019-02-14,Charlotte Hornets,Bismack Biyombo,placed on IL,,,regular,2018.0,57,,roaster move,healthy inactive,,24.0,0.0,False,C,26.0,54.0,32.0,14.5,489.0,783.0,10136.4
2019-02-21,Houston Rockets,Isaiah Hartenstein,placed on IL,,,regular,2018.0,58,,roaster move,healthy inactive,,7.0,0.0,False,PF,20.0,28.0,0.0,7.9,0.0,221.2,0.0
2019-02-21,Houston Rockets,Iman Shumpert,placed on IL with sore right knee,,,regular,2018.0,58,,knee,knee,,22.0,0.0,False,SG,28.0,62.0,41.0,23.9,395.0,1481.8,9706.8
2019-02-21,Boston Celtics,Gordon Hayward,placed on IL with sprained right ankle,,,regular,2018.0,59,,ankle,lower leg,,22.0,0.0,False,PF,28.0,72.0,18.0,25.9,390.0,1864.8,13350.5
2019-02-21,Philadelphia 76ers,Joel Embiid,placed on IL with sore left knee,,,regular,2018.0,59,,knee,knee,,15.0,0.0,False,C,24.0,64.0,64.0,33.7,102.0,2156.8,2974.7
2019-02-21,Los Angeles Lakers,Mike Muscala,placed on IL with sprained right ankle,,,regular,2018.0,58,,ankle,lower leg,,23.0,0.0,False,PF,27.0,64.0,10.0,20.4,270.0,1305.6,3837.6
2019-02-22,Indiana Pacers,Myles Turner,placed on IL with bruised left hip,,,regular,2018.0,59,,hip,upper leg,,21.0,0.0,False,C,22.0,74.0,74.0,28.6,224.0,2116.4,6270.300000000001
2019-02-22,New Orleans Pelicans,Darius Miller,placed on IL with sprained right ankle,,,regular,2018.0,60,,ankle,lower leg,,19.0,0.0,False,SF,28.0,69.0,15.0,25.5,193.0,1759.5,3564.5
2019-02-22,Minnesota Timberwolves,Karl-Anthony Towns,placed on IL with concussion,,,regular,2018.0,58,,head,head,,22.0,0.0,False,C,23.0,77.0,77.0,33.1,251.0,2548.7000000000003,8747.2
2019-02-22,Washington Wizards,Jordan McRae,placed on IL,,,regular,2018.0,59,,roaster move,healthy inactive,,12.0,0.0,False,SG,27.0,27.0,0.0,12.3,61.0,332.1,584.6
2019-02-22,Denver Nuggets,Trey Lyles,placed on IL with strained left hamstring,,,regular,2018.0,58,,hamstring,upper leg,,15.0,0.0,False,PF,23.0,64.0,2.0,17.5,226.0,1120.0,3945.6
2019-02-22,New York Knicks,Kadeem Allen,placed on IL,,,regular,2018.0,59,,roaster move,healthy inactive,,13.0,0.0,False,PG,26.0,19.0,1.0,21.9,18.0,416.1,106.2
2019-02-22,Orlando Magic,Melvin Frazier,placed on IL,,,regular,2018.0,60,,roaster move,healthy inactive,,18.0,0.0,False,SG,22.0,10.0,0.0,4.4,0.0,44.0,0.0
2019-02-22,New York Knicks,Isaiah Hicks,placed on IL,,,regular,2018.0,59,,roaster move,healthy inactive,,2.0,0.0,False,PF,24.0,3.0,0.0,10.7,18.0,32.099999999999994,239.4
2019-02-22,Atlanta Hawks,Kevin Huerter,placed on IL with sprained left ankle,,,regular,2018.0,59,,ankle,lower leg,,21.0,0.0,False,SG,20.0,75.0,59.0,27.3,0.0,2047.5,0.0
2019-02-22,Memphis Grizzlies,Jaren Jackson,placed on IL with right quadricep injury (out for season),,,regular,2018.0,60,,quad,upper leg,,75.0,0.0,False,Unknown,,,,,,,
2019-02-22,Dallas Mavericks,Luka Doncic,placed on IL with sore right ankle,,,regular,2018.0,58,,ankle,lower leg,,22.0,0.0,False,SG,19.0,72.0,72.0,32.2,0.0,2318.4,0.0
2019-02-23,Houston Rockets,James Harden,placed on IL with cervical strain,,,regular,2018.0,59,,other,other,,22.0,0.0,False,PG,29.0,78.0,78.0,36.8,529.0,2870.3999999999996,19725.699999999997
2019-02-23,New Orleans Pelicans,Anthony Davis,placed on IL,,,regular,2018.0,61,,roaster move,healthy inactive,,20.0,0.0,False,C,25.0,56.0,56.0,33.0,423.0,1848.0,14789.600000000002
2019-02-23,Dallas Mavericks,Maximilian Kleber,placed on IL with illness,,,regular,2018.0,59,,sick,sick,,22.0,0.0,False,Unknown,,,,,,,
2019-02-23,Miami Heat,James Johnson,placed on IL with sprained left shoulder,,,regular,2018.0,58,,shoulder,torso,,20.0,0.0,False,PF,31.0,55.0,33.0,21.2,402.0,1166.0,8455.5
2019-02-23,Miami Heat,Justise Winslow,placed on IL with sprained left knee,,,regular,2018.0,58,,knee,knee,,22.0,0.0,False,SF,22.0,66.0,52.0,29.7,182.0,1960.2,4990.2
2019-02-23,Portland Trailblazers,Evan Turner,placed on IL with sore left knee,,,,,-1,,knee,knee,,,,,Unknown,,,,,,,
2019-02-24,New York Knicks,DeAndre Jordan,placed on IL with sprained left ankle,,,regular,2018.0,60,,ankle,lower leg,,17.0,0.0,False,C,30.0,69.0,69.0,29.7,527.0,2049.2999999999997,16817.4
2019-02-24,Orlando Magic,Isaiah Briscoe,placed on IL with concussion,,,regular,2018.0,61,,head,head,,19.0,0.0,False,PG,22.0,39.0,0.0,14.3,0.0,557.7,0.0
2019-02-25,Golden State Warriors,Jordan Bell,placed on IL with flu,,,regular,2018.0,60,,sick,sick,,21.0,0.0,False,C,24.0,68.0,3.0,11.6,74.0,788.8,982.8
2019-02-25,Golden State Warriors,Jacob Evans,placed on IL,,,regular,2018.0,60,,roaster move,healthy inactive,,57.0,0.0,False,SG,21.0,30.0,1.0,6.8,0.0,204.0,0.0
2019-02-25,Chicago Bulls,Otto Porter,placed on IL with lower leg injury,,,regular,2018.0,61,,leg,leg,,20.0,0.0,False,Unknown,,,,,,,
2019-02-25,Chicago Bulls,Kris Dunn,placed on IL with migraine headache,,,regular,2018.0,61,,head,head,,20.0,0.0,False,PG,24.0,46.0,44.0,30.2,130.0,1389.2,2857.4000000000005
2019-02-25,Milwaukee Bucks,Sterling Brown,placed on IL with right wrist injury,,,regular,2018.0,60,,wrist,arm,,11.0,0.0,False,SG,23.0,58.0,7.0,17.8,57.0,1032.4,790.5
2019-02-25,Milwaukee Bucks,Giannis Antetokounmpo,placed on IL with sore right knee,,,regular,2018.0,60,,knee,knee,,21.0,0.0,False,PF,24.0,72.0,72.0,32.8,412.0,2361.6,13586.1
2019-02-25,Milwaukee Bucks,George Hill,placed on IL with strained left groin,,,regular,2018.0,60,,groin,upper leg,,16.0,0.0,False,PG,32.0,60.0,13.0,21.7,456.0,1302.0,14644.7
2019-02-25,Portland Trailblazers,Gary Trent,placed on IL,,,,,-1,,roaster move,healthy inactive,,,,,Unknown,,,,,,,
2019-02-25,Philadelphia 76ers,Furkan Korkmaz,placed on IL with sore right knee,,,regular,2018.0,61,,knee,knee,,1.0,0.0,False,SG,21.0,48.0,7.0,14.1,15.0,676.8,81.79999999999995
2019-02-27,Golden State Warriors,DeMarcus Cousins,placed on IL,,,regular,2018.0,61,,roaster move,healthy inactive,,20.0,0.0,False,C,28.0,30.0,30.0,25.7,390.0,771.0,13048.8
2019-02-27,Minnesota Timberwolves,Jeff Teague,placed on IL with sore left knee,,,regular,2018.0,61,,knee,knee,,20.0,0.0,False,PG,30.0,42.0,41.0,30.1,511.0,1264.2,16179.399999999998
2019-02-27,Indiana Pacers,Edmond Sumner,placed on IL,,,regular,2018.0,62,,roaster move,healthy inactive,,17.0,0.0,False,PG,23.0,23.0,2.0,9.1,1.0,209.3,2.0
2019-02-27,Dallas Mavericks,Trey Burke,placed on IL with illness,,,regular,2018.0,61,,sick,sick,,20.0,0.0,False,PG,26.0,58.0,8.0,19.4,306.0,1125.1999999999998,7417.8
2019-02-27,Indiana Pacers,Domantas Sabonis,placed on IL with sprained left ankle,,,regular,2018.0,62,,ankle,lower leg,,15.0,0.0,False,C,22.0,74.0,5.0,24.8,164.0,1835.2,3613.000000000001
2019-02-27,Atlanta Hawks,Alex Poythress,placed on IL,,,regular,2018.0,62,,roaster move,healthy inactive,,18.0,0.0,False,PF,25.0,21.0,1.0,14.5,31.0,304.5,262.20000000000005
2019-02-27,Boston Celtics,Terry Rozier,placed on IL with sore left knee,,,regular,2018.0,62,,knee,knee,,19.0,0.0,False,PG,24.0,79.0,14.0,22.7,234.0,1793.3,4720.9
2019-02-28,Philadelphia 76ers,Boban Marjanovic,placed on IL with right knee injury,,,regular,2018.0,62,,knee,knee,,14.0,0.0,False,C,30.0,58.0,12.0,11.7,135.0,678.5999999999999,1179.0
2019-02-28,Utah Jazz,Ricky Rubio,placed on IL with left hamstring injury,,,regular,2018.0,61,,hamstring,upper leg,,20.0,0.0,False,PG,28.0,68.0,67.0,27.9,395.0,1897.2,12256.7
2019-02-28,Minnesota Timberwolves,Luol Deng,placed on IL with left Achilles injury (out for season),,,regular,2018.0,62,,achilles,lower leg,,20.0,0.0,False,SF,33.0,22.0,2.0,17.8,360.0,391.6,12147.2
2019-02-28,Golden State Warriors,Andre Iguodala,placed on IL with illness,,,regular,2018.0,62,,sick,sick,,19.0,0.0,False,SF,35.0,68.0,13.0,23.2,514.0,1577.6,14948.2
2019-02-28,Golden State Warriors,Kevin Durant,placed on IL,,,regular,2018.0,62,,roaster move,healthy inactive,,19.0,0.0,False,SF,30.0,78.0,78.0,34.6,475.0,2698.8,17488.100000000002
2019-02-28,Utah Jazz,Raulzinho Neto,placed on IL with left hamstring injury,,,regular,2018.0,61,,hamstring,upper leg,,15.0,0.0,False,Unknown,,,,,,,
2019-03-01,Los Angeles Lakers,Lance Stephenson,placed on IL with sprained toe,,,regular,2018.0,62,,toe,foot,,17.0,0.0,False,SG,28.0,68.0,3.0,16.5,439.0,1122.0,11921.9
2019-03-01,Atlanta Hawks,John Collins,placed on IL with flu,,,regular,2018.0,63,,sick,sick,,16.0,0.0,False,PF,21.0,61.0,59.0,30.0,74.0,1830.0,1783.4
2019-03-01,Sacramento Kings,Marvin Bagley,placed on IL with sprained left knee,,,regular,2018.0,62,,knee,knee,,15.0,0.0,False,Unknown,,,,,,,
2019-03-02,Milwaukee Bucks,Malcolm Brogdon,placed on IL with right foot injury,,,regular,2018.0,63,,foot,foot,,18.0,0.0,False,SG,26.0,64.0,64.0,28.6,136.0,1830.4,3784.399999999999
2019-03-02,Miami Heat,Hassan Whiteside,placed on IL with strained left hip,,,regular,2018.0,62,,hip,upper leg,,19.0,0.0,False,C,29.0,72.0,53.0,23.3,267.0,1677.6,7511.1
