Team,Year,Season,Game_num,Date,Away_flag,Opponent,OT_flag
Houston Rockets,2021,regular,47,2022-01-21,1.0,Golden State Warriors,
Houston Rockets,2021,regular,48,2022-01-25,,San Antonio Spurs,
Houston Rockets,2021,regular,49,2022-01-28,,Portland Trail Blazers,
Houston Rockets,2021,regular,50,2022-01-31,,Golden State Warriors,
Houston Rockets,2021,regular,51,2022-02-02,,Cleveland Cavaliers,
Houston Rockets,2021,regular,52,2022-02-04,1.0,San Antonio Spurs,
Houston Rockets,2021,regular,53,2022-02-06,,New Orleans Pelicans,
Houston Rockets,2021,regular,54,2022-02-08,1.0,New Orleans Pelicans,
Houston Rockets,2021,regular,55,2022-02-10,,Toronto Raptors,
Houston Rockets,2021,regular,56,2022-02-14,1.0,Utah Jazz,
Houston Rockets,2021,regular,57,2022-02-16,1.0,Phoenix Suns,
Houston Rockets,2021,regular,58,2022-02-17,1.0,Los Angeles Clippers,
Houston Rockets,2021,regular,59,2022-02-25,1.0,Orlando Magic,
Houston Rockets,2021,regular,60,2022-02-27,,Los Angeles Clippers,
Houston Rockets,2021,regular,61,2022-03-01,,Los Angeles Clippers,
Houston Rockets,2021,regular,62,2022-03-02,,Utah Jazz,OT
Houston Rockets,2021,regular,63,2022-03-04,1.0,Denver Nuggets,
Houston Rockets,2021,regular,64,2022-03-06,,Memphis Grizzlies,
Houston Rockets,2021,regular,65,2022-03-07,1.0,Miami Heat,
Houston Rockets,2021,regular,66,2022-03-09,,Los Angeles Lakers,OT
Houston Rockets,2021,regular,67,2022-03-11,,Dallas Mavericks,
Houston Rockets,2021,regular,68,2022-03-13,1.0,New Orleans Pelicans,
Houston Rockets,2021,regular,69,2022-03-16,,Phoenix Suns,
Houston Rockets,2021,regular,70,2022-03-18,,Indiana Pacers,
Houston Rockets,2021,regular,71,2022-03-20,,Memphis Grizzlies,
Houston Rockets,2021,regular,72,2022-03-21,,Washington Wizards,
Houston Rockets,2021,regular,73,2022-03-23,1.0,Dallas Mavericks,
Houston Rockets,2021,regular,74,2022-03-25,1.0,Portland Trail Blazers,
Houston Rockets,2021,regular,75,2022-03-26,1.0,Portland Trail Blazers,
Houston Rockets,2021,regular,76,2022-03-28,,San Antonio Spurs,
Houston Rockets,2021,regular,77,2022-03-30,,Sacramento Kings,
Houston Rockets,2021,regular,78,2022-04-01,,Sacramento Kings,
Houston Rockets,2021,regular,79,2022-04-03,,Minnesota Timberwolves,
Houston Rockets,2021,regular,80,2022-04-05,1.0,Brooklyn Nets,
Houston Rockets,2021,regular,81,2022-04-08,1.0,Toronto Raptors,
Houston Rockets,2021,regular,82,2022-04-10,,Atlanta Hawks,
Houston Rockets,2022,regular,1,2022-10-19,1.0,Atlanta Hawks,
Houston Rockets,2022,regular,2,2022-10-21,,Memphis Grizzlies,
Houston Rockets,2022,regular,3,2022-10-22,1.0,Milwaukee Bucks,
Houston Rockets,2022,regular,4,2022-10-24,,Utah Jazz,
Houston Rockets,2022,regular,5,2022-10-26,1.0,Utah Jazz,
Houston Rockets,2022,regular,6,2022-10-28,1.0,Portland Trail Blazers,
Houston Rockets,2022,regular,7,2022-10-30,1.0,Phoenix Suns,
Houston Rockets,2022,regular,8,2022-10-31,1.0,Los Angeles Clippers,
Houston Rockets,2022,regular,9,2022-11-02,,Los Angeles Clippers,
Houston Rockets,2022,regular,10,2022-11-05,1.0,Minnesota Timberwolves,
Houston Rockets,2022,regular,11,2022-11-07,1.0,Orlando Magic,
Houston Rockets,2022,regular,12,2022-11-09,1.0,Toronto Raptors,
Houston Rockets,2022,regular,13,2022-11-12,1.0,New Orleans Pelicans,
Houston Rockets,2022,regular,14,2022-11-14,,Los Angeles Clippers,
Houston Rockets,2022,regular,15,2022-11-16,1.0,Dallas Mavericks,
Houston Rockets,2022,regular,16,2022-11-18,,Indiana Pacers,
Houston Rockets,2022,regular,17,2022-11-20,,Golden State Warriors,
Houston Rockets,2022,regular,18,2022-11-25,,Atlanta Hawks,
Houston Rockets,2022,regular,19,2022-11-26,,Oklahoma City Thunder,
Houston Rockets,2022,regular,20,2022-11-28,1.0,Denver Nuggets,
Houston Rockets,2022,regular,21,2022-11-30,1.0,Denver Nuggets,
Houston Rockets,2022,regular,22,2022-12-02,1.0,Phoenix Suns,
Houston Rockets,2022,regular,23,2022-12-03,1.0,Golden State Warriors,
Houston Rockets,2022,regular,24,2022-12-05,,Philadelphia 76ers,2OT
Houston Rockets,2022,regular,25,2022-12-08,1.0,San Antonio Spurs,
Houston Rockets,2022,regular,26,2022-12-11,,Milwaukee Bucks,
Houston Rockets,2022,regular,27,2022-12-13,,Phoenix Suns,
Houston Rockets,2022,regular,28,2022-12-15,,Miami Heat,
Houston Rockets,2022,regular,29,2022-12-17,,Portland Trail Blazers,
Houston Rockets,2022,regular,30,2022-12-19,,San Antonio Spurs,
Houston Rockets,2022,regular,31,2022-12-21,,Orlando Magic,
Houston Rockets,2022,regular,32,2022-12-23,,Dallas Mavericks,
Houston Rockets,2022,regular,33,2022-12-26,1.0,Chicago Bulls,
Houston Rockets,2022,regular,34,2022-12-27,1.0,Boston Celtics,
Houston Rockets,2022,regular,35,2022-12-29,1.0,Dallas Mavericks,
Houston Rockets,2022,regular,36,2022-12-31,,New York Knicks,
Houston Rockets,2022,regular,37,2023-01-02,,Dallas Mavericks,
Houston Rockets,2022,regular,38,2023-01-04,1.0,New Orleans Pelicans,
Houston Rockets,2022,regular,39,2023-01-05,,Utah Jazz,
Houston Rockets,2022,regular,40,2023-01-08,,Minnesota Timberwolves,
Houston Rockets,2022,regular,41,2023-01-11,1.0,Sacramento Kings,
Houston Rockets,2022,regular,42,2023-01-13,1.0,Sacramento Kings,
Houston Rockets,2022,regular,43,2023-01-15,1.0,Los Angeles Clippers,
Houston Rockets,2022,regular,44,2023-01-16,1.0,Los Angeles Lakers,
Houston Rockets,2022,regular,45,2023-01-18,,Charlotte Hornets,
Houston Rockets,2022,regular,46,2023-01-21,1.0,Minnesota Timberwolves,
Houston Rockets,2022,regular,47,2023-01-23,,Minnesota Timberwolves,
Houston Rockets,2022,regular,48,2023-01-25,,Washington Wizards,
Houston Rockets,2022,regular,49,2023-01-26,,Cleveland Cavaliers,
Houston Rockets,2022,regular,50,2023-01-28,1.0,Detroit Pistons,
Houston Rockets,2022,regular,51,2023-02-01,,Oklahoma City Thunder,
Houston Rockets,2022,regular,52,2023-02-03,,Toronto Raptors,
Houston Rockets,2022,regular,53,2023-02-04,1.0,Oklahoma City Thunder,
Houston Rockets,2022,regular,54,2023-02-06,,Sacramento Kings,
Houston Rockets,2022,regular,55,2023-02-08,,Sacramento Kings,
Houston Rockets,2022,regular,56,2023-02-10,1.0,Miami Heat,
Houston Rockets,2022,regular,57,2023-02-13,1.0,Philadelphia 76ers,
Houston Rockets,2022,regular,58,2023-02-15,1.0,Oklahoma City Thunder,
Houston Rockets,2022,regular,59,2023-02-24,1.0,Golden State Warriors,
Houston Rockets,2022,regular,60,2023-02-26,1.0,Portland Trail Blazers,
Houston Rockets,2022,regular,61,2023-02-28,,Denver Nuggets,
Houston Rockets,2022,regular,62,2023-03-01,,Memphis Grizzlies,
Houston Rockets,2022,regular,63,2023-03-04,1.0,San Antonio Spurs,
Houston Rockets,2022,regular,64,2023-03-05,,San Antonio Spurs,
Houston Rockets,2022,regular,65,2023-03-07,,Brooklyn Nets,
Houston Rockets,2022,regular,66,2023-03-09,1.0,Indiana Pacers,OT
Houston Rockets,2022,regular,67,2023-03-11,,Chicago Bulls,
Houston Rockets,2022,regular,68,2023-03-13,,Boston Celtics,
Houston Rockets,2022,regular,69,2023-03-15,,Los Angeles Lakers,
Houston Rockets,2022,regular,70,2023-03-17,,New Orleans Pelicans,
Houston Rockets,2022,regular,71,2023-03-19,,New Orleans Pelicans,
Houston Rockets,2022,regular,72,2023-03-20,,Golden State Warriors,
Houston Rockets,2022,regular,73,2023-03-22,1.0,Memphis Grizzlies,
Houston Rockets,2022,regular,74,2023-03-24,1.0,Memphis Grizzlies,
Houston Rockets,2022,regular,75,2023-03-26,1.0,Cleveland Cavaliers,
Houston Rockets,2022,regular,76,2023-03-27,1.0,New York Knicks,
Houston Rockets,2022,regular,77,2023-03-29,1.0,Brooklyn Nets,
Houston Rockets,2022,regular,78,2023-03-31,,Detroit Pistons,
Houston Rockets,2022,regular,79,2023-04-02,,Los Angeles Lakers,
Houston Rockets,2022,regular,80,2023-04-04,,Denver Nuggets,
Houston Rockets,2022,regular,81,2023-04-07,1.0,Charlotte Hornets,
Houston Rockets,2022,regular,82,2023-04-09,1.0,Washington Wizards,
Houston Rockets,2012,regular,1,2012-10-31,1.0,Detroit Pistons,
Houston Rockets,2012,regular,2,2012-11-02,1.0,Atlanta Hawks,
Houston Rockets,2012,regular,3,2012-11-03,,Portland Trail Blazers,OT
Houston Rockets,2012,regular,4,2012-11-07,,Denver Nuggets,
Houston Rockets,2012,regular,5,2012-11-09,1.0,Memphis Grizzlies,
Houston Rockets,2012,regular,6,2012-11-10,,Detroit Pistons,
Houston Rockets,2012,regular,7,2012-11-12,,Miami Heat,
Houston Rockets,2012,regular,8,2012-11-14,,New Orleans Hornets,
Houston Rockets,2012,regular,9,2012-11-16,1.0,Portland Trail Blazers,OT
Houston Rockets,2012,regular,10,2012-11-18,1.0,Los Angeles Lakers,
Houston Rockets,2012,regular,11,2012-11-19,1.0,Utah Jazz,
Houston Rockets,2012,regular,12,2012-11-21,,Chicago Bulls,
Houston Rockets,2012,regular,13,2012-11-23,,New York Knicks,
Houston Rockets,2012,regular,14,2012-11-27,,Toronto Raptors,
Houston Rockets,2012,regular,15,2012-11-28,1.0,Oklahoma City Thunder,
Houston Rockets,2012,regular,16,2012-12-01,,Utah Jazz,
Houston Rockets,2012,regular,17,2012-12-04,,Los Angeles Lakers,
Houston Rockets,2012,regular,18,2012-12-07,1.0,San Antonio Spurs,
Houston Rockets,2012,regular,19,2012-12-08,,Dallas Mavericks,
Houston Rockets,2012,regular,20,2012-12-10,,San Antonio Spurs,OT
Houston Rockets,2012,regular,21,2012-12-12,,Washington Wizards,
Houston Rockets,2012,regular,22,2012-12-14,,Boston Celtics,
Houston Rockets,2012,regular,23,2012-12-16,1.0,Toronto Raptors,
Houston Rockets,2012,regular,24,2012-12-17,1.0,New York Knicks,
Houston Rockets,2012,regular,25,2012-12-19,,Philadelphia 76ers,
Houston Rockets,2012,regular,26,2012-12-22,,Memphis Grizzlies,
Houston Rockets,2012,regular,27,2012-12-25,1.0,Chicago Bulls,
Houston Rockets,2012,regular,28,2012-12-26,1.0,Minnesota Timberwolves,
Houston Rockets,2012,regular,29,2012-12-28,1.0,San Antonio Spurs,
Houston Rockets,2012,regular,30,2012-12-29,,Oklahoma City Thunder,
Houston Rockets,2012,regular,31,2012-12-31,,Atlanta Hawks,
Houston Rockets,2012,regular,32,2013-01-02,,New Orleans Hornets,
Houston Rockets,2012,regular,33,2013-01-04,1.0,Milwaukee Bucks,
Houston Rockets,2012,regular,34,2013-01-05,1.0,Cleveland Cavaliers,
Houston Rockets,2012,regular,35,2013-01-08,,Los Angeles Lakers,
Houston Rockets,2012,regular,36,2013-01-09,1.0,New Orleans Hornets,
Houston Rockets,2012,regular,37,2013-01-11,1.0,Boston Celtics,
Houston Rockets,2012,regular,38,2013-01-12,1.0,Philadelphia 76ers,
Houston Rockets,2012,regular,39,2013-01-15,,Los Angeles Clippers,
Houston Rockets,2012,regular,40,2013-01-16,1.0,Dallas Mavericks,
Houston Rockets,2012,regular,41,2013-01-18,1.0,Indiana Pacers,
Houston Rockets,2012,regular,42,2013-01-19,1.0,Minnesota Timberwolves,
Houston Rockets,2012,regular,43,2013-01-21,1.0,Charlotte Bobcats,
Houston Rockets,2012,regular,44,2013-01-23,,Denver Nuggets,
Houston Rockets,2012,regular,45,2013-01-25,1.0,New Orleans Hornets,
Houston Rockets,2012,regular,46,2013-01-26,,Brooklyn Nets,
Houston Rockets,2012,regular,47,2013-01-28,1.0,Utah Jazz,
Houston Rockets,2012,regular,48,2013-01-30,1.0,Denver Nuggets,
Houston Rockets,2012,regular,49,2013-02-02,,Charlotte Bobcats,
Houston Rockets,2012,regular,50,2013-02-05,,Golden State Warriors,
Houston Rockets,2012,regular,51,2013-02-06,1.0,Miami Heat,
Houston Rockets,2012,regular,52,2013-02-08,,Portland Trail Blazers,
Houston Rockets,2012,regular,53,2013-02-10,1.0,Sacramento Kings,
Houston Rockets,2012,regular,54,2013-02-12,1.0,Golden State Warriors,
Houston Rockets,2012,regular,55,2013-02-13,1.0,Los Angeles Clippers,
Houston Rockets,2012,regular,56,2013-02-20,,Oklahoma City Thunder,
Houston Rockets,2012,regular,57,2013-02-22,1.0,Brooklyn Nets,
Houston Rockets,2012,regular,58,2013-02-23,1.0,Washington Wizards,
Houston Rockets,2012,regular,59,2013-02-27,,Milwaukee Bucks,
Houston Rockets,2012,regular,60,2013-03-01,1.0,Orlando Magic,
Houston Rockets,2012,regular,61,2013-03-03,,Dallas Mavericks,
Houston Rockets,2012,regular,62,2013-03-06,1.0,Dallas Mavericks,
Houston Rockets,2012,regular,63,2013-03-08,1.0,Golden State Warriors,
Houston Rockets,2012,regular,64,2013-03-09,1.0,Phoenix Suns,
Houston Rockets,2012,regular,65,2013-03-13,,Phoenix Suns,
Houston Rockets,2012,regular,66,2013-03-15,,Minnesota Timberwolves,
Houston Rockets,2012,regular,67,2013-03-17,,Golden State Warriors,
Houston Rockets,2012,regular,68,2013-03-20,,Utah Jazz,
Houston Rockets,2012,regular,69,2013-03-22,,Cleveland Cavaliers,
Houston Rockets,2012,regular,70,2013-03-24,,San Antonio Spurs,
Houston Rockets,2012,regular,71,2013-03-27,,Indiana Pacers,
Houston Rockets,2012,regular,72,2013-03-29,1.0,Memphis Grizzlies,
Houston Rockets,2012,regular,73,2013-03-30,,Los Angeles Clippers,
Houston Rockets,2012,regular,74,2013-04-01,,Orlando Magic,
Houston Rockets,2012,regular,75,2013-04-03,1.0,Sacramento Kings,
Houston Rockets,2012,regular,76,2013-04-05,1.0,Portland Trail Blazers,
Houston Rockets,2012,regular,77,2013-04-06,1.0,Denver Nuggets,
Houston Rockets,2012,regular,78,2013-04-09,,Phoenix Suns,
Houston Rockets,2012,regular,79,2013-04-12,,Memphis Grizzlies,
Houston Rockets,2012,regular,80,2013-04-14,,Sacramento Kings,
Houston Rockets,2012,regular,81,2013-04-15,1.0,Phoenix Suns,
Houston Rockets,2012,regular,82,2013-04-17,1.0,Los Angeles Lakers,OT
Houston Rockets,2012,post,83,2013-04-21,1.0,Oklahoma City Thunder,
Houston Rockets,2012,post,84,2013-04-24,1.0,Oklahoma City Thunder,
Houston Rockets,2012,post,85,2013-04-27,,Oklahoma City Thunder,
Houston Rockets,2012,post,86,2013-04-29,,Oklahoma City Thunder,
Houston Rockets,2012,post,87,2013-05-01,1.0,Oklahoma City Thunder,
Houston Rockets,2012,post,88,2013-05-03,,Oklahoma City Thunder,
Houston Rockets,2013,regular,1,2013-10-30,,Charlotte Bobcats,
Houston Rockets,2013,regular,2,2013-11-01,,Dallas Mavericks,
Houston Rockets,2013,regular,3,2013-11-02,1.0,Utah Jazz,
Houston Rockets,2013,regular,4,2013-11-04,1.0,Los Angeles Clippers,
Houston Rockets,2013,regular,5,2013-11-05,1.0,Portland Trail Blazers,
Houston Rockets,2013,regular,6,2013-11-07,,Los Angeles Lakers,
Houston Rockets,2013,regular,7,2013-11-09,,Los Angeles Clippers,
Houston Rockets,2013,regular,8,2013-11-11,,Toronto Raptors,2OT
Houston Rockets,2013,regular,9,2013-11-13,1.0,Philadelphia 76ers,OT
Houston Rockets,2013,regular,10,2013-11-14,1.0,New York Knicks,
Houston Rockets,2013,regular,11,2013-11-16,,Denver Nuggets,
Houston Rockets,2013,regular,12,2013-11-19,,Boston Celtics,
Houston Rockets,2013,regular,13,2013-11-20,1.0,Dallas Mavericks,
Houston Rockets,2013,regular,14,2013-11-23,,Minnesota Timberwolves,
Houston Rockets,2013,regular,15,2013-11-25,1.0,Memphis Grizzlies,
Houston Rockets,2013,regular,16,2013-11-27,,Atlanta Hawks,
Houston Rockets,2013,regular,17,2013-11-29,,Brooklyn Nets,
Houston Rockets,2013,regular,18,2013-11-30,1.0,San Antonio Spurs,
Houston Rockets,2013,regular,19,2013-12-02,1.0,Utah Jazz,
Houston Rockets,2013,regular,20,2013-12-04,,Phoenix Suns,
Houston Rockets,2013,regular,21,2013-12-06,,Golden State Warriors,
Houston Rockets,2013,regular,22,2013-12-08,,Orlando Magic,
Houston Rockets,2013,regular,23,2013-12-12,1.0,Portland Trail Blazers,
Houston Rockets,2013,regular,24,2013-12-13,1.0,Golden State Warriors,
Houston Rockets,2013,regular,25,2013-12-15,1.0,Sacramento Kings,
Houston Rockets,2013,regular,26,2013-12-18,,Chicago Bulls,
Houston Rockets,2013,regular,27,2013-12-20,1.0,Indiana Pacers,
Houston Rockets,2013,regular,28,2013-12-21,1.0,Detroit Pistons,
Houston Rockets,2013,regular,29,2013-12-23,,Dallas Mavericks,
Houston Rockets,2013,regular,30,2013-12-25,1.0,San Antonio Spurs,
Houston Rockets,2013,regular,31,2013-12-26,,Memphis Grizzlies,
Houston Rockets,2013,regular,32,2013-12-28,,New Orleans Pelicans,
Houston Rockets,2013,regular,33,2013-12-29,1.0,Oklahoma City Thunder,
Houston Rockets,2013,regular,34,2013-12-31,,Sacramento Kings,
Houston Rockets,2013,regular,35,2014-01-03,,New York Knicks,
Houston Rockets,2013,regular,36,2014-01-08,,Los Angeles Lakers,
Houston Rockets,2013,regular,37,2014-01-10,1.0,Atlanta Hawks,
Houston Rockets,2013,regular,38,2014-01-11,1.0,Washington Wizards,
Houston Rockets,2013,regular,39,2014-01-13,1.0,Boston Celtics,
Houston Rockets,2013,regular,40,2014-01-15,1.0,New Orleans Pelicans,
Houston Rockets,2013,regular,41,2014-01-16,,Oklahoma City Thunder,
Houston Rockets,2013,regular,42,2014-01-18,,Milwaukee Bucks,
Houston Rockets,2013,regular,43,2014-01-20,,Portland Trail Blazers,
Houston Rockets,2013,regular,44,2014-01-22,,Sacramento Kings,
Houston Rockets,2013,regular,45,2014-01-24,,Memphis Grizzlies,
Houston Rockets,2013,regular,46,2014-01-25,1.0,Memphis Grizzlies,
Houston Rockets,2013,regular,47,2014-01-28,,San Antonio Spurs,
Houston Rockets,2013,regular,48,2014-01-29,1.0,Dallas Mavericks,
Houston Rockets,2013,regular,49,2014-02-01,,Cleveland Cavaliers,
Houston Rockets,2013,regular,50,2014-02-05,,Phoenix Suns,
Houston Rockets,2013,regular,51,2014-02-08,1.0,Milwaukee Bucks,
Houston Rockets,2013,regular,52,2014-02-10,1.0,Minnesota Timberwolves,
Houston Rockets,2013,regular,53,2014-02-12,,Washington Wizards,
Houston Rockets,2013,regular,54,2014-02-19,1.0,Los Angeles Lakers,
Houston Rockets,2013,regular,55,2014-02-20,1.0,Golden State Warriors,OT
Houston Rockets,2013,regular,56,2014-02-23,1.0,Phoenix Suns,
Houston Rockets,2013,regular,57,2014-02-25,1.0,Sacramento Kings,
Houston Rockets,2013,regular,58,2014-02-26,1.0,Los Angeles Clippers,
Houston Rockets,2013,regular,59,2014-03-01,,Detroit Pistons,
Houston Rockets,2013,regular,60,2014-03-04,,Miami Heat,
Houston Rockets,2013,regular,61,2014-03-05,1.0,Orlando Magic,
Houston Rockets,2013,regular,62,2014-03-07,,Indiana Pacers,
Houston Rockets,2013,regular,63,2014-03-09,,Portland Trail Blazers,OT
Houston Rockets,2013,regular,64,2014-03-11,1.0,Oklahoma City Thunder,
Houston Rockets,2013,regular,65,2014-03-13,1.0,Chicago Bulls,
Houston Rockets,2013,regular,66,2014-03-16,1.0,Miami Heat,
Houston Rockets,2013,regular,67,2014-03-17,,Utah Jazz,
Houston Rockets,2013,regular,68,2014-03-20,,Minnesota Timberwolves,
Houston Rockets,2013,regular,69,2014-03-22,1.0,Cleveland Cavaliers,
Houston Rockets,2013,regular,70,2014-03-24,1.0,Charlotte Bobcats,
Houston Rockets,2013,regular,71,2014-03-27,,Philadelphia 76ers,
Houston Rockets,2013,regular,72,2014-03-29,,Los Angeles Clippers,
Houston Rockets,2013,regular,73,2014-04-01,1.0,Brooklyn Nets,
Houston Rockets,2013,regular,74,2014-04-02,1.0,Toronto Raptors,
Houston Rockets,2013,regular,75,2014-04-04,,Oklahoma City Thunder,
Houston Rockets,2013,regular,76,2014-04-06,,Denver Nuggets,OT
Houston Rockets,2013,regular,77,2014-04-08,1.0,Los Angeles Lakers,
Houston Rockets,2013,regular,78,2014-04-09,1.0,Denver Nuggets,
Houston Rockets,2013,regular,79,2014-04-11,1.0,Minnesota Timberwolves,
Houston Rockets,2013,regular,80,2014-04-12,,New Orleans Pelicans,
Houston Rockets,2013,regular,81,2014-04-14,,San Antonio Spurs,
Houston Rockets,2013,regular,82,2014-04-16,1.0,New Orleans Pelicans,
Houston Rockets,2013,post,83,2014-04-20,,Portland Trail Blazers,OT
Houston Rockets,2013,post,84,2014-04-23,,Portland Trail Blazers,
Houston Rockets,2013,post,85,2014-04-25,1.0,Portland Trail Blazers,OT
Houston Rockets,2013,post,86,2014-04-27,1.0,Portland Trail Blazers,OT
Houston Rockets,2013,post,87,2014-04-30,,Portland Trail Blazers,
Houston Rockets,2013,post,88,2014-05-02,1.0,Portland Trail Blazers,
Houston Rockets,2014,regular,1,2014-10-28,1.0,Los Angeles Lakers,
Houston Rockets,2014,regular,2,2014-10-29,1.0,Utah Jazz,
Houston Rockets,2014,regular,3,2014-11-01,,Boston Celtics,
Houston Rockets,2014,regular,4,2014-11-03,1.0,Philadelphia 76ers,
Houston Rockets,2014,regular,5,2014-11-04,1.0,Miami Heat,
Houston Rockets,2014,regular,6,2014-11-06,,San Antonio Spurs,
Houston Rockets,2014,regular,7,2014-11-08,,Golden State Warriors,
Houston Rockets,2014,regular,8,2014-11-12,1.0,Minnesota Timberwolves,
Houston Rockets,2014,regular,9,2014-11-14,,Philadelphia 76ers,
Houston Rockets,2014,regular,10,2014-11-16,1.0,Oklahoma City Thunder,
Houston Rockets,2014,regular,11,2014-11-17,1.0,Memphis Grizzlies,
Houston Rockets,2014,regular,12,2014-11-19,,Los Angeles Lakers,
Houston Rockets,2014,regular,13,2014-11-22,,Dallas Mavericks,
Houston Rockets,2014,regular,14,2014-11-24,,New York Knicks,
Houston Rockets,2014,regular,15,2014-11-26,,Sacramento Kings,
Houston Rockets,2014,regular,16,2014-11-28,,Los Angeles Clippers,
Houston Rockets,2014,regular,17,2014-11-29,1.0,Milwaukee Bucks,
Houston Rockets,2014,regular,18,2014-12-03,,Memphis Grizzlies,
Houston Rockets,2014,regular,19,2014-12-05,1.0,Minnesota Timberwolves,OT
Houston Rockets,2014,regular,20,2014-12-06,,Phoenix Suns,
Houston Rockets,2014,regular,21,2014-12-10,1.0,Golden State Warriors,
Houston Rockets,2014,regular,22,2014-12-11,1.0,Sacramento Kings,OT
Houston Rockets,2014,regular,23,2014-12-13,,Denver Nuggets,
Houston Rockets,2014,regular,24,2014-12-17,1.0,Denver Nuggets,OT
Houston Rockets,2014,regular,25,2014-12-18,,New Orleans Pelicans,
Houston Rockets,2014,regular,26,2014-12-20,,Atlanta Hawks,
Houston Rockets,2014,regular,27,2014-12-22,,Portland Trail Blazers,
Houston Rockets,2014,regular,28,2014-12-26,1.0,Memphis Grizzlies,OT
Houston Rockets,2014,regular,29,2014-12-28,1.0,San Antonio Spurs,
Houston Rockets,2014,regular,30,2014-12-29,,Washington Wizards,
Houston Rockets,2014,regular,31,2014-12-31,,Charlotte Hornets,
Houston Rockets,2014,regular,32,2015-01-02,1.0,New Orleans Pelicans,
Houston Rockets,2014,regular,33,2015-01-03,,Miami Heat,
Houston Rockets,2014,regular,34,2015-01-05,1.0,Chicago Bulls,
Houston Rockets,2014,regular,35,2015-01-07,1.0,Cleveland Cavaliers,
Houston Rockets,2014,regular,36,2015-01-08,1.0,New York Knicks,
Houston Rockets,2014,regular,37,2015-01-10,,Utah Jazz,
Houston Rockets,2014,regular,38,2015-01-12,1.0,Brooklyn Nets,
Houston Rockets,2014,regular,39,2015-01-14,1.0,Orlando Magic,
Houston Rockets,2014,regular,40,2015-01-15,,Oklahoma City Thunder,
Houston Rockets,2014,regular,41,2015-01-17,,Golden State Warriors,
Houston Rockets,2014,regular,42,2015-01-19,,Indiana Pacers,
Houston Rockets,2014,regular,43,2015-01-21,1.0,Golden State Warriors,
Houston Rockets,2014,regular,44,2015-01-23,1.0,Phoenix Suns,
Houston Rockets,2014,regular,45,2015-01-25,1.0,Los Angeles Lakers,
Houston Rockets,2014,regular,46,2015-01-28,,Dallas Mavericks,
Houston Rockets,2014,regular,47,2015-01-30,1.0,Boston Celtics,
Houston Rockets,2014,regular,48,2015-01-31,1.0,Detroit Pistons,
Houston Rockets,2014,regular,49,2015-02-04,,Chicago Bulls,
Houston Rockets,2014,regular,50,2015-02-06,,Milwaukee Bucks,
Houston Rockets,2014,regular,51,2015-02-08,,Portland Trail Blazers,
Houston Rockets,2014,regular,52,2015-02-10,1.0,Phoenix Suns,
Houston Rockets,2014,regular,53,2015-02-11,1.0,Los Angeles Clippers,
Houston Rockets,2014,regular,54,2015-02-20,1.0,Dallas Mavericks,
Houston Rockets,2014,regular,55,2015-02-21,,Toronto Raptors,
Houston Rockets,2014,regular,56,2015-02-23,,Minnesota Timberwolves,
Houston Rockets,2014,regular,57,2015-02-25,,Los Angeles Clippers,
Houston Rockets,2014,regular,58,2015-02-27,,Brooklyn Nets,
Houston Rockets,2014,regular,59,2015-03-01,,Cleveland Cavaliers,OT
Houston Rockets,2014,regular,60,2015-03-03,1.0,Atlanta Hawks,
Houston Rockets,2014,regular,61,2015-03-04,,Memphis Grizzlies,
Houston Rockets,2014,regular,62,2015-03-06,,Detroit Pistons,
Houston Rockets,2014,regular,63,2015-03-07,1.0,Denver Nuggets,
Houston Rockets,2014,regular,64,2015-03-11,1.0,Portland Trail Blazers,
Houston Rockets,2014,regular,65,2015-03-12,1.0,Utah Jazz,
Houston Rockets,2014,regular,66,2015-03-15,1.0,Los Angeles Clippers,
Houston Rockets,2014,regular,67,2015-03-17,,Orlando Magic,
Houston Rockets,2014,regular,68,2015-03-19,,Denver Nuggets,
Houston Rockets,2014,regular,69,2015-03-21,,Phoenix Suns,
Houston Rockets,2014,regular,70,2015-03-23,1.0,Indiana Pacers,
Houston Rockets,2014,regular,71,2015-03-25,1.0,New Orleans Pelicans,
Houston Rockets,2014,regular,72,2015-03-27,,Minnesota Timberwolves,
Houston Rockets,2014,regular,73,2015-03-29,1.0,Washington Wizards,
Houston Rockets,2014,regular,74,2015-03-30,1.0,Toronto Raptors,
Houston Rockets,2014,regular,75,2015-04-01,,Sacramento Kings,
Houston Rockets,2014,regular,76,2015-04-02,1.0,Dallas Mavericks,
Houston Rockets,2014,regular,77,2015-04-05,1.0,Oklahoma City Thunder,
Houston Rockets,2014,regular,78,2015-04-08,1.0,San Antonio Spurs,
Houston Rockets,2014,regular,79,2015-04-10,,San Antonio Spurs,
Houston Rockets,2014,regular,80,2015-04-12,,New Orleans Pelicans,
Houston Rockets,2014,regular,81,2015-04-13,1.0,Charlotte Hornets,
Houston Rockets,2014,regular,82,2015-04-15,,Utah Jazz,
Houston Rockets,2014,post,83,2015-04-18,,Dallas Mavericks,
Houston Rockets,2014,post,84,2015-04-21,,Dallas Mavericks,
Houston Rockets,2014,post,85,2015-04-24,1.0,Dallas Mavericks,
Houston Rockets,2014,post,86,2015-04-26,1.0,Dallas Mavericks,
Houston Rockets,2014,post,87,2015-04-28,,Dallas Mavericks,
Houston Rockets,2014,post,88,2015-05-04,,Los Angeles Clippers,
Houston Rockets,2014,post,89,2015-05-06,,Los Angeles Clippers,
