Team,Year,Season,Game_num,Date,Away_flag,Opponent,OT_flag
Cleveland Cavaliers,2021,regular,67,2022-03-12,1.0,Chicago Bulls,
Cleveland Cavaliers,2021,regular,68,2022-03-14,,Los Angeles Clippers,OT
Cleveland Cavaliers,2021,regular,69,2022-03-16,,Philadelphia 76ers,
Cleveland Cavaliers,2021,regular,70,2022-03-18,,Denver Nuggets,OT
Cleveland Cavaliers,2021,regular,71,2022-03-19,,Detroit Pistons,
Cleveland Cavaliers,2021,regular,72,2022-03-21,,Los Angeles Lakers,
Cleveland Cavaliers,2021,regular,73,2022-03-24,1.0,Toronto Raptors,
Cleveland Cavaliers,2021,regular,74,2022-03-26,,Chicago Bulls,
Cleveland Cavaliers,2021,regular,75,2022-03-28,,Orlando Magic,
Cleveland Cavaliers,2021,regular,76,2022-03-30,,Dallas Mavericks,
Cleveland Cavaliers,2021,regular,77,2022-03-31,1.0,Atlanta Hawks,
Cleveland Cavaliers,2021,regular,78,2022-04-02,1.0,New York Knicks,
Cleveland Cavaliers,2021,regular,79,2022-04-03,,Philadelphia 76ers,
Cleveland Cavaliers,2021,regular,80,2022-04-05,1.0,Orlando Magic,
Cleveland Cavaliers,2021,regular,81,2022-04-08,1.0,Brooklyn Nets,
Cleveland Cavaliers,2021,regular,82,2022-04-10,,Milwaukee Bucks,
Cleveland Cavaliers,2021,post,83,2022-04-12,1.0,Brooklyn Nets,
Cleveland Cavaliers,2021,post,84,2022-04-15,,Atlanta Hawks,
Cleveland Cavaliers,2022,regular,1,2022-10-19,1.0,Toronto Raptors,
Cleveland Cavaliers,2022,regular,2,2022-10-22,1.0,Chicago Bulls,
Cleveland Cavaliers,2022,regular,3,2022-10-23,,Washington Wizards,OT
Cleveland Cavaliers,2022,regular,4,2022-10-26,,Orlando Magic,
Cleveland Cavaliers,2022,regular,5,2022-10-28,1.0,Boston Celtics,OT
Cleveland Cavaliers,2022,regular,6,2022-10-30,,New York Knicks,
Cleveland Cavaliers,2022,regular,7,2022-11-02,,Boston Celtics,OT
Cleveland Cavaliers,2022,regular,8,2022-11-04,1.0,Detroit Pistons,
Cleveland Cavaliers,2022,regular,9,2022-11-06,1.0,Los Angeles Lakers,
Cleveland Cavaliers,2022,regular,10,2022-11-07,1.0,Los Angeles Clippers,
Cleveland Cavaliers,2022,regular,11,2022-11-09,1.0,Sacramento Kings,
Cleveland Cavaliers,2022,regular,12,2022-11-11,1.0,Golden State Warriors,
Cleveland Cavaliers,2022,regular,13,2022-11-13,,Minnesota Timberwolves,
Cleveland Cavaliers,2022,regular,14,2022-11-16,1.0,Milwaukee Bucks,
Cleveland Cavaliers,2022,regular,15,2022-11-18,,Charlotte Hornets,2OT
Cleveland Cavaliers,2022,regular,16,2022-11-20,,Miami Heat,
Cleveland Cavaliers,2022,regular,17,2022-11-21,,Atlanta Hawks,
Cleveland Cavaliers,2022,regular,18,2022-11-23,,Portland Trail Blazers,
Cleveland Cavaliers,2022,regular,19,2022-11-25,1.0,Milwaukee Bucks,
Cleveland Cavaliers,2022,regular,20,2022-11-27,1.0,Detroit Pistons,
Cleveland Cavaliers,2022,regular,21,2022-11-28,1.0,Toronto Raptors,
Cleveland Cavaliers,2022,regular,22,2022-11-30,,Philadelphia 76ers,
Cleveland Cavaliers,2022,regular,23,2022-12-02,,Orlando Magic,
Cleveland Cavaliers,2022,regular,24,2022-12-04,1.0,New York Knicks,
Cleveland Cavaliers,2022,regular,25,2022-12-06,,Los Angeles Lakers,
Cleveland Cavaliers,2022,regular,26,2022-12-09,,Sacramento Kings,
Cleveland Cavaliers,2022,regular,27,2022-12-10,,Oklahoma City Thunder,
Cleveland Cavaliers,2022,regular,28,2022-12-12,1.0,San Antonio Spurs,
Cleveland Cavaliers,2022,regular,29,2022-12-14,1.0,Dallas Mavericks,
Cleveland Cavaliers,2022,regular,30,2022-12-16,,Indiana Pacers,
Cleveland Cavaliers,2022,regular,31,2022-12-17,,Dallas Mavericks,OT
Cleveland Cavaliers,2022,regular,32,2022-12-19,,Utah Jazz,
Cleveland Cavaliers,2022,regular,33,2022-12-21,,Milwaukee Bucks,
Cleveland Cavaliers,2022,regular,34,2022-12-23,,Toronto Raptors,
Cleveland Cavaliers,2022,regular,35,2022-12-26,,Brooklyn Nets,
Cleveland Cavaliers,2022,regular,36,2022-12-29,1.0,Indiana Pacers,
Cleveland Cavaliers,2022,regular,37,2022-12-31,1.0,Chicago Bulls,
Cleveland Cavaliers,2022,regular,38,2023-01-02,,Chicago Bulls,OT
Cleveland Cavaliers,2022,regular,39,2023-01-04,,Phoenix Suns,
Cleveland Cavaliers,2022,regular,40,2023-01-06,1.0,Denver Nuggets,
Cleveland Cavaliers,2022,regular,41,2023-01-08,1.0,Phoenix Suns,
Cleveland Cavaliers,2022,regular,42,2023-01-10,1.0,Utah Jazz,
Cleveland Cavaliers,2022,regular,43,2023-01-12,1.0,Portland Trail Blazers,
Cleveland Cavaliers,2022,regular,44,2023-01-14,1.0,Minnesota Timberwolves,
Cleveland Cavaliers,2022,regular,45,2023-01-16,,New Orleans Pelicans,
Cleveland Cavaliers,2022,regular,46,2023-01-18,1.0,Memphis Grizzlies,
Cleveland Cavaliers,2022,regular,47,2023-01-20,,Golden State Warriors,
Cleveland Cavaliers,2022,regular,48,2023-01-21,,Milwaukee Bucks,
Cleveland Cavaliers,2022,regular,49,2023-01-24,1.0,New York Knicks,
Cleveland Cavaliers,2022,regular,50,2023-01-26,1.0,Houston Rockets,
Cleveland Cavaliers,2022,regular,51,2023-01-27,1.0,Oklahoma City Thunder,
Cleveland Cavaliers,2022,regular,52,2023-01-29,,Los Angeles Clippers,
Cleveland Cavaliers,2022,regular,53,2023-01-31,,Miami Heat,
Cleveland Cavaliers,2022,regular,54,2023-02-02,,Memphis Grizzlies,
Cleveland Cavaliers,2022,regular,55,2023-02-05,1.0,Indiana Pacers,
Cleveland Cavaliers,2022,regular,56,2023-02-06,1.0,Washington Wizards,
Cleveland Cavaliers,2022,regular,57,2023-02-08,,Detroit Pistons,
Cleveland Cavaliers,2022,regular,58,2023-02-10,1.0,New Orleans Pelicans,
Cleveland Cavaliers,2022,regular,59,2023-02-11,,Chicago Bulls,
Cleveland Cavaliers,2022,regular,60,2023-02-13,,San Antonio Spurs,
Cleveland Cavaliers,2022,regular,61,2023-02-15,1.0,Philadelphia 76ers,
Cleveland Cavaliers,2022,regular,62,2023-02-23,,Denver Nuggets,
Cleveland Cavaliers,2022,regular,63,2023-02-24,1.0,Atlanta Hawks,
Cleveland Cavaliers,2022,regular,64,2023-02-26,,Toronto Raptors,
Cleveland Cavaliers,2022,regular,65,2023-03-01,1.0,Boston Celtics,
Cleveland Cavaliers,2022,regular,66,2023-03-04,,Detroit Pistons,
Cleveland Cavaliers,2022,regular,67,2023-03-06,,Boston Celtics,OT
Cleveland Cavaliers,2022,regular,68,2023-03-08,1.0,Miami Heat,
Cleveland Cavaliers,2022,regular,69,2023-03-10,1.0,Miami Heat,
Cleveland Cavaliers,2022,regular,70,2023-03-12,1.0,Charlotte Hornets,
Cleveland Cavaliers,2022,regular,71,2023-03-14,1.0,Charlotte Hornets,
Cleveland Cavaliers,2022,regular,72,2023-03-15,,Philadelphia 76ers,
Cleveland Cavaliers,2022,regular,73,2023-03-17,,Washington Wizards,
Cleveland Cavaliers,2022,regular,74,2023-03-21,1.0,Brooklyn Nets,
Cleveland Cavaliers,2022,regular,75,2023-03-23,1.0,Brooklyn Nets,
Cleveland Cavaliers,2022,regular,76,2023-03-26,,Houston Rockets,
Cleveland Cavaliers,2022,regular,77,2023-03-28,1.0,Atlanta Hawks,
Cleveland Cavaliers,2022,regular,78,2023-03-31,,New York Knicks,
Cleveland Cavaliers,2022,regular,79,2023-04-02,,Indiana Pacers,
Cleveland Cavaliers,2022,regular,80,2023-04-04,1.0,Orlando Magic,
Cleveland Cavaliers,2022,regular,81,2023-04-06,1.0,Orlando Magic,
Cleveland Cavaliers,2022,regular,82,2023-04-09,,Charlotte Hornets,
Cleveland Cavaliers,2022,post,83,2023-04-15,,New York Knicks,
Cleveland Cavaliers,2022,post,84,2023-04-18,,New York Knicks,
Cleveland Cavaliers,2022,post,85,2023-04-21,1.0,New York Knicks,
Cleveland Cavaliers,2022,post,86,2023-04-23,1.0,New York Knicks,
Cleveland Cavaliers,2022,post,87,2023-04-26,,New York Knicks,
Dallas Mavericks,2012,regular,1,2012-10-30,1.0,Los Angeles Lakers,
Dallas Mavericks,2012,regular,2,2012-10-31,1.0,Utah Jazz,
Dallas Mavericks,2012,regular,3,2012-11-03,,Charlotte Bobcats,
Dallas Mavericks,2012,regular,4,2012-11-05,,Portland Trail Blazers,
Dallas Mavericks,2012,regular,5,2012-11-07,,Toronto Raptors,
Dallas Mavericks,2012,regular,6,2012-11-09,1.0,New York Knicks,
Dallas Mavericks,2012,regular,7,2012-11-10,1.0,Charlotte Bobcats,OT
Dallas Mavericks,2012,regular,8,2012-11-12,,Minnesota Timberwolves,
Dallas Mavericks,2012,regular,9,2012-11-14,,Washington Wizards,
Dallas Mavericks,2012,regular,10,2012-11-16,1.0,Indiana Pacers,
Dallas Mavericks,2012,regular,11,2012-11-17,1.0,Cleveland Cavaliers,
Dallas Mavericks,2012,regular,12,2012-11-19,,Golden State Warriors,OT
Dallas Mavericks,2012,regular,13,2012-11-21,,New York Knicks,
Dallas Mavericks,2012,regular,14,2012-11-24,,Los Angeles Lakers,
Dallas Mavericks,2012,regular,15,2012-11-27,1.0,Philadelphia 76ers,
Dallas Mavericks,2012,regular,16,2012-11-28,1.0,Chicago Bulls,
Dallas Mavericks,2012,regular,17,2012-12-01,,Detroit Pistons,
Dallas Mavericks,2012,regular,18,2012-12-05,1.0,Los Angeles Clippers,
Dallas Mavericks,2012,regular,19,2012-12-06,1.0,Phoenix Suns,
Dallas Mavericks,2012,regular,20,2012-12-08,1.0,Houston Rockets,
Dallas Mavericks,2012,regular,21,2012-12-10,,Sacramento Kings,
Dallas Mavericks,2012,regular,22,2012-12-12,1.0,Boston Celtics,2OT
Dallas Mavericks,2012,regular,23,2012-12-14,1.0,Toronto Raptors,
Dallas Mavericks,2012,regular,24,2012-12-15,1.0,Minnesota Timberwolves,OT
Dallas Mavericks,2012,regular,25,2012-12-18,,Philadelphia 76ers,
Dallas Mavericks,2012,regular,26,2012-12-20,,Miami Heat,
Dallas Mavericks,2012,regular,27,2012-12-21,1.0,Memphis Grizzlies,
Dallas Mavericks,2012,regular,28,2012-12-23,1.0,San Antonio Spurs,
Dallas Mavericks,2012,regular,29,2012-12-27,1.0,Oklahoma City Thunder,OT
Dallas Mavericks,2012,regular,30,2012-12-28,,Denver Nuggets,
Dallas Mavericks,2012,regular,31,2012-12-30,,San Antonio Spurs,
Dallas Mavericks,2012,regular,32,2013-01-01,1.0,Washington Wizards,
Dallas Mavericks,2012,regular,33,2013-01-02,1.0,Miami Heat,OT
Dallas Mavericks,2012,regular,34,2013-01-05,,New Orleans Hornets,OT
Dallas Mavericks,2012,regular,35,2013-01-07,1.0,Utah Jazz,
Dallas Mavericks,2012,regular,36,2013-01-09,1.0,Los Angeles Clippers,
Dallas Mavericks,2012,regular,37,2013-01-10,1.0,Sacramento Kings,OT
Dallas Mavericks,2012,regular,38,2013-01-12,,Memphis Grizzlies,
Dallas Mavericks,2012,regular,39,2013-01-14,,Minnesota Timberwolves,
Dallas Mavericks,2012,regular,40,2013-01-16,,Houston Rockets,
Dallas Mavericks,2012,regular,41,2013-01-18,,Oklahoma City Thunder,OT
Dallas Mavericks,2012,regular,42,2013-01-20,1.0,Orlando Magic,
Dallas Mavericks,2012,regular,43,2013-01-25,,San Antonio Spurs,
Dallas Mavericks,2012,regular,44,2013-01-27,,Phoenix Suns,
Dallas Mavericks,2012,regular,45,2013-01-29,1.0,Portland Trail Blazers,
Dallas Mavericks,2012,regular,46,2013-01-31,1.0,Golden State Warriors,
Dallas Mavericks,2012,regular,47,2013-02-01,1.0,Phoenix Suns,
Dallas Mavericks,2012,regular,48,2013-02-04,1.0,Oklahoma City Thunder,
Dallas Mavericks,2012,regular,49,2013-02-06,,Portland Trail Blazers,
Dallas Mavericks,2012,regular,50,2013-02-09,,Golden State Warriors,
Dallas Mavericks,2012,regular,51,2013-02-11,,Atlanta Hawks,
Dallas Mavericks,2012,regular,52,2013-02-13,,Sacramento Kings,
Dallas Mavericks,2012,regular,53,2013-02-20,,Orlando Magic,
Dallas Mavericks,2012,regular,54,2013-02-22,1.0,New Orleans Hornets,
Dallas Mavericks,2012,regular,55,2013-02-24,,Los Angeles Lakers,
Dallas Mavericks,2012,regular,56,2013-02-26,,Milwaukee Bucks,
Dallas Mavericks,2012,regular,57,2013-02-27,1.0,Memphis Grizzlies,
Dallas Mavericks,2012,regular,58,2013-03-01,1.0,Brooklyn Nets,
Dallas Mavericks,2012,regular,59,2013-03-03,1.0,Houston Rockets,
Dallas Mavericks,2012,regular,60,2013-03-06,,Houston Rockets,
Dallas Mavericks,2012,regular,61,2013-03-08,1.0,Detroit Pistons,
Dallas Mavericks,2012,regular,62,2013-03-10,1.0,Minnesota Timberwolves,
Dallas Mavericks,2012,regular,63,2013-03-12,1.0,Milwaukee Bucks,
Dallas Mavericks,2012,regular,64,2013-03-14,1.0,San Antonio Spurs,
Dallas Mavericks,2012,regular,65,2013-03-15,,Cleveland Cavaliers,
Dallas Mavericks,2012,regular,66,2013-03-17,,Oklahoma City Thunder,
Dallas Mavericks,2012,regular,67,2013-03-18,1.0,Atlanta Hawks,
Dallas Mavericks,2012,regular,68,2013-03-20,,Brooklyn Nets,
Dallas Mavericks,2012,regular,69,2013-03-22,,Boston Celtics,
Dallas Mavericks,2012,regular,70,2013-03-24,,Utah Jazz,
Dallas Mavericks,2012,regular,71,2013-03-26,,Los Angeles Clippers,OT
Dallas Mavericks,2012,regular,72,2013-03-28,,Indiana Pacers,
Dallas Mavericks,2012,regular,73,2013-03-30,,Chicago Bulls,
Dallas Mavericks,2012,regular,74,2013-04-02,1.0,Los Angeles Lakers,
Dallas Mavericks,2012,regular,75,2013-04-04,1.0,Denver Nuggets,
Dallas Mavericks,2012,regular,76,2013-04-05,1.0,Sacramento Kings,
Dallas Mavericks,2012,regular,77,2013-04-07,1.0,Portland Trail Blazers,
Dallas Mavericks,2012,regular,78,2013-04-10,,Phoenix Suns,
Dallas Mavericks,2012,regular,79,2013-04-12,,Denver Nuggets,OT
Dallas Mavericks,2012,regular,80,2013-04-14,1.0,New Orleans Hornets,
Dallas Mavericks,2012,regular,81,2013-04-15,,Memphis Grizzlies,
Dallas Mavericks,2012,regular,82,2013-04-17,,New Orleans Hornets,
Dallas Mavericks,2013,regular,1,2013-10-30,,Atlanta Hawks,
Dallas Mavericks,2013,regular,2,2013-11-01,1.0,Houston Rockets,
Dallas Mavericks,2013,regular,3,2013-11-02,,Memphis Grizzlies,
Dallas Mavericks,2013,regular,4,2013-11-05,,Los Angeles Lakers,
Dallas Mavericks,2013,regular,5,2013-11-06,1.0,Oklahoma City Thunder,
Dallas Mavericks,2013,regular,6,2013-11-08,1.0,Minnesota Timberwolves,
Dallas Mavericks,2013,regular,7,2013-11-09,1.0,Milwaukee Bucks,
Dallas Mavericks,2013,regular,8,2013-11-12,,Washington Wizards,
Dallas Mavericks,2013,regular,9,2013-11-15,1.0,Miami Heat,
Dallas Mavericks,2013,regular,10,2013-11-16,1.0,Orlando Magic,
Dallas Mavericks,2013,regular,11,2013-11-18,,Philadelphia 76ers,
Dallas Mavericks,2013,regular,12,2013-11-20,,Houston Rockets,
Dallas Mavericks,2013,regular,13,2013-11-22,,Utah Jazz,
Dallas Mavericks,2013,regular,14,2013-11-23,1.0,Denver Nuggets,
Dallas Mavericks,2013,regular,15,2013-11-25,,Denver Nuggets,
Dallas Mavericks,2013,regular,16,2013-11-27,,Golden State Warriors,
Dallas Mavericks,2013,regular,17,2013-11-29,1.0,Atlanta Hawks,
Dallas Mavericks,2013,regular,18,2013-11-30,,Minnesota Timberwolves,
Dallas Mavericks,2013,regular,19,2013-12-03,,Charlotte Bobcats,
Dallas Mavericks,2013,regular,20,2013-12-04,1.0,New Orleans Pelicans,
Dallas Mavericks,2013,regular,21,2013-12-07,1.0,Portland Trail Blazers,
Dallas Mavericks,2013,regular,22,2013-12-09,1.0,Sacramento Kings,
Dallas Mavericks,2013,regular,23,2013-12-11,1.0,Golden State Warriors,
Dallas Mavericks,2013,regular,24,2013-12-14,,Milwaukee Bucks,
Dallas Mavericks,2013,regular,25,2013-12-18,,Memphis Grizzlies,
Dallas Mavericks,2013,regular,26,2013-12-20,,Toronto Raptors,OT
Dallas Mavericks,2013,regular,27,2013-12-21,1.0,Phoenix Suns,
Dallas Mavericks,2013,regular,28,2013-12-23,1.0,Houston Rockets,
Dallas Mavericks,2013,regular,29,2013-12-26,,San Antonio Spurs,
Dallas Mavericks,2013,regular,30,2013-12-28,1.0,Chicago Bulls,
Dallas Mavericks,2013,regular,31,2013-12-30,1.0,Minnesota Timberwolves,
Dallas Mavericks,2013,regular,32,2014-01-01,1.0,Washington Wizards,
Dallas Mavericks,2013,regular,33,2014-01-03,,Los Angeles Clippers,
Dallas Mavericks,2013,regular,34,2014-01-05,,New York Knicks,
Dallas Mavericks,2013,regular,35,2014-01-07,,Los Angeles Lakers,
Dallas Mavericks,2013,regular,36,2014-01-08,1.0,San Antonio Spurs,
Dallas Mavericks,2013,regular,37,2014-01-10,1.0,New Orleans Pelicans,
Dallas Mavericks,2013,regular,38,2014-01-11,,New Orleans Pelicans,
Dallas Mavericks,2013,regular,39,2014-01-13,,Orlando Magic,
Dallas Mavericks,2013,regular,40,2014-01-15,1.0,Los Angeles Clippers,
Dallas Mavericks,2013,regular,41,2014-01-17,1.0,Phoenix Suns,
Dallas Mavericks,2013,regular,42,2014-01-18,,Portland Trail Blazers,
Dallas Mavericks,2013,regular,43,2014-01-20,1.0,Cleveland Cavaliers,
Dallas Mavericks,2013,regular,44,2014-01-22,1.0,Toronto Raptors,
Dallas Mavericks,2013,regular,45,2014-01-24,1.0,Brooklyn Nets,
Dallas Mavericks,2013,regular,46,2014-01-26,,Detroit Pistons,
Dallas Mavericks,2013,regular,47,2014-01-29,,Houston Rockets,
Dallas Mavericks,2013,regular,48,2014-01-31,,Sacramento Kings,
Dallas Mavericks,2013,regular,49,2014-02-03,,Cleveland Cavaliers,
Dallas Mavericks,2013,regular,50,2014-02-05,1.0,Memphis Grizzlies,
Dallas Mavericks,2013,regular,51,2014-02-07,,Utah Jazz,
Dallas Mavericks,2013,regular,52,2014-02-09,1.0,Boston Celtics,
Dallas Mavericks,2013,regular,53,2014-02-11,1.0,Charlotte Bobcats,
Dallas Mavericks,2013,regular,54,2014-02-12,1.0,Indiana Pacers,
Dallas Mavericks,2013,regular,55,2014-02-18,,Miami Heat,
Dallas Mavericks,2013,regular,56,2014-02-21,1.0,Philadelphia 76ers,
Dallas Mavericks,2013,regular,57,2014-02-22,1.0,Detroit Pistons,
Dallas Mavericks,2013,regular,58,2014-02-24,1.0,New York Knicks,
Dallas Mavericks,2013,regular,59,2014-02-26,,New Orleans Pelicans,
Dallas Mavericks,2013,regular,60,2014-02-28,,Chicago Bulls,
Dallas Mavericks,2013,regular,61,2014-03-02,1.0,San Antonio Spurs,
Dallas Mavericks,2013,regular,62,2014-03-05,1.0,Denver Nuggets,
Dallas Mavericks,2013,regular,63,2014-03-07,,Portland Trail Blazers,
Dallas Mavericks,2013,regular,64,2014-03-09,,Indiana Pacers,
Dallas Mavericks,2013,regular,65,2014-03-11,1.0,Golden State Warriors,
Dallas Mavericks,2013,regular,66,2014-03-12,1.0,Utah Jazz,
Dallas Mavericks,2013,regular,67,2014-03-16,1.0,Oklahoma City Thunder,
Dallas Mavericks,2013,regular,68,2014-03-17,,Boston Celtics,
Dallas Mavericks,2013,regular,69,2014-03-19,,Minnesota Timberwolves,OT
Dallas Mavericks,2013,regular,70,2014-03-21,,Denver Nuggets,
Dallas Mavericks,2013,regular,71,2014-03-23,,Brooklyn Nets,OT
Dallas Mavericks,2013,regular,72,2014-03-25,,Oklahoma City Thunder,OT
Dallas Mavericks,2013,regular,73,2014-03-27,,Los Angeles Clippers,
Dallas Mavericks,2013,regular,74,2014-03-29,,Sacramento Kings,
Dallas Mavericks,2013,regular,75,2014-04-01,,Golden State Warriors,OT
Dallas Mavericks,2013,regular,76,2014-04-03,1.0,Los Angeles Clippers,
Dallas Mavericks,2013,regular,77,2014-04-04,1.0,Los Angeles Lakers,
Dallas Mavericks,2013,regular,78,2014-04-06,1.0,Sacramento Kings,
Dallas Mavericks,2013,regular,79,2014-04-08,1.0,Utah Jazz,
Dallas Mavericks,2013,regular,80,2014-04-10,,San Antonio Spurs,
Dallas Mavericks,2013,regular,81,2014-04-12,,Phoenix Suns,
Dallas Mavericks,2013,regular,82,2014-04-16,1.0,Memphis Grizzlies,OT
Dallas Mavericks,2013,post,83,2014-04-20,1.0,San Antonio Spurs,
Dallas Mavericks,2013,post,84,2014-04-23,1.0,San Antonio Spurs,
Dallas Mavericks,2013,post,85,2014-04-26,,San Antonio Spurs,
Dallas Mavericks,2013,post,86,2014-04-28,,San Antonio Spurs,
Dallas Mavericks,2013,post,87,2014-04-30,1.0,San Antonio Spurs,
Dallas Mavericks,2013,post,88,2014-05-02,,San Antonio Spurs,
Dallas Mavericks,2013,post,89,2014-05-04,1.0,San Antonio Spurs,
Dallas Mavericks,2014,regular,1,2014-10-28,1.0,San Antonio Spurs,
Dallas Mavericks,2014,regular,2,2014-10-30,,Utah Jazz,
Dallas Mavericks,2014,regular,3,2014-11-01,1.0,New Orleans Pelicans,
Dallas Mavericks,2014,regular,4,2014-11-03,,Boston Celtics,
Dallas Mavericks,2014,regular,5,2014-11-06,1.0,Portland Trail Blazers,
Dallas Mavericks,2014,regular,6,2014-11-07,1.0,Utah Jazz,
Dallas Mavericks,2014,regular,7,2014-11-09,,Miami Heat,
Dallas Mavericks,2014,regular,8,2014-11-11,,Sacramento Kings,
Dallas Mavericks,2014,regular,9,2014-11-13,,Philadelphia 76ers,
Dallas Mavericks,2014,regular,10,2014-11-15,,Minnesota Timberwolves,
Dallas Mavericks,2014,regular,11,2014-11-17,1.0,Charlotte Hornets,
Dallas Mavericks,2014,regular,12,2014-11-19,1.0,Washington Wizards,
Dallas Mavericks,2014,regular,13,2014-11-21,,Los Angeles Lakers,
Dallas Mavericks,2014,regular,14,2014-11-22,1.0,Houston Rockets,
Dallas Mavericks,2014,regular,15,2014-11-24,,Indiana Pacers,
Dallas Mavericks,2014,regular,16,2014-11-26,,New York Knicks,OT
Dallas Mavericks,2014,regular,17,2014-11-28,1.0,Toronto Raptors,
Dallas Mavericks,2014,regular,18,2014-11-29,1.0,Philadelphia 76ers,
Dallas Mavericks,2014,regular,19,2014-12-02,1.0,Chicago Bulls,2OT
Dallas Mavericks,2014,regular,20,2014-12-03,1.0,Milwaukee Bucks,
Dallas Mavericks,2014,regular,21,2014-12-05,,Phoenix Suns,
Dallas Mavericks,2014,regular,22,2014-12-07,,Milwaukee Bucks,
Dallas Mavericks,2014,regular,23,2014-12-09,1.0,Memphis Grizzlies,
Dallas Mavericks,2014,regular,24,2014-12-10,,New Orleans Pelicans,
Dallas Mavericks,2014,regular,25,2014-12-13,,Golden State Warriors,
Dallas Mavericks,2014,regular,26,2014-12-16,1.0,New York Knicks,
Dallas Mavericks,2014,regular,27,2014-12-17,1.0,Detroit Pistons,
Dallas Mavericks,2014,regular,28,2014-12-20,,San Antonio Spurs,
Dallas Mavericks,2014,regular,29,2014-12-22,,Atlanta Hawks,
Dallas Mavericks,2014,regular,30,2014-12-23,1.0,Phoenix Suns,
Dallas Mavericks,2014,regular,31,2014-12-26,,Los Angeles Lakers,
Dallas Mavericks,2014,regular,32,2014-12-28,,Oklahoma City Thunder,
Dallas Mavericks,2014,regular,33,2014-12-30,,Washington Wizards,
Dallas Mavericks,2014,regular,34,2015-01-02,1.0,Boston Celtics,
Dallas Mavericks,2014,regular,35,2015-01-04,1.0,Cleveland Cavaliers,
Dallas Mavericks,2014,regular,36,2015-01-05,1.0,Brooklyn Nets,OT
Dallas Mavericks,2014,regular,37,2015-01-07,,Detroit Pistons,
Dallas Mavericks,2014,regular,38,2015-01-10,1.0,Los Angeles Clippers,
Dallas Mavericks,2014,regular,39,2015-01-13,1.0,Sacramento Kings,OT
Dallas Mavericks,2014,regular,40,2015-01-14,1.0,Denver Nuggets,
Dallas Mavericks,2014,regular,41,2015-01-16,,Denver Nuggets,
Dallas Mavericks,2014,regular,42,2015-01-19,1.0,Memphis Grizzlies,
Dallas Mavericks,2014,regular,43,2015-01-21,1.0,Minnesota Timberwolves,
Dallas Mavericks,2014,regular,44,2015-01-23,,Chicago Bulls,
Dallas Mavericks,2014,regular,45,2015-01-25,1.0,New Orleans Pelicans,
Dallas Mavericks,2014,regular,46,2015-01-27,,Memphis Grizzlies,
Dallas Mavericks,2014,regular,47,2015-01-28,1.0,Houston Rockets,
Dallas Mavericks,2014,regular,48,2015-01-30,1.0,Miami Heat,
Dallas Mavericks,2014,regular,49,2015-01-31,1.0,Orlando Magic,
Dallas Mavericks,2014,regular,50,2015-02-02,,Minnesota Timberwolves,
Dallas Mavericks,2014,regular,51,2015-02-04,1.0,Golden State Warriors,
Dallas Mavericks,2014,regular,52,2015-02-05,1.0,Sacramento Kings,
Dallas Mavericks,2014,regular,53,2015-02-07,,Portland Trail Blazers,OT
Dallas Mavericks,2014,regular,54,2015-02-09,,Los Angeles Clippers,
Dallas Mavericks,2014,regular,55,2015-02-11,,Utah Jazz,
Dallas Mavericks,2014,regular,56,2015-02-19,1.0,Oklahoma City Thunder,
Dallas Mavericks,2014,regular,57,2015-02-20,,Houston Rockets,
Dallas Mavericks,2014,regular,58,2015-02-22,,Charlotte Hornets,
Dallas Mavericks,2014,regular,59,2015-02-24,,Toronto Raptors,
Dallas Mavericks,2014,regular,60,2015-02-25,1.0,Atlanta Hawks,
Dallas Mavericks,2014,regular,61,2015-02-28,,Brooklyn Nets,
Dallas Mavericks,2014,regular,62,2015-03-02,,New Orleans Pelicans,
Dallas Mavericks,2014,regular,63,2015-03-05,1.0,Portland Trail Blazers,
Dallas Mavericks,2014,regular,64,2015-03-06,1.0,Golden State Warriors,
Dallas Mavericks,2014,regular,65,2015-03-08,1.0,Los Angeles Lakers,
Dallas Mavericks,2014,regular,66,2015-03-10,,Cleveland Cavaliers,
Dallas Mavericks,2014,regular,67,2015-03-13,,Los Angeles Clippers,
Dallas Mavericks,2014,regular,68,2015-03-16,,Oklahoma City Thunder,
Dallas Mavericks,2014,regular,69,2015-03-18,,Orlando Magic,
Dallas Mavericks,2014,regular,70,2015-03-20,,Memphis Grizzlies,
Dallas Mavericks,2014,regular,71,2015-03-22,1.0,Phoenix Suns,
Dallas Mavericks,2014,regular,72,2015-03-24,,San Antonio Spurs,
Dallas Mavericks,2014,regular,73,2015-03-27,1.0,San Antonio Spurs,
Dallas Mavericks,2014,regular,74,2015-03-29,1.0,Indiana Pacers,
Dallas Mavericks,2014,regular,75,2015-04-01,1.0,Oklahoma City Thunder,
Dallas Mavericks,2014,regular,76,2015-04-02,,Houston Rockets,
Dallas Mavericks,2014,regular,77,2015-04-04,,Golden State Warriors,
Dallas Mavericks,2014,regular,78,2015-04-08,,Phoenix Suns,
Dallas Mavericks,2014,regular,79,2015-04-10,1.0,Denver Nuggets,2OT
Dallas Mavericks,2014,regular,80,2015-04-12,1.0,Los Angeles Lakers,
Dallas Mavericks,2014,regular,81,2015-04-13,1.0,Utah Jazz,
Dallas Mavericks,2014,regular,82,2015-04-15,,Portland Trail Blazers,
Dallas Mavericks,2014,post,83,2015-04-18,1.0,Houston Rockets,
