Year,Season,Player,Pos,Age,Team,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
2013,post,Danny Granger,SF,30,Los Angeles Clippers,13,0,10.3,46.0,133.9,922.6999999999999
2013,post,Danny Green,SG,26,San Antonio Spurs,23,23,23.0,169.0,529.0,4522.3
2013,post,Draymond Green,SF,23,Golden State Warriors,7,4,32.6,173.0,228.20000000000002,3077.6000000000004
2013,post,Willie Green,SG,32,Los Angeles Clippers,5,0,3.8,130.0,19.0,2077.1
2013,post,Blake Griffin,PF,24,Los Angeles Clippers,13,13,36.8,166.0,478.4,5621.8
2013,post,Jorge Gutierrez,PG,25,Brooklyn Nets,2,0,1.5,15.0,3.0,244.5
2013,post,Tyler Hansbrough,PF,28,Toronto Raptors,3,0,9.7,164.0,29.099999999999998,2589.3999999999996
2013,post,James Harden,SG,24,Houston Rockets,6,6,43.8,157.0,262.79999999999995,6004.4
2013,post,Al Harrington,PF,33,Washington Wizards,7,0,8.4,44.0,58.800000000000004,629.0
2013,post,Devin Harris,PG,30,Dallas Mavericks,7,0,25.1,104.0,175.70000000000002,2466.0
2013,post,Udonis Haslem,PF,33,Miami Heat,16,6,10.6,143.0,169.6,2427.1
2013,post,Chuck Hayes,C,30,Toronto Raptors,5,0,7.6,135.0,38.0,1962.6
2013,post,Gerald Henderson,SG,26,Charlotte Bobcats,4,4,29.8,145.0,119.2,4599.2
2013,post,Roy Hibbert,C,27,Indiana Pacers,19,19,28.5,179.0,541.5,5366.5
2013,post,Nene,PF,31,Washington Wizards,10,10,32.5,114.0,325.0,3217.3999999999996
2013,post,George Hill,PG,27,Indiana Pacers,19,19,36.2,170.0,687.8000000000001,5739.8
2013,post,Solomon Hill,SF,22,Indiana Pacers,1,0,1.0,28.0,1.0,226.79999999999998
2013,post,Kirk Hinrich,PG,33,Chicago Bulls,5,5,33.4,137.0,167.0,4043.0
2013,post,Ryan Hollins,PF,29,Los Angeles Clippers,5,0,1.8,126.0,9.0,1184.9
2013,post,Dwight Howard,C,28,Houston Rockets,6,6,38.5,151.0,231.0,5239.5
2013,post,Serge Ibaka,PF,24,Oklahoma City Thunder,17,17,34.2,172.0,581.4000000000001,5519.200000000001
2013,post,Andre Iguodala,SF,30,Golden State Warriors,7,7,35.4,149.0,247.79999999999998,5060.2
2013,post,Reggie Jackson,PG,23,Oklahoma City Thunder,19,4,27.9,161.0,530.1,3642.5000000000005
2013,post,Bernard James,C,28,Dallas Mavericks,2,0,4.0,76.0,8.0,602.4000000000001
2013,post,LeBron James,PF,29,Miami Heat,20,20,38.2,176.0,764.0,6742.4
2013,post,Al Jefferson,C,29,Charlotte Bobcats,3,3,35.3,151.0,105.89999999999999,5136.8
2013,post,Amir Johnson,PF,26,Toronto Raptors,7,7,27.3,158.0,191.1,4542.299999999999
2013,post,James Johnson,SF,26,Memphis Grizzlies,3,0,9.3,106.0,27.900000000000002,1837.0
2013,post,Joe Johnson,SG,32,Brooklyn Nets,12,12,39.1,158.0,469.20000000000005,5488.700000000001
2013,post,James Jones,SF,33,Miami Heat,15,0,8.4,67.0,126.0,489.70000000000005
2013,post,Perry Jones,PF,22,Oklahoma City Thunder,11,0,5.0,101.0,55.0,1048.8
2013,post,Terrence Jones,PF,22,Houston Rockets,6,2,23.0,97.0,138.0,2385.3
2013,post,DeAndre Jordan,C,25,Los Angeles Clippers,13,13,34.0,170.0,442.0,5023.0
2013,post,Cory Joseph,SG,22,San Antonio Spurs,17,0,5.1,116.0,86.69999999999999,1519.6000000000001
2013,post,Michael Kidd-Gilchrist,SF,20,Charlotte Bobcats,4,4,22.8,140.0,91.2,3528.3999999999996
2013,post,Andrei Kirilenko,PF,32,Brooklyn Nets,10,0,14.4,109.0,144.0,2890.2
2013,post,Kyle Korver,SG,32,Atlanta Hawks,7,7,35.7,151.0,249.90000000000003,4840.9
2013,post,Kosta Koufos,C,24,Memphis Grizzlies,7,0,6.4,167.0,44.800000000000004,3266.6
2013,post,Ognjen Kuzmic,C,23,Golden State Warriors,3,0,2.7,21.0,8.100000000000001,92.4
2013,post,Jeremy Lamb,SG,21,Oklahoma City Thunder,11,0,9.1,101.0,100.1,1683.8
2013,post,Shane Larkin,PG,21,Dallas Mavericks,2,0,5.0,48.0,10.0,489.59999999999997
2013,post,Courtney Lee,SG,28,Memphis Grizzlies,7,7,32.0,161.0,224.0,3956.3999999999996
2013,post,David Lee,PF,30,Golden State Warriors,7,7,31.0,154.0,217.0,5262.8
2013,post,Kawhi Leonard,SF,22,San Antonio Spurs,23,23,32.0,145.0,736.0,4505.1
2013,post,Meyers Leonard,C,21,Portland Trailblazers,4,0,2.3,109.0,9.2,1563.5
2013,post,Jon Leuer,PF,24,Memphis Grizzlies,3,0,7.7,82.0,23.1,840.5
2013,post,Rashard Lewis,SF,34,Miami Heat,18,8,17.7,126.0,318.59999999999997,1811.3000000000002
2013,post,Damian Lillard,PG,23,Portland Trailblazers,11,11,42.4,164.0,466.4,6100.8
2013,post,Jeremy Lin,PG,25,Houston Rockets,6,0,29.5,157.0,177.0,4776.3
2013,post,Shaun Livingston,PG,28,Brooklyn Nets,12,10,27.1,142.0,325.20000000000005,3428.0
2013,post,Robin Lopez,C,25,Portland Trailblazers,11,11,33.4,164.0,367.4,4731.4
2013,post,Kyle Lowry,PG,27,Toronto Raptors,7,7,38.7,147.0,270.90000000000003,4879.4
2013,post,Shelvin Mack,PG,23,Atlanta Hawks,7,0,16.9,108.0,118.29999999999998,1926.6
2013,post,Ian Mahinmi,C,27,Indiana Pacers,19,0,12.7,175.0,241.29999999999998,2716.8
2013,post,Shawn Marion,SF,35,Dallas Mavericks,7,7,27.6,143.0,193.20000000000002,4419.2
2013,post,Cartier Martin,SF,29,Atlanta Hawks,3,0,5.0,100.0,15.0,1560.1999999999998
2013,post,Wesley Matthews,SG,27,Portland Trailblazers,11,11,38.7,151.0,425.70000000000005,5181.0
2013,post,CJ McCollum,SG,22,Portland Trailblazers,6,0,4.0,38.0,24.0,475.0
2013,post,Josh McRoberts,PF,26,Charlotte Bobcats,4,4,38.5,145.0,154.0,3850.8
2013,post,Andre Miller,SG,37,Washington Wizards,11,0,9.8,146.0,107.80000000000001,3282.7999999999997
2013,post,Mike Miller,SF,33,Memphis Grizzlies,7,1,24.7,158.0,172.9,2839.5
2013,post,Patty Mills,PG,25,San Antonio Spurs,23,0,15.3,148.0,351.90000000000003,2216.9
2013,post,Paul Millsap,PF,28,Atlanta Hawks,7,7,38.1,152.0,266.7,4850.2
2013,post,Nazr Mohammed,C,36,Chicago Bulls,2,0,2.5,155.0,5.0,1367.0
2013,post,Mike Muscala,PF,22,Atlanta Hawks,2,0,2.5,20.0,5.0,216.0
2013,post,Gary Neal,SG,29,Charlotte Bobcats,4,0,26.0,141.0,104.0,2985.8
2013,post,Nemanja Nedovic,SG,22,Golden State Warriors,1,0,0.0,24.0,0.0,141.60000000000002
2013,post,Joakim Noah,C,28,Chicago Bulls,5,5,42.0,158.0,210.0,5662.0
2013,post,Steve Novak,PF,30,Toronto Raptors,4,0,3.8,144.0,15.2,2234.7
2013,post,Dirk Nowitzki,PF,35,Dallas Mavericks,7,7,37.6,133.0,263.2,4290.9
2013,post,Jermaine O'Neal,PF,35,Golden State Warriors,7,3,12.0,99.0,84.0,1912.9
2013,post,Greg Oden,C,26,Miami Heat,3,0,2.3,23.0,6.8999999999999995,211.6
2013,post,Jannero Pargo,PG,34,Charlotte Bobcats,1,0,3.0,61.0,3.0,746.3000000000001
2013,post,Tony Parker,PG,31,San Antonio Spurs,23,23,31.3,155.0,719.9,4935.0
2013,post,Chandler Parsons,SF,25,Houston Rockets,6,6,41.7,156.0,250.20000000000002,5779.4
2013,post,Patrick Patterson,PF,24,Toronto Raptors,7,0,28.4,136.0,198.79999999999998,3309.0
2013,post,Chris Paul,PG,28,Los Angeles Clippers,13,13,36.3,138.0,471.9,4731.8
2013,post,Kendrick Perkins,C,29,Oklahoma City Thunder,19,19,20.2,151.0,383.8,3376.9
2013,post,Paul Pierce,SF,36,Brooklyn Nets,12,12,30.7,158.0,368.4,4926.799999999999
2013,post,Mason Plumlee,C,23,Brooklyn Nets,10,0,11.4,70.0,114.0,1274.0
2013,post,Otto Porter Jr.,SF,20,Washington Wizards,3,0,2.0,37.0,6.0,318.2
2013,post,Tayshaun Prince,SF,33,Memphis Grizzlies,7,6,16.1,173.0,112.70000000000002,5032.3
2013,post,Zach Randolph,PF,32,Memphis Grizzlies,6,6,39.0,170.0,234.0,5862.1
2013,post,JJ Redick,SG,29,Los Angeles Clippers,13,13,27.0,117.0,351.0,3435.2
2013,post,Luke Ridnour,PG,32,Charlotte Bobcats,4,0,9.0,143.0,36.0,3617.1000000000004
2013,post,Andre Roberson,SG,22,Oklahoma City Thunder,2,0,4.5,40.0,9.0,400.0
2013,post,Thomas Robinson,PF,22,Portland Trailblazers,11,0,11.1,140.0,122.1,1932.0
2013,post,Terrence Ross,SG,22,Toronto Raptors,7,7,22.6,154.0,158.20000000000002,3403.7
2013,post,John Salmons,SG,34,Toronto Raptors,6,0,12.8,154.0,76.80000000000001,4003.8
2013,post,Dennis Schroder,PG,20,Atlanta Hawks,2,0,3.5,49.0,7.0,641.9
2013,post,Luis Scola,PF,33,Indiana Pacers,18,0,13.5,164.0,243.0,3583.4000000000005
2013,post,Mike Scott,PF,25,Atlanta Hawks,7,0,20.9,124.0,146.29999999999998,1876.0
2013,post,Thabo Sefolosha,SG,29,Oklahoma City Thunder,15,13,15.7,153.0,235.5,4113.8
2013,post,Kevin Seraphin,C,24,Washington Wizards,4,0,1.5,132.0,6.0,2299.9
2013,post,Donald Sloan,SG,26,Indiana Pacers,4,0,3.8,71.0,15.2,655.8
2013,post,Tony Snell,SG,22,Chicago Bulls,5,0,9.2,77.0,46.0,1232.0
2013,post,Marreese Speights,C,26,Golden State Warriors,7,0,9.7,158.0,67.89999999999999,2283.1
2013,post,Tiago Splitter,C,29,San Antonio Spurs,23,18,22.4,159.0,515.1999999999999,3656.8
2013,post,Lance Stephenson,SG,23,Indiana Pacers,19,19,37.1,175.0,704.9,5703.599999999999
2013,post,Jeff Teague,PG,25,Atlanta Hawks,7,7,34.6,165.0,242.20000000000002,5388.8
2013,post,Mirza Teletovic,SF,28,Brooklyn Nets,12,0,18.3,126.0,219.60000000000002,1896.0
2013,post,Garrett Temple,SG,27,Washington Wizards,10,0,0.9,126.0,9.0,1795.2
2013,post,Hasheem Thabeet,C,26,Oklahoma City Thunder,2,0,3.5,93.0,7.0,989.0999999999999
2013,post,Klay Thompson,SG,23,Golden State Warriors,7,7,36.7,175.0,256.90000000000003,6298.6
2013,post,Marcus Thornton,SG,26,Brooklyn Nets,10,0,12.4,144.0,124.0,3470.3999999999996
2013,post,Anthony Tolliver,PF,28,Charlotte Bobcats,4,0,5.3,132.0,21.2,2328.0
2013,post,Hedo Turkoglu,SF,34,Los Angeles Clippers,5,0,8.2,49.0,41.0,580.6
2013,post,Evan Turner,SF,25,Indiana Pacers,12,0,12.4,163.0,148.8,5348.9
2013,post,Beno Udrih,SG,31,Memphis Grizzlies,7,0,16.4,107.0,114.79999999999998,2102.3
2013,post,Jonas Valanciunas,C,21,Toronto Raptors,7,7,28.6,143.0,200.20000000000002,3766.0
2013,post,Greivis Vasquez,PG,27,Toronto Raptors,7,0,27.1,157.0,189.70000000000002,4460.7
2013,post,Dwyane Wade,SG,32,Miami Heat,20,20,34.7,145.0,694.0,4951.9
2013,post,Kemba Walker,PG,23,Charlotte Bobcats,4,4,38.3,155.0,153.2,5475.199999999999
2013,post,John Wall,PG,23,Washington Wizards,11,11,38.2,131.0,420.20000000000005,4578.9
2013,post,C.J. Watson,PG,29,Indiana Pacers,19,0,18.0,150.0,342.0,2871.7
2013,post,Earl Watson,PG,34,Portland Trailblazers,4,0,3.5,72.0,14.0,991.2
2013,post,Martell Webster,SF,27,Washington Wizards,11,0,17.7,154.0,194.7,4357.0
2013,post,David West,PF,33,Indiana Pacers,19,19,36.2,172.0,687.8000000000001,5599.9
2013,post,Russell Westbrook,PG,25,Oklahoma City Thunder,19,19,38.7,130.0,735.3000000000001,4342.0
2013,post,D.J. White,PF,27,Charlotte Bobcats,1,0,3.0,14.0,3.0,96.4
2013,post,Deron Williams,PG,29,Brooklyn Nets,12,12,35.7,149.0,428.40000000000003,5191.9
2013,post,Lou Williams,PG,27,Atlanta Hawks,7,0,19.0,99.0,133.0,2565.3
2013,post,Mo Williams,PG,31,Portland Trailblazers,8,0,23.4,120.0,187.2,3252.0
2013,post,Brandan Wright,C,26,Dallas Mavericks,6,0,15.0,122.0,90.0,2230.8
2013,post,Dorell Wright,SF,28,Portland Trailblazers,8,0,11.0,147.0,88.0,2771.4
2013,post,Cody Zeller,C,21,Charlotte Bobcats,4,0,13.3,82.0,53.2,1418.6000000000001
2014,regular,Quincy Acy,PF,24,New York Knicks,68,22,18.9,92.0,1285.1999999999998,1186.4
2014,regular,Jordan Adams,SG,20,Memphis Grizzlies,30,0,8.3,0.0,249.00000000000003,0.0
2014,regular,Steven Adams,C,21,Oklahoma City Thunder,70,67,25.3,99.0,1771.0,1530.0
2014,regular,Jeff Adrien,PF,28,Minnesota Timberwolves,17,0,12.6,105.0,214.2,1671.7
2014,regular,Arron Afflalo,SG,29,TOT,78,72,32.1,137.0,2503.8,4859.0
2014,regular,Alexis Ajinca,C,26,New Orleans Pelicans,68,8,14.1,56.0,958.8,952.0
2014,regular,Furkan Aldemir,PF,23,Philadelphia 76ers,41,9,13.2,0.0,541.1999999999999,0.0
2014,regular,Cole Aldrich,C,26,New York Knicks,61,16,16.0,91.0,976.0,718.2
2014,regular,LaMarcus Aldridge,PF,29,Portland Trailblazers,71,71,35.4,154.0,2513.4,5728.700000000001
2014,regular,Lavoy Allen,C,25,Indiana Pacers,63,0,17.0,148.0,1071.0,2754.6
2014,regular,Tony Allen,SG,33,Memphis Grizzlies,63,41,26.2,156.0,1650.6,4037.1
2014,regular,Al-Farouq Aminu,SF,24,Dallas Mavericks,74,3,18.5,156.0,1369.0,4115.2
2014,regular,Lou Amundson,PF,32,TOT,53,35,17.7,58.0,938.0999999999999,554.8
2014,regular,Chris Andersen,C,36,Miami Heat,60,20,18.9,152.0,1134.0,2643.4
2014,regular,Alan Anderson,SG,32,Brooklyn Nets,74,19,23.6,155.0,1746.4,3527.2000000000003
2014,regular,Kyle Anderson,SF,21,San Antonio Spurs,33,8,10.8,0.0,356.40000000000003,0.0
2014,regular,Ryan Anderson,PF,26,New Orleans Pelicans,61,5,27.5,103.0,1677.5,3297.1000000000004
2014,regular,Giannis Antetokounmpo,SG,20,Milwaukee Bucks,81,71,31.4,77.0,2543.4,1894.2000000000003
2014,regular,Carmelo Anthony,SF,30,New York Knicks,40,40,35.7,156.0,1428.0,5940.1
2014,regular,Joel Anthony,C,32,Detroit Pistons,49,0,8.3,109.0,406.70000000000005,820.3999999999999
2014,regular,Pero Antic,C,32,Atlanta Hawks,63,3,16.5,57.0,1039.5,1095.1
2014,regular,Trevor Ariza,SF,29,Houston Rockets,82,82,35.7,144.0,2927.4,4605.6
2014,regular,Darrell Arthur,PF,26,Denver Nuggets,58,4,17.0,142.0,986.0,2305.9
2014,regular,Omer Asık,C,28,New Orleans Pelicans,76,76,26.1,142.0,1983.6000000000001,3800.999999999999
2014,regular,D.J. Augustin,PG,27,TOT,82,14,24.0,171.0,1968.0,3618.3
2014,regular,Jeff Ayres,PF,27,San Antonio Spurs,51,0,7.5,136.0,382.5,1454.6999999999998
2014,regular,Luke Babbitt,SF,25,New Orleans Pelicans,63,19,13.2,89.0,831.5999999999999,1204.1
2014,regular,Cameron Bairstow,PF,24,Chicago Bulls,18,1,3.6,0.0,64.8,0.0
2014,regular,Leandro Barbosa,SG,32,Golden State Warriors,66,1,14.9,61.0,983.4,880.5000000000001
2014,regular,J.J. Barea,PG,30,Dallas Mavericks,77,10,17.7,153.0,1362.8999999999999,3178.8
2014,regular,Andrea Bargnani,C,29,New York Knicks,29,22,27.1,77.0,785.9000000000001,2260.3
2014,regular,Harrison Barnes,SF,22,Golden State Warriors,82,82,28.3,178.0,2320.6,4881.700000000001
2014,regular,Matt Barnes,SF,34,Los Angeles Clippers,76,74,29.9,162.0,2272.4,4354.800000000001
2014,regular,Earl Barron,C,33,Phoenix Suns,16,1,8.9,12.0,142.4,159.6
2014,regular,Will Barton,SG,24,TOT,58,0,16.9,121.0,980.1999999999999,1357.2000000000003
2014,regular,Brandon Bass,PF,29,Boston Celtics,82,43,23.5,169.0,1927.0,4702.8
2014,regular,Nicolas Batum,SF,26,Portland Trailblazers,71,71,33.5,166.0,2378.5,6221.200000000001
2014,regular,Jerryd Bayless,PG,26,Milwaukee Bucks,77,4,22.3,167.0,1717.1000000000001,3772.3
2014,regular,Aron Baynes,C,28,San Antonio Spurs,70,17,16.0,87.0,1120.0,757.7
2014,regular,Kent Bazemore,SG,25,Atlanta Hawks,75,10,17.7,137.0,1327.5,1195.8000000000002
2014,regular,Bradley Beal,SG,21,Washington Wizards,63,59,33.4,140.0,2104.2,4737.900000000001
2014,regular,Michael Beasley,PF,26,Miami Heat,24,1,21.0,134.0,504.0,2406.2
2014,regular,Marco Belinelli,SG,28,San Antonio Spurs,62,9,22.4,188.0,1388.8,4581.1
2014,regular,Jerrelle Benimon,PF,23,Utah Jazz,2,0,1.5,0.0,3.0,0.0
2014,regular,Anthony Bennett,PF,21,Minnesota Timberwolves,57,3,15.7,52.0,894.9,665.6
2014,regular,Patrick Beverley,PG,26,Houston Rockets,56,55,30.8,109.0,1724.8,2868.2
2014,regular,Sim Bhullar,C,22,Sacramento Kings,3,0,1.0,0.0,3.0,0.0
2014,regular,Bismack Biyombo,C,22,Charlotte Hornets,64,21,19.4,160.0,1241.6,3302.2999999999997
2014,regular,Tarik Black,C,23,TOT,63,39,19.0,0.0,1197.0,0.0
2014,regular,DeJuan Blair,PF,25,Washington Wizards,29,0,6.2,157.0,179.8,2227.4
2014,regular,Steve Blake,PG,34,Portland Trailblazers,81,0,18.9,108.0,1530.8999999999999,2790.5
2014,regular,Eric Bledsoe,PG,25,Phoenix Suns,81,81,34.6,125.0,2802.6,3062.2999999999997
2014,regular,Vander Blue,SG,22,Los Angeles Lakers,2,1,37.0,3.0,74.0,15.0
2014,regular,Bojan Bogdanovic,SF,25,Brooklyn Nets,78,28,23.8,0.0,1856.4,0.0
2014,regular,Andrew Bogut,C,30,Golden State Warriors,67,65,23.6,111.0,1581.2,2883.6000000000004
2014,regular,Matt Bonner,PF,34,San Antonio Spurs,72,19,13.0,171.0,936.0,2004.9
2014,regular,Trevor Booker,PF,27,Utah Jazz,79,5,19.8,129.0,1564.2,2589.0
2014,regular,Carlos Boozer,PF,33,Los Angeles Lakers,71,26,23.8,172.0,1689.8,5238.8
2014,regular,Chris Bosh,C,30,Miami Heat,44,44,35.4,196.0,1557.6,6422.9
2014,regular,Avery Bradley,SG,24,Boston Celtics,77,77,31.5,116.0,2425.5,3479.8
2014,regular,Elton Brand,C,35,Atlanta Hawks,36,4,13.5,152.0,486.0,3023.7999999999993
2014,regular,Corey Brewer,SF,28,TOT,80,17,26.1,169.0,2088.0,4754.8
2014,regular,Aaron Brooks,PG,30,Chicago Bulls,82,21,23.0,131.0,1886.0,2618.8
2014,regular,Jabari Brown,SG,22,Los Angeles Lakers,19,5,29.9,0.0,568.1,0.0
2014,regular,Lorenzo Brown,PG,24,Minnesota Timberwolves,29,7,18.9,26.0,548.0999999999999,223.60000000000002
2014,regular,Markel Brown,SG,23,Brooklyn Nets,47,29,16.6,0.0,780.2,0.0
2014,regular,Shannon Brown,SG,29,Miami Heat,5,2,17.8,88.0,89.0,1656.5
2014,regular,Kobe Bryant,SG,36,Los Angeles Lakers,35,35,34.5,84.0,1207.5,3187.8
2014,regular,Chase Budinger,SF,26,Minnesota Timberwolves,67,4,19.2,64.0,1286.3999999999999,1258.6000000000001
2014,regular,Reggie Bullock,SF,23,TOT,36,2,9.4,45.0,338.40000000000003,400.59999999999997
2014,regular,Trey Burke,PG,22,Utah Jazz,76,43,30.1,70.0,2287.6,2261.0000000000005
2014,regular,Alec Burks,SG,23,Utah Jazz,27,27,33.3,142.0,899.0999999999999,3331.0000000000005
2014,regular,Caron Butler,SF,34,Detroit Pistons,78,21,20.8,158.0,1622.4,3852.2000000000003
2014,regular,Jimmy Butler,SG,25,Chicago Bulls,65,65,38.7,166.0,2515.5,5432.5
2014,regular,Rasual Butler,SF,35,Washington Wizards,75,1,20.1,61.0,1507.5,450.4000000000001
2014,regular,Dwight Buycks,PG,25,Los Angeles Lakers,6,0,20.5,14.0,123.0,145.60000000000002
2014,regular,Will Bynum,SG,32,Washington Wizards,7,0,9.6,121.0,67.2,2274.8
2014,regular,Bruno Caboclo,SF,19,Toronto Raptors,8,0,2.9,0.0,23.2,0.0
2014,regular,Nick Calathes,SG,25,Memphis Grizzlies,58,0,14.4,71.0,835.2,1171.5
2014,regular,Jose Calderon,PG,33,New York Knicks,42,42,30.2,161.0,1268.3999999999999,4822.400000000001
2014,regular,Kentavious Caldwell-Pope,SG,21,Detroit Pistons,82,82,31.5,80.0,2583.0,1584.0
2014,regular,Isaiah Canaan,PG,23,TOT,47,21,20.0,22.0,940.0,253.0
2014,regular,Clint Capela,C,20,Houston Rockets,12,0,7.5,0.0,90.0,0.0
2014,regular,DeMarre Carroll,SF,28,Atlanta Hawks,70,69,31.3,146.0,2191.0,3697.8
2014,regular,Vince Carter,SG,38,Memphis Grizzlies,66,1,16.5,169.0,1089.0,4255.9
2014,regular,Michael Carter-Williams,PG,23,TOT,66,63,32.6,70.0,2151.6,2415.0000000000005
2014,regular,Omri Casspi,SF,26,Sacramento Kings,67,19,21.1,114.0,1413.7,1788.2
2014,regular,Mario Chalmers,PG,28,Miami Heat,80,37,29.6,193.0,2368.0,5433.6
2014,regular,Tyson Chandler,C,32,Dallas Mavericks,75,75,30.5,133.0,2287.5,4176.2
2014,regular,Wilson Chandler,SF,27,Denver Nuggets,78,75,31.7,111.0,2472.6,3212.6999999999994
2014,regular,Will Cherry,PG,23,Cleveland Cavaliers,8,0,8.6,0.0,68.8,0.0
2014,regular,Patrick Christopher,SG,26,Utah Jazz,4,1,7.3,0.0,29.2,0.0
2014,regular,Earl Clark,PF,27,Brooklyn Nets,10,0,9.3,117.0,93.0,2211.7
2014,regular,Ian Clark,SG,23,TOT,30,0,6.4,23.0,192.0,172.5
2014,regular,Jordan Clarkson,PG,22,Los Angeles Lakers,59,38,25.0,0.0,1475.0,0.0
2014,regular,Victor Claver,SF,26,Portland Trailblazers,10,0,7.6,72.0,76.0,1005.2
2014,regular,Norris Cole,PG,26,TOT,75,25,24.4,203.0,1830.0,4431.1
2014,regular,Darren Collison,PG,27,Sacramento Kings,45,45,34.8,174.0,1565.9999999999998,4694.900000000001
2014,regular,Nick Collison,PF,34,Oklahoma City Thunder,66,2,16.7,190.0,1102.2,3294.0
2014,regular,Mike Conley,PG,27,Memphis Grizzlies,70,70,31.8,175.0,2226.0,6046.700000000001
2014,regular,Jack Cooley,C,23,Utah Jazz,16,0,5.4,0.0,86.4,0.0
2014,regular,Chris Copeland,SF,30,Indiana Pacers,50,12,16.6,118.0,830.0000000000001,1303.1999999999998
2014,regular,Bryce Cotton,PG,22,Utah Jazz,15,0,10.6,0.0,159.0,0.0
2014,regular,DeMarcus Cousins,C,24,Sacramento Kings,59,59,34.1,146.0,2011.9,4587.9
2014,regular,Robert Covington,SF,24,Philadelphia 76ers,70,49,27.9,7.0,1953.0,34.299999999999955
2014,regular,Allen Crabbe,SG,22,Portland Trailblazers,51,9,13.4,15.0,683.4,100.5
2014,regular,Jamal Crawford,SG,34,Los Angeles Clippers,64,4,26.6,164.0,1702.4,4791.600000000002
2014,regular,Jae Crowder,SF,24,TOT,82,17,20.1,163.0,1648.2,2686.4000000000005
2014,regular,Dante Cunningham,PF,27,New Orleans Pelicans,66,27,25.0,161.0,1650.0,3644.2
2014,regular,Jared Cunningham,SG,23,Los Angeles Clippers,19,0,4.7,21.0,89.3,107.00000000000001
2014,regular,Seth Curry,PG,24,Phoenix Suns,2,0,4.0,2.0,8.0,13.0
2014,regular,Stephen Curry,PG,26,Golden State Warriors,80,80,32.7,175.0,2616.0,6619.5
2014,regular,Samuel Dalembert,C,33,New York Knicks,32,21,17.0,135.0,544.0,2526.2
2014,regular,Troy Daniels,SG,23,TOT,47,0,8.4,9.0,394.8,142.99999999999994
2014,regular,Gigi Datome,SF,27,TOT,21,1,10.0,34.0,210.0,238.0
2014,regular,Brandon Davies,PF,23,TOT,27,6,15.7,51.0,423.9,576.3000000000001
2014,regular,Anthony Davis,PF,21,New Orleans Pelicans,68,68,36.1,131.0,2454.8,4201.6
2014,regular,Ed Davis,PF,25,Los Angeles Lakers,79,24,23.3,159.0,1840.7,2658.8999999999996
2014,regular,Glen Davis,PF,29,Los Angeles Clippers,74,0,12.2,115.0,902.8,2881.999999999999
2014,regular,Andre Dawkins,SG,23,Miami Heat,4,0,5.5,0.0,22.0,0.0
2014,regular,Austin Daye,SF,26,TOT,34,4,10.1,82.0,343.4,849.9
2014,regular,Dewayne Dedmon,C,25,Orlando Magic,59,15,14.3,31.0,843.7,390.5999999999999
2014,regular,Matthew Dellavedova,SG,24,Cleveland Cavaliers,67,13,20.6,72.0,1380.2,1274.3999999999999
2014,regular,Luol Deng,SF,29,Miami Heat,72,72,33.6,143.0,2419.2000000000003,5337.799999999999
2014,regular,DeMar DeRozan,SG,25,Toronto Raptors,60,60,35.0,168.0,2100.0,6309.300000000001
2014,regular,Boris Diaw,PF,32,San Antonio Spurs,81,15,24.5,193.0,1984.5,4563.5
2014,regular,Gorgui Dieng,C,25,Minnesota Timberwolves,73,49,30.0,60.0,2190.0,816.0
2014,regular,Spencer Dinwiddie,PG,21,Detroit Pistons,34,1,13.4,0.0,455.6,0.0
2014,regular,Joey Dorsey,PF,31,Houston Rockets,69,17,12.4,0.0,855.6,0.0
2014,regular,Toney Douglas,SG,28,New Orleans Pelicans,12,0,14.8,132.0,177.60000000000002,1994.4
2014,regular,Chris Douglas-Roberts,SG,28,Los Angeles Clippers,12,0,8.6,59.0,103.19999999999999,1147.3
2014,regular,Goran Dragic,SG-PG,28,TOT,78,78,33.8,153.0,2636.3999999999996,5247.1
2014,regular,Zoran Dragic,SG,25,TOT,16,1,4.7,0.0,75.2,0.0
2014,regular,Larry Drew II,PG,24,Philadelphia 76ers,12,1,18.3,0.0,219.60000000000002,0.0
2014,regular,Andre Drummond,C,21,Detroit Pistons,82,82,30.5,141.0,2501.0,3858.2999999999993
2014,regular,Jared Dudley,SG,29,Milwaukee Bucks,72,22,23.8,160.0,1713.6000000000001,3948.8999999999996
2014,regular,Tim Duncan,C,38,San Antonio Spurs,77,77,28.9,187.0,2225.2999999999997,5724.800000000001
2014,regular,Mike Dunleavy,SF,34,Chicago Bulls,63,63,29.2,166.0,1839.6,4779.699999999999
2014,regular,Kevin Durant,SF,26,Oklahoma City Thunder,27,27,33.8,192.0,912.5999999999999,7537.200000000001
2014,regular,Cleanthony Early,SF,23,New York Knicks,39,7,16.6,0.0,647.4000000000001,0.0
2014,regular,Wayne Ellington,SG,27,Los Angeles Lakers,65,36,25.8,125.0,1677.0,2066.9
2014,regular,Monta Ellis,SG,29,Dallas Mavericks,80,80,33.7,175.0,2696.0,6502.0
2014,regular,James Ennis III,SF,24,Miami Heat,62,3,17.0,0.0,1054.0,0.0
2014,regular,Tyler Ennis,PG,20,TOT,33,1,12.5,0.0,412.5,0.0
2014,regular,Jeremy Evans,SF,27,Utah Jazz,38,0,7.0,103.0,266.0,1422.3999999999999
