Year,Season,Player,Pos,Age,Team,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
2018,regular,Khem Birch,C,26,Orlando Magic,50,1,12.9,42.0,645.0,579.5999999999999
2018,regular,Bismack Biyombo,C,26,Charlotte Hornets,54,32,14.5,489.0,783.0,10136.4
2018,regular,Nemanja Bjelica,PF,30,Sacramento Kings,77,70,23.2,197.0,1786.3999999999999,3684.0
2018,regular,Antonio Blakeney,SG,22,Chicago Bulls,57,3,14.5,19.0,826.5,313.5
2018,regular,Eric Bledsoe,PG,29,Milwaukee Bucks,78,78,29.1,384.0,2269.8,11651.400000000001
2018,regular,Jaron Blossomgame,SF,25,Cleveland Cavaliers,27,4,16.3,0.0,440.1,0.0
2018,regular,Bogdan Bogdanovic,SG,26,Sacramento Kings,70,17,27.8,78.0,1946.0,2176.2
2018,regular,Bojan Bogdanovic,SF,29,Indiana Pacers,81,81,31.8,344.0,2575.8,9227.0
2018,regular,Andrew Bogut,C,34,Golden State Warriors,11,5,12.2,340.0,134.2,7519.0
2018,regular,Jonah Bolden,PF,23,Philadelphia 76ers,44,10,14.5,0.0,638.0,0.0
2018,regular,Isaac Bonga,PG,19,Los Angeles Lakers,22,0,5.5,0.0,121.0,0.0
2018,regular,Devin Booker,SG,22,Phoenix Suns,64,64,35.0,208.0,2240.0,6698.200000000001
2018,regular,Chris Boucher,PF,26,Toronto Raptors,28,0,5.8,1.0,162.4,1.0
2018,regular,Avery Bradley,SG,28,TOT,63,63,30.2,393.0,1902.6,12526.5
2018,regular,Tony Bradley,C,21,Utah Jazz,3,0,12.0,10.0,36.0,30.799999999999997
2018,regular,Corey Brewer,SF,32,TOT,31,3,15.9,513.0,492.90000000000003,11661.000000000002
2018,regular,Mikal Bridges,SF,22,Phoenix Suns,82,56,29.5,0.0,2419.0,0.0
2018,regular,Miles Bridges,SF,20,Charlotte Hornets,80,25,21.2,0.0,1696.0,0.0
2018,regular,Isaiah Briscoe,PG,22,Orlando Magic,39,0,14.3,0.0,557.7,0.0
2018,regular,Ryan Broekhoff,SG,28,Dallas Mavericks,42,0,10.8,0.0,453.6,0.0
2018,regular,Malcolm Brogdon,SG,26,Milwaukee Bucks,64,64,28.6,136.0,1830.4,3784.399999999999
2018,regular,Dillon Brooks,SF,23,Memphis Grizzlies,18,0,18.3,82.0,329.40000000000003,2353.4
2018,regular,MarShon Brooks,SG,30,Memphis Grizzlies,29,0,13.3,122.0,385.70000000000005,1460.6000000000001
2018,regular,Bruce Brown,SG,22,Detroit Pistons,74,56,19.6,0.0,1450.4,0.0
2018,regular,Jaylen Brown,SG,22,Boston Celtics,74,25,25.9,183.0,1916.6,4288.0
2018,regular,Lorenzo Brown,PG,28,Toronto Raptors,26,0,8.2,81.0,213.2,1000.3
2018,regular,Sterling Brown,SG,23,Milwaukee Bucks,58,7,17.8,57.0,1032.4,790.5
2018,regular,Troy Brown Jr.,SF,19,Washington Wizards,52,10,14.0,0.0,728.0,0.0
2018,regular,Jalen Brunson,PG,22,Dallas Mavericks,73,38,21.8,0.0,1591.4,0.0
2018,regular,Thomas Bryant,C,21,Washington Wizards,72,53,20.8,15.0,1497.6000000000001,72.0
2018,regular,Reggie Bullock,SG,27,TOT,63,60,29.8,213.0,1877.4,3388.1
2018,regular,Trey Burke,PG,26,TOT,58,8,19.4,306.0,1125.1999999999998,7417.8
2018,regular,Alec Burks,SG,27,TOT,64,24,21.5,315.0,1376.0,6853.5
2018,regular,Deonte Burton,SG,25,Oklahoma City Thunder,32,0,7.5,0.0,240.0,0.0
2018,regular,Jimmy Butler,SF-SG,29,TOT,65,65,33.6,456.0,2184.0,16312.8
2018,regular,Bruno Caboclo,PF,23,Memphis Grizzlies,34,19,23.5,35.0,799.0,212.79999999999995
2018,regular,Jose Calderon,PG,37,Detroit Pistons,49,0,12.9,392.0,632.1,9742.1
2018,regular,Kentavious Caldwell-Pope,SG,25,Los Angeles Lakers,82,23,24.8,392.0,2033.6000000000001,12105.0
2018,regular,Isaiah Canaan,PG,27,TOT,30,16,21.0,208.0,630.0,4266.4
2018,regular,Clint Capela,C,24,Houston Rockets,67,67,33.6,278.0,2251.2000000000003,6125.9
2018,regular,DeMarre Carroll,PF,32,Brooklyn Nets,67,8,25.4,433.0,1701.8,12045.3
2018,regular,Jevon Carter,PG,23,Memphis Grizzlies,39,3,14.8,0.0,577.2,0.0
2018,regular,Vince Carter,PF,42,Atlanta Hawks,76,9,17.5,447.0,1330.0,9657.300000000001
2018,regular,Wendell Carter Jr.,C,19,Chicago Bulls,44,44,25.2,0.0,1108.8,0.0
2018,regular,Michael Carter-Williams,PG,27,TOT,28,1,13.3,298.0,372.40000000000003,8140.6
2018,regular,Alex Caruso,PG,24,Los Angeles Lakers,25,4,21.2,37.0,530.0,562.4000000000001
2018,regular,Omri Casspi,SF,30,Memphis Grizzlies,36,0,14.4,339.0,518.4,6465.099999999999
2018,regular,Willie Cauley-Stein,C,25,Sacramento Kings,81,81,27.3,214.0,2211.3,4873.9
2018,regular,Troy Caupain,PG,23,Orlando Magic,4,0,4.0,0.0,16.0,0.0
2018,regular,Tyler Cavanaugh,PF,24,Utah Jazz,11,0,3.5,39.0,38.5,518.7
2018,regular,Tyson Chandler,C,36,TOT,55,6,15.9,372.0,874.5,10687.900000000001
2018,regular,Wilson Chandler,PF-SF,31,TOT,51,33,23.1,334.0,1178.1000000000001,10224.999999999998
2018,regular,Joe Chealey,PG,23,Charlotte Hornets,1,0,8.0,0.0,8.0,0.0
2018,regular,Chris Chiozza,PG,23,Houston Rockets,7,0,4.7,0.0,32.9,0.0
2018,regular,Marquese Chriss,PF,21,TOT,43,2,11.6,154.0,498.8,3273.0
2018,regular,Gary Clark,PF,24,Houston Rockets,51,2,12.6,0.0,642.6,0.0
2018,regular,Ian Clark,SG,27,New Orleans Pelicans,60,6,16.2,311.0,972.0,4105.4
2018,regular,Jordan Clarkson,SG,26,Cleveland Cavaliers,81,0,27.3,320.0,2211.3,8595.3
2018,regular,John Collins,PF,21,Atlanta Hawks,61,59,30.0,74.0,1830.0,1783.4
2018,regular,Zach Collins,C,21,Portland Trailblazers,77,0,17.6,70.0,1355.2,1112.8
2018,regular,Darren Collison,PG,31,Indiana Pacers,76,76,28.2,437.0,2143.2,12770.3
2018,regular,Bonzie Colson,SF,23,Milwaukee Bucks,8,2,12.3,0.0,98.4,0.0
2018,regular,Mike Conley,PG,31,Memphis Grizzlies,70,70,33.5,396.0,2345.0,13162.100000000002
2018,regular,Pat Connaughton,SG,26,Milwaukee Bucks,61,2,20.7,168.0,1262.7,2033.9000000000003
2018,regular,Quinn Cook,PG,25,Golden State Warriors,74,10,14.3,64.0,1058.2,1101.9000000000003
2018,regular,DeMarcus Cousins,C,28,Golden State Warriors,30,30,25.7,390.0,771.0,13048.8
2018,regular,Robert Covington,SF,28,TOT,35,35,34.4,301.0,1204.0,8824.3
2018,regular,Allen Crabbe,SG,26,Brooklyn Nets,43,20,26.3,318.0,1130.9,7772.4
2018,regular,Torrey Craig,SF,28,Denver Nuggets,75,37,20.0,39.0,1500.0,627.9000000000001
2018,regular,Jamal Crawford,SG,38,Phoenix Suns,64,0,18.9,501.0,1209.6,13329.300000000003
2018,regular,Mitch Creek,SF,26,TOT,5,0,9.6,0.0,48.0,0.0
2018,regular,Jae Crowder,SF,28,Utah Jazz,80,11,27.1,509.0,2168.0,12278.199999999999
2018,regular,Dante Cunningham,PF,31,San Antonio Spurs,64,21,14.5,450.0,928.0,10549.599999999999
2018,regular,Seth Curry,SG,28,Portland Trailblazers,74,2,18.9,118.0,1398.6,2741.7999999999997
2018,regular,Stephen Curry,PG,30,Golden State Warriors,69,69,33.8,535.0,2332.2,18803.8
2018,regular,Troy Daniels,SG,27,Phoenix Suns,51,1,14.9,255.0,759.9,3906.2999999999997
2018,regular,Anthony Davis,C,25,New Orleans Pelicans,56,56,33.0,423.0,1848.0,14789.600000000002
2018,regular,Deyonta Davis,C,22,Atlanta Hawks,9,0,13.1,101.0,117.89999999999999,1191.1
2018,regular,Ed Davis,C,29,Brooklyn Nets,81,1,17.9,458.0,1449.8999999999999,8725.6
2018,regular,Tyler Davis,C,21,Oklahoma City Thunder,1,0,1.0,0.0,1.0,0.0
2018,regular,Dewayne Dedmon,C,29,Atlanta Hawks,64,52,25.1,298.0,1606.4,4912.9
2018,regular,Sam Dekker,PF,24,TOT,47,5,16.8,157.0,789.6,2337.3
2018,regular,Angel Delgado,C,24,Los Angeles Clippers,2,0,7.5,0.0,15.0,0.0
2018,regular,Matthew Dellavedova,PG,28,TOT,48,0,16.9,381.0,811.1999999999999,8195.400000000001
2018,regular,Luol Deng,SF,33,Minnesota Timberwolves,22,2,17.8,360.0,391.6,12147.2
2018,regular,DeMar DeRozan,SG,29,San Antonio Spurs,77,77,34.9,504.0,2687.2999999999997,18173.300000000003
2018,regular,Marcus Derrickson,PF,22,Golden State Warriors,11,0,6.1,0.0,67.1,0.0
2018,regular,Cheick Diallo,PF,22,New Orleans Pelicans,64,1,14.0,76.0,896.0,829.5999999999999
2018,regular,Hamidou Diallo,SG,20,Oklahoma City Thunder,51,3,10.3,0.0,525.3000000000001,0.0
2018,regular,Gorgui Dieng,C,29,Minnesota Timberwolves,76,2,13.6,381.0,1033.6,9290.1
2018,regular,Spencer Dinwiddie,PG,25,Brooklyn Nets,68,4,28.1,186.0,1910.8000000000002,4254.6
2018,regular,Donte DiVincenzo,SG,22,Milwaukee Bucks,27,0,15.2,0.0,410.4,0.0
2018,regular,Luka Doncic,SG,19,Dallas Mavericks,72,72,32.2,0.0,2318.4,0.0
2018,regular,Tyler Dorsey,SG,22,TOT,48,11,14.5,56.0,696.0,974.3999999999999
2018,regular,Damyean Dotson,SG,24,New York Knicks,73,40,27.5,44.0,2007.5,475.1999999999998
2018,regular,PJ Dozier,SG,22,Boston Celtics,6,0,8.5,2.0,51.0,3.0
2018,regular,Goran Dragic,PG,32,Miami Heat,36,22,27.5,470.0,990.0,15710.5
2018,regular,Andre Drummond,C,25,Detroit Pistons,79,79,33.5,467.0,2646.5,14189.699999999997
2018,regular,Jared Dudley,PF,33,Brooklyn Nets,59,25,20.7,431.0,1221.3,9919.800000000001
2018,regular,Kris Dunn,PG,24,Chicago Bulls,46,44,30.2,130.0,1389.2,2857.4000000000005
2018,regular,Kevin Durant,SF,30,Golden State Warriors,78,78,34.6,475.0,2698.8,17488.100000000002
2018,regular,Trevon Duval,PG,20,Milwaukee Bucks,3,0,2.0,0.0,6.0,0.0
2018,regular,Vince Edwards,SF,22,Houston Rockets,2,0,8.0,0.0,16.0,0.0
2018,regular,Henry Ellenson,PF,22,TOT,19,0,13.6,57.0,258.4,476.9
2018,regular,Wayne Ellington,SG,31,TOT,53,38,24.5,410.0,1298.5,9004.599999999999
2018,regular,Joel Embiid,C,24,Philadelphia 76ers,64,64,33.7,102.0,2156.8,2974.7
2018,regular,James Ennis III,SF,28,TOT,58,27,21.2,226.0,1229.6,4652.6
2018,regular,Drew Eubanks,PF,21,San Antonio Spurs,23,0,4.9,0.0,112.7,0.0
2018,regular,Jacob Evans,SG,21,Golden State Warriors,30,1,6.8,0.0,204.0,0.0
2018,regular,Jawun Evans,PG,22,TOT,8,0,8.1,48.0,64.8,777.5999999999999
2018,regular,Tyreke Evans,SG,29,Indiana Pacers,69,18,20.3,337.0,1400.7,10024.3
2018,regular,Dante Exum,PG,23,Utah Jazz,42,1,15.8,179.0,663.6,3481.2000000000003
2018,regular,Kenneth Faried,C,29,TOT,37,13,19.7,400.0,728.9,10103.1
2018,regular,Derrick Favors,C,27,Utah Jazz,76,70,23.2,435.0,1763.2,12106.7
2018,regular,Cristiano Felicio,C,26,Chicago Bulls,60,0,12.4,158.0,744.0,2426.4
2018,regular,Raymond Felton,PG,34,Oklahoma City Thunder,33,0,11.5,437.0,379.5,10733.000000000004
2018,regular,Terrance Ferguson,SG,20,Oklahoma City Thunder,74,74,26.1,64.0,1931.4,768.5
2018,regular,Yogi Ferrell,PG,25,Sacramento Kings,71,3,15.0,128.0,1065.0,3475.6000000000004
2018,regular,Dorian Finney-Smith,SF,25,Dallas Mavericks,81,26,24.5,102.0,1984.5,2091.6
2018,regular,Bryn Forbes,SG,25,San Antonio Spurs,82,81,28.0,126.0,2296.0,1931.6000000000004
2018,regular,Evan Fournier,SG,26,Orlando Magic,81,81,31.5,380.0,2551.5,10286.300000000001
2018,regular,De'Aaron Fox,PG,21,Sacramento Kings,81,81,31.4,73.0,2543.4,2029.4
2018,regular,Melvin Frazier,SG,22,Orlando Magic,10,0,4.4,0.0,44.0,0.0
2018,regular,Tim Frazier,PG,28,TOT,59,19,19.0,190.0,1121.0,3352.5
2018,regular,Jimmer Fredette,SG,29,Phoenix Suns,6,0,10.8,174.0,64.80000000000001,2013.4000000000003
2018,regular,Enes Freedom,C,26,TOT,67,31,24.5,473.0,1641.5,10806.099999999999
2018,regular,Channing Frye,C,35,Cleveland Cavaliers,36,6,9.5,383.0,342.0,7859.700000000001
2018,regular,Markelle Fultz,SG,20,Philadelphia 76ers,19,15,22.5,17.0,427.5,276.5
2018,regular,Danilo Gallinari,SF,30,Los Angeles Clippers,68,68,30.3,267.0,2060.4,8382.1
2018,regular,Langston Galloway,SG,27,Detroit Pistons,80,4,21.8,259.0,1744.0,5850.6
2018,regular,Billy Garrett,SG,24,New York Knicks,4,0,15.8,0.0,63.2,0.0
2018,regular,Marc Gasol,C,34,TOT,79,72,30.8,458.0,2433.2000000000003,15752.099999999999
2018,regular,Pau Gasol,C,38,TOT,30,6,12.0,435.0,360.0,12865.9
2018,regular,Rudy Gay,PF,32,San Antonio Spurs,69,51,26.7,378.0,1842.3,12410.5
2018,regular,Paul George,SF,28,Oklahoma City Thunder,77,77,36.9,455.0,2841.2999999999997,16620.0
2018,regular,Taj Gibson,PF,33,Minnesota Timberwolves,70,57,24.1,481.0,1687.0,13025.300000000001
2018,regular,Harry Giles,PF,20,Sacramento Kings,58,0,14.1,0.0,817.8,0.0
2018,regular,Shai Gilgeous-Alexander,PG,20,Los Angeles Clippers,82,73,26.5,0.0,2173.0,0.0
2018,regular,Rudy Gobert,C,26,Utah Jazz,81,80,31.8,345.0,2575.8,9711.100000000002
2018,regular,Brandon Goodwin,PG,23,Denver Nuggets,16,0,3.6,0.0,57.6,0.0
2018,regular,Aaron Gordon,PF,23,Orlando Magic,78,78,33.8,263.0,2636.3999999999996,6867.4
2018,regular,Eric Gordon,SG,30,Houston Rockets,68,53,31.7,388.0,2155.6,12345.800000000001
2018,regular,Marcin Gortat,C,34,Los Angeles Clippers,47,43,16.0,503.0,752.0,15136.3
2018,regular,Devonte' Graham,PG,23,Charlotte Hornets,46,3,14.7,0.0,676.1999999999999,0.0
2018,regular,Treveon Graham,SG,25,Brooklyn Nets,35,21,20.4,90.0,714.0,1241.1
2018,regular,Jerami Grant,PF,24,Oklahoma City Thunder,80,77,32.7,314.0,2616.0,6858.1
2018,regular,Jerian Grant,PG,26,Orlando Magic,60,1,15.7,218.0,942.0,4027.7
2018,regular,Donte Grantham,SF,23,Oklahoma City Thunder,3,0,0.7,0.0,2.0999999999999996,0.0
2018,regular,Danny Green,SG,31,Toronto Raptors,80,80,27.7,528.0,2216.0,14033.0
2018,regular,Draymond Green,PF,28,Golden State Warriors,66,66,31.3,568.0,2065.8,16438.2
2018,regular,Gerald Green,SG,33,Houston Rockets,73,0,20.2,424.0,1474.6,8557.8
2018,regular,JaMychal Green,PF,28,TOT,65,6,21.1,249.0,1371.5,5446.5
2018,regular,Jeff Green,PF,32,Washington Wizards,77,44,27.2,513.0,2094.4,14364.9
2018,regular,Blake Griffin,PF,29,Detroit Pistons,75,75,35.0,421.0,2625.0,14457.0
2018,regular,Daniel Hamilton,SG,23,Atlanta Hawks,19,3,10.7,6.0,203.29999999999998,28.200000000000017
2018,regular,Dusty Hannahs,SG,25,Memphis Grizzlies,2,0,13.0,0.0,26.0,0.0
2018,regular,Tim Hardaway Jr.,SG,26,TOT,65,63,31.6,353.0,2054.0,8743.5
2018,regular,James Harden,PG,29,Houston Rockets,78,78,36.8,529.0,2870.3999999999996,19725.699999999997
2018,regular,Maurice Harkless,SF,25,Portland Trailblazers,60,53,23.6,432.0,1416.0,9973.400000000001
2018,regular,Montrezl Harrell,C,25,Los Angeles Clippers,82,5,26.3,180.0,2156.6,2764.6999999999994
2018,regular,Devin Harris,PG,35,Dallas Mavericks,68,2,15.8,396.0,1074.4,8231.3
2018,regular,Gary Harris,SG,24,Denver Nuggets,57,48,28.8,255.0,1641.6000000000001,7249.0
2018,regular,Joe Harris,SG,27,Brooklyn Nets,76,76,30.2,192.0,2295.2,3638.0999999999995
2018,regular,Tobias Harris,PF,26,TOT,82,82,34.7,426.0,2845.4,13422.9
2018,regular,Andrew Harrison,PG,24,TOT,17,0,11.0,134.0,187.0,2922.0
2018,regular,Shaquille Harrison,SG,25,Chicago Bulls,73,11,19.6,23.0,1430.8000000000002,384.0999999999999
2018,regular,Josh Hart,SG,23,Los Angeles Lakers,67,22,25.6,63.0,1715.2,1461.6000000000001
2018,regular,Isaiah Hartenstein,PF,20,Houston Rockets,28,0,7.9,0.0,221.20000000000002,0.0
2018,regular,Udonis Haslem,C,38,Miami Heat,10,1,7.4,297.0,74.0,4133.299999999999
2018,regular,Gordon Hayward,PF,28,Boston Celtics,72,18,25.9,390.0,1864.8,13350.5
2018,regular,John Henson,C,28,Milwaukee Bucks,14,0,13.4,405.0,187.6,8229.8
2018,regular,Juancho Hernangomez,PF,23,Denver Nuggets,70,25,19.4,87.0,1358.0,1120.6999999999998
2018,regular,Willy Hernangomez,C,24,Charlotte Hornets,58,3,14.0,120.0,812.0,1819.1999999999998
2018,regular,Mario Hezonja,SF,23,New York Knicks,58,24,20.8,219.0,1206.4,4033.6
2018,regular,Isaiah Hicks,PF,24,New York Knicks,3,0,10.7,18.0,32.099999999999994,239.4
2018,regular,Buddy Hield,SG,26,Sacramento Kings,82,82,31.9,162.0,2615.7999999999997,3909.9999999999995
2018,regular,Haywood Highsmith,SF,22,Philadelphia 76ers,5,0,8.0,0.0,40.0,0.0
2018,regular,Nene,C,36,Houston Rockets,42,2,13.0,397.0,546.0,8815.2
2018,regular,George Hill,PG,32,TOT,60,13,21.7,456.0,1302.0,14644.7
2018,regular,Solomon Hill,SF,27,New Orleans Pelicans,44,15,20.0,278.0,880.0,6348.700000000001
2018,regular,Aaron Holiday,PG,22,Indiana Pacers,50,0,12.9,0.0,645.0,0.0
2018,regular,Jrue Holiday,SG,28,New Orleans Pelicans,67,67,35.9,377.0,2405.2999999999997,12722.599999999999
2018,regular,Justin Holiday,SG,29,TOT,82,77,31.8,280.0,2607.6,5489.9
2018,regular,John Holland,SF,30,Cleveland Cavaliers,1,0,1.0,25.0,1.0,176.2
2018,regular,Rondae Hollis-Jefferson,SF,24,Brooklyn Nets,59,21,20.9,175.0,1233.1,4295.200000000001
2018,regular,Richaun Holmes,C,25,Phoenix Suns,70,4,16.9,159.0,1183.0,2650.2
2018,regular,Rodney Hood,SG,26,TOT,72,49,26.3,276.0,1893.6000000000001,7353.1
2018,regular,Al Horford,C,32,Boston Celtics,68,68,29.0,470.0,1972.0,15486.5
2018,regular,Danuel House Jr.,SF,25,Houston Rockets,39,13,25.1,24.0,978.9000000000001,403.5
2018,regular,Dwight Howard,C,33,Washington Wizards,9,9,25.6,452.0,230.4,14543.4
2018,regular,Kevin Huerter,SG,20,Atlanta Hawks,75,59,27.3,0.0,2047.5,0.0
2018,regular,Isaac Humphries,C,21,Atlanta Hawks,5,1,11.2,0.0,56.0,0.0
2018,regular,R.J. Hunter,SG,25,Boston Celtics,1,0,26.0,49.0,26.0,411.8
2018,regular,Chandler Hutchison,SF,22,Chicago Bulls,44,14,20.3,0.0,893.2,0.0
2018,regular,Serge Ibaka,C,29,Toronto Raptors,74,51,27.2,524.0,2012.8,16406.3
2018,regular,Andre Iguodala,SF,35,Golden State Warriors,68,13,23.2,514.0,1577.6,14948.199999999999
2018,regular,Ersan Ilyasova,PF,31,Milwaukee Bucks,67,7,18.4,437.0,1232.8,11145.0
2018,regular,Joe Ingles,PF,31,Utah Jazz,82,82,31.3,346.0,2566.6,8172.999999999998
2018,regular,Andre Ingram,SG,33,Los Angeles Lakers,4,0,3.8,2.0,15.2,64.0
2018,regular,Brandon Ingram,SF,21,Los Angeles Lakers,52,52,33.8,138.0,1757.6,4251.700000000001
2018,regular,Kyrie Irving,PG,26,Boston Celtics,67,67,33.0,442.0,2211.0,15297.599999999999
2018,regular,Jonathan Isaac,PF,21,Orlando Magic,75,64,26.6,27.0,1995.0,537.3000000000002
2018,regular,Wes Iwundu,SF,24,Orlando Magic,68,13,18.1,62.0,1230.8000000000002,1023.0
2018,regular,Demetrius Jackson,PG,24,Philadelphia 76ers,6,0,6.5,20.0,39.0,96.5
2018,regular,Frank Jackson,PG,20,New Orleans Pelicans,61,16,19.2,0.0,1171.2,0.0
2018,regular,Jaren Jackson Jr.,PF,19,Memphis Grizzlies,58,56,26.1,0.0,1513.8000000000002,0.0
2018,regular,Josh Jackson,SG,21,Phoenix Suns,79,29,25.2,77.0,1990.8,1955.8
2018,regular,Justin Jackson,SF,23,TOT,81,14,19.9,68.0,1611.8999999999999,1502.8
2018,regular,Reggie Jackson,PG,28,Detroit Pistons,82,82,27.9,437.0,2287.7999999999997,11642.9
2018,regular,LeBron James,SF,34,Los Angeles Lakers,55,55,35.2,578.0,1936.0000000000002,21856.2
2018,regular,Amile Jefferson,PF,25,Orlando Magic,12,0,5.7,0.0,68.4,0.0
2018,regular,John Jenkins,SG,27,TOT,26,0,12.8,153.0,332.8,1899.0000000000002
2018,regular,Jonas Jerebko,PF,31,Golden State Warriors,73,6,16.7,450.0,1219.1,6843.999999999998
2018,regular,Alize Johnson,PF,22,Indiana Pacers,14,0,4.6,0.0,64.39999999999999,0.0
2018,regular,Amir Johnson,C,31,Philadelphia 76ers,51,6,10.4,505.0,530.4,11773.4
2018,regular,B.J. Johnson,SF,23,TOT,7,0,7.0,0.0,49.0,0.0
2018,regular,James Johnson,PF,31,Miami Heat,55,33,21.2,402.0,1166.0,8455.5
2018,regular,Stanley Johnson,SF,22,TOT,66,7,18.3,223.0,1207.8,5028.700000000001
2018,regular,Tyler Johnson,PG,26,TOT,57,22,26.8,223.0,1527.6000000000001,5835.0
2018,regular,Wesley Johnson,SF,31,TOT,38,13,14.1,436.0,535.8,9489.1
2018,regular,Nikola Jokic,C,23,Denver Nuggets,80,80,31.3,228.0,2504.0,6217.700000000001
2018,regular,Damian Jones,C,23,Golden State Warriors,24,22,17.1,33.0,410.40000000000003,205.89999999999992
2018,regular,Derrick Jones Jr.,SF,21,Miami Heat,60,14,19.2,52.0,1152.0,790.0
2018,regular,Jalen Jones,SF,25,Cleveland Cavaliers,16,0,13.4,16.0,214.4,180.80000000000004
2018,regular,Jemerrio Jones,SF,23,Los Angeles Lakers,6,2,23.8,0.0,142.8,0.0
2018,regular,Terrence Jones,PF,27,Houston Rockets,2,0,2.5,257.0,5.0,6126.2
2018,regular,Tyus Jones,PG,22,Minnesota Timberwolves,68,23,22.9,183.0,1557.1999999999998,2870.5
2018,regular,DeAndre Jordan,C,30,TOT,69,69,29.7,527.0,2049.2999999999997,16817.4
2018,regular,Cory Joseph,PG,27,Indiana Pacers,82,9,25.2,495.0,2066.4,10142.8
2018,regular,Frank Kaminsky,C,25,Charlotte Hornets,47,0,16.1,242.0,756.7,5689.1
2018,regular,Luke Kennard,SG,22,Detroit Pistons,63,10,22.8,73.0,1436.4,1460.0
2018,regular,Michael Kidd-Gilchrist,PF,25,Charlotte Hornets,64,3,18.4,361.0,1177.6,9613.2
2018,regular,George King,SF,25,Phoenix Suns,1,0,6.0,0.0,6.0,0.0
2018,regular,Maxi Kleber,PF,27,Dallas Mavericks,71,18,21.2,72.0,1505.2,1209.6000000000001
2018,regular,Brandon Knight,PG,27,TOT,39,26,18.9,316.0,737.0999999999999,9806.4
2018,regular,Kevin Knox,PF,19,New York Knicks,75,57,28.8,0.0,2160.0,0.0
2018,regular,Furkan Korkmaz,SG,21,Philadelphia 76ers,48,7,14.1,15.0,676.8,81.79999999999995
2018,regular,Luke Kornet,C,23,New York Knicks,46,18,17.0,20.0,782.0,326.0
2018,regular,Kyle Korver,SG-PF,37,TOT,70,0,19.1,517.0,1337.0,14912.199999999997
2018,regular,Kosta Koufos,C,29,Sacramento Kings,42,1,12.0,486.0,504.0,9076.1
2018,regular,Rodions Kurucs,SF,20,Brooklyn Nets,63,46,20.5,0.0,1291.5,0.0
2018,regular,Kyle Kuzma,PF,23,Los Angeles Lakers,70,68,33.1,77.0,2317.0,2402.3999999999996
2018,regular,Skal Labissiere,PF,22,TOT,22,1,8.0,93.0,176.0,1852.5
2018,regular,Jeremy Lamb,SG,26,Charlotte Hornets,79,55,28.5,370.0,2251.5,6766.799999999999
2018,regular,Zach LaVine,SG,23,Chicago Bulls,63,62,34.5,230.0,2173.5,6601.5
2018,regular,Jake Layman,SF,24,Portland Trailblazers,71,33,18.7,73.0,1327.7,433.5
2018,regular,T.J. Leaf,PF,21,Indiana Pacers,58,1,9.0,54.0,522.0,465.0999999999999
2018,regular,Courtney Lee,SG,33,TOT,34,6,12.6,495.0,428.4,14258.099999999999
2018,regular,Damion Lee,SG,26,Golden State Warriors,32,0,11.7,15.0,374.4,403.5
2018,regular,Walt Lemon Jr.,PG,26,Chicago Bulls,6,3,27.8,5.0,166.8,35.0
2018,regular,Alex Len,C,25,Atlanta Hawks,77,31,20.1,335.0,1547.7,6653.500000000001
2018,regular,Kawhi Leonard,SF,27,Toronto Raptors,60,60,34.0,416.0,2040.0,13359.300000000001
2018,regular,Meyers Leonard,C,26,Portland Trailblazers,61,2,14.4,346.0,878.4,5375.599999999999
2018,regular,Jon Leuer,PF,29,Detroit Pistons,41,1,9.8,302.0,401.8,5029.5
2018,regular,Caris LeVert,SF,24,Brooklyn Nets,40,25,26.6,128.0,1064.0,3104.2
2018,regular,Damian Lillard,PG,28,Portland Trailblazers,80,80,35.5,504.0,2840.0,18487.300000000003
2018,regular,Jeremy Lin,PG,30,TOT,74,4,19.4,359.0,1435.6,10009.9
2018,regular,Shaun Livingston,PG,33,Golden State Warriors,64,0,15.1,537.0,966.4,10685.2
2018,regular,Zach Lofton,SG,26,Detroit Pistons,1,0,4.0,0.0,4.0,0.0
2018,regular,Kevon Looney,C,22,Golden State Warriors,80,24,18.5,145.0,1480.0,1763.4
2018,regular,Brook Lopez,C,30,Milwaukee Bucks,81,81,28.7,398.0,2324.7,11794.7
2018,regular,Robin Lopez,C,30,Chicago Bulls,74,36,21.7,472.0,1605.8,13197.8
2018,regular,Kevin Love,PF,30,Cleveland Cavaliers,22,21,27.2,429.0,598.4,13867.4
2018,regular,Kyle Lowry,PG,32,Toronto Raptors,65,65,34.0,481.0,2210.0,16728.1
2018,regular,Jordan Loyd,PG,25,Toronto Raptors,12,0,4.6,0.0,55.199999999999996,0.0
2018,regular,Kalin Lucas,PG,29,Detroit Pistons,1,0,6.0,1.0,6.0,6.0
2018,regular,Timothe Luwawu-Cabarrot,SF,23,TOT,50,7,13.4,121.0,670.0,1992.8000000000002
2018,regular,Tyler Lydon,PF,22,Denver Nuggets,25,0,3.8,1.0,95.0,2.0
2018,regular,Trey Lyles,PF,23,Denver Nuggets,64,2,17.5,226.0,1120.0,3945.6000000000004
2018,regular,Scott Machado,PG,28,Los Angeles Lakers,4,0,4.8,11.0,19.2,29.000000000000004
2018,regular,Shelvin Mack,PG,28,TOT,57,3,21.9,365.0,1248.3,6755.5
2018,regular,Daryl Macon,SG,23,Dallas Mavericks,8,0,11.3,0.0,90.4,0.0
