,Team,Year,Game_num,Date,Away_flag,Opponent,OT_flag
11011,Cleveland Cavaliers,2018,64,"Sun, Mar 3, 2019",,Orlando Magic,
11012,Cleveland Cavaliers,2018,65,"Wed, Mar 6, 2019",@,Brooklyn Nets,
11013,Cleveland Cavaliers,2018,66,"Fri, Mar 8, 2019",@,Miami Heat,
11014,Cleveland Cavaliers,2018,67,"Mon, Mar 11, 2019",,Toronto Raptors,
11015,Cleveland Cavaliers,2018,68,"Tue, Mar 12, 2019",@,Philadelphia 76ers,
11016,Cleveland Cavaliers,2018,69,"Thu, Mar 14, 2019",@,Orlando Magic,
11017,Cleveland Cavaliers,2018,70,"Sat, Mar 16, 2019",@,Dallas Mavericks,
11018,Cleveland Cavaliers,2018,71,"Mon, Mar 18, 2019",,Detroit Pistons,
11019,Cleveland Cavaliers,2018,72,"Wed, Mar 20, 2019",,Milwaukee Bucks,
11020,Cleveland Cavaliers,2018,73,"Fri, Mar 22, 2019",,Los Angeles Clippers,
11021,Cleveland Cavaliers,2018,74,"Sun, Mar 24, 2019",@,Milwaukee Bucks,
11022,Cleveland Cavaliers,2018,75,"Tue, Mar 26, 2019",,Boston Celtics,
11023,Cleveland Cavaliers,2018,76,"Thu, Mar 28, 2019",@,San Antonio Spurs,
11024,Cleveland Cavaliers,2018,77,"Sat, Mar 30, 2019",@,Los Angeles Clippers,
11025,Cleveland Cavaliers,2018,78,"Mon, Apr 1, 2019",@,Phoenix Suns,
11026,Cleveland Cavaliers,2018,79,"Thu, Apr 4, 2019",@,Sacramento Kings,
11027,Cleveland Cavaliers,2018,80,"Fri, Apr 5, 2019",@,Golden State Warriors,
11028,Cleveland Cavaliers,2018,81,"Sun, Apr 7, 2019",,San Antonio Spurs,
11029,Cleveland Cavaliers,2018,82,"Tue, Apr 9, 2019",,Charlotte Hornets,
11030,Cleveland Cavaliers,2019,1,"Wed, Oct 23, 2019",@,Orlando Magic,
11031,Cleveland Cavaliers,2019,2,"Sat, Oct 26, 2019",,Indiana Pacers,
11032,Cleveland Cavaliers,2019,3,"Mon, Oct 28, 2019",@,Milwaukee Bucks,
11033,Cleveland Cavaliers,2019,4,"Wed, Oct 30, 2019",,Chicago Bulls,
11034,Cleveland Cavaliers,2019,5,"Fri, Nov 1, 2019",@,Indiana Pacers,
11035,Cleveland Cavaliers,2019,6,"Sun, Nov 3, 2019",,Dallas Mavericks,
11036,Cleveland Cavaliers,2019,7,"Tue, Nov 5, 2019",,Boston Celtics,
11037,Cleveland Cavaliers,2019,8,"Fri, Nov 8, 2019",@,Washington Wizards,
11038,Cleveland Cavaliers,2019,9,"Sun, Nov 10, 2019",@,New York Knicks,
11039,Cleveland Cavaliers,2019,10,"Tue, Nov 12, 2019",@,Philadelphia 76ers,
11040,Cleveland Cavaliers,2019,11,"Thu, Nov 14, 2019",,Miami Heat,
11041,Cleveland Cavaliers,2019,12,"Sun, Nov 17, 2019",,Philadelphia 76ers,
11042,Cleveland Cavaliers,2019,13,"Mon, Nov 18, 2019",@,New York Knicks,
11043,Cleveland Cavaliers,2019,14,"Wed, Nov 20, 2019",@,Miami Heat,
11044,Cleveland Cavaliers,2019,15,"Fri, Nov 22, 2019",@,Dallas Mavericks,
11045,Cleveland Cavaliers,2019,16,"Sat, Nov 23, 2019",,Portland Trail Blazers,
11046,Cleveland Cavaliers,2019,17,"Mon, Nov 25, 2019",,Brooklyn Nets,
11047,Cleveland Cavaliers,2019,18,"Wed, Nov 27, 2019",,Orlando Magic,
11048,Cleveland Cavaliers,2019,19,"Fri, Nov 29, 2019",,Milwaukee Bucks,
11049,Cleveland Cavaliers,2019,20,"Tue, Dec 3, 2019",,Detroit Pistons,
11050,Cleveland Cavaliers,2019,21,"Fri, Dec 6, 2019",,Orlando Magic,
11051,Cleveland Cavaliers,2019,22,"Sat, Dec 7, 2019",@,Philadelphia 76ers,
11052,Cleveland Cavaliers,2019,23,"Mon, Dec 9, 2019",@,Boston Celtics,
11053,Cleveland Cavaliers,2019,24,"Wed, Dec 11, 2019",,Houston Rockets,
11054,Cleveland Cavaliers,2019,25,"Thu, Dec 12, 2019",@,San Antonio Spurs,OT
11055,Cleveland Cavaliers,2019,26,"Sat, Dec 14, 2019",@,Milwaukee Bucks,
11056,Cleveland Cavaliers,2019,27,"Mon, Dec 16, 2019",@,Toronto Raptors,
11057,Cleveland Cavaliers,2019,28,"Wed, Dec 18, 2019",,Charlotte Hornets,
11058,Cleveland Cavaliers,2019,29,"Fri, Dec 20, 2019",,Memphis Grizzlies,
11059,Cleveland Cavaliers,2019,30,"Mon, Dec 23, 2019",,Atlanta Hawks,
11060,Cleveland Cavaliers,2019,31,"Fri, Dec 27, 2019",@,Boston Celtics,
11061,Cleveland Cavaliers,2019,32,"Sat, Dec 28, 2019",@,Minnesota Timberwolves,
11062,Cleveland Cavaliers,2019,33,"Tue, Dec 31, 2019",@,Toronto Raptors,
11063,Cleveland Cavaliers,2019,34,"Thu, Jan 2, 2020",,Charlotte Hornets,
11064,Cleveland Cavaliers,2019,35,"Sat, Jan 4, 2020",,Oklahoma City Thunder,
11065,Cleveland Cavaliers,2019,36,"Sun, Jan 5, 2020",,Minnesota Timberwolves,
11066,Cleveland Cavaliers,2019,37,"Tue, Jan 7, 2020",,Detroit Pistons,
11067,Cleveland Cavaliers,2019,38,"Thu, Jan 9, 2020",@,Detroit Pistons,OT
11068,Cleveland Cavaliers,2019,39,"Sat, Jan 11, 2020",@,Denver Nuggets,
11069,Cleveland Cavaliers,2019,40,"Mon, Jan 13, 2020",@,Los Angeles Lakers,
11070,Cleveland Cavaliers,2019,41,"Tue, Jan 14, 2020",@,Los Angeles Clippers,
11071,Cleveland Cavaliers,2019,42,"Fri, Jan 17, 2020",@,Memphis Grizzlies,
11072,Cleveland Cavaliers,2019,43,"Sat, Jan 18, 2020",@,Chicago Bulls,
11073,Cleveland Cavaliers,2019,44,"Mon, Jan 20, 2020",,New York Knicks,
11074,Cleveland Cavaliers,2019,45,"Thu, Jan 23, 2020",,Washington Wizards,
11075,Cleveland Cavaliers,2019,46,"Sat, Jan 25, 2020",,Chicago Bulls,
11076,Cleveland Cavaliers,2019,47,"Mon, Jan 27, 2020",@,Detroit Pistons,
11077,Cleveland Cavaliers,2019,48,"Tue, Jan 28, 2020",,New Orleans Pelicans,
11078,Cleveland Cavaliers,2019,49,"Thu, Jan 30, 2020",,Toronto Raptors,
11079,Cleveland Cavaliers,2019,50,"Sat, Feb 1, 2020",,Golden State Warriors,
11080,Cleveland Cavaliers,2019,51,"Mon, Feb 3, 2020",,New York Knicks,OT
11081,Cleveland Cavaliers,2019,52,"Wed, Feb 5, 2020",@,Oklahoma City Thunder,
11082,Cleveland Cavaliers,2019,53,"Sun, Feb 9, 2020",,Los Angeles Clippers,
11083,Cleveland Cavaliers,2019,54,"Wed, Feb 12, 2020",,Atlanta Hawks,
11084,Cleveland Cavaliers,2019,55,"Fri, Feb 21, 2020",@,Washington Wizards,
11085,Cleveland Cavaliers,2019,56,"Sat, Feb 22, 2020",@,Miami Heat,
11086,Cleveland Cavaliers,2019,57,"Mon, Feb 24, 2020",,Miami Heat,OT
11087,Cleveland Cavaliers,2019,58,"Wed, Feb 26, 2020",,Philadelphia 76ers,
11088,Cleveland Cavaliers,2019,59,"Fri, Feb 28, 2020",@,New Orleans Pelicans,
11089,Cleveland Cavaliers,2019,60,"Sat, Feb 29, 2020",,Indiana Pacers,
11090,Cleveland Cavaliers,2019,61,"Mon, Mar 2, 2020",,Utah Jazz,
11091,Cleveland Cavaliers,2019,62,"Wed, Mar 4, 2020",,Boston Celtics,
11092,Cleveland Cavaliers,2019,63,"Sat, Mar 7, 2020",,Denver Nuggets,
11093,Cleveland Cavaliers,2019,64,"Sun, Mar 8, 2020",,San Antonio Spurs,OT
11094,Cleveland Cavaliers,2019,65,"Tue, Mar 10, 2020",@,Chicago Bulls,
11095,Cleveland Cavaliers,2020,1,"Wed, Dec 23, 2020",,Charlotte Hornets,
11096,Cleveland Cavaliers,2020,2,"Sat, Dec 26, 2020",@,Detroit Pistons,2OT
11097,Cleveland Cavaliers,2020,3,"Sun, Dec 27, 2020",,Philadelphia 76ers,
11098,Cleveland Cavaliers,2020,4,"Tue, Dec 29, 2020",,New York Knicks,
11099,Cleveland Cavaliers,2020,5,"Thu, Dec 31, 2020",@,Indiana Pacers,
11100,Cleveland Cavaliers,2020,6,"Sat, Jan 2, 2021",@,Atlanta Hawks,
11101,Cleveland Cavaliers,2020,7,"Mon, Jan 4, 2021",@,Orlando Magic,
11102,Cleveland Cavaliers,2020,8,"Wed, Jan 6, 2021",@,Orlando Magic,
11103,Cleveland Cavaliers,2020,9,"Thu, Jan 7, 2021",@,Memphis Grizzlies,
11104,Cleveland Cavaliers,2020,10,"Sat, Jan 9, 2021",@,Milwaukee Bucks,
11105,Cleveland Cavaliers,2020,11,"Mon, Jan 11, 2021",,Memphis Grizzlies,
11106,Cleveland Cavaliers,2020,12,"Tue, Jan 12, 2021",,Utah Jazz,
11107,Cleveland Cavaliers,2020,13,"Fri, Jan 15, 2021",,New York Knicks,
11108,Cleveland Cavaliers,2020,14,"Wed, Jan 20, 2021",,Brooklyn Nets,2OT
11109,Cleveland Cavaliers,2020,15,"Fri, Jan 22, 2021",,Brooklyn Nets,
11110,Cleveland Cavaliers,2020,16,"Sun, Jan 24, 2021",@,Boston Celtics,
11111,Cleveland Cavaliers,2020,17,"Mon, Jan 25, 2021",,Los Angeles Lakers,
11112,Cleveland Cavaliers,2020,18,"Wed, Jan 27, 2021",,Detroit Pistons,
11113,Cleveland Cavaliers,2020,19,"Fri, Jan 29, 2021",@,New York Knicks,
11114,Cleveland Cavaliers,2020,20,"Sun, Jan 31, 2021",@,Minnesota Timberwolves,
11115,Cleveland Cavaliers,2020,21,"Mon, Feb 1, 2021",,Minnesota Timberwolves,
11116,Cleveland Cavaliers,2020,22,"Wed, Feb 3, 2021",,Los Angeles Clippers,
11117,Cleveland Cavaliers,2020,23,"Fri, Feb 5, 2021",,Milwaukee Bucks,
11118,Cleveland Cavaliers,2020,24,"Sat, Feb 6, 2021",,Milwaukee Bucks,
11119,Cleveland Cavaliers,2020,25,"Mon, Feb 8, 2021",@,Phoenix Suns,
11120,Cleveland Cavaliers,2020,26,"Wed, Feb 10, 2021",@,Denver Nuggets,
11121,Cleveland Cavaliers,2020,27,"Fri, Feb 12, 2021",@,Portland Trail Blazers,
11122,Cleveland Cavaliers,2020,28,"Sun, Feb 14, 2021",@,Los Angeles Clippers,
11123,Cleveland Cavaliers,2020,29,"Mon, Feb 15, 2021",@,Golden State Warriors,
11124,Cleveland Cavaliers,2020,30,"Fri, Feb 19, 2021",,Denver Nuggets,
11125,Cleveland Cavaliers,2020,31,"Sun, Feb 21, 2021",,Oklahoma City Thunder,
11126,Cleveland Cavaliers,2020,32,"Tue, Feb 23, 2021",,Atlanta Hawks,
11127,Cleveland Cavaliers,2020,33,"Wed, Feb 24, 2021",,Houston Rockets,
11128,Cleveland Cavaliers,2020,34,"Sat, Feb 27, 2021",@,Philadelphia 76ers,OT
11129,Cleveland Cavaliers,2020,35,"Mon, Mar 1, 2021",@,Houston Rockets,
11130,Cleveland Cavaliers,2020,36,"Wed, Mar 3, 2021",,Indiana Pacers,
11131,Cleveland Cavaliers,2020,37,"Fri, Mar 12, 2021",@,New Orleans Pelicans,
11132,Cleveland Cavaliers,2020,38,"Sun, Mar 14, 2021",@,Atlanta Hawks,
11133,Cleveland Cavaliers,2020,39,"Tue, Mar 16, 2021",@,Miami Heat,
11134,Cleveland Cavaliers,2020,40,"Wed, Mar 17, 2021",,Boston Celtics,
11135,Cleveland Cavaliers,2020,41,"Fri, Mar 19, 2021",,San Antonio Spurs,
11136,Cleveland Cavaliers,2020,42,"Sun, Mar 21, 2021",,Toronto Raptors,
11137,Cleveland Cavaliers,2020,43,"Mon, Mar 22, 2021",,Sacramento Kings,
11138,Cleveland Cavaliers,2020,44,"Wed, Mar 24, 2021",@,Chicago Bulls,
11139,Cleveland Cavaliers,2020,45,"Fri, Mar 26, 2021",@,Los Angeles Lakers,
11140,Cleveland Cavaliers,2020,46,"Sat, Mar 27, 2021",@,Sacramento Kings,
11141,Cleveland Cavaliers,2020,47,"Mon, Mar 29, 2021",@,Utah Jazz,
11142,Cleveland Cavaliers,2020,48,"Thu, Apr 1, 2021",,Philadelphia 76ers,
11143,Cleveland Cavaliers,2020,49,"Sat, Apr 3, 2021",@,Miami Heat,
11144,Cleveland Cavaliers,2020,50,"Mon, Apr 5, 2021",@,San Antonio Spurs,
11145,Cleveland Cavaliers,2020,51,"Thu, Apr 8, 2021",@,Oklahoma City Thunder,
11146,Cleveland Cavaliers,2020,52,"Sat, Apr 10, 2021",,Toronto Raptors,
11147,Cleveland Cavaliers,2020,53,"Sun, Apr 11, 2021",,New Orleans Pelicans,
11148,Cleveland Cavaliers,2020,54,"Wed, Apr 14, 2021",@,Charlotte Hornets,
11149,Cleveland Cavaliers,2020,55,"Thu, Apr 15, 2021",,Golden State Warriors,
11150,Cleveland Cavaliers,2020,56,"Sat, Apr 17, 2021",@,Chicago Bulls,
11151,Cleveland Cavaliers,2020,57,"Mon, Apr 19, 2021",@,Detroit Pistons,
11152,Cleveland Cavaliers,2020,58,"Wed, Apr 21, 2021",,Chicago Bulls,
11153,Cleveland Cavaliers,2020,59,"Fri, Apr 23, 2021",@,Charlotte Hornets,
11154,Cleveland Cavaliers,2020,60,"Sun, Apr 25, 2021",@,Washington Wizards,
11155,Cleveland Cavaliers,2020,61,"Mon, Apr 26, 2021",@,Toronto Raptors,
11156,Cleveland Cavaliers,2020,62,"Wed, Apr 28, 2021",,Orlando Magic,
11157,Cleveland Cavaliers,2020,63,"Fri, Apr 30, 2021",,Washington Wizards,
11158,Cleveland Cavaliers,2020,64,"Sat, May 1, 2021",,Miami Heat,
11159,Cleveland Cavaliers,2020,65,"Tue, May 4, 2021",,Phoenix Suns,OT
11160,Cleveland Cavaliers,2020,66,"Wed, May 5, 2021",,Portland Trail Blazers,
11161,Cleveland Cavaliers,2020,67,"Fri, May 7, 2021",@,Dallas Mavericks,
11162,Cleveland Cavaliers,2020,68,"Sun, May 9, 2021",,Dallas Mavericks,
11163,Cleveland Cavaliers,2020,69,"Mon, May 10, 2021",,Indiana Pacers,
11164,Cleveland Cavaliers,2020,70,"Wed, May 12, 2021",,Boston Celtics,
11165,Cleveland Cavaliers,2020,71,"Fri, May 14, 2021",@,Washington Wizards,
11166,Cleveland Cavaliers,2020,72,"Sun, May 16, 2021",@,Brooklyn Nets,
11167,Cleveland Cavaliers,2021,1,"Wed, Oct 20, 2021",@,Memphis Grizzlies,
11168,Cleveland Cavaliers,2021,2,"Fri, Oct 22, 2021",,Charlotte Hornets,
11169,Cleveland Cavaliers,2021,3,"Sat, Oct 23, 2021",,Atlanta Hawks,
11170,Cleveland Cavaliers,2021,4,"Mon, Oct 25, 2021",@,Denver Nuggets,
11171,Cleveland Cavaliers,2021,5,"Wed, Oct 27, 2021",@,Los Angeles Clippers,
11172,Cleveland Cavaliers,2021,6,"Fri, Oct 29, 2021",@,Los Angeles Lakers,
11173,Cleveland Cavaliers,2021,7,"Sat, Oct 30, 2021",@,Phoenix Suns,
11174,Cleveland Cavaliers,2021,8,"Mon, Nov 1, 2021",@,Charlotte Hornets,
11175,Cleveland Cavaliers,2021,9,"Wed, Nov 3, 2021",,Portland Trail Blazers,
11176,Cleveland Cavaliers,2021,10,"Fri, Nov 5, 2021",@,Toronto Raptors,
11177,Cleveland Cavaliers,2021,11,"Sun, Nov 7, 2021",@,New York Knicks,
11178,Cleveland Cavaliers,2021,12,"Wed, Nov 10, 2021",,Washington Wizards,
11179,Cleveland Cavaliers,2021,13,"Fri, Nov 12, 2021",,Detroit Pistons,
11180,Cleveland Cavaliers,2021,14,"Sat, Nov 13, 2021",,Boston Celtics,
11181,Cleveland Cavaliers,2021,15,"Mon, Nov 15, 2021",,Boston Celtics,
11182,Cleveland Cavaliers,2021,16,"Wed, Nov 17, 2021",@,Brooklyn Nets,
11183,Cleveland Cavaliers,2021,17,"Thu, Nov 18, 2021",,Golden State Warriors,
11184,Cleveland Cavaliers,2021,18,"Mon, Nov 22, 2021",,Brooklyn Nets,
11185,Cleveland Cavaliers,2021,19,"Wed, Nov 24, 2021",,Phoenix Suns,
11186,Cleveland Cavaliers,2021,20,"Sat, Nov 27, 2021",,Orlando Magic,
11187,Cleveland Cavaliers,2021,21,"Mon, Nov 29, 2021",@,Dallas Mavericks,
11188,Cleveland Cavaliers,2021,22,"Wed, Dec 1, 2021",@,Miami Heat,
11189,Cleveland Cavaliers,2021,23,"Fri, Dec 3, 2021",@,Washington Wizards,
11190,Cleveland Cavaliers,2021,24,"Sun, Dec 5, 2021",,Utah Jazz,
11191,Cleveland Cavaliers,2021,25,"Mon, Dec 6, 2021",@,Milwaukee Bucks,
11192,Cleveland Cavaliers,2021,26,"Wed, Dec 8, 2021",,Chicago Bulls,
11193,Cleveland Cavaliers,2021,27,"Fri, Dec 10, 2021",@,Minnesota Timberwolves,
11194,Cleveland Cavaliers,2021,28,"Sat, Dec 11, 2021",,Sacramento Kings,
11195,Cleveland Cavaliers,2021,29,"Mon, Dec 13, 2021",,Miami Heat,
11196,Cleveland Cavaliers,2021,30,"Wed, Dec 15, 2021",,Houston Rockets,
11197,Cleveland Cavaliers,2021,31,"Sat, Dec 18, 2021",@,Milwaukee Bucks,
11198,Cleveland Cavaliers,2021,32,"Wed, Dec 22, 2021",@,Boston Celtics,
11199,Cleveland Cavaliers,2021,33,"Sun, Dec 26, 2021",,Toronto Raptors,
11200,Cleveland Cavaliers,2021,34,"Tue, Dec 28, 2021",@,New Orleans Pelicans,
11201,Cleveland Cavaliers,2021,35,"Thu, Dec 30, 2021",@,Washington Wizards,
11202,Cleveland Cavaliers,2021,36,"Fri, Dec 31, 2021",,Atlanta Hawks,
11203,Cleveland Cavaliers,2021,37,"Sun, Jan 2, 2022",,Indiana Pacers,
11204,Cleveland Cavaliers,2021,38,"Tue, Jan 4, 2022",,Memphis Grizzlies,
11205,Cleveland Cavaliers,2021,39,"Fri, Jan 7, 2022",@,Portland Trail Blazers,
11206,Cleveland Cavaliers,2021,40,"Sun, Jan 9, 2022",@,Golden State Warriors,
11207,Cleveland Cavaliers,2021,41,"Mon, Jan 10, 2022",@,Sacramento Kings,
11208,Cleveland Cavaliers,2021,42,"Wed, Jan 12, 2022",@,Utah Jazz,
11209,Cleveland Cavaliers,2021,43,"Fri, Jan 14, 2022",@,San Antonio Spurs,
11210,Cleveland Cavaliers,2021,44,"Sat, Jan 15, 2022",@,Oklahoma City Thunder,
11211,Cleveland Cavaliers,2021,45,"Mon, Jan 17, 2022",,Brooklyn Nets,
11212,Cleveland Cavaliers,2021,46,"Wed, Jan 19, 2022",@,Chicago Bulls,
11213,Cleveland Cavaliers,2021,47,"Sat, Jan 22, 2022",,Oklahoma City Thunder,
11214,Cleveland Cavaliers,2021,48,"Mon, Jan 24, 2022",,New York Knicks,
11215,Cleveland Cavaliers,2021,49,"Wed, Jan 26, 2022",,Milwaukee Bucks,
11216,Cleveland Cavaliers,2021,50,"Sun, Jan 30, 2022",@,Detroit Pistons,
11217,Cleveland Cavaliers,2021,51,"Mon, Jan 31, 2022",,New Orleans Pelicans,
11218,Cleveland Cavaliers,2021,52,"Wed, Feb 2, 2022",@,Houston Rockets,
11219,Cleveland Cavaliers,2021,53,"Fri, Feb 4, 2022",@,Charlotte Hornets,
11220,Cleveland Cavaliers,2021,54,"Sun, Feb 6, 2022",,Indiana Pacers,
11221,Cleveland Cavaliers,2021,55,"Wed, Feb 9, 2022",,San Antonio Spurs,
11222,Cleveland Cavaliers,2021,56,"Fri, Feb 11, 2022",@,Indiana Pacers,
11223,Cleveland Cavaliers,2021,57,"Sat, Feb 12, 2022",@,Philadelphia 76ers,
11224,Cleveland Cavaliers,2021,58,"Tue, Feb 15, 2022",@,Atlanta Hawks,
11225,Cleveland Cavaliers,2021,59,"Thu, Feb 24, 2022",@,Detroit Pistons,
11226,Cleveland Cavaliers,2021,60,"Sat, Feb 26, 2022",,Washington Wizards,
11227,Cleveland Cavaliers,2021,61,"Mon, Feb 28, 2022",,Minnesota Timberwolves,
11228,Cleveland Cavaliers,2021,62,"Wed, Mar 2, 2022",,Charlotte Hornets,
11229,Cleveland Cavaliers,2021,63,"Fri, Mar 4, 2022",@,Philadelphia 76ers,
11230,Cleveland Cavaliers,2021,64,"Sun, Mar 6, 2022",,Toronto Raptors,
11231,Cleveland Cavaliers,2021,65,"Tue, Mar 8, 2022",@,Indiana Pacers,
11232,Cleveland Cavaliers,2021,66,"Fri, Mar 11, 2022",@,Miami Heat,
11233,Cleveland Cavaliers,2021,67,"Sat, Mar 12, 2022",@,Chicago Bulls,
11234,Cleveland Cavaliers,2021,68,"Mon, Mar 14, 2022",,Los Angeles Clippers,OT
11235,Cleveland Cavaliers,2021,69,"Wed, Mar 16, 2022",,Philadelphia 76ers,
11236,Cleveland Cavaliers,2021,70,"Fri, Mar 18, 2022",,Denver Nuggets,OT
11237,Cleveland Cavaliers,2021,71,"Sat, Mar 19, 2022",,Detroit Pistons,
11238,Cleveland Cavaliers,2021,72,"Mon, Mar 21, 2022",,Los Angeles Lakers,
11239,Cleveland Cavaliers,2021,73,"Thu, Mar 24, 2022",@,Toronto Raptors,
11240,Cleveland Cavaliers,2021,74,"Sat, Mar 26, 2022",,Chicago Bulls,
11241,Cleveland Cavaliers,2021,75,"Mon, Mar 28, 2022",,Orlando Magic,
11242,Cleveland Cavaliers,2021,76,"Wed, Mar 30, 2022",,Dallas Mavericks,
11243,Cleveland Cavaliers,2021,77,"Thu, Mar 31, 2022",@,Atlanta Hawks,
11244,Cleveland Cavaliers,2021,78,"Sat, Apr 2, 2022",@,New York Knicks,
11245,Cleveland Cavaliers,2021,79,"Sun, Apr 3, 2022",,Philadelphia 76ers,
11246,Cleveland Cavaliers,2021,80,"Tue, Apr 5, 2022",@,Orlando Magic,
11247,Cleveland Cavaliers,2021,81,"Fri, Apr 8, 2022",@,Brooklyn Nets,
11248,Cleveland Cavaliers,2021,82,"Sun, Apr 10, 2022",,Milwaukee Bucks,
11249,Cleveland Cavaliers,2021,83,"Tue, Apr 12, 2022",@,Brooklyn Nets,
11250,Cleveland Cavaliers,2021,84,"Fri, Apr 15, 2022",,Atlanta Hawks,
11251,Cleveland Cavaliers,2022,1,"Wed, Oct 19, 2022",@,Toronto Raptors,
11252,Cleveland Cavaliers,2022,2,"Sat, Oct 22, 2022",@,Chicago Bulls,
11253,Cleveland Cavaliers,2022,3,"Sun, Oct 23, 2022",,Washington Wizards,OT
11254,Cleveland Cavaliers,2022,4,"Wed, Oct 26, 2022",,Orlando Magic,
11255,Cleveland Cavaliers,2022,5,"Fri, Oct 28, 2022",@,Boston Celtics,OT
11256,Cleveland Cavaliers,2022,6,"Sun, Oct 30, 2022",,New York Knicks,
11257,Cleveland Cavaliers,2022,7,"Wed, Nov 2, 2022",,Boston Celtics,OT
11258,Cleveland Cavaliers,2022,8,"Fri, Nov 4, 2022",@,Detroit Pistons,
11259,Cleveland Cavaliers,2022,9,"Sun, Nov 6, 2022",@,Los Angeles Lakers,
11260,Cleveland Cavaliers,2022,10,"Mon, Nov 7, 2022",@,Los Angeles Clippers,
11261,Cleveland Cavaliers,2022,11,"Wed, Nov 9, 2022",@,Sacramento Kings,
11262,Cleveland Cavaliers,2022,12,"Fri, Nov 11, 2022",@,Golden State Warriors,
11263,Cleveland Cavaliers,2022,13,"Sun, Nov 13, 2022",,Minnesota Timberwolves,
11264,Cleveland Cavaliers,2022,14,"Wed, Nov 16, 2022",@,Milwaukee Bucks,
11265,Cleveland Cavaliers,2022,15,"Fri, Nov 18, 2022",,Charlotte Hornets,2OT
11266,Cleveland Cavaliers,2022,16,"Sun, Nov 20, 2022",,Miami Heat,
11267,Cleveland Cavaliers,2022,17,"Mon, Nov 21, 2022",,Atlanta Hawks,
11268,Cleveland Cavaliers,2022,18,"Wed, Nov 23, 2022",,Portland Trail Blazers,
11269,Cleveland Cavaliers,2022,19,"Fri, Nov 25, 2022",@,Milwaukee Bucks,
11270,Cleveland Cavaliers,2022,20,"Sun, Nov 27, 2022",@,Detroit Pistons,
11271,Cleveland Cavaliers,2022,21,"Mon, Nov 28, 2022",@,Toronto Raptors,
11272,Cleveland Cavaliers,2022,22,"Wed, Nov 30, 2022",,Philadelphia 76ers,
11273,Cleveland Cavaliers,2022,23,"Fri, Dec 2, 2022",,Orlando Magic,
11274,Cleveland Cavaliers,2022,24,"Sun, Dec 4, 2022",@,New York Knicks,
11275,Cleveland Cavaliers,2022,25,"Tue, Dec 6, 2022",,Los Angeles Lakers,
11276,Cleveland Cavaliers,2022,26,"Fri, Dec 9, 2022",,Sacramento Kings,
11277,Cleveland Cavaliers,2022,27,"Sat, Dec 10, 2022",,Oklahoma City Thunder,
11278,Cleveland Cavaliers,2022,28,"Mon, Dec 12, 2022",@,San Antonio Spurs,
11279,Cleveland Cavaliers,2022,29,"Wed, Dec 14, 2022",@,Dallas Mavericks,
11280,Cleveland Cavaliers,2022,30,"Fri, Dec 16, 2022",,Indiana Pacers,
11281,Cleveland Cavaliers,2022,31,"Sat, Dec 17, 2022",,Dallas Mavericks,OT
11282,Cleveland Cavaliers,2022,32,"Mon, Dec 19, 2022",,Utah Jazz,
11283,Cleveland Cavaliers,2022,33,"Wed, Dec 21, 2022",,Milwaukee Bucks,
11284,Cleveland Cavaliers,2022,34,"Fri, Dec 23, 2022",,Toronto Raptors,
11285,Cleveland Cavaliers,2022,35,"Mon, Dec 26, 2022",,Brooklyn Nets,
11286,Cleveland Cavaliers,2022,36,"Thu, Dec 29, 2022",@,Indiana Pacers,
11287,Cleveland Cavaliers,2022,37,"Sat, Dec 31, 2022",@,Chicago Bulls,
11288,Cleveland Cavaliers,2022,38,"Mon, Jan 2, 2023",,Chicago Bulls,OT
11289,Cleveland Cavaliers,2022,39,"Wed, Jan 4, 2023",,Phoenix Suns,
11290,Cleveland Cavaliers,2022,40,"Fri, Jan 6, 2023",@,Denver Nuggets,
11291,Cleveland Cavaliers,2022,41,"Sun, Jan 8, 2023",@,Phoenix Suns,
11292,Cleveland Cavaliers,2022,42,"Tue, Jan 10, 2023",@,Utah Jazz,
11293,Cleveland Cavaliers,2022,43,"Thu, Jan 12, 2023",@,Portland Trail Blazers,
11294,Cleveland Cavaliers,2022,44,"Sat, Jan 14, 2023",@,Minnesota Timberwolves,
11295,Cleveland Cavaliers,2022,45,"Mon, Jan 16, 2023",,New Orleans Pelicans,
11296,Cleveland Cavaliers,2022,46,"Wed, Jan 18, 2023",@,Memphis Grizzlies,
11297,Cleveland Cavaliers,2022,47,"Fri, Jan 20, 2023",,Golden State Warriors,
11298,Cleveland Cavaliers,2022,48,"Sat, Jan 21, 2023",,Milwaukee Bucks,
11299,Cleveland Cavaliers,2022,49,"Tue, Jan 24, 2023",@,New York Knicks,
11300,Cleveland Cavaliers,2022,50,"Thu, Jan 26, 2023",@,Houston Rockets,
11301,Cleveland Cavaliers,2022,51,"Fri, Jan 27, 2023",@,Oklahoma City Thunder,
11302,Cleveland Cavaliers,2022,52,"Sun, Jan 29, 2023",,Los Angeles Clippers,
11303,Cleveland Cavaliers,2022,53,"Tue, Jan 31, 2023",,Miami Heat,
11304,Cleveland Cavaliers,2022,54,"Thu, Feb 2, 2023",,Memphis Grizzlies,
11305,Cleveland Cavaliers,2022,55,"Sun, Feb 5, 2023",@,Indiana Pacers,
11306,Cleveland Cavaliers,2022,56,"Mon, Feb 6, 2023",@,Washington Wizards,
11307,Cleveland Cavaliers,2022,57,"Wed, Feb 8, 2023",,Detroit Pistons,
