,Team,Year,Game_num,Date,Away_flag,Opponent,OT_flag
35822,New Orleans Pelicans,2020,8,"Wed, Jan 6, 2021",,Oklahoma City Thunder,
35823,New Orleans Pelicans,2020,9,"Fri, Jan 8, 2021",,Charlotte Hornets,
35824,New Orleans Pelicans,2020,10,"Wed, Jan 13, 2021",@,Los Angeles Clippers,
35825,New Orleans Pelicans,2020,11,"Fri, Jan 15, 2021",@,Los Angeles Lakers,
35826,New Orleans Pelicans,2020,12,"Sun, Jan 17, 2021",@,Sacramento Kings,
35827,New Orleans Pelicans,2020,13,"Tue, Jan 19, 2021",@,Utah Jazz,
35828,New Orleans Pelicans,2020,14,"Thu, Jan 21, 2021",@,Utah Jazz,
35829,New Orleans Pelicans,2020,15,"Sat, Jan 23, 2021",@,Minnesota Timberwolves,
35830,New Orleans Pelicans,2020,16,"Wed, Jan 27, 2021",,Washington Wizards,
35831,New Orleans Pelicans,2020,17,"Fri, Jan 29, 2021",,Milwaukee Bucks,
35832,New Orleans Pelicans,2020,18,"Sat, Jan 30, 2021",,Houston Rockets,
35833,New Orleans Pelicans,2020,19,"Mon, Feb 1, 2021",,Sacramento Kings,
35834,New Orleans Pelicans,2020,20,"Wed, Feb 3, 2021",,Phoenix Suns,
35835,New Orleans Pelicans,2020,21,"Fri, Feb 5, 2021",@,Indiana Pacers,
35836,New Orleans Pelicans,2020,22,"Sat, Feb 6, 2021",,Memphis Grizzlies,
35837,New Orleans Pelicans,2020,23,"Tue, Feb 9, 2021",,Houston Rockets,
35838,New Orleans Pelicans,2020,24,"Wed, Feb 10, 2021",@,Chicago Bulls,
35839,New Orleans Pelicans,2020,25,"Fri, Feb 12, 2021",@,Dallas Mavericks,
35840,New Orleans Pelicans,2020,26,"Sun, Feb 14, 2021",@,Detroit Pistons,
35841,New Orleans Pelicans,2020,27,"Tue, Feb 16, 2021",@,Memphis Grizzlies,
35842,New Orleans Pelicans,2020,28,"Wed, Feb 17, 2021",,Portland Trail Blazers,
35843,New Orleans Pelicans,2020,29,"Fri, Feb 19, 2021",,Phoenix Suns,
35844,New Orleans Pelicans,2020,30,"Sun, Feb 21, 2021",,Boston Celtics,OT
35845,New Orleans Pelicans,2020,31,"Wed, Feb 24, 2021",,Detroit Pistons,
35846,New Orleans Pelicans,2020,32,"Thu, Feb 25, 2021",@,Milwaukee Bucks,
35847,New Orleans Pelicans,2020,33,"Sat, Feb 27, 2021",@,San Antonio Spurs,
35848,New Orleans Pelicans,2020,34,"Mon, Mar 1, 2021",,Utah Jazz,
35849,New Orleans Pelicans,2020,35,"Wed, Mar 3, 2021",,Chicago Bulls,
35850,New Orleans Pelicans,2020,36,"Thu, Mar 4, 2021",,Miami Heat,
35851,New Orleans Pelicans,2020,37,"Thu, Mar 11, 2021",,Minnesota Timberwolves,
35852,New Orleans Pelicans,2020,38,"Fri, Mar 12, 2021",,Cleveland Cavaliers,
35853,New Orleans Pelicans,2020,39,"Sun, Mar 14, 2021",,Los Angeles Clippers,
35854,New Orleans Pelicans,2020,40,"Tue, Mar 16, 2021",@,Portland Trail Blazers,
35855,New Orleans Pelicans,2020,41,"Thu, Mar 18, 2021",@,Portland Trail Blazers,
35856,New Orleans Pelicans,2020,42,"Sun, Mar 21, 2021",@,Denver Nuggets,
35857,New Orleans Pelicans,2020,43,"Tue, Mar 23, 2021",,Los Angeles Lakers,
35858,New Orleans Pelicans,2020,44,"Fri, Mar 26, 2021",,Denver Nuggets,
35859,New Orleans Pelicans,2020,45,"Sat, Mar 27, 2021",,Dallas Mavericks,
35860,New Orleans Pelicans,2020,46,"Mon, Mar 29, 2021",@,Boston Celtics,
35861,New Orleans Pelicans,2020,47,"Thu, Apr 1, 2021",,Orlando Magic,OT
35862,New Orleans Pelicans,2020,48,"Fri, Apr 2, 2021",,Atlanta Hawks,
35863,New Orleans Pelicans,2020,49,"Sun, Apr 4, 2021",@,Houston Rockets,
35864,New Orleans Pelicans,2020,50,"Tue, Apr 6, 2021",@,Atlanta Hawks,
35865,New Orleans Pelicans,2020,51,"Wed, Apr 7, 2021",@,Brooklyn Nets,
35866,New Orleans Pelicans,2020,52,"Fri, Apr 9, 2021",,Philadelphia 76ers,
35867,New Orleans Pelicans,2020,53,"Sun, Apr 11, 2021",@,Cleveland Cavaliers,
35868,New Orleans Pelicans,2020,54,"Mon, Apr 12, 2021",,Sacramento Kings,
35869,New Orleans Pelicans,2020,55,"Wed, Apr 14, 2021",,New York Knicks,
35870,New Orleans Pelicans,2020,56,"Fri, Apr 16, 2021",@,Washington Wizards,OT
35871,New Orleans Pelicans,2020,57,"Sun, Apr 18, 2021",@,New York Knicks,OT
35872,New Orleans Pelicans,2020,58,"Tue, Apr 20, 2021",,Brooklyn Nets,
35873,New Orleans Pelicans,2020,59,"Thu, Apr 22, 2021",@,Orlando Magic,
35874,New Orleans Pelicans,2020,60,"Sat, Apr 24, 2021",,San Antonio Spurs,
35875,New Orleans Pelicans,2020,61,"Mon, Apr 26, 2021",,Los Angeles Clippers,
35876,New Orleans Pelicans,2020,62,"Wed, Apr 28, 2021",@,Denver Nuggets,
35877,New Orleans Pelicans,2020,63,"Thu, Apr 29, 2021",@,Oklahoma City Thunder,
35878,New Orleans Pelicans,2020,64,"Sat, May 1, 2021",@,Minnesota Timberwolves,OT
35879,New Orleans Pelicans,2020,65,"Mon, May 3, 2021",,Golden State Warriors,
35880,New Orleans Pelicans,2020,66,"Tue, May 4, 2021",,Golden State Warriors,
35881,New Orleans Pelicans,2020,67,"Fri, May 7, 2021",@,Philadelphia 76ers,
35882,New Orleans Pelicans,2020,68,"Sun, May 9, 2021",@,Charlotte Hornets,
35883,New Orleans Pelicans,2020,69,"Mon, May 10, 2021",@,Memphis Grizzlies,
35884,New Orleans Pelicans,2020,70,"Wed, May 12, 2021",@,Dallas Mavericks,
35885,New Orleans Pelicans,2020,71,"Fri, May 14, 2021",@,Golden State Warriors,
35886,New Orleans Pelicans,2020,72,"Sun, May 16, 2021",,Los Angeles Lakers,
35887,New Orleans Pelicans,2021,1,"Wed, Oct 20, 2021",,Philadelphia 76ers,
35888,New Orleans Pelicans,2021,2,"Fri, Oct 22, 2021",@,Chicago Bulls,
35889,New Orleans Pelicans,2021,3,"Sat, Oct 23, 2021",@,Minnesota Timberwolves,
35890,New Orleans Pelicans,2021,4,"Mon, Oct 25, 2021",@,Minnesota Timberwolves,
35891,New Orleans Pelicans,2021,5,"Wed, Oct 27, 2021",,Atlanta Hawks,
35892,New Orleans Pelicans,2021,6,"Fri, Oct 29, 2021",,Sacramento Kings,
35893,New Orleans Pelicans,2021,7,"Sat, Oct 30, 2021",,New York Knicks,
35894,New Orleans Pelicans,2021,8,"Tue, Nov 2, 2021",@,Phoenix Suns,
35895,New Orleans Pelicans,2021,9,"Wed, Nov 3, 2021",@,Sacramento Kings,
35896,New Orleans Pelicans,2021,10,"Fri, Nov 5, 2021",@,Golden State Warriors,
35897,New Orleans Pelicans,2021,11,"Mon, Nov 8, 2021",@,Dallas Mavericks,
35898,New Orleans Pelicans,2021,12,"Wed, Nov 10, 2021",,Oklahoma City Thunder,
35899,New Orleans Pelicans,2021,13,"Fri, Nov 12, 2021",,Brooklyn Nets,
35900,New Orleans Pelicans,2021,14,"Sat, Nov 13, 2021",,Memphis Grizzlies,
35901,New Orleans Pelicans,2021,15,"Mon, Nov 15, 2021",@,Washington Wizards,
35902,New Orleans Pelicans,2021,16,"Wed, Nov 17, 2021",@,Miami Heat,
35903,New Orleans Pelicans,2021,17,"Fri, Nov 19, 2021",,Los Angeles Clippers,
35904,New Orleans Pelicans,2021,18,"Sat, Nov 20, 2021",@,Indiana Pacers,
35905,New Orleans Pelicans,2021,19,"Mon, Nov 22, 2021",,Minnesota Timberwolves,
35906,New Orleans Pelicans,2021,20,"Wed, Nov 24, 2021",,Washington Wizards,
35907,New Orleans Pelicans,2021,21,"Fri, Nov 26, 2021",@,Utah Jazz,
35908,New Orleans Pelicans,2021,22,"Sat, Nov 27, 2021",@,Utah Jazz,
35909,New Orleans Pelicans,2021,23,"Mon, Nov 29, 2021",@,Los Angeles Clippers,
35910,New Orleans Pelicans,2021,24,"Wed, Dec 1, 2021",,Dallas Mavericks,
35911,New Orleans Pelicans,2021,25,"Fri, Dec 3, 2021",@,Dallas Mavericks,
35912,New Orleans Pelicans,2021,26,"Sun, Dec 5, 2021",@,Houston Rockets,
35913,New Orleans Pelicans,2021,27,"Wed, Dec 8, 2021",,Denver Nuggets,OT
35914,New Orleans Pelicans,2021,28,"Fri, Dec 10, 2021",,Detroit Pistons,
35915,New Orleans Pelicans,2021,29,"Sun, Dec 12, 2021",@,San Antonio Spurs,
35916,New Orleans Pelicans,2021,30,"Wed, Dec 15, 2021",@,Oklahoma City Thunder,
35917,New Orleans Pelicans,2021,31,"Fri, Dec 17, 2021",,Milwaukee Bucks,OT
35918,New Orleans Pelicans,2021,32,"Tue, Dec 21, 2021",,Portland Trail Blazers,
35919,New Orleans Pelicans,2021,33,"Thu, Dec 23, 2021",@,Orlando Magic,
35920,New Orleans Pelicans,2021,34,"Sun, Dec 26, 2021",@,Oklahoma City Thunder,
35921,New Orleans Pelicans,2021,35,"Tue, Dec 28, 2021",,Cleveland Cavaliers,
35922,New Orleans Pelicans,2021,36,"Sat, Jan 1, 2022",@,Milwaukee Bucks,
35923,New Orleans Pelicans,2021,37,"Mon, Jan 3, 2022",,Utah Jazz,
35924,New Orleans Pelicans,2021,38,"Tue, Jan 4, 2022",,Phoenix Suns,
35925,New Orleans Pelicans,2021,39,"Thu, Jan 6, 2022",,Golden State Warriors,
35926,New Orleans Pelicans,2021,40,"Sun, Jan 9, 2022",@,Toronto Raptors,
35927,New Orleans Pelicans,2021,41,"Tue, Jan 11, 2022",,Minnesota Timberwolves,
35928,New Orleans Pelicans,2021,42,"Thu, Jan 13, 2022",,Los Angeles Clippers,
35929,New Orleans Pelicans,2021,43,"Sat, Jan 15, 2022",@,Brooklyn Nets,
35930,New Orleans Pelicans,2021,44,"Mon, Jan 17, 2022",@,Boston Celtics,
35931,New Orleans Pelicans,2021,45,"Thu, Jan 20, 2022",@,New York Knicks,
35932,New Orleans Pelicans,2021,46,"Mon, Jan 24, 2022",,Indiana Pacers,
35933,New Orleans Pelicans,2021,47,"Tue, Jan 25, 2022",@,Philadelphia 76ers,
35934,New Orleans Pelicans,2021,48,"Fri, Jan 28, 2022",,Denver Nuggets,
35935,New Orleans Pelicans,2021,49,"Sat, Jan 29, 2022",,Boston Celtics,
35936,New Orleans Pelicans,2021,50,"Mon, Jan 31, 2022",@,Cleveland Cavaliers,
35937,New Orleans Pelicans,2021,51,"Tue, Feb 1, 2022",@,Detroit Pistons,
35938,New Orleans Pelicans,2021,52,"Fri, Feb 4, 2022",@,Denver Nuggets,
35939,New Orleans Pelicans,2021,53,"Sun, Feb 6, 2022",@,Houston Rockets,
35940,New Orleans Pelicans,2021,54,"Tue, Feb 8, 2022",,Houston Rockets,
35941,New Orleans Pelicans,2021,55,"Thu, Feb 10, 2022",,Miami Heat,
35942,New Orleans Pelicans,2021,56,"Sat, Feb 12, 2022",,San Antonio Spurs,
35943,New Orleans Pelicans,2021,57,"Mon, Feb 14, 2022",,Toronto Raptors,
35944,New Orleans Pelicans,2021,58,"Tue, Feb 15, 2022",,Memphis Grizzlies,
35945,New Orleans Pelicans,2021,59,"Thu, Feb 17, 2022",,Dallas Mavericks,
35946,New Orleans Pelicans,2021,60,"Fri, Feb 25, 2022",@,Phoenix Suns,
35947,New Orleans Pelicans,2021,61,"Sun, Feb 27, 2022",@,Los Angeles Lakers,
35948,New Orleans Pelicans,2021,62,"Wed, Mar 2, 2022",,Sacramento Kings,
35949,New Orleans Pelicans,2021,63,"Fri, Mar 4, 2022",,Utah Jazz,
35950,New Orleans Pelicans,2021,64,"Sun, Mar 6, 2022",@,Denver Nuggets,OT
35951,New Orleans Pelicans,2021,65,"Tue, Mar 8, 2022",@,Memphis Grizzlies,
35952,New Orleans Pelicans,2021,66,"Wed, Mar 9, 2022",,Orlando Magic,
35953,New Orleans Pelicans,2021,67,"Fri, Mar 11, 2022",,Charlotte Hornets,
35954,New Orleans Pelicans,2021,68,"Sun, Mar 13, 2022",,Houston Rockets,
35955,New Orleans Pelicans,2021,69,"Tue, Mar 15, 2022",,Phoenix Suns,
35956,New Orleans Pelicans,2021,70,"Fri, Mar 18, 2022",@,San Antonio Spurs,
35957,New Orleans Pelicans,2021,71,"Sun, Mar 20, 2022",@,Atlanta Hawks,
35958,New Orleans Pelicans,2021,72,"Mon, Mar 21, 2022",@,Charlotte Hornets,
35959,New Orleans Pelicans,2021,73,"Thu, Mar 24, 2022",,Chicago Bulls,
35960,New Orleans Pelicans,2021,74,"Sat, Mar 26, 2022",,San Antonio Spurs,
35961,New Orleans Pelicans,2021,75,"Sun, Mar 27, 2022",,Los Angeles Lakers,
35962,New Orleans Pelicans,2021,76,"Wed, Mar 30, 2022",@,Portland Trail Blazers,
35963,New Orleans Pelicans,2021,77,"Fri, Apr 1, 2022",@,Los Angeles Lakers,
35964,New Orleans Pelicans,2021,78,"Sun, Apr 3, 2022",@,Los Angeles Clippers,
35965,New Orleans Pelicans,2021,79,"Tue, Apr 5, 2022",@,Sacramento Kings,
35966,New Orleans Pelicans,2021,80,"Thu, Apr 7, 2022",,Portland Trail Blazers,
35967,New Orleans Pelicans,2021,81,"Sat, Apr 9, 2022",@,Memphis Grizzlies,
35968,New Orleans Pelicans,2021,82,"Sun, Apr 10, 2022",,Golden State Warriors,
35969,New Orleans Pelicans,2021,83,"Wed, Apr 13, 2022",,San Antonio Spurs,
35970,New Orleans Pelicans,2021,84,"Fri, Apr 15, 2022",@,Los Angeles Clippers,
35971,New Orleans Pelicans,2021,85,"Sun, Apr 17, 2022",@,Phoenix Suns,
35972,New Orleans Pelicans,2021,86,"Tue, Apr 19, 2022",@,Phoenix Suns,
35973,New Orleans Pelicans,2021,87,"Fri, Apr 22, 2022",,Phoenix Suns,
35974,New Orleans Pelicans,2021,88,"Sun, Apr 24, 2022",,Phoenix Suns,
35975,New Orleans Pelicans,2021,89,"Tue, Apr 26, 2022",@,Phoenix Suns,
35976,New Orleans Pelicans,2021,90,"Thu, Apr 28, 2022",,Phoenix Suns,
35977,New Orleans Pelicans,2022,1,"Wed, Oct 19, 2022",@,Brooklyn Nets,
35978,New Orleans Pelicans,2022,2,"Fri, Oct 21, 2022",@,Charlotte Hornets,
35979,New Orleans Pelicans,2022,3,"Sun, Oct 23, 2022",,Utah Jazz,OT
35980,New Orleans Pelicans,2022,4,"Tue, Oct 25, 2022",,Dallas Mavericks,
35981,New Orleans Pelicans,2022,5,"Fri, Oct 28, 2022",@,Phoenix Suns,
35982,New Orleans Pelicans,2022,6,"Sun, Oct 30, 2022",@,Los Angeles Clippers,
35983,New Orleans Pelicans,2022,7,"Wed, Nov 2, 2022",@,Los Angeles Lakers,OT
35984,New Orleans Pelicans,2022,8,"Fri, Nov 4, 2022",,Golden State Warriors,
35985,New Orleans Pelicans,2022,9,"Sat, Nov 5, 2022",@,Atlanta Hawks,OT
35986,New Orleans Pelicans,2022,10,"Mon, Nov 7, 2022",@,Indiana Pacers,
35987,New Orleans Pelicans,2022,11,"Wed, Nov 9, 2022",@,Chicago Bulls,
35988,New Orleans Pelicans,2022,12,"Thu, Nov 10, 2022",,Portland Trail Blazers,
35989,New Orleans Pelicans,2022,13,"Sat, Nov 12, 2022",,Houston Rockets,
35990,New Orleans Pelicans,2022,14,"Tue, Nov 15, 2022",,Memphis Grizzlies,
35991,New Orleans Pelicans,2022,15,"Wed, Nov 16, 2022",,Chicago Bulls,
35992,New Orleans Pelicans,2022,16,"Fri, Nov 18, 2022",,Boston Celtics,
35993,New Orleans Pelicans,2022,17,"Mon, Nov 21, 2022",,Golden State Warriors,
35994,New Orleans Pelicans,2022,18,"Wed, Nov 23, 2022",@,San Antonio Spurs,
35995,New Orleans Pelicans,2022,19,"Fri, Nov 25, 2022",@,Memphis Grizzlies,
35996,New Orleans Pelicans,2022,20,"Mon, Nov 28, 2022",,Oklahoma City Thunder,
35997,New Orleans Pelicans,2022,21,"Wed, Nov 30, 2022",,Toronto Raptors,
35998,New Orleans Pelicans,2022,22,"Fri, Dec 2, 2022",@,San Antonio Spurs,
35999,New Orleans Pelicans,2022,23,"Sun, Dec 4, 2022",,Denver Nuggets,
36000,New Orleans Pelicans,2022,24,"Wed, Dec 7, 2022",,Detroit Pistons,
36001,New Orleans Pelicans,2022,25,"Fri, Dec 9, 2022",,Phoenix Suns,
36002,New Orleans Pelicans,2022,26,"Sun, Dec 11, 2022",,Phoenix Suns,OT
36003,New Orleans Pelicans,2022,27,"Tue, Dec 13, 2022",@,Utah Jazz,
36004,New Orleans Pelicans,2022,28,"Thu, Dec 15, 2022",@,Utah Jazz,OT
36005,New Orleans Pelicans,2022,29,"Sat, Dec 17, 2022",@,Phoenix Suns,
36006,New Orleans Pelicans,2022,30,"Mon, Dec 19, 2022",,Milwaukee Bucks,
36007,New Orleans Pelicans,2022,31,"Thu, Dec 22, 2022",,San Antonio Spurs,
36008,New Orleans Pelicans,2022,32,"Fri, Dec 23, 2022",@,Oklahoma City Thunder,OT
36009,New Orleans Pelicans,2022,33,"Mon, Dec 26, 2022",,Indiana Pacers,
36010,New Orleans Pelicans,2022,34,"Wed, Dec 28, 2022",,Minnesota Timberwolves,
36011,New Orleans Pelicans,2022,35,"Fri, Dec 30, 2022",,Philadelphia 76ers,
36012,New Orleans Pelicans,2022,36,"Sat, Dec 31, 2022",@,Memphis Grizzlies,
36013,New Orleans Pelicans,2022,37,"Mon, Jan 2, 2023",@,Philadelphia 76ers,
36014,New Orleans Pelicans,2022,38,"Wed, Jan 4, 2023",,Houston Rockets,
36015,New Orleans Pelicans,2022,39,"Fri, Jan 6, 2023",,Brooklyn Nets,
36016,New Orleans Pelicans,2022,40,"Sat, Jan 7, 2023",@,Dallas Mavericks,
36017,New Orleans Pelicans,2022,41,"Mon, Jan 9, 2023",@,Washington Wizards,
36018,New Orleans Pelicans,2022,42,"Wed, Jan 11, 2023",@,Boston Celtics,
36019,New Orleans Pelicans,2022,43,"Fri, Jan 13, 2023",@,Detroit Pistons,
36020,New Orleans Pelicans,2022,44,"Mon, Jan 16, 2023",@,Cleveland Cavaliers,
36021,New Orleans Pelicans,2022,45,"Wed, Jan 18, 2023",,Miami Heat,
36022,New Orleans Pelicans,2022,46,"Fri, Jan 20, 2023",@,Orlando Magic,
36023,New Orleans Pelicans,2022,47,"Sun, Jan 22, 2023",@,Miami Heat,
36024,New Orleans Pelicans,2022,48,"Tue, Jan 24, 2023",,Denver Nuggets,
36025,New Orleans Pelicans,2022,49,"Wed, Jan 25, 2023",,Minnesota Timberwolves,
36026,New Orleans Pelicans,2022,50,"Sat, Jan 28, 2023",,Washington Wizards,
36027,New Orleans Pelicans,2022,51,"Sun, Jan 29, 2023",@,Milwaukee Bucks,
36028,New Orleans Pelicans,2022,52,"Tue, Jan 31, 2023",@,Denver Nuggets,
36029,New Orleans Pelicans,2022,53,"Thu, Feb 2, 2023",@,Dallas Mavericks,
36030,New Orleans Pelicans,2022,54,"Sat, Feb 4, 2023",,Los Angeles Lakers,
36031,New Orleans Pelicans,2022,55,"Sun, Feb 5, 2023",,Sacramento Kings,
36032,New Orleans Pelicans,2022,56,"Tue, Feb 7, 2023",,Atlanta Hawks,
36033,New Orleans Pelicans,2022,57,"Fri, Feb 10, 2023",,Cleveland Cavaliers,
36034,New Orleans Pelicans,2022,58,"Mon, Feb 13, 2023",@,Oklahoma City Thunder,
36035,New Orleans Pelicans,2022,59,"Wed, Feb 15, 2023",@,Los Angeles Lakers,
36036,New Orleans Pelicans,2022,60,"Thu, Feb 23, 2023",@,Toronto Raptors,
36037,New Orleans Pelicans,2022,61,"Sat, Feb 25, 2023",@,New York Knicks,
36038,New Orleans Pelicans,2022,62,"Mon, Feb 27, 2023",,Orlando Magic,
36039,New Orleans Pelicans,2022,63,"Wed, Mar 1, 2023",@,Portland Trail Blazers,
36040,New Orleans Pelicans,2022,64,"Fri, Mar 3, 2023",@,Golden State Warriors,
36041,New Orleans Pelicans,2022,65,"Mon, Mar 6, 2023",@,Sacramento Kings,
36042,New Orleans Pelicans,2022,66,"Wed, Mar 8, 2023",,Dallas Mavericks,
36043,New Orleans Pelicans,2022,67,"Sat, Mar 11, 2023",,Oklahoma City Thunder,
36044,New Orleans Pelicans,2022,68,"Sun, Mar 12, 2023",,Portland Trail Blazers,
36045,New Orleans Pelicans,2022,69,"Tue, Mar 14, 2023",,Los Angeles Lakers,
36046,New Orleans Pelicans,2022,70,"Fri, Mar 17, 2023",@,Houston Rockets,
36047,New Orleans Pelicans,2022,71,"Sun, Mar 19, 2023",@,Houston Rockets,
36048,New Orleans Pelicans,2022,72,"Tue, Mar 21, 2023",,San Antonio Spurs,
36049,New Orleans Pelicans,2022,73,"Thu, Mar 23, 2023",,Charlotte Hornets,
36050,New Orleans Pelicans,2022,74,"Sat, Mar 25, 2023",@,Los Angeles Clippers,
36051,New Orleans Pelicans,2022,75,"Mon, Mar 27, 2023",@,Portland Trail Blazers,
36052,New Orleans Pelicans,2022,76,"Tue, Mar 28, 2023",@,Golden State Warriors,
36053,New Orleans Pelicans,2022,77,"Thu, Mar 30, 2023",@,Denver Nuggets,
36054,New Orleans Pelicans,2022,78,"Sat, Apr 1, 2023",,Los Angeles Clippers,
36055,New Orleans Pelicans,2022,79,"Tue, Apr 4, 2023",,Sacramento Kings,
36056,New Orleans Pelicans,2022,80,"Wed, Apr 5, 2023",,Memphis Grizzlies,OT
36057,New Orleans Pelicans,2022,81,"Fri, Apr 7, 2023",,New York Knicks,
36058,New Orleans Pelicans,2022,82,"Sun, Apr 9, 2023",@,Minnesota Timberwolves,
36059,New Orleans Pelicans,2022,83,"Wed, Apr 12, 2023",,Oklahoma City Thunder,
36060,New York Knicks,2012,1,"Fri, Nov 2, 2012",,Miami Heat,
36061,New York Knicks,2012,2,"Sun, Nov 4, 2012",,Philadelphia 76ers,
36062,New York Knicks,2012,3,"Mon, Nov 5, 2012",@,Philadelphia 76ers,
36063,New York Knicks,2012,4,"Fri, Nov 9, 2012",,Dallas Mavericks,
36064,New York Knicks,2012,5,"Tue, Nov 13, 2012",@,Orlando Magic,
36065,New York Knicks,2012,6,"Thu, Nov 15, 2012",@,San Antonio Spurs,
36066,New York Knicks,2012,7,"Fri, Nov 16, 2012",@,Memphis Grizzlies,
36067,New York Knicks,2012,8,"Sun, Nov 18, 2012",,Indiana Pacers,
36068,New York Knicks,2012,9,"Tue, Nov 20, 2012",@,New Orleans Hornets,
36069,New York Knicks,2012,10,"Wed, Nov 21, 2012",@,Dallas Mavericks,
36070,New York Knicks,2012,11,"Fri, Nov 23, 2012",@,Houston Rockets,
36071,New York Knicks,2012,12,"Sun, Nov 25, 2012",,Detroit Pistons,
36072,New York Knicks,2012,13,"Mon, Nov 26, 2012",@,Brooklyn Nets,OT
36073,New York Knicks,2012,14,"Wed, Nov 28, 2012",@,Milwaukee Bucks,
36074,New York Knicks,2012,15,"Fri, Nov 30, 2012",,Washington Wizards,
36075,New York Knicks,2012,16,"Sun, Dec 2, 2012",,Phoenix Suns,
36076,New York Knicks,2012,17,"Wed, Dec 5, 2012",@,Charlotte Bobcats,
36077,New York Knicks,2012,18,"Thu, Dec 6, 2012",@,Miami Heat,
36078,New York Knicks,2012,19,"Sat, Dec 8, 2012",@,Chicago Bulls,
36079,New York Knicks,2012,20,"Sun, Dec 9, 2012",,Denver Nuggets,
36080,New York Knicks,2012,21,"Tue, Dec 11, 2012",@,Brooklyn Nets,
36081,New York Knicks,2012,22,"Thu, Dec 13, 2012",,Los Angeles Lakers,
36082,New York Knicks,2012,23,"Sat, Dec 15, 2012",,Cleveland Cavaliers,
36083,New York Knicks,2012,24,"Mon, Dec 17, 2012",,Houston Rockets,
36084,New York Knicks,2012,25,"Wed, Dec 19, 2012",,Brooklyn Nets,
36085,New York Knicks,2012,26,"Fri, Dec 21, 2012",,Chicago Bulls,
36086,New York Knicks,2012,27,"Sun, Dec 23, 2012",,Minnesota Timberwolves,
36087,New York Knicks,2012,28,"Tue, Dec 25, 2012",@,Los Angeles Lakers,
36088,New York Knicks,2012,29,"Wed, Dec 26, 2012",@,Phoenix Suns,
36089,New York Knicks,2012,30,"Fri, Dec 28, 2012",@,Sacramento Kings,
36090,New York Knicks,2012,31,"Tue, Jan 1, 2013",,Portland Trail Blazers,
36091,New York Knicks,2012,32,"Thu, Jan 3, 2013",,San Antonio Spurs,
36092,New York Knicks,2012,33,"Sat, Jan 5, 2013",@,Orlando Magic,
36093,New York Knicks,2012,34,"Mon, Jan 7, 2013",,Boston Celtics,
36094,New York Knicks,2012,35,"Thu, Jan 10, 2013",@,Indiana Pacers,
36095,New York Knicks,2012,36,"Fri, Jan 11, 2013",,Chicago Bulls,
36096,New York Knicks,2012,37,"Sun, Jan 13, 2013",,New Orleans Hornets,
36097,New York Knicks,2012,38,"Thu, Jan 17, 2013",@,Detroit Pistons,
36098,New York Knicks,2012,39,"Mon, Jan 21, 2013",,Brooklyn Nets,
36099,New York Knicks,2012,40,"Thu, Jan 24, 2013",@,Boston Celtics,
36100,New York Knicks,2012,41,"Sat, Jan 26, 2013",@,Philadelphia 76ers,
36101,New York Knicks,2012,42,"Sun, Jan 27, 2013",,Atlanta Hawks,
36102,New York Knicks,2012,43,"Wed, Jan 30, 2013",,Orlando Magic,
36103,New York Knicks,2012,44,"Fri, Feb 1, 2013",,Milwaukee Bucks,
36104,New York Knicks,2012,45,"Sat, Feb 2, 2013",,Sacramento Kings,
36105,New York Knicks,2012,46,"Mon, Feb 4, 2013",,Detroit Pistons,
36106,New York Knicks,2012,47,"Wed, Feb 6, 2013",@,Washington Wizards,
36107,New York Knicks,2012,48,"Fri, Feb 8, 2013",@,Minnesota Timberwolves,
36108,New York Knicks,2012,49,"Sun, Feb 10, 2013",,Los Angeles Clippers,
36109,New York Knicks,2012,50,"Wed, Feb 13, 2013",,Toronto Raptors,
36110,New York Knicks,2012,51,"Wed, Feb 20, 2013",@,Indiana Pacers,
36111,New York Knicks,2012,52,"Fri, Feb 22, 2013",@,Toronto Raptors,
36112,New York Knicks,2012,53,"Sun, Feb 24, 2013",,Philadelphia 76ers,
36113,New York Knicks,2012,54,"Wed, Feb 27, 2013",,Golden State Warriors,
36114,New York Knicks,2012,55,"Fri, Mar 1, 2013",@,Washington Wizards,
36115,New York Knicks,2012,56,"Sun, Mar 3, 2013",,Miami Heat,
36116,New York Knicks,2012,57,"Mon, Mar 4, 2013",@,Cleveland Cavaliers,
36117,New York Knicks,2012,58,"Wed, Mar 6, 2013",@,Detroit Pistons,
36118,New York Knicks,2012,59,"Thu, Mar 7, 2013",,Oklahoma City Thunder,
36119,New York Knicks,2012,60,"Sat, Mar 9, 2013",,Utah Jazz,
36120,New York Knicks,2012,61,"Mon, Mar 11, 2013",@,Golden State Warriors,
36121,New York Knicks,2012,62,"Wed, Mar 13, 2013",@,Denver Nuggets,
36122,New York Knicks,2012,63,"Thu, Mar 14, 2013",@,Portland Trail Blazers,
36123,New York Knicks,2012,64,"Sun, Mar 17, 2013",@,Los Angeles Clippers,
36124,New York Knicks,2012,65,"Mon, Mar 18, 2013",@,Utah Jazz,
36125,New York Knicks,2012,66,"Wed, Mar 20, 2013",,Orlando Magic,
36126,New York Knicks,2012,67,"Fri, Mar 22, 2013",@,Toronto Raptors,
36127,New York Knicks,2012,68,"Sat, Mar 23, 2013",,Toronto Raptors,
36128,New York Knicks,2012,69,"Tue, Mar 26, 2013",@,Boston Celtics,
36129,New York Knicks,2012,70,"Wed, Mar 27, 2013",,Memphis Grizzlies,
