Date,Team,Acquired,Relinquished,Notes
2015-02-22,Washington Wizards,Kevin Seraphin,,returned to lineup
2015-02-22,Golden State Warriors,,Stephen Curry,sprained right ankle / sore right foot (DTD)
2015-02-22,Oklahoma City Thunder,,Kevin Durant,surgery on right foot (out for season)
2015-02-22,New Orleans Pelicans,Shawne Williams,,returned to lineup
2015-02-22,New Orleans Pelicans,,Anthony Davis,sprained right shoulder (DTD)
2015-02-22,Denver Nuggets,Ty Lawson,,returned to lineup
2015-02-22,New Orleans Pelicans,,Ryan Anderson,sprained MCL in right knee (DTD)
2015-02-23,Minnesota Timberwolves,,Shabazz Muhammad,surgery on left middle finger to repair ruptured ligament (out for season)
2015-02-23,Philadelphia 76ers,,Jerami Grant,bruised lower back (DTD)
2015-02-23,Nets,,Bojan Bogdanovic,sprained left ankle (DTD)
2015-02-23,Denver Nuggets,,Wilson Chandler,sore left groin (DTD)
2015-02-23,Toronto Raptors,Louis Williams,,returned to lineup
2015-02-23,Houston Rockets,,Kostas Papanikolaou,sprained right ankle (DTD)
2015-02-23,Houston Rockets,,Patrick Beverley,flu/illness (DTD)
2015-02-23,Minnesota Timberwolves,,Gary Neal,sprained right ankle (DTD)
2015-02-23,Philadelphia 76ers,,Jason Richardson,bruised left knee (DTD)
2015-02-24,Golden State Warriors,Stephen Curry,,returned to lineup
2015-02-24,Oklahoma City Thunder,,Steve Novak,appendectomy (out indefinitely)
2015-02-24,Chicago Bulls,,Derrick Rose,torn medial meniscus in right knee (out indefinitely)
2015-02-25,Nets,Jarrett Jack,,returned to lineup
2015-02-25,Philadelphia 76ers,Jason Richardson,,returned to lineup
2015-02-25,Philadelphia 76ers,Jerami Grant,,returned to lineup
2015-02-25,Portland Trailblazers,LaMarcus Aldridge,,returned to lineup
2015-02-25,Milwaukee Bucks,,OJ Mayo,sore right hamstring (DTD)
2015-02-25,Milwaukee Bucks,Michael Carter-Williams,,returned to lineup
2015-02-25,New York Knicks,,Lance Thomas,strained left groin (DTD)
2015-02-25,Los Angeles Lakers,,Nick Young,fractured left kneecap (out for season)
2015-02-25,Los Angeles Lakers,,Ronnie Price,surgery on right elbow to remove bone spurs and chips (out for season)
2015-02-25,Dallas Mavericks,,Tyson Chandler,strained left hip (DTD)
2015-02-25,Denver Nuggets,,Kenneth Faried,bruised left thumb (DTD)
2015-02-25,Minnesota Timberwolves,Gary Neal,,returned to lineup
2015-02-25,Washington Wizards,,Paul Pierce,bruised right knee (DTD)
2015-02-27,Oklahoma City Thunder,,Enes Kanter,bruised right thigh (DTD)
2015-02-27,Golden State Warriors,,Andre Iguodala,rest (DTD)
2015-02-27,Houston Rockets,Patrick Beverley,,returned to lineup
2015-02-27,Minnesota Timberwolves,,Robbie Hummel,fractured right hand (DTD)
2015-02-27,Chicago Bulls,,Derrick Rose,surgery on right knee to repair torn medial meniscus (out indefinitely)
2015-02-27,Washington Wizards,,Kris Humphries,strained left groin (DTD)
2015-02-27,Denver Nuggets,Wilson Chandler,,returned to lineup
2015-02-27,Cleveland Cavaliers,,LeBron James,back injury (DTD)
2015-02-27,Denver Nuggets,,Jusuf Nurkic,sprained right ankle (DTD)
2015-02-27,Cleveland Cavaliers,,Kyrie Irving,strained left shoulder (DTD)
2015-02-27,New York Knicks,,Jose Calderon,sore/strained left Achilles (out for season)
2015-02-27,Denver Nuggets,Kenneth Faried,,returned to lineup
2015-02-27,New York Knicks,Shane Larkin,,returned to lineup
2015-02-27,Denver Nuggets,,Darrell Arthur,sprained right calf (DTD)
2015-02-27,New York Knicks,Lance Thomas,,returned to lineup
2015-02-28,Milwaukee Bucks,,Jared Dudley,knee injury (DTD)
2015-02-28,Milwaukee Bucks,OJ Mayo,,returned to lineup
2015-02-28,Nets,Bojan Bogdanovic,,returned to lineup
2015-02-28,Oklahoma City Thunder,,Russell Westbrook,surgery on right cheek to repair fracture (DTD)
2015-02-28,Washington Wizards,Paul Pierce,,returned to lineup
2015-03-01,Cleveland Cavaliers,LeBron James,,returned to lineup
2015-03-01,Oklahoma City Thunder,Enes Kanter,,returned to lineup
2015-03-01,Golden State Warriors,Andre Iguodala,,returned to lineup
2015-03-02,Golden State Warriors,,Leandro Barbosa,illness / upper respiratory infection (DTD)
2015-03-02,Minnesota Timberwolves,,Nikola Pekovic,ankle injury (DTD)
2015-03-02,Minnesota Timberwolves,,Kevin Martin,illness (DTD)
2015-03-02,Toronto Raptors,,Kyle Lowry,various injuries (DTD)
2015-03-02,Los Angeles Clippers,,Matt Barnes,strained right hamstring (DTD)
2015-03-02,Chicago Bulls,,Jimmy Butler,sprained left elbow (DTD)
2015-03-02,Philadelphia 76ers,,Robert Covington,bruised right elbow (DTD)
2015-03-02,Philadelphia 76ers,,Jason Richardson,bruised left wrist (DTD)
2015-03-02,Milwaukee Bucks,Jared Dudley,,returned to lineup
2015-03-02,Milwaukee Bucks,,OJ Mayo,sore right hamstring (DTD)
2015-03-03,Cleveland Cavaliers,Kyrie Irving,,returned to lineup
2015-03-03,Memphis Grizzlies,,Beno Udrih,illness (DTD)
2015-03-03,Memphis Grizzlies,,Zach Randolph,illness (DTD)
2015-03-03,Sacramento Kings,,Darren Collison,surgery on right hip to repair strained flexor (out for season)
2015-03-03,Denver Nuggets,Darrell Arthur,,returned to lineup
2015-03-04,Indiana Pacers,,CJ Watson,elbow injury (DTD)
2015-03-04,Minnesota Timberwolves,Nikola Pekovic,,returned to lineup
2015-03-04,Minnesota Timberwolves,Kevin Martin,,returned to lineup
2015-03-04,Oklahoma City Thunder,Russell Westbrook,,returned to lineup
2015-03-04,New Orleans Pelicans,Anthony Davis,,returned to lineup
2015-03-04,Orlando Magic,,Luke Ridnour,strained right hamstring (DTD)
2015-03-04,Memphis Grizzlies,Beno Udrih,,returned to lineup
2015-03-04,Los Angeles Clippers,,Jamal Crawford,bruised right calf (DTD)
2015-03-04,Philadelphia 76ers,Jason Richardson,,returned to lineup
2015-03-04,Memphis Grizzlies,Zach Randolph,,returned to lineup
2015-03-06,Houston Rockets,,Kostas Papanikolaou,sprained right ankle (DTD)
2015-03-06,Golden State Warriors,Leandro Barbosa,,returned to lineup
2015-03-06,Toronto Raptors,Kyle Lowry,,returned to lineup
2015-03-06,Indiana Pacers,CJ Watson,,returned to lineup
2015-03-06,Orlando Magic,,Willie Green,sore right Achilles (DTD)
2015-03-06,Miami Heat,,Mario Chalmers,knee injury (DTD)
2015-03-06,Miami Heat,,Luol Deng,thigh injury (DTD)
2015-03-06,Miami Heat,,Dwyane Wade,hip injury (DTD)
2015-03-06,Portland Trailblazers,,Wesley Matthews,torn left Achilles tendon (out for season)
2015-03-06,Philadelphia 76ers,Robert Covington,,returned to lineup
2015-03-06,Orlando Magic,,Nikola Vucevic,sore left ankle (DTD)
2015-03-07,Phoenix Suns,,Alex Len,sprained right ankle (DTD)
2015-03-07,New York Knicks,,Louis Amundson,lower back spasms (DTD)
2015-03-07,Miami Heat,Mario Chalmers,,returned to lineup
2015-03-07,Miami Heat,,Goran Dragic,back injury (DTD)
2015-03-07,Miami Heat,,Hassan Whiteside,ankle injury (DTD)
2015-03-07,Atlanta Hawks,,Pero Antic,ankle injury (DTD)
2015-03-07,Miami Heat,Dwyane Wade,,returned to lineup
2015-03-08,Los Angeles Clippers,Matt Barnes,,returned to lineup
2015-03-08,Detroit Pistons,,Joel Anthony,groin injury (DTD)
2015-03-09,Miami Heat,,Udonis Haslem,wrist injury (DTD)
2015-03-09,Miami Heat,Hassan Whiteside,,returned to lineup
2015-03-09,Miami Heat,Luol Deng,,returned to lineup
2015-03-09,New York Knicks,,Quincy Acy,sore left knee (DTD)
2015-03-09,New York Knicks,,Tim Hardaway,lower back spasms (DTD)
2015-03-09,New York Knicks,Louis Amundson,,returned to lineup
2015-03-09,Phoenix Suns,Alex Len,,returned to lineup
2015-03-10,Orlando Magic,Willie Green,,returned to lineup
2015-03-10,Orlando Magic,Nikola Vucevic,,returned to lineup
2015-03-10,New Orleans Pelicans,,Tyreke Evans,ankle injury (DTD)
2015-03-10,Utah Jazz,,Gordon Hayward,strained lower back (DTD)
2015-03-10,Orlando Magic,Luke Ridnour,,returned to lineup
2015-03-11,Orlando Magic,,Willie Green,lower back spasms (DTD)
2015-03-11,Miami Heat,Udonis Haslem,,returned to lineup
2015-03-11,Nets,,Alan Anderson,bruised lower back (DTD)
2015-03-11,Miami Heat,Goran Dragic,,returned to lineup
2015-03-11,Milwaukee Bucks,OJ Mayo,,returned to lineup
2015-03-11,Chicago Bulls,,Joakim Noah,left knee injury (DTD)
2015-03-11,Atlanta Hawks,Pero Antic,,returned to lineup
2015-03-11,Milwaukee Bucks,,Jerryd Bayless,sore right ankle (DTD)
2015-03-12,Washington Wizards,,Garrett Temple,hamstring injury (DTD)
2015-03-12,Nets,,Sergey Karasev,"surgery on right knee to repair torn MCL, dislocated patella (out for season) (date approximate)"
2015-03-12,Utah Jazz,Gordon Hayward,,returned to lineup
2015-03-12,New York Knicks,Tim Hardaway,,returned to lineup
2015-03-12,Memphis Grizzlies,,Mike Conley,ankle injury (DTD)
2015-03-12,Memphis Grizzlies,,Marc Gasol,rest (DTD)
2015-03-12,Milwaukee Bucks,,OJ Mayo,hamstring injury / rest (DTD)
2015-03-12,Memphis Grizzlies,,Zach Randolph,rest (DTD)
2015-03-13,Minnesota Timberwolves,,Kevin Garnett,sore left knee (out for season)
2015-03-13,Golden State Warriors,,Ognjen Kuzmic,shoulder injury (DTD)
2015-03-13,Golden State Warriors,,Stephen Curry,rest (DTD)
2015-03-13,Golden State Warriors,,Klay Thompson,rest (DTD)
2015-03-13,Golden State Warriors,,Andre Iguodala,rest (DTD)
2015-03-13,Minnesota Timberwolves,,Nikola Pekovic,sprained right ankle (out for season)
2015-03-13,Detroit Pistons,Joel Anthony,,returned to lineup
2015-03-13,Denver Nuggets,,Darrell Arthur,knee injury (DTD)
2015-03-13,Denver Nuggets,,Ty Lawson,illness (DTD)
2015-03-13,Sacramento Kings,,Ryan Hollins,back spasms (DTD)
2015-03-13,Chicago Bulls,Joakim Noah,,returned to lineup
2015-03-13,Portland Trailblazers,,Alonzo Gee,oral surgery (DTD)
2015-03-13,Philadelphia 76ers,,Jason Richardson,rest (DTD)
2015-03-13,Denver Nuggets,Jusuf Nurkic,,returned to lineup
2015-03-14,Sacramento Kings,,Rudy Gay,strained patellar tendon in left knee (DTD)
2015-03-14,Golden State Warriors,Stephen Curry,,returned to lineup
2015-03-14,Golden State Warriors,Klay Thompson,,returned to lineup
2015-03-14,Phoenix Suns,,Alex Len,sprained right ankle (DTD)
2015-03-14,Nets,Alan Anderson,,returned to lineup
2015-03-14,New York Knicks,Quincy Acy,,returned to lineup
2015-03-14,Memphis Grizzlies,Zach Randolph,,returned to lineup
2015-03-14,Golden State Warriors,Andre Iguodala,,returned to lineup
2015-03-14,Memphis Grizzlies,,Jon Leuer,back injury (DTD)
2015-03-14,Milwaukee Bucks,OJ Mayo,,returned to lineup
2015-03-14,Milwaukee Bucks,,Michael Carter-Williams,ankle injury (DTD)
2015-03-14,Milwaukee Bucks,,Jared Dudley,knee injury (DTD)
2015-03-14,Philadelphia 76ers,Jason Richardson,,returned to lineup
2015-03-14,Philadelphia 76ers,,Luc Richard,rest (DTD)
2015-03-14,Philadelphia 76ers,,Furkan Aldemir,bruised ribs (DTD)
2015-03-14,Memphis Grizzlies,Marc Gasol,,returned to lineup
2015-03-15,Minnesota Timberwolves,,Ricky Rubio,sore right ankle (DTD)
2015-03-15,Minnesota Timberwolves,,Gary Neal,hand injury / illness (DTD)
2015-03-15,New Orleans Pelicans,Tyreke Evans,,returned to lineup
2015-03-15,Denver Nuggets,Ty Lawson,,returned to lineup
2015-03-15,Atlanta Hawks,,Paul Millsap,rest (DTD)
2015-03-15,Atlanta Hawks,,Jeff Teague,rest (DTD)
2015-03-15,Atlanta Hawks,,DeMarre Carroll,rest (DTD)
2015-03-15,Portland Trailblazers,Alonzo Gee,,returned to lineup
2015-03-15,Denver Nuggets,,Wilson Chandler,knee injury (DTD)
2015-03-16,San Antonio Spurs,,Emanuel Ginobili,sprained right ankle (DTD)
2015-03-16,San Antonio Spurs,,Aron Baynes,rib injury (DTD)
2015-03-16,Denver Nuggets,Wilson Chandler,,returned to lineup
2015-03-16,Denver Nuggets,Darrell Arthur,,returned to lineup
2015-03-16,Denver Nuggets,,Ty Lawson,rest (DTD)
2015-03-16,Denver Nuggets,,Kenneth Faried,rest (DTD)
2015-03-16,Atlanta Hawks,Jeff Teague,,returned to lineup
2015-03-16,Atlanta Hawks,Paul Millsap,,returned to lineup
2015-03-16,Atlanta Hawks,DeMarre Carroll,,returned to lineup
2015-03-16,Atlanta Hawks,,Kyle Korver,fractured nose (DTD)
2015-03-16,Atlanta Hawks,,Al Horford,rest (DTD)
2015-03-16,Philadelphia 76ers,Luc Richard,,returned to lineup
2015-03-16,Denver Nuggets,,Danilo Gallinari,rest (DTD)
2015-03-17,Oklahoma City Thunder,,Serge Ibaka,arthroscopic surgery on right knee (out indefinitely)
2015-03-17,Houston Rockets,,Jason Terry,hamstring injury (DTD)
2015-03-17,New York Knicks,,Tim Hardaway,sprained right wrist (DTD)
2015-03-17,New York Knicks,,Cleanthony Early,sprained left ankle (DTD)
2015-03-17,Milwaukee Bucks,Michael Carter-Williams,,returned to lineup
2015-03-17,Milwaukee Bucks,Jerryd Bayless,,returned to lineup
2015-03-17,Milwaukee Bucks,,OJ Mayo,sore right hamstring (DTD)
2015-03-17,Milwaukee Bucks,,Jared Dudley,back spasms (P) (DTD)
2015-03-17,Los Angeles Clippers,,Matt Barnes,sore right hamstring (DTD)
2015-03-18,Orlando Magic,,Tobias Harris,sprained left ankle (DTD)
2015-03-18,Golden State Warriors,Ognjen Kuzmic,,returned to lineup
2015-03-18,Minnesota Timberwolves,Ricky Rubio,,returned to lineup
2015-03-18,Minnesota Timberwolves,,Justin Hamilton,migraine headache (DTD)
2015-03-18,Orlando Magic,,Dewayne Dedmon,sprained left ankle (DTD)
2015-03-18,Atlanta Hawks,Al Horford,,returned to lineup
2015-03-18,Sacramento Kings,Rudy Gay,,returned to lineup
2015-03-18,Sacramento Kings,,DeMarcus Cousins,strained right calf (DTD)
2015-03-18,Sacramento Kings,Ryan Hollins,,returned to lineup
2015-03-18,Philadelphia 76ers,Furkan Aldemir,,returned to lineup
2015-03-19,Minnesota Timberwolves,,Gary Neal,sore right ankle (DTD)
2015-03-19,Phoenix Suns,,Marcus Thornton,sprained right big toe (DTD)
2015-03-19,New Orleans Pelicans,,Anthony Davis,sprained left ankle (DTD)
2015-03-19,Minnesota Timberwolves,,Ricky Rubio,sore right ankle (DTD)
2015-03-19,Denver Nuggets,Kenneth Faried,,returned to lineup
2015-03-19,Denver Nuggets,Danilo Gallinari,,returned to lineup
2015-03-19,Denver Nuggets,Ty Lawson,,returned to lineup
2015-03-20,Philadelphia 76ers,,Thomas Robinson,bruised ribs (DTD)
2015-03-20,Los Angeles Clippers,Matt Barnes,,returned to lineup
2015-03-20,Denver Nuggets,,Jameer Nelson,hip injury (DTD)
2015-03-20,New Orleans Pelicans,,Omer Asik,strained right calf (DTD)
2015-03-20,Houston Rockets,,Terrence Jones,partially collapsed lung (DTD)
2015-03-20,Oklahoma City Thunder,,Enes Kanter,sprained left ankle (DTD)
2015-03-21,Phoenix Suns,Alex Len,,returned to lineup
2015-03-21,Minnesota Timberwolves,Gary Neal,,returned to lineup
2015-03-21,Oklahoma City Thunder,,Nick Collison,sprained left ankle (DTD)
2015-03-21,Houston Rockets,Jason Terry,,returned to lineup
2015-03-21,Portland Trailblazers,,Chris Kaman,strained right shoulder (DTD)
2015-03-21,Dallas Mavericks,,Jose Juan,sprained left ankle (DTD)
2015-03-21,Los Angeles Lakers,,Steve Nash,retired (effective at the end of the season)
2015-03-21,Memphis Grizzlies,Jon Leuer,,returned to lineup
2015-03-21,Detroit Pistons,,Shawne Williams,illness (DTD)
2015-03-22,Philadelphia 76ers,Thomas Robinson,,returned to lineup
2015-03-22,Orlando Magic,,Channing Frye,illness (DTD)
2015-03-22,Orlando Magic,Willie Green,,returned to lineup
2015-03-22,Denver Nuggets,,Randy Foye,stomach flu (DTD)
2015-03-22,Denver Nuggets,Jameer Nelson,,returned to lineup
2015-03-22,New Orleans Pelicans,,Tyreke Evans,sprained left ankle (DTD)
2015-03-22,New Orleans Pelicans,Anthony Davis,,returned to lineup
2015-03-22,Oklahoma City Thunder,Enes Kanter,,returned to lineup
2015-03-23,Minnesota Timberwolves,,Kevin Martin,strained left hamstring (DTD)
2015-03-23,Minnesota Timberwolves,,Gary Neal,sprained left ankle (out for season)
2015-03-23,New York Knicks,,Alexey Shved,fractured rib (out for season)
2015-03-23,New York Knicks,,Travis Wear,sore lower back (out for season)
2015-03-24,Philadelphia 76ers,,Jason Richardson,rest (DTD)
2015-03-24,Portland Trailblazers,,LaMarcus Aldridge,left finger injury (DTD)
2015-03-24,Portland Trailblazers,,Nicolas Batum,lower back injury (DTD)
2015-03-24,Milwaukee Bucks,OJ Mayo,,returned to lineup
2015-03-24,Miami Heat,,Tyler Johnson,illness (DTD)
2015-03-24,Detroit Pistons,Shawne Williams,,returned to lineup
2015-03-24,Oklahoma City Thunder,,Andre Roberson,sprained left ankle (DTD)
2015-03-25,New York Knicks,Cleanthony Early,,returned to lineup
2015-03-25,Orlando Magic,Tobias Harris,,returned to lineup
2015-03-25,Denver Nuggets,,Darrell Arthur,calf injury (out for season)
2015-03-25,Denver Nuggets,Randy Foye,,returned to lineup
2015-03-25,Washington Wizards,,Toure Murry,sprained left ankle (DTD)
2015-03-25,New Orleans Pelicans,Tyreke Evans,,returned to lineup
2015-03-25,Minnesota Timberwolves,Justin Hamilton,,returned to lineup
2015-03-25,New Orleans Pelicans,Omer Asik,,returned to lineup
2015-03-25,Orlando Magic,Dewayne Dedmon,,returned to lineup
2015-03-25,Miami Heat,Tyler Johnson,,returned to lineup
2015-03-25,Miami Heat,,Hassan Whiteside,hand injury (DTD)
2015-03-25,Miami Heat,,Chris Andersen,bruised left calf (DTD)
2015-03-25,Boston Celtics,Isaiah Thomas,,returned to lineup
2015-03-25,Portland Trailblazers,LaMarcus Aldridge,,returned to lineup
2015-03-25,Philadelphia 76ers,Jason Richardson,,returned to lineup
2015-03-25,Philadelphia 76ers,,Luc Richard,sore left shoulder (DTD)
2015-03-25,Orlando Magic,Channing Frye,,returned to lineup
2015-03-26,Washington Wizards,Toure Murry,,returned to lineup
2015-03-26,Milwaukee Bucks,Jared Dudley,,returned to lineup
2015-03-26,Indiana Pacers,,David West,allergic reaction / illness (DTD)
2015-03-27,Nets,,Thaddeus Young,strained left knee (DTD)
2015-03-27,Orlando Magic,,Dewayne Dedmon,sore left ankle (DTD)
2015-03-27,Los Angeles Clippers,Nate Robinson,,returned to lineup
2015-03-27,Los Angeles Lakers,,Carlos Boozer,illness / upper respiratory infection (DTD)
2015-03-27,Houston Rockets,,Donatas Motiejunas,sore lower back (out for season)
2015-03-27,Portland Trailblazers,Nicolas Batum,,returned to lineup
2015-03-27,Philadelphia 76ers,Luc Richard,,returned to lineup
2015-03-27,Atlanta Hawks,,Pero Antic,stiff neck (DTD)
2015-03-27,Portland Trailblazers,Chris Kaman,,returned to lineup
2015-03-28,Chicago Bulls,Cameron Bairstow,,returned to lineup
2015-03-28,Atlanta Hawks,,Al Horford,rest (DTD)
2015-03-28,Atlanta Hawks,,DeMarre Carroll,rest (DTD)
2015-03-28,Atlanta Hawks,,Kyle Korver,rest (DTD)
2015-03-28,Atlanta Hawks,,Paul Millsap,rest (DTD)
2015-03-28,Atlanta Hawks,Pero Antic,,returned to lineup
2015-03-28,Utah Jazz,,Derrick Favors,back spasms (DTD)
2015-03-28,Dallas Mavericks,,Monta Ellis,right calf injury (DTD)
2015-03-28,Denver Nuggets,,Danilo Gallinari,shoulder injury (DTD)
2015-03-29,Phoenix Suns,Brandon Knight,,returned to lineup
2015-03-29,Indiana Pacers,David West,,returned to lineup
2015-03-29,Los Angeles Lakers,,Jeremy Lin,illness / upper respiratory infection (DTD)
2015-03-29,Philadelphia 76ers,,Jason Richardson,left knee injury (DTD)
2015-03-29,Memphis Grizzlies,,Tony Allen,strained left hamstring (DTD)
2015-03-29,Miami Heat,,Shabazz Napier,hip injury / sports hernia (out for season)
2015-03-30,Atlanta Hawks,Paul Millsap,,returned to lineup
2015-03-30,Minnesota Timberwolves,,Gorgui Dieng,concussion (out for season)
2015-03-30,Houston Rockets,,Dwight Howard,rest / sore right knee (DTD)
2015-03-30,Sacramento Kings,,DeMarcus Cousins,rest (DTD)
2015-03-30,Atlanta Hawks,Kyle Korver,,returned to lineup
2015-03-30,Atlanta Hawks,Al Horford,,returned to lineup
2015-03-30,Milwaukee Bucks,,Jared Dudley,sore back (DTD)
2015-03-30,Philadelphia 76ers,,Luc Richard,sore left shoulder (DTD)
2015-03-30,Philadelphia 76ers,,Jerami Grant,illness / upper respiratory infection (DTD)
2015-03-30,Atlanta Hawks,DeMarre Carroll,,returned to lineup
2015-03-31,Houston Rockets,,Patrick Beverley,surgery on left wrist to repair torn ligaments (out for season)
2015-03-31,Miami Heat,,Luol Deng,bruised right knee (DTD)
2015-03-31,Miami Heat,,Udonis Haslem,illness (DTD)
2015-03-31,Miami Heat,Chris Andersen,,returned to lineup
2015-03-31,Nets,Thaddeus Young,,returned to lineup
