Team,Year,Game_num,Date,Away_flag,Opponent,OT_flag
Sacramento Kings,2022,63,2023-03-04,,Minnesota Timberwolves,
Sacramento Kings,2022,64,2023-03-06,,New Orleans Pelicans,
Sacramento Kings,2022,65,2023-03-09,,New York Knicks,
Sacramento Kings,2022,66,2023-03-11,@,Phoenix Suns,
Sacramento Kings,2022,67,2023-03-13,,Milwaukee Bucks,
Sacramento Kings,2022,68,2023-03-15,@,Chicago Bulls,
Sacramento Kings,2022,69,2023-03-16,@,Brooklyn Nets,
Sacramento Kings,2022,70,2023-03-18,@,Washington Wizards,
Sacramento Kings,2022,71,2023-03-20,@,Utah Jazz,
Sacramento Kings,2022,72,2023-03-21,,Boston Celtics,
Sacramento Kings,2022,73,2023-03-24,,Phoenix Suns,
Sacramento Kings,2022,74,2023-03-25,,Utah Jazz,
Sacramento Kings,2022,75,2023-03-27,,Minnesota Timberwolves,
Sacramento Kings,2022,76,2023-03-29,@,Portland Trail Blazers,
Sacramento Kings,2022,77,2023-03-31,@,Portland Trail Blazers,
Sacramento Kings,2022,78,2023-04-02,,San Antonio Spurs,OT
Sacramento Kings,2022,79,2023-04-04,@,New Orleans Pelicans,
Sacramento Kings,2022,80,2023-04-05,@,Dallas Mavericks,
Sacramento Kings,2022,81,2023-04-07,,Golden State Warriors,
Sacramento Kings,2022,82,2023-04-09,@,Denver Nuggets,
Sacramento Kings,2022,83,2023-04-15,,Golden State Warriors,
Sacramento Kings,2022,84,2023-04-17,,Golden State Warriors,
Sacramento Kings,2022,85,2023-04-20,@,Golden State Warriors,
Sacramento Kings,2022,86,2023-04-23,@,Golden State Warriors,
Sacramento Kings,2022,87,2023-04-26,,Golden State Warriors,
Sacramento Kings,2022,88,2023-04-28,@,Golden State Warriors,
Sacramento Kings,2022,89,2023-04-30,,Golden State Warriors,
Sacramento Kings,2012,1,2012-10-31,@,Chicago Bulls,
Sacramento Kings,2012,2,2012-11-02,@,Minnesota Timberwolves,
Sacramento Kings,2012,3,2012-11-03,@,Indiana Pacers,2OT
Sacramento Kings,2012,4,2012-11-05,,Golden State Warriors,
Sacramento Kings,2012,5,2012-11-07,,Detroit Pistons,
Sacramento Kings,2012,6,2012-11-09,,San Antonio Spurs,
Sacramento Kings,2012,7,2012-11-11,@,Los Angeles Lakers,
Sacramento Kings,2012,8,2012-11-13,,Portland Trail Blazers,
Sacramento Kings,2012,9,2012-11-16,,Atlanta Hawks,
Sacramento Kings,2012,10,2012-11-18,,Brooklyn Nets,
Sacramento Kings,2012,11,2012-11-21,,Los Angeles Lakers,
Sacramento Kings,2012,12,2012-11-23,@,Utah Jazz,
Sacramento Kings,2012,13,2012-11-24,,Utah Jazz,
Sacramento Kings,2012,14,2012-11-27,,Minnesota Timberwolves,
Sacramento Kings,2012,15,2012-11-30,,Indiana Pacers,
Sacramento Kings,2012,16,2012-12-01,@,Los Angeles Clippers,
Sacramento Kings,2012,17,2012-12-05,,Toronto Raptors,
Sacramento Kings,2012,18,2012-12-07,,Orlando Magic,
Sacramento Kings,2012,19,2012-12-08,@,Portland Trail Blazers,
Sacramento Kings,2012,20,2012-12-10,@,Dallas Mavericks,
Sacramento Kings,2012,21,2012-12-12,@,Milwaukee Bucks,
Sacramento Kings,2012,22,2012-12-14,@,Oklahoma City Thunder,
Sacramento Kings,2012,23,2012-12-16,,Denver Nuggets,
Sacramento Kings,2012,24,2012-12-17,@,Phoenix Suns,
Sacramento Kings,2012,25,2012-12-19,,Golden State Warriors,
Sacramento Kings,2012,26,2012-12-21,@,Los Angeles Clippers,
Sacramento Kings,2012,27,2012-12-23,,Portland Trail Blazers,
Sacramento Kings,2012,28,2012-12-26,@,Portland Trail Blazers,
Sacramento Kings,2012,29,2012-12-28,,New York Knicks,
Sacramento Kings,2012,30,2012-12-30,,Boston Celtics,
Sacramento Kings,2012,31,2013-01-01,@,Detroit Pistons,
Sacramento Kings,2012,32,2013-01-02,@,Cleveland Cavaliers,
Sacramento Kings,2012,33,2013-01-04,@,Toronto Raptors,
Sacramento Kings,2012,34,2013-01-05,@,Brooklyn Nets,
Sacramento Kings,2012,35,2013-01-07,,Memphis Grizzlies,
Sacramento Kings,2012,36,2013-01-10,,Dallas Mavericks,OT
Sacramento Kings,2012,37,2013-01-12,,Miami Heat,
Sacramento Kings,2012,38,2013-01-14,,Cleveland Cavaliers,
Sacramento Kings,2012,39,2013-01-16,,Washington Wizards,
Sacramento Kings,2012,40,2013-01-18,@,Memphis Grizzlies,
Sacramento Kings,2012,41,2013-01-19,@,Charlotte Bobcats,
Sacramento Kings,2012,42,2013-01-21,@,New Orleans Hornets,
Sacramento Kings,2012,43,2013-01-23,,Phoenix Suns,
Sacramento Kings,2012,44,2013-01-25,,Oklahoma City Thunder,
Sacramento Kings,2012,45,2013-01-26,@,Denver Nuggets,
Sacramento Kings,2012,46,2013-01-28,@,Washington Wizards,
Sacramento Kings,2012,47,2013-01-30,@,Boston Celtics,
Sacramento Kings,2012,48,2013-02-01,@,Philadelphia 76ers,
Sacramento Kings,2012,49,2013-02-02,@,New York Knicks,
Sacramento Kings,2012,50,2013-02-04,@,Utah Jazz,OT
Sacramento Kings,2012,51,2013-02-09,,Utah Jazz,
Sacramento Kings,2012,52,2013-02-10,,Houston Rockets,
Sacramento Kings,2012,53,2013-02-12,@,Memphis Grizzlies,
Sacramento Kings,2012,54,2013-02-13,@,Dallas Mavericks,
Sacramento Kings,2012,55,2013-02-19,,San Antonio Spurs,
Sacramento Kings,2012,56,2013-02-22,@,Atlanta Hawks,
Sacramento Kings,2012,57,2013-02-24,@,New Orleans Hornets,
Sacramento Kings,2012,58,2013-02-26,@,Miami Heat,2OT
Sacramento Kings,2012,59,2013-02-27,@,Orlando Magic,
Sacramento Kings,2012,60,2013-03-01,@,San Antonio Spurs,
Sacramento Kings,2012,61,2013-03-03,,Charlotte Bobcats,
Sacramento Kings,2012,62,2013-03-05,,Denver Nuggets,
Sacramento Kings,2012,63,2013-03-06,@,Golden State Warriors,
Sacramento Kings,2012,64,2013-03-08,,Phoenix Suns,
Sacramento Kings,2012,65,2013-03-10,,Milwaukee Bucks,
Sacramento Kings,2012,66,2013-03-13,,Chicago Bulls,
Sacramento Kings,2012,67,2013-03-17,@,Los Angeles Lakers,
Sacramento Kings,2012,68,2013-03-19,,Los Angeles Clippers,
Sacramento Kings,2012,69,2013-03-21,,Minnesota Timberwolves,
Sacramento Kings,2012,70,2013-03-23,@,Denver Nuggets,
Sacramento Kings,2012,71,2013-03-24,,Philadelphia 76ers,
Sacramento Kings,2012,72,2013-03-27,@,Golden State Warriors,
Sacramento Kings,2012,73,2013-03-28,@,Phoenix Suns,
Sacramento Kings,2012,74,2013-03-30,,Los Angeles Lakers,
Sacramento Kings,2012,75,2013-04-03,,Houston Rockets,
Sacramento Kings,2012,76,2013-04-05,,Dallas Mavericks,
Sacramento Kings,2012,77,2013-04-07,,Memphis Grizzlies,
Sacramento Kings,2012,78,2013-04-10,,New Orleans Hornets,
Sacramento Kings,2012,79,2013-04-12,@,San Antonio Spurs,
Sacramento Kings,2012,80,2013-04-14,@,Houston Rockets,
Sacramento Kings,2012,81,2013-04-15,@,Oklahoma City Thunder,
Sacramento Kings,2012,82,2013-04-17,,Los Angeles Clippers,
Sacramento Kings,2013,1,2013-10-30,,Denver Nuggets,
Sacramento Kings,2013,2,2013-11-01,,Los Angeles Clippers,
Sacramento Kings,2013,3,2013-11-02,@,Golden State Warriors,
Sacramento Kings,2013,4,2013-11-05,,Atlanta Hawks,
Sacramento Kings,2013,5,2013-11-08,@,Portland Trail Blazers,
Sacramento Kings,2013,6,2013-11-09,,Portland Trail Blazers,
Sacramento Kings,2013,7,2013-11-13,,Brooklyn Nets,
Sacramento Kings,2013,8,2013-11-15,,Detroit Pistons,
Sacramento Kings,2013,9,2013-11-17,,Memphis Grizzlies,
Sacramento Kings,2013,10,2013-11-19,,Phoenix Suns,
Sacramento Kings,2013,11,2013-11-20,@,Phoenix Suns,
Sacramento Kings,2013,12,2013-11-23,@,Los Angeles Clippers,
Sacramento Kings,2013,13,2013-11-24,@,Los Angeles Lakers,
Sacramento Kings,2013,14,2013-11-29,,Los Angeles Clippers,OT
Sacramento Kings,2013,15,2013-12-01,,Golden State Warriors,
Sacramento Kings,2013,16,2013-12-03,,Oklahoma City Thunder,
Sacramento Kings,2013,17,2013-12-06,,Los Angeles Lakers,
Sacramento Kings,2013,18,2013-12-07,@,Utah Jazz,OT
Sacramento Kings,2013,19,2013-12-09,,Dallas Mavericks,
Sacramento Kings,2013,20,2013-12-11,,Utah Jazz,
Sacramento Kings,2013,21,2013-12-13,@,Phoenix Suns,
Sacramento Kings,2013,22,2013-12-15,,Houston Rockets,
Sacramento Kings,2013,23,2013-12-17,@,Charlotte Bobcats,
Sacramento Kings,2013,24,2013-12-18,@,Atlanta Hawks,
Sacramento Kings,2013,25,2013-12-20,@,Miami Heat,
Sacramento Kings,2013,26,2013-12-21,@,Orlando Magic,
Sacramento Kings,2013,27,2013-12-23,,New Orleans Pelicans,
Sacramento Kings,2013,28,2013-12-27,,Miami Heat,OT
Sacramento Kings,2013,29,2013-12-29,@,San Antonio Spurs,
Sacramento Kings,2013,30,2013-12-31,@,Houston Rockets,
Sacramento Kings,2013,31,2014-01-02,,Philadelphia 76ers,
Sacramento Kings,2013,32,2014-01-04,,Charlotte Bobcats,
Sacramento Kings,2013,33,2014-01-07,,Portland Trail Blazers,
Sacramento Kings,2013,34,2014-01-10,,Orlando Magic,
Sacramento Kings,2013,35,2014-01-12,,Cleveland Cavaliers,
Sacramento Kings,2013,36,2014-01-14,@,Indiana Pacers,
Sacramento Kings,2013,37,2014-01-15,@,Minnesota Timberwolves,
Sacramento Kings,2013,38,2014-01-17,@,Memphis Grizzlies,
Sacramento Kings,2013,39,2014-01-19,@,Oklahoma City Thunder,
Sacramento Kings,2013,40,2014-01-21,@,New Orleans Pelicans,
Sacramento Kings,2013,41,2014-01-22,@,Houston Rockets,
Sacramento Kings,2013,42,2014-01-24,,Indiana Pacers,OT
Sacramento Kings,2013,43,2014-01-26,,Denver Nuggets,
Sacramento Kings,2013,44,2014-01-27,@,Utah Jazz,
Sacramento Kings,2013,45,2014-01-29,,Memphis Grizzlies,
Sacramento Kings,2013,46,2014-01-31,@,Dallas Mavericks,
Sacramento Kings,2013,47,2014-02-01,@,San Antonio Spurs,
Sacramento Kings,2013,48,2014-02-03,,Chicago Bulls,
Sacramento Kings,2013,49,2014-02-05,,Toronto Raptors,
Sacramento Kings,2013,50,2014-02-07,@,Boston Celtics,
Sacramento Kings,2013,51,2014-02-09,@,Washington Wizards,
Sacramento Kings,2013,52,2014-02-11,@,Cleveland Cavaliers,
Sacramento Kings,2013,53,2014-02-12,@,New York Knicks,OT
Sacramento Kings,2013,54,2014-02-19,,Golden State Warriors,
Sacramento Kings,2013,55,2014-02-22,,Boston Celtics,
Sacramento Kings,2013,56,2014-02-23,@,Denver Nuggets,
Sacramento Kings,2013,57,2014-02-25,,Houston Rockets,
Sacramento Kings,2013,58,2014-02-28,@,Los Angeles Lakers,
Sacramento Kings,2013,59,2014-03-01,,Minnesota Timberwolves,
Sacramento Kings,2013,60,2014-03-03,,New Orleans Pelicans,
Sacramento Kings,2013,61,2014-03-05,@,Milwaukee Bucks,
Sacramento Kings,2013,62,2014-03-07,@,Toronto Raptors,
Sacramento Kings,2013,63,2014-03-09,@,Brooklyn Nets,
Sacramento Kings,2013,64,2014-03-11,@,Detroit Pistons,
Sacramento Kings,2013,65,2014-03-12,@,Philadelphia 76ers,
Sacramento Kings,2013,66,2014-03-15,@,Chicago Bulls,
Sacramento Kings,2013,67,2014-03-16,@,Minnesota Timberwolves,
Sacramento Kings,2013,68,2014-03-18,,Washington Wizards,OT
Sacramento Kings,2013,69,2014-03-21,,San Antonio Spurs,
Sacramento Kings,2013,70,2014-03-23,,Milwaukee Bucks,
Sacramento Kings,2013,71,2014-03-26,,New York Knicks,
Sacramento Kings,2013,72,2014-03-28,@,Oklahoma City Thunder,
Sacramento Kings,2013,73,2014-03-29,@,Dallas Mavericks,
Sacramento Kings,2013,74,2014-03-31,@,New Orleans Pelicans,
Sacramento Kings,2013,75,2014-04-02,,Los Angeles Lakers,
Sacramento Kings,2013,76,2014-04-04,@,Golden State Warriors,
Sacramento Kings,2013,77,2014-04-06,,Dallas Mavericks,
Sacramento Kings,2013,78,2014-04-08,,Oklahoma City Thunder,
Sacramento Kings,2013,79,2014-04-09,@,Portland Trail Blazers,
Sacramento Kings,2013,80,2014-04-12,@,Los Angeles Clippers,
Sacramento Kings,2013,81,2014-04-13,,Minnesota Timberwolves,
Sacramento Kings,2013,82,2014-04-16,,Phoenix Suns,
Sacramento Kings,2014,1,2014-10-29,,Golden State Warriors,
Sacramento Kings,2014,2,2014-10-31,,Portland Trail Blazers,
Sacramento Kings,2014,3,2014-11-02,@,Los Angeles Clippers,
Sacramento Kings,2014,4,2014-11-03,@,Denver Nuggets,
Sacramento Kings,2014,5,2014-11-05,,Denver Nuggets,
Sacramento Kings,2014,6,2014-11-07,@,Phoenix Suns,2OT
Sacramento Kings,2014,7,2014-11-09,@,Oklahoma City Thunder,
Sacramento Kings,2014,8,2014-11-11,@,Dallas Mavericks,
Sacramento Kings,2014,9,2014-11-13,@,Memphis Grizzlies,
Sacramento Kings,2014,10,2014-11-15,,San Antonio Spurs,
Sacramento Kings,2014,11,2014-11-18,,New Orleans Pelicans,
Sacramento Kings,2014,12,2014-11-20,,Chicago Bulls,
Sacramento Kings,2014,13,2014-11-22,@,Minnesota Timberwolves,
Sacramento Kings,2014,14,2014-11-25,@,New Orleans Pelicans,
Sacramento Kings,2014,15,2014-11-26,@,Houston Rockets,
Sacramento Kings,2014,16,2014-11-28,@,San Antonio Spurs,
Sacramento Kings,2014,17,2014-11-30,,Memphis Grizzlies,
Sacramento Kings,2014,18,2014-12-02,,Toronto Raptors,
Sacramento Kings,2014,19,2014-12-05,,Indiana Pacers,OT
Sacramento Kings,2014,20,2014-12-06,,Orlando Magic,
Sacramento Kings,2014,21,2014-12-08,,Utah Jazz,
Sacramento Kings,2014,22,2014-12-09,@,Los Angeles Lakers,
Sacramento Kings,2014,23,2014-12-11,,Houston Rockets,OT
Sacramento Kings,2014,24,2014-12-13,,Detroit Pistons,
Sacramento Kings,2014,25,2014-12-16,,Oklahoma City Thunder,
Sacramento Kings,2014,26,2014-12-18,,Milwaukee Bucks,
Sacramento Kings,2014,27,2014-12-21,,Los Angeles Lakers,
Sacramento Kings,2014,28,2014-12-22,@,Golden State Warriors,
Sacramento Kings,2014,29,2014-12-26,,Phoenix Suns,
Sacramento Kings,2014,30,2014-12-27,,New York Knicks,OT
Sacramento Kings,2014,31,2014-12-29,@,Brooklyn Nets,
Sacramento Kings,2014,32,2014-12-31,@,Boston Celtics,
Sacramento Kings,2014,33,2015-01-01,@,Minnesota Timberwolves,
Sacramento Kings,2014,34,2015-01-04,@,Detroit Pistons,
Sacramento Kings,2014,35,2015-01-07,,Oklahoma City Thunder,
Sacramento Kings,2014,36,2015-01-09,,Denver Nuggets,
Sacramento Kings,2014,37,2015-01-11,,Cleveland Cavaliers,
Sacramento Kings,2014,38,2015-01-13,,Dallas Mavericks,OT
Sacramento Kings,2014,39,2015-01-16,,Miami Heat,
Sacramento Kings,2014,40,2015-01-17,,Los Angeles Clippers,
Sacramento Kings,2014,41,2015-01-19,@,Portland Trail Blazers,
Sacramento Kings,2014,42,2015-01-21,,Brooklyn Nets,
Sacramento Kings,2014,43,2015-01-23,@,Golden State Warriors,
Sacramento Kings,2014,44,2015-01-28,@,Toronto Raptors,
Sacramento Kings,2014,45,2015-01-30,@,Cleveland Cavaliers,
Sacramento Kings,2014,46,2015-01-31,@,Indiana Pacers,
Sacramento Kings,2014,47,2015-02-03,,Golden State Warriors,
Sacramento Kings,2014,48,2015-02-05,,Dallas Mavericks,
Sacramento Kings,2014,49,2015-02-07,@,Utah Jazz,
Sacramento Kings,2014,50,2015-02-08,,Phoenix Suns,
Sacramento Kings,2014,51,2015-02-10,@,Chicago Bulls,
Sacramento Kings,2014,52,2015-02-11,@,Milwaukee Bucks,
Sacramento Kings,2014,53,2015-02-20,,Boston Celtics,
Sacramento Kings,2014,54,2015-02-21,@,Los Angeles Clippers,
Sacramento Kings,2014,55,2015-02-25,,Memphis Grizzlies,
Sacramento Kings,2014,56,2015-02-27,,San Antonio Spurs,
Sacramento Kings,2014,57,2015-03-01,,Portland Trail Blazers,
Sacramento Kings,2014,58,2015-03-03,@,New York Knicks,
Sacramento Kings,2014,59,2015-03-04,@,San Antonio Spurs,
Sacramento Kings,2014,60,2015-03-06,@,Orlando Magic,
Sacramento Kings,2014,61,2015-03-07,@,Miami Heat,OT
Sacramento Kings,2014,62,2015-03-09,@,Atlanta Hawks,
Sacramento Kings,2014,63,2015-03-11,@,Charlotte Hornets,
Sacramento Kings,2014,64,2015-03-13,@,Philadelphia 76ers,
Sacramento Kings,2014,65,2015-03-14,@,Washington Wizards,
Sacramento Kings,2014,66,2015-03-16,,Atlanta Hawks,
Sacramento Kings,2014,67,2015-03-18,,Los Angeles Clippers,
Sacramento Kings,2014,68,2015-03-20,,Charlotte Hornets,
Sacramento Kings,2014,69,2015-03-22,,Washington Wizards,
Sacramento Kings,2014,70,2015-03-24,,Philadelphia 76ers,
Sacramento Kings,2014,71,2015-03-25,@,Phoenix Suns,
Sacramento Kings,2014,72,2015-03-27,@,New Orleans Pelicans,
Sacramento Kings,2014,73,2015-03-30,@,Memphis Grizzlies,
Sacramento Kings,2014,74,2015-04-01,@,Houston Rockets,
Sacramento Kings,2014,75,2015-04-03,,New Orleans Pelicans,
Sacramento Kings,2014,76,2015-04-05,,Utah Jazz,
Sacramento Kings,2014,77,2015-04-07,,Minnesota Timberwolves,
Sacramento Kings,2014,78,2015-04-08,@,Utah Jazz,
Sacramento Kings,2014,79,2015-04-10,@,Oklahoma City Thunder,
Sacramento Kings,2014,80,2015-04-12,@,Denver Nuggets,
Sacramento Kings,2014,81,2015-04-13,,Los Angeles Lakers,
Sacramento Kings,2014,82,2015-04-15,@,Los Angeles Lakers,
Sacramento Kings,2015,1,2015-10-28,,Los Angeles Clippers,
Sacramento Kings,2015,2,2015-10-30,,Los Angeles Lakers,
Sacramento Kings,2015,3,2015-10-31,@,Los Angeles Clippers,
Sacramento Kings,2015,4,2015-11-03,,Memphis Grizzlies,
Sacramento Kings,2015,5,2015-11-04,@,Phoenix Suns,
Sacramento Kings,2015,6,2015-11-06,,Houston Rockets,
Sacramento Kings,2015,7,2015-11-07,,Golden State Warriors,
Sacramento Kings,2015,8,2015-11-09,,San Antonio Spurs,
Sacramento Kings,2015,9,2015-11-11,,Detroit Pistons,
Sacramento Kings,2015,10,2015-11-13,,Brooklyn Nets,
Sacramento Kings,2015,11,2015-11-15,,Toronto Raptors,
Sacramento Kings,2015,12,2015-11-18,@,Atlanta Hawks,
Sacramento Kings,2015,13,2015-11-19,@,Miami Heat,
Sacramento Kings,2015,14,2015-11-21,@,Orlando Magic,
Sacramento Kings,2015,15,2015-11-23,@,Charlotte Hornets,OT
Sacramento Kings,2015,16,2015-11-25,@,Milwaukee Bucks,
Sacramento Kings,2015,17,2015-11-27,,Minnesota Timberwolves,
Sacramento Kings,2015,18,2015-11-28,@,Golden State Warriors,
Sacramento Kings,2015,19,2015-11-30,,Dallas Mavericks,
Sacramento Kings,2015,20,2015-12-03,,Boston Celtics,
Sacramento Kings,2015,21,2015-12-05,@,Houston Rockets,
Sacramento Kings,2015,22,2015-12-06,@,Oklahoma City Thunder,
Sacramento Kings,2015,23,2015-12-08,,Utah Jazz,
Sacramento Kings,2015,24,2015-12-10,,New York Knicks,
Sacramento Kings,2015,25,2015-12-15,,Houston Rockets,
Sacramento Kings,2015,26,2015-12-18,@,Minnesota Timberwolves,
Sacramento Kings,2015,27,2015-12-20,@,Toronto Raptors,
Sacramento Kings,2015,28,2015-12-21,@,Washington Wizards,
Sacramento Kings,2015,29,2015-12-23,@,Indiana Pacers,
Sacramento Kings,2015,30,2015-12-27,,Portland Trail Blazers,
Sacramento Kings,2015,31,2015-12-28,@,Golden State Warriors,
Sacramento Kings,2015,32,2015-12-30,,Philadelphia 76ers,
Sacramento Kings,2015,33,2016-01-02,,Phoenix Suns,
Sacramento Kings,2015,34,2016-01-04,@,Oklahoma City Thunder,
Sacramento Kings,2015,35,2016-01-05,@,Dallas Mavericks,2OT
Sacramento Kings,2015,36,2016-01-07,,Los Angeles Lakers,
Sacramento Kings,2015,37,2016-01-09,,Golden State Warriors,
Sacramento Kings,2015,38,2016-01-13,,New Orleans Pelicans,
Sacramento Kings,2015,39,2016-01-14,@,Utah Jazz,
Sacramento Kings,2015,40,2016-01-16,@,Los Angeles Clippers,
Sacramento Kings,2015,41,2016-01-20,@,Los Angeles Lakers,
Sacramento Kings,2015,42,2016-01-21,,Atlanta Hawks,
Sacramento Kings,2015,43,2016-01-23,,Indiana Pacers,
Sacramento Kings,2015,44,2016-01-25,,Charlotte Hornets,2OT
Sacramento Kings,2015,45,2016-01-26,@,Portland Trail Blazers,
Sacramento Kings,2015,46,2016-01-28,@,New Orleans Pelicans,
Sacramento Kings,2015,47,2016-01-30,@,Memphis Grizzlies,
Sacramento Kings,2015,48,2016-02-01,,Milwaukee Bucks,
Sacramento Kings,2015,49,2016-02-03,,Chicago Bulls,
Sacramento Kings,2015,50,2016-02-05,@,Brooklyn Nets,
Sacramento Kings,2015,51,2016-02-07,@,Boston Celtics,
Sacramento Kings,2015,52,2016-02-08,@,Cleveland Cavaliers,
Sacramento Kings,2015,53,2016-02-10,@,Philadelphia 76ers,
Sacramento Kings,2015,54,2016-02-19,,Denver Nuggets,
Sacramento Kings,2015,55,2016-02-23,@,Denver Nuggets,
Sacramento Kings,2015,56,2016-02-24,,San Antonio Spurs,
Sacramento Kings,2015,57,2016-02-26,,Los Angeles Clippers,
Sacramento Kings,2015,58,2016-02-29,,Oklahoma City Thunder,
Sacramento Kings,2015,59,2016-03-02,@,Memphis Grizzlies,
Sacramento Kings,2015,60,2016-03-03,@,Dallas Mavericks,
Sacramento Kings,2015,61,2016-03-05,@,San Antonio Spurs,
Sacramento Kings,2015,62,2016-03-07,@,New Orleans Pelicans,
Sacramento Kings,2015,63,2016-03-09,,Cleveland Cavaliers,
Sacramento Kings,2015,64,2016-03-11,,Orlando Magic,
Sacramento Kings,2015,65,2016-03-13,,Utah Jazz,
Sacramento Kings,2015,66,2016-03-15,@,Los Angeles Lakers,
Sacramento Kings,2015,67,2016-03-16,,New Orleans Pelicans,
Sacramento Kings,2015,68,2016-03-18,@,Detroit Pistons,
Sacramento Kings,2015,69,2016-03-20,@,New York Knicks,
Sacramento Kings,2015,70,2016-03-21,@,Chicago Bulls,
Sacramento Kings,2015,71,2016-03-23,@,Minnesota Timberwolves,
Sacramento Kings,2015,72,2016-03-25,,Phoenix Suns,
Sacramento Kings,2015,73,2016-03-27,,Dallas Mavericks,
Sacramento Kings,2015,74,2016-03-28,@,Portland Trail Blazers,
Sacramento Kings,2015,75,2016-03-30,,Washington Wizards,
Sacramento Kings,2015,76,2016-04-01,,Miami Heat,
Sacramento Kings,2015,77,2016-04-02,@,Denver Nuggets,
Sacramento Kings,2015,78,2016-04-05,,Portland Trail Blazers,
Sacramento Kings,2015,79,2016-04-07,,Minnesota Timberwolves,
Sacramento Kings,2015,80,2016-04-09,,Oklahoma City Thunder,
Sacramento Kings,2015,81,2016-04-11,@,Phoenix Suns,
Sacramento Kings,2015,82,2016-04-13,@,Houston Rockets,
Sacramento Kings,2016,1,2016-10-26,@,Phoenix Suns,
Sacramento Kings,2016,2,2016-10-27,,San Antonio Spurs,
Sacramento Kings,2016,3,2016-10-29,,Minnesota Timberwolves,
Sacramento Kings,2016,4,2016-10-31,@,Atlanta Hawks,
Sacramento Kings,2016,5,2016-11-01,@,Miami Heat,OT
Sacramento Kings,2016,6,2016-11-03,@,Orlando Magic,
Sacramento Kings,2016,7,2016-11-05,@,Milwaukee Bucks,
Sacramento Kings,2016,8,2016-11-06,@,Toronto Raptors,
Sacramento Kings,2016,9,2016-11-08,,New Orleans Pelicans,
Sacramento Kings,2016,10,2016-11-10,,Los Angeles Lakers,
Sacramento Kings,2016,11,2016-11-11,@,Portland Trail Blazers,OT
Sacramento Kings,2016,12,2016-11-16,,San Antonio Spurs,
Sacramento Kings,2016,13,2016-11-18,,Los Angeles Clippers,
Sacramento Kings,2016,14,2016-11-20,,Toronto Raptors,
Sacramento Kings,2016,15,2016-11-23,,Oklahoma City Thunder,
Sacramento Kings,2016,16,2016-11-25,,Houston Rockets,
Sacramento Kings,2016,17,2016-11-27,@,Brooklyn Nets,
Sacramento Kings,2016,18,2016-11-28,@,Washington Wizards,OT
Sacramento Kings,2016,19,2016-12-02,@,Boston Celtics,
Sacramento Kings,2016,20,2016-12-04,@,New York Knicks,
Sacramento Kings,2016,21,2016-12-07,@,Dallas Mavericks,
Sacramento Kings,2016,22,2016-12-09,,New York Knicks,
Sacramento Kings,2016,23,2016-12-10,@,Utah Jazz,
Sacramento Kings,2016,24,2016-12-12,,Los Angeles Lakers,
Sacramento Kings,2016,25,2016-12-14,@,Houston Rockets,
Sacramento Kings,2016,26,2016-12-16,@,Memphis Grizzlies,
Sacramento Kings,2016,27,2016-12-18,@,Dallas Mavericks,
Sacramento Kings,2016,28,2016-12-20,,Portland Trail Blazers,
Sacramento Kings,2016,29,2016-12-21,@,Utah Jazz,
Sacramento Kings,2016,30,2016-12-23,@,Minnesota Timberwolves,
Sacramento Kings,2016,31,2016-12-26,,Philadelphia 76ers,
Sacramento Kings,2016,32,2016-12-28,@,Portland Trail Blazers,
Sacramento Kings,2016,33,2016-12-31,,Memphis Grizzlies,
Sacramento Kings,2016,34,2017-01-03,@,Denver Nuggets,
Sacramento Kings,2016,35,2017-01-04,,Miami Heat,
Sacramento Kings,2016,36,2017-01-06,,Los Angeles Clippers,
Sacramento Kings,2016,37,2017-01-08,,Golden State Warriors,
Sacramento Kings,2016,38,2017-01-10,,Detroit Pistons,
Sacramento Kings,2016,39,2017-01-13,,Cleveland Cavaliers,
Sacramento Kings,2016,40,2017-01-15,,Oklahoma City Thunder,
Sacramento Kings,2016,41,2017-01-18,,Indiana Pacers,
Sacramento Kings,2016,42,2017-01-20,@,Memphis Grizzlies,
Sacramento Kings,2016,43,2017-01-21,@,Chicago Bulls,
Sacramento Kings,2016,44,2017-01-23,@,Detroit Pistons,
Sacramento Kings,2016,45,2017-01-25,@,Cleveland Cavaliers,OT
Sacramento Kings,2016,46,2017-01-27,@,Indiana Pacers,OT
Sacramento Kings,2016,47,2017-01-28,@,Charlotte Hornets,
Sacramento Kings,2016,48,2017-01-30,@,Philadelphia 76ers,
Sacramento Kings,2016,49,2017-01-31,@,Houston Rockets,
Sacramento Kings,2016,50,2017-02-03,,Phoenix Suns,
Sacramento Kings,2016,51,2017-02-04,,Golden State Warriors,OT
Sacramento Kings,2016,52,2017-02-06,,Chicago Bulls,
Sacramento Kings,2016,53,2017-02-08,,Boston Celtics,
Sacramento Kings,2016,54,2017-02-10,,Atlanta Hawks,
Sacramento Kings,2016,55,2017-02-12,,New Orleans Pelicans,
Sacramento Kings,2016,56,2017-02-14,@,Los Angeles Lakers,
Sacramento Kings,2016,57,2017-02-15,@,Golden State Warriors,
Sacramento Kings,2016,58,2017-02-23,,Denver Nuggets,
Sacramento Kings,2016,59,2017-02-25,,Charlotte Hornets,
Sacramento Kings,2016,60,2017-02-27,,Minnesota Timberwolves,
Sacramento Kings,2016,61,2017-03-01,,Brooklyn Nets,
Sacramento Kings,2016,62,2017-03-05,,Utah Jazz,OT
Sacramento Kings,2016,63,2017-03-06,@,Denver Nuggets,
