Team,Year,Game_num,Date,Away_flag,Opponent,OT_flag
Cleveland Cavaliers,2013,78,2014-04-05,,Charlotte Bobcats,OT
Cleveland Cavaliers,2013,79,2014-04-09,,Detroit Pistons,
Cleveland Cavaliers,2013,80,2014-04-11,@,Milwaukee Bucks,
Cleveland Cavaliers,2013,81,2014-04-12,,Boston Celtics,
Cleveland Cavaliers,2013,82,2014-04-16,,Brooklyn Nets,
Cleveland Cavaliers,2014,1,2014-10-30,,New York Knicks,
Cleveland Cavaliers,2014,2,2014-10-31,@,Chicago Bulls,OT
Cleveland Cavaliers,2014,3,2014-11-04,@,Portland Trail Blazers,
Cleveland Cavaliers,2014,4,2014-11-05,@,Utah Jazz,
Cleveland Cavaliers,2014,5,2014-11-07,@,Denver Nuggets,
Cleveland Cavaliers,2014,6,2014-11-10,,New Orleans Pelicans,
Cleveland Cavaliers,2014,7,2014-11-14,@,Boston Celtics,
Cleveland Cavaliers,2014,8,2014-11-15,,Atlanta Hawks,
Cleveland Cavaliers,2014,9,2014-11-17,,Denver Nuggets,
Cleveland Cavaliers,2014,10,2014-11-19,,San Antonio Spurs,
Cleveland Cavaliers,2014,11,2014-11-21,@,Washington Wizards,
Cleveland Cavaliers,2014,12,2014-11-22,,Toronto Raptors,
Cleveland Cavaliers,2014,13,2014-11-24,,Orlando Magic,
Cleveland Cavaliers,2014,14,2014-11-26,,Washington Wizards,
Cleveland Cavaliers,2014,15,2014-11-29,,Indiana Pacers,
Cleveland Cavaliers,2014,16,2014-12-02,,Milwaukee Bucks,
Cleveland Cavaliers,2014,17,2014-12-04,@,New York Knicks,
Cleveland Cavaliers,2014,18,2014-12-05,@,Toronto Raptors,
Cleveland Cavaliers,2014,19,2014-12-08,@,Brooklyn Nets,
Cleveland Cavaliers,2014,20,2014-12-09,,Toronto Raptors,
Cleveland Cavaliers,2014,21,2014-12-11,@,Oklahoma City Thunder,
Cleveland Cavaliers,2014,22,2014-12-12,@,New Orleans Pelicans,
Cleveland Cavaliers,2014,23,2014-12-15,,Charlotte Hornets,
Cleveland Cavaliers,2014,24,2014-12-17,,Atlanta Hawks,
Cleveland Cavaliers,2014,25,2014-12-19,,Brooklyn Nets,
Cleveland Cavaliers,2014,26,2014-12-21,,Memphis Grizzlies,
Cleveland Cavaliers,2014,27,2014-12-23,,Minnesota Timberwolves,
Cleveland Cavaliers,2014,28,2014-12-25,@,Miami Heat,
Cleveland Cavaliers,2014,29,2014-12-26,@,Orlando Magic,
Cleveland Cavaliers,2014,30,2014-12-28,,Detroit Pistons,
Cleveland Cavaliers,2014,31,2014-12-30,@,Atlanta Hawks,
Cleveland Cavaliers,2014,32,2014-12-31,,Milwaukee Bucks,
Cleveland Cavaliers,2014,33,2015-01-02,@,Charlotte Hornets,
Cleveland Cavaliers,2014,34,2015-01-04,,Dallas Mavericks,
Cleveland Cavaliers,2014,35,2015-01-05,@,Philadelphia 76ers,
Cleveland Cavaliers,2014,36,2015-01-07,,Houston Rockets,
Cleveland Cavaliers,2014,37,2015-01-09,@,Golden State Warriors,
Cleveland Cavaliers,2014,38,2015-01-11,@,Sacramento Kings,
Cleveland Cavaliers,2014,39,2015-01-13,@,Phoenix Suns,
Cleveland Cavaliers,2014,40,2015-01-15,@,Los Angeles Lakers,
Cleveland Cavaliers,2014,41,2015-01-16,@,Los Angeles Clippers,
Cleveland Cavaliers,2014,42,2015-01-19,,Chicago Bulls,
Cleveland Cavaliers,2014,43,2015-01-21,,Utah Jazz,
Cleveland Cavaliers,2014,44,2015-01-23,,Charlotte Hornets,
Cleveland Cavaliers,2014,45,2015-01-25,,Oklahoma City Thunder,
Cleveland Cavaliers,2014,46,2015-01-27,@,Detroit Pistons,
Cleveland Cavaliers,2014,47,2015-01-28,,Portland Trail Blazers,
Cleveland Cavaliers,2014,48,2015-01-30,,Sacramento Kings,
Cleveland Cavaliers,2014,49,2015-01-31,@,Minnesota Timberwolves,
Cleveland Cavaliers,2014,50,2015-02-02,,Philadelphia 76ers,
Cleveland Cavaliers,2014,51,2015-02-05,,Los Angeles Clippers,
Cleveland Cavaliers,2014,52,2015-02-06,@,Indiana Pacers,
Cleveland Cavaliers,2014,53,2015-02-08,,Los Angeles Lakers,
Cleveland Cavaliers,2014,54,2015-02-11,,Miami Heat,
Cleveland Cavaliers,2014,55,2015-02-12,@,Chicago Bulls,
Cleveland Cavaliers,2014,56,2015-02-20,@,Washington Wizards,
Cleveland Cavaliers,2014,57,2015-02-22,@,New York Knicks,
Cleveland Cavaliers,2014,58,2015-02-24,@,Detroit Pistons,
Cleveland Cavaliers,2014,59,2015-02-26,,Golden State Warriors,
Cleveland Cavaliers,2014,60,2015-02-27,@,Indiana Pacers,
Cleveland Cavaliers,2014,61,2015-03-01,@,Houston Rockets,OT
Cleveland Cavaliers,2014,62,2015-03-03,,Boston Celtics,
Cleveland Cavaliers,2014,63,2015-03-04,@,Toronto Raptors,
Cleveland Cavaliers,2014,64,2015-03-06,@,Atlanta Hawks,
Cleveland Cavaliers,2014,65,2015-03-07,,Phoenix Suns,
Cleveland Cavaliers,2014,66,2015-03-10,@,Dallas Mavericks,
Cleveland Cavaliers,2014,67,2015-03-12,@,San Antonio Spurs,OT
Cleveland Cavaliers,2014,68,2015-03-15,@,Orlando Magic,
Cleveland Cavaliers,2014,69,2015-03-16,@,Miami Heat,
Cleveland Cavaliers,2014,70,2015-03-18,,Brooklyn Nets,
Cleveland Cavaliers,2014,71,2015-03-20,,Indiana Pacers,
Cleveland Cavaliers,2014,72,2015-03-22,@,Milwaukee Bucks,
Cleveland Cavaliers,2014,73,2015-03-25,@,Memphis Grizzlies,
Cleveland Cavaliers,2014,74,2015-03-27,@,Brooklyn Nets,
Cleveland Cavaliers,2014,75,2015-03-29,,Philadelphia 76ers,
Cleveland Cavaliers,2014,76,2015-04-02,,Miami Heat,
Cleveland Cavaliers,2014,77,2015-04-05,,Chicago Bulls,
Cleveland Cavaliers,2014,78,2015-04-08,@,Milwaukee Bucks,
Cleveland Cavaliers,2014,79,2015-04-10,,Boston Celtics,
Cleveland Cavaliers,2014,80,2015-04-12,@,Boston Celtics,
Cleveland Cavaliers,2014,81,2015-04-13,,Detroit Pistons,
Cleveland Cavaliers,2014,82,2015-04-15,,Washington Wizards,OT
Cleveland Cavaliers,2014,83,2015-04-19,,Boston Celtics,
Cleveland Cavaliers,2014,84,2015-04-21,,Boston Celtics,
Cleveland Cavaliers,2014,85,2015-04-23,@,Boston Celtics,
Cleveland Cavaliers,2014,86,2015-04-26,@,Boston Celtics,
Cleveland Cavaliers,2014,87,2015-05-04,,Chicago Bulls,
Cleveland Cavaliers,2014,88,2015-05-06,,Chicago Bulls,
Cleveland Cavaliers,2014,89,2015-05-08,@,Chicago Bulls,
Cleveland Cavaliers,2014,90,2015-05-10,@,Chicago Bulls,
Cleveland Cavaliers,2014,91,2015-05-12,,Chicago Bulls,
Cleveland Cavaliers,2014,92,2015-05-14,@,Chicago Bulls,
Cleveland Cavaliers,2014,93,2015-05-20,@,Atlanta Hawks,
Cleveland Cavaliers,2014,94,2015-05-22,@,Atlanta Hawks,
Cleveland Cavaliers,2014,95,2015-05-24,,Atlanta Hawks,OT
Cleveland Cavaliers,2014,96,2015-05-26,,Atlanta Hawks,
Cleveland Cavaliers,2014,97,2015-06-04,@,Golden State Warriors,OT
Cleveland Cavaliers,2014,98,2015-06-07,@,Golden State Warriors,OT
Cleveland Cavaliers,2014,99,2015-06-09,,Golden State Warriors,
Cleveland Cavaliers,2014,100,2015-06-11,,Golden State Warriors,
Cleveland Cavaliers,2014,101,2015-06-14,@,Golden State Warriors,
Cleveland Cavaliers,2014,102,2015-06-16,,Golden State Warriors,
Cleveland Cavaliers,2015,1,2015-10-27,@,Chicago Bulls,
Cleveland Cavaliers,2015,2,2015-10-28,@,Memphis Grizzlies,
Cleveland Cavaliers,2015,3,2015-10-30,,Miami Heat,
Cleveland Cavaliers,2015,4,2015-11-02,@,Philadelphia 76ers,
Cleveland Cavaliers,2015,5,2015-11-04,,New York Knicks,
Cleveland Cavaliers,2015,6,2015-11-06,,Philadelphia 76ers,
Cleveland Cavaliers,2015,7,2015-11-08,,Indiana Pacers,
Cleveland Cavaliers,2015,8,2015-11-10,,Utah Jazz,
Cleveland Cavaliers,2015,9,2015-11-13,@,New York Knicks,
Cleveland Cavaliers,2015,10,2015-11-14,@,Milwaukee Bucks,2OT
Cleveland Cavaliers,2015,11,2015-11-17,@,Detroit Pistons,
Cleveland Cavaliers,2015,12,2015-11-19,,Milwaukee Bucks,
Cleveland Cavaliers,2015,13,2015-11-21,,Atlanta Hawks,
Cleveland Cavaliers,2015,14,2015-11-23,,Orlando Magic,
Cleveland Cavaliers,2015,15,2015-11-25,@,Toronto Raptors,
Cleveland Cavaliers,2015,16,2015-11-27,@,Charlotte Hornets,
Cleveland Cavaliers,2015,17,2015-11-28,,Brooklyn Nets,
Cleveland Cavaliers,2015,18,2015-12-01,,Washington Wizards,
Cleveland Cavaliers,2015,19,2015-12-04,@,New Orleans Pelicans,OT
Cleveland Cavaliers,2015,20,2015-12-05,@,Miami Heat,
Cleveland Cavaliers,2015,21,2015-12-08,,Portland Trail Blazers,
Cleveland Cavaliers,2015,22,2015-12-11,@,Orlando Magic,
Cleveland Cavaliers,2015,23,2015-12-15,@,Boston Celtics,
Cleveland Cavaliers,2015,24,2015-12-17,,Oklahoma City Thunder,
Cleveland Cavaliers,2015,25,2015-12-20,,Philadelphia 76ers,
Cleveland Cavaliers,2015,26,2015-12-23,,New York Knicks,
Cleveland Cavaliers,2015,27,2015-12-25,@,Golden State Warriors,
Cleveland Cavaliers,2015,28,2015-12-26,@,Portland Trail Blazers,
Cleveland Cavaliers,2015,29,2015-12-28,@,Phoenix Suns,
Cleveland Cavaliers,2015,30,2015-12-29,@,Denver Nuggets,
Cleveland Cavaliers,2015,31,2016-01-02,,Orlando Magic,
Cleveland Cavaliers,2015,32,2016-01-04,,Toronto Raptors,
Cleveland Cavaliers,2015,33,2016-01-06,@,Washington Wizards,
Cleveland Cavaliers,2015,34,2016-01-08,@,Minnesota Timberwolves,
Cleveland Cavaliers,2015,35,2016-01-10,@,Philadelphia 76ers,
Cleveland Cavaliers,2015,36,2016-01-12,@,Dallas Mavericks,OT
Cleveland Cavaliers,2015,37,2016-01-14,@,San Antonio Spurs,
Cleveland Cavaliers,2015,38,2016-01-15,@,Houston Rockets,
Cleveland Cavaliers,2015,39,2016-01-18,,Golden State Warriors,
Cleveland Cavaliers,2015,40,2016-01-20,@,Brooklyn Nets,
Cleveland Cavaliers,2015,41,2016-01-21,,Los Angeles Clippers,
Cleveland Cavaliers,2015,42,2016-01-23,,Chicago Bulls,
Cleveland Cavaliers,2015,43,2016-01-25,,Minnesota Timberwolves,
Cleveland Cavaliers,2015,44,2016-01-27,,Phoenix Suns,
Cleveland Cavaliers,2015,45,2016-01-29,@,Detroit Pistons,
Cleveland Cavaliers,2015,46,2016-01-30,,San Antonio Spurs,
Cleveland Cavaliers,2015,47,2016-02-01,@,Indiana Pacers,OT
Cleveland Cavaliers,2015,48,2016-02-03,@,Charlotte Hornets,
Cleveland Cavaliers,2015,49,2016-02-05,,Boston Celtics,
Cleveland Cavaliers,2015,50,2016-02-06,,New Orleans Pelicans,
Cleveland Cavaliers,2015,51,2016-02-08,,Sacramento Kings,
Cleveland Cavaliers,2015,52,2016-02-10,,Los Angeles Lakers,
Cleveland Cavaliers,2015,53,2016-02-18,,Chicago Bulls,
Cleveland Cavaliers,2015,54,2016-02-21,@,Oklahoma City Thunder,
Cleveland Cavaliers,2015,55,2016-02-22,,Detroit Pistons,
Cleveland Cavaliers,2015,56,2016-02-24,,Charlotte Hornets,
Cleveland Cavaliers,2015,57,2016-02-26,@,Toronto Raptors,
Cleveland Cavaliers,2015,58,2016-02-28,@,Washington Wizards,
Cleveland Cavaliers,2015,59,2016-02-29,,Indiana Pacers,
Cleveland Cavaliers,2015,60,2016-03-04,,Washington Wizards,
Cleveland Cavaliers,2015,61,2016-03-05,,Boston Celtics,
Cleveland Cavaliers,2015,62,2016-03-07,,Memphis Grizzlies,
Cleveland Cavaliers,2015,63,2016-03-09,@,Sacramento Kings,
Cleveland Cavaliers,2015,64,2016-03-10,@,Los Angeles Lakers,
Cleveland Cavaliers,2015,65,2016-03-13,@,Los Angeles Clippers,
Cleveland Cavaliers,2015,66,2016-03-14,@,Utah Jazz,
Cleveland Cavaliers,2015,67,2016-03-16,,Dallas Mavericks,
Cleveland Cavaliers,2015,68,2016-03-18,@,Orlando Magic,
Cleveland Cavaliers,2015,69,2016-03-19,@,Miami Heat,
Cleveland Cavaliers,2015,70,2016-03-21,,Denver Nuggets,
Cleveland Cavaliers,2015,71,2016-03-23,,Milwaukee Bucks,
Cleveland Cavaliers,2015,72,2016-03-24,@,Brooklyn Nets,
Cleveland Cavaliers,2015,73,2016-03-26,@,New York Knicks,
Cleveland Cavaliers,2015,74,2016-03-29,,Houston Rockets,
Cleveland Cavaliers,2015,75,2016-03-31,,Brooklyn Nets,
Cleveland Cavaliers,2015,76,2016-04-01,@,Atlanta Hawks,OT
Cleveland Cavaliers,2015,77,2016-04-03,,Charlotte Hornets,
Cleveland Cavaliers,2015,78,2016-04-05,@,Milwaukee Bucks,
Cleveland Cavaliers,2015,79,2016-04-06,@,Indiana Pacers,
Cleveland Cavaliers,2015,80,2016-04-09,@,Chicago Bulls,
Cleveland Cavaliers,2015,81,2016-04-11,,Atlanta Hawks,
Cleveland Cavaliers,2015,82,2016-04-13,,Detroit Pistons,OT
Cleveland Cavaliers,2015,83,2016-04-17,,Detroit Pistons,
Cleveland Cavaliers,2015,84,2016-04-20,,Detroit Pistons,
Cleveland Cavaliers,2015,85,2016-04-22,@,Detroit Pistons,
Cleveland Cavaliers,2015,86,2016-04-24,@,Detroit Pistons,
Cleveland Cavaliers,2015,87,2016-05-02,,Atlanta Hawks,
Cleveland Cavaliers,2015,88,2016-05-04,,Atlanta Hawks,
Cleveland Cavaliers,2015,89,2016-05-06,@,Atlanta Hawks,
Cleveland Cavaliers,2015,90,2016-05-08,@,Atlanta Hawks,
Cleveland Cavaliers,2015,91,2016-05-17,,Toronto Raptors,
Cleveland Cavaliers,2015,92,2016-05-19,,Toronto Raptors,
Cleveland Cavaliers,2015,93,2016-05-21,@,Toronto Raptors,
Cleveland Cavaliers,2015,94,2016-05-23,@,Toronto Raptors,
Cleveland Cavaliers,2015,95,2016-05-25,,Toronto Raptors,
Cleveland Cavaliers,2015,96,2016-05-27,@,Toronto Raptors,
Cleveland Cavaliers,2015,97,2016-06-02,@,Golden State Warriors,
Cleveland Cavaliers,2015,98,2016-06-05,@,Golden State Warriors,
Cleveland Cavaliers,2015,99,2016-06-08,,Golden State Warriors,
Cleveland Cavaliers,2015,100,2016-06-10,,Golden State Warriors,
Cleveland Cavaliers,2015,101,2016-06-13,@,Golden State Warriors,
Cleveland Cavaliers,2015,102,2016-06-16,,Golden State Warriors,
Cleveland Cavaliers,2015,103,2016-06-19,@,Golden State Warriors,
Cleveland Cavaliers,2016,1,2016-10-25,,New York Knicks,
Cleveland Cavaliers,2016,2,2016-10-28,@,Toronto Raptors,
Cleveland Cavaliers,2016,3,2016-10-29,,Orlando Magic,
Cleveland Cavaliers,2016,4,2016-11-01,,Houston Rockets,
Cleveland Cavaliers,2016,5,2016-11-03,,Boston Celtics,
Cleveland Cavaliers,2016,6,2016-11-05,@,Philadelphia 76ers,
Cleveland Cavaliers,2016,7,2016-11-08,,Atlanta Hawks,
Cleveland Cavaliers,2016,8,2016-11-11,@,Washington Wizards,
Cleveland Cavaliers,2016,9,2016-11-13,,Charlotte Hornets,
Cleveland Cavaliers,2016,10,2016-11-15,,Toronto Raptors,
Cleveland Cavaliers,2016,11,2016-11-16,@,Indiana Pacers,
Cleveland Cavaliers,2016,12,2016-11-18,,Detroit Pistons,
Cleveland Cavaliers,2016,13,2016-11-23,,Portland Trail Blazers,
Cleveland Cavaliers,2016,14,2016-11-25,,Dallas Mavericks,
Cleveland Cavaliers,2016,15,2016-11-27,@,Philadelphia 76ers,
Cleveland Cavaliers,2016,16,2016-11-29,@,Milwaukee Bucks,
Cleveland Cavaliers,2016,17,2016-12-01,,Los Angeles Clippers,
Cleveland Cavaliers,2016,18,2016-12-02,@,Chicago Bulls,
Cleveland Cavaliers,2016,19,2016-12-05,@,Toronto Raptors,
Cleveland Cavaliers,2016,20,2016-12-07,@,New York Knicks,
Cleveland Cavaliers,2016,21,2016-12-09,,Miami Heat,
Cleveland Cavaliers,2016,22,2016-12-10,,Charlotte Hornets,
Cleveland Cavaliers,2016,23,2016-12-13,,Memphis Grizzlies,
Cleveland Cavaliers,2016,24,2016-12-14,@,Memphis Grizzlies,
Cleveland Cavaliers,2016,25,2016-12-17,,Los Angeles Lakers,
Cleveland Cavaliers,2016,26,2016-12-20,@,Milwaukee Bucks,OT
Cleveland Cavaliers,2016,27,2016-12-21,,Milwaukee Bucks,
Cleveland Cavaliers,2016,28,2016-12-23,,Brooklyn Nets,
Cleveland Cavaliers,2016,29,2016-12-25,,Golden State Warriors,
Cleveland Cavaliers,2016,30,2016-12-26,@,Detroit Pistons,
Cleveland Cavaliers,2016,31,2016-12-29,,Boston Celtics,
Cleveland Cavaliers,2016,32,2016-12-31,@,Charlotte Hornets,
Cleveland Cavaliers,2016,33,2017-01-02,,New Orleans Pelicans,
Cleveland Cavaliers,2016,34,2017-01-04,,Chicago Bulls,
Cleveland Cavaliers,2016,35,2017-01-06,@,Brooklyn Nets,
Cleveland Cavaliers,2016,36,2017-01-08,@,Phoenix Suns,
Cleveland Cavaliers,2016,37,2017-01-10,@,Utah Jazz,
Cleveland Cavaliers,2016,38,2017-01-11,@,Portland Trail Blazers,
Cleveland Cavaliers,2016,39,2017-01-13,@,Sacramento Kings,
Cleveland Cavaliers,2016,40,2017-01-16,@,Golden State Warriors,
Cleveland Cavaliers,2016,41,2017-01-19,,Phoenix Suns,
Cleveland Cavaliers,2016,42,2017-01-21,,San Antonio Spurs,OT
Cleveland Cavaliers,2016,43,2017-01-23,@,New Orleans Pelicans,
Cleveland Cavaliers,2016,44,2017-01-25,,Sacramento Kings,OT
Cleveland Cavaliers,2016,45,2017-01-27,,Brooklyn Nets,
Cleveland Cavaliers,2016,46,2017-01-29,,Oklahoma City Thunder,
Cleveland Cavaliers,2016,47,2017-01-30,@,Dallas Mavericks,
Cleveland Cavaliers,2016,48,2017-02-01,,Minnesota Timberwolves,
Cleveland Cavaliers,2016,49,2017-02-04,@,New York Knicks,
Cleveland Cavaliers,2016,50,2017-02-06,@,Washington Wizards,OT
Cleveland Cavaliers,2016,51,2017-02-08,@,Indiana Pacers,
Cleveland Cavaliers,2016,52,2017-02-09,@,Oklahoma City Thunder,
Cleveland Cavaliers,2016,53,2017-02-11,,Denver Nuggets,
Cleveland Cavaliers,2016,54,2017-02-14,@,Minnesota Timberwolves,
Cleveland Cavaliers,2016,55,2017-02-15,,Indiana Pacers,
Cleveland Cavaliers,2016,56,2017-02-23,,New York Knicks,
Cleveland Cavaliers,2016,57,2017-02-25,,Chicago Bulls,
Cleveland Cavaliers,2016,58,2017-02-27,,Milwaukee Bucks,
Cleveland Cavaliers,2016,59,2017-03-01,@,Boston Celtics,
Cleveland Cavaliers,2016,60,2017-03-03,@,Atlanta Hawks,
Cleveland Cavaliers,2016,61,2017-03-04,@,Miami Heat,
Cleveland Cavaliers,2016,62,2017-03-06,,Miami Heat,
Cleveland Cavaliers,2016,63,2017-03-09,@,Detroit Pistons,
Cleveland Cavaliers,2016,64,2017-03-11,@,Orlando Magic,
Cleveland Cavaliers,2016,65,2017-03-12,@,Houston Rockets,
Cleveland Cavaliers,2016,66,2017-03-14,,Detroit Pistons,
Cleveland Cavaliers,2016,67,2017-03-16,,Utah Jazz,
Cleveland Cavaliers,2016,68,2017-03-18,@,Los Angeles Clippers,
Cleveland Cavaliers,2016,69,2017-03-19,@,Los Angeles Lakers,
Cleveland Cavaliers,2016,70,2017-03-22,@,Denver Nuggets,
Cleveland Cavaliers,2016,71,2017-03-24,@,Charlotte Hornets,
Cleveland Cavaliers,2016,72,2017-03-25,,Washington Wizards,
Cleveland Cavaliers,2016,73,2017-03-27,@,San Antonio Spurs,
Cleveland Cavaliers,2016,74,2017-03-30,@,Chicago Bulls,
Cleveland Cavaliers,2016,75,2017-03-31,,Philadelphia 76ers,
Cleveland Cavaliers,2016,76,2017-04-02,,Indiana Pacers,2OT
Cleveland Cavaliers,2016,77,2017-04-04,,Orlando Magic,
Cleveland Cavaliers,2016,78,2017-04-05,@,Boston Celtics,
Cleveland Cavaliers,2016,79,2017-04-07,,Atlanta Hawks,
Cleveland Cavaliers,2016,80,2017-04-09,@,Atlanta Hawks,OT
Cleveland Cavaliers,2016,81,2017-04-10,@,Miami Heat,OT
Cleveland Cavaliers,2016,82,2017-04-12,,Toronto Raptors,
Cleveland Cavaliers,2016,83,2017-04-15,,Indiana Pacers,
Cleveland Cavaliers,2016,84,2017-04-17,,Indiana Pacers,
Cleveland Cavaliers,2016,85,2017-04-20,@,Indiana Pacers,
Cleveland Cavaliers,2016,86,2017-04-23,@,Indiana Pacers,
Cleveland Cavaliers,2016,87,2017-05-01,,Toronto Raptors,
Cleveland Cavaliers,2016,88,2017-05-03,,Toronto Raptors,
Cleveland Cavaliers,2016,89,2017-05-05,@,Toronto Raptors,
Cleveland Cavaliers,2016,90,2017-05-07,@,Toronto Raptors,
Cleveland Cavaliers,2016,91,2017-05-17,@,Boston Celtics,
Cleveland Cavaliers,2016,92,2017-05-19,@,Boston Celtics,
Cleveland Cavaliers,2016,93,2017-05-21,,Boston Celtics,
Cleveland Cavaliers,2016,94,2017-05-23,,Boston Celtics,
Cleveland Cavaliers,2016,95,2017-05-25,@,Boston Celtics,
Cleveland Cavaliers,2016,96,2017-06-01,@,Golden State Warriors,
Cleveland Cavaliers,2016,97,2017-06-04,@,Golden State Warriors,
Cleveland Cavaliers,2016,98,2017-06-07,,Golden State Warriors,
Cleveland Cavaliers,2016,99,2017-06-09,,Golden State Warriors,
Cleveland Cavaliers,2016,100,2017-06-12,@,Golden State Warriors,
Cleveland Cavaliers,2017,1,2017-10-17,,Boston Celtics,
Cleveland Cavaliers,2017,2,2017-10-20,@,Milwaukee Bucks,
Cleveland Cavaliers,2017,3,2017-10-21,,Orlando Magic,
Cleveland Cavaliers,2017,4,2017-10-24,,Chicago Bulls,
Cleveland Cavaliers,2017,5,2017-10-25,@,Brooklyn Nets,
Cleveland Cavaliers,2017,6,2017-10-28,@,New Orleans Pelicans,
Cleveland Cavaliers,2017,7,2017-10-29,,New York Knicks,
Cleveland Cavaliers,2017,8,2017-11-01,,Indiana Pacers,
Cleveland Cavaliers,2017,9,2017-11-03,@,Washington Wizards,
Cleveland Cavaliers,2017,10,2017-11-05,,Atlanta Hawks,
Cleveland Cavaliers,2017,11,2017-11-07,,Milwaukee Bucks,
Cleveland Cavaliers,2017,12,2017-11-09,@,Houston Rockets,
Cleveland Cavaliers,2017,13,2017-11-11,@,Dallas Mavericks,
Cleveland Cavaliers,2017,14,2017-11-13,@,New York Knicks,
Cleveland Cavaliers,2017,15,2017-11-15,@,Charlotte Hornets,
Cleveland Cavaliers,2017,16,2017-11-17,,Los Angeles Clippers,OT
Cleveland Cavaliers,2017,17,2017-11-20,@,Detroit Pistons,
Cleveland Cavaliers,2017,18,2017-11-22,,Brooklyn Nets,
Cleveland Cavaliers,2017,19,2017-11-24,,Charlotte Hornets,
Cleveland Cavaliers,2017,20,2017-11-27,@,Philadelphia 76ers,
Cleveland Cavaliers,2017,21,2017-11-28,,Miami Heat,
Cleveland Cavaliers,2017,22,2017-11-30,@,Atlanta Hawks,
Cleveland Cavaliers,2017,23,2017-12-02,,Memphis Grizzlies,
Cleveland Cavaliers,2017,24,2017-12-04,@,Chicago Bulls,
Cleveland Cavaliers,2017,25,2017-12-06,,Sacramento Kings,
Cleveland Cavaliers,2017,26,2017-12-08,@,Indiana Pacers,
Cleveland Cavaliers,2017,27,2017-12-09,,Philadelphia 76ers,
Cleveland Cavaliers,2017,28,2017-12-12,,Atlanta Hawks,
Cleveland Cavaliers,2017,29,2017-12-14,,Los Angeles Lakers,
Cleveland Cavaliers,2017,30,2017-12-16,,Utah Jazz,
Cleveland Cavaliers,2017,31,2017-12-17,@,Washington Wizards,
Cleveland Cavaliers,2017,32,2017-12-19,@,Milwaukee Bucks,
Cleveland Cavaliers,2017,33,2017-12-21,,Chicago Bulls,
Cleveland Cavaliers,2017,34,2017-12-25,@,Golden State Warriors,
Cleveland Cavaliers,2017,35,2017-12-27,@,Sacramento Kings,
Cleveland Cavaliers,2017,36,2017-12-30,@,Utah Jazz,
Cleveland Cavaliers,2017,37,2018-01-02,,Portland Trail Blazers,
Cleveland Cavaliers,2017,38,2018-01-03,@,Boston Celtics,
Cleveland Cavaliers,2017,39,2018-01-06,@,Orlando Magic,
Cleveland Cavaliers,2017,40,2018-01-08,@,Minnesota Timberwolves,
Cleveland Cavaliers,2017,41,2018-01-11,@,Toronto Raptors,
Cleveland Cavaliers,2017,42,2018-01-12,@,Indiana Pacers,
Cleveland Cavaliers,2017,43,2018-01-15,,Golden State Warriors,
Cleveland Cavaliers,2017,44,2018-01-18,,Orlando Magic,
Cleveland Cavaliers,2017,45,2018-01-20,,Oklahoma City Thunder,
Cleveland Cavaliers,2017,46,2018-01-23,@,San Antonio Spurs,
Cleveland Cavaliers,2017,47,2018-01-26,,Indiana Pacers,
Cleveland Cavaliers,2017,48,2018-01-28,,Detroit Pistons,
Cleveland Cavaliers,2017,49,2018-01-30,@,Detroit Pistons,
Cleveland Cavaliers,2017,50,2018-01-31,,Miami Heat,
Cleveland Cavaliers,2017,51,2018-02-03,,Houston Rockets,
Cleveland Cavaliers,2017,52,2018-02-06,@,Orlando Magic,
Cleveland Cavaliers,2017,53,2018-02-07,,Minnesota Timberwolves,OT
Cleveland Cavaliers,2017,54,2018-02-09,@,Atlanta Hawks,
Cleveland Cavaliers,2017,55,2018-02-11,@,Boston Celtics,
Cleveland Cavaliers,2017,56,2018-02-13,@,Oklahoma City Thunder,
Cleveland Cavaliers,2017,57,2018-02-22,,Washington Wizards,
Cleveland Cavaliers,2017,58,2018-02-23,@,Memphis Grizzlies,
Cleveland Cavaliers,2017,59,2018-02-25,,San Antonio Spurs,
Cleveland Cavaliers,2017,60,2018-02-27,,Brooklyn Nets,
Cleveland Cavaliers,2017,61,2018-03-01,,Philadelphia 76ers,
Cleveland Cavaliers,2017,62,2018-03-03,,Denver Nuggets,
Cleveland Cavaliers,2017,63,2018-03-05,,Detroit Pistons,
Cleveland Cavaliers,2017,64,2018-03-07,@,Denver Nuggets,
Cleveland Cavaliers,2017,65,2018-03-09,@,Los Angeles Clippers,
Cleveland Cavaliers,2017,66,2018-03-11,@,Los Angeles Lakers,
Cleveland Cavaliers,2017,67,2018-03-13,@,Phoenix Suns,
Cleveland Cavaliers,2017,68,2018-03-15,@,Portland Trail Blazers,
Cleveland Cavaliers,2017,69,2018-03-17,@,Chicago Bulls,
Cleveland Cavaliers,2017,70,2018-03-19,,Milwaukee Bucks,
Cleveland Cavaliers,2017,71,2018-03-21,,Toronto Raptors,
Cleveland Cavaliers,2017,72,2018-03-23,,Phoenix Suns,
Cleveland Cavaliers,2017,73,2018-03-25,@,Brooklyn Nets,
Cleveland Cavaliers,2017,74,2018-03-27,@,Miami Heat,
Cleveland Cavaliers,2017,75,2018-03-28,@,Charlotte Hornets,
Cleveland Cavaliers,2017,76,2018-03-30,,New Orleans Pelicans,
Cleveland Cavaliers,2017,77,2018-04-01,,Dallas Mavericks,
Cleveland Cavaliers,2017,78,2018-04-03,,Toronto Raptors,
