Year,Season,Player,Pos,Age,Team,G,GS,MPPG
2014,regular,David Stockton,PG,23,Sacramento Kings,3,0,11.0
2014,regular,Jarnell Stokes,PF,21,Memphis Grizzlies,19,2,6.6
2014,regular,Amar'e Stoudemire,PF,32,TOT,59,15,21.1
2014,regular,Amar'e Stoudemire,PF,32,New York Knicks,36,14,24.0
2014,regular,Amar'e Stoudemire,PF,32,Dallas Mavericks,23,1,16.5
2014,regular,Rodney Stuckey,PG,28,Indiana Pacers,71,36,26.4
2014,regular,Jared Sullinger,PF,22,Boston Celtics,58,49,27.0
2014,regular,Jeff Taylor,SF,25,Charlotte Hornets,29,13,14.8
2014,regular,Jeff Teague,PG,26,Atlanta Hawks,73,72,30.5
2014,regular,Mirza Teletovic,PF,29,Brooklyn Nets,40,4,22.3
2014,regular,Sebastian Telfair,PG,29,Oklahoma City Thunder,16,1,20.4
2014,regular,Garrett Temple,SG,28,Washington Wizards,52,18,14.1
2014,regular,Jason Terry,SG,37,Houston Rockets,77,18,21.3
2014,regular,Isaiah Thomas,PG,25,TOT,67,1,25.8
2014,regular,Isaiah Thomas,PG,25,Phoenix Suns,46,1,25.7
2014,regular,Isaiah Thomas,PG,25,Boston Celtics,21,0,26.0
2014,regular,Lance Thomas,PF-SF,26,TOT,62,37,24.0
2014,regular,Lance Thomas,SF,26,Oklahoma City Thunder,22,13,20.5
2014,regular,Lance Thomas,PF,26,New York Knicks,40,24,26.0
2014,regular,Malcolm Thomas,PF,26,Philadelphia 76ers,17,0,11.4
2014,regular,Tyrus Thomas,PF,28,Memphis Grizzlies,2,0,3.5
2014,regular,Hollis Thompson,SG,23,Philadelphia 76ers,71,23,25.0
2014,regular,Jason Thompson,PF,28,Sacramento Kings,81,63,24.6
2014,regular,Klay Thompson,SG,24,Golden State Warriors,77,77,31.9
2014,regular,Tristan Thompson,PF,23,Cleveland Cavaliers,82,15,26.8
2014,regular,Marcus Thornton,SG,27,TOT,48,0,15.0
2014,regular,Marcus Thornton,SG,27,Boston Celtics,39,0,16.4
2014,regular,Marcus Thornton,SG,27,Phoenix Suns,9,0,9.0
2014,regular,Anthony Tolliver,PF,29,TOT,76,11,18.8
2014,regular,Anthony Tolliver,PF,29,Phoenix Suns,24,0,11.3
2014,regular,Anthony Tolliver,PF,29,Detroit Pistons,52,11,22.3
2014,regular,P.J. Tucker,SF,29,Phoenix Suns,78,63,30.6
2014,regular,Ronny Turiaf,C,32,Minnesota Timberwolves,2,0,9.5
2014,regular,Hedo Turkoglu,SF,35,Los Angeles Clippers,62,2,11.4
2014,regular,Evan Turner,SG,26,Boston Celtics,82,57,27.6
2014,regular,Ekpe Udoh,PF,27,Los Angeles Clippers,33,0,3.9
2014,regular,Beno Udrih,PG,32,Memphis Grizzlies,79,12,18.9
2014,regular,Jonas Valanciunas,C,22,Toronto Raptors,80,80,26.2
2014,regular,Anderson Varejao,C,32,Cleveland Cavaliers,26,26,24.5
2014,regular,Greivis Vasquez,PG,28,Toronto Raptors,82,29,24.3
2014,regular,Charlie Villanueva,PF,30,Dallas Mavericks,64,1,10.6
2014,regular,Noah Vonleh,PF,19,Charlotte Hornets,25,0,10.4
2014,regular,Nikola Vucevic,C,24,Orlando Magic,74,74,34.2
2014,regular,Dwyane Wade,SG,33,Miami Heat,62,62,31.8
2014,regular,Dion Waiters,SG,23,TOT,80,23,27.6
2014,regular,Dion Waiters,SG,23,Cleveland Cavaliers,33,3,23.8
2014,regular,Dion Waiters,SG,23,Oklahoma City Thunder,47,20,30.3
2014,regular,Henry Walker,SF,27,Miami Heat,24,13,26.2
2014,regular,Kemba Walker,PG,24,Charlotte Hornets,62,58,34.2
2014,regular,John Wall,PG,24,Washington Wizards,79,79,35.9
2014,regular,Gerald Wallace,SF,32,Boston Celtics,32,0,8.9
2014,regular,T.J. Warren,SF,21,Phoenix Suns,40,1,15.4
2014,regular,C.J. Watson,PG,30,Indiana Pacers,57,21,24.9
2014,regular,David Wear,PF,24,Sacramento Kings,2,0,3.5
2014,regular,Travis Wear,SF,24,New York Knicks,51,1,13.2
2014,regular,Martell Webster,SF,28,Washington Wizards,32,0,11.0
2014,regular,David West,PF,34,Indiana Pacers,66,66,28.7
2014,regular,Russell Westbrook,PG,26,Oklahoma City Thunder,67,67,34.4
2014,regular,Hassan Whiteside,C,25,Miami Heat,48,32,23.8
2014,regular,Shayne Whittington,PF,23,Indiana Pacers,20,0,5.4
2014,regular,Andrew Wiggins,SF,19,Minnesota Timberwolves,82,82,36.2
2014,regular,C.J. Wilcox,SG,24,Los Angeles Clippers,21,0,4.8
2014,regular,Deron Williams,PG,30,Brooklyn Nets,68,55,31.1
2014,regular,Derrick Williams,PF,23,Sacramento Kings,74,6,19.8
2014,regular,Elliot Williams,SG,25,TOT,13,0,9.2
2014,regular,Elliot Williams,SG,25,Utah Jazz,5,0,8.4
2014,regular,Elliot Williams,SG,25,New Orleans Pelicans,8,0,9.6
2014,regular,Lou Williams,SG,28,Toronto Raptors,80,0,25.2
2014,regular,Marvin Williams,PF,28,Charlotte Hornets,78,37,26.1
2014,regular,Mo Williams,PG,32,TOT,68,33,29.1
2014,regular,Mo Williams,PG,32,Minnesota Timberwolves,41,19,28.0
2014,regular,Mo Williams,PG,32,Charlotte Hornets,27,14,30.8
2014,regular,Reggie Williams,SF,28,San Antonio Spurs,20,0,5.3
2014,regular,Shawne Williams,SF,28,TOT,63,22,17.3
2014,regular,Shawne Williams,SF,28,Miami Heat,44,22,21.0
2014,regular,Shawne Williams,SF,28,Detroit Pistons,19,0,8.6
2014,regular,Jeff Withey,C,24,New Orleans Pelicans,37,0,7.0
2014,regular,Nate Wolters,PG,23,TOT,21,0,11.8
2014,regular,Nate Wolters,PG,23,Milwaukee Bucks,11,0,12.9
2014,regular,Nate Wolters,PG,23,New Orleans Pelicans,10,0,10.5
2014,regular,Brandan Wright,PF,27,TOT,75,7,19.3
2014,regular,Brandan Wright,PF,27,Dallas Mavericks,27,0,18.7
2014,regular,Brandan Wright,PF,27,Boston Celtics,8,0,10.8
2014,regular,Brandan Wright,PF,27,Phoenix Suns,40,7,21.5
2014,regular,Dorell Wright,SF,29,Portland Trailblazers,48,2,12.3
2014,regular,Tony Wroten,PG,21,Philadelphia 76ers,30,15,29.8
2014,regular,James Young,SG,19,Boston Celtics,31,0,10.7
2014,regular,Nick Young,SG,29,Los Angeles Lakers,42,0,23.8
2014,regular,Thaddeus Young,PF,26,TOT,76,68,32.0
2014,regular,Thaddeus Young,PF,26,Minnesota Timberwolves,48,48,33.4
2014,regular,Thaddeus Young,PF,26,Brooklyn Nets,28,20,29.6
2014,regular,Cody Zeller,C,22,Charlotte Hornets,62,45,24.0
2014,regular,Tyler Zeller,C,25,Boston Celtics,82,59,21.1
2014,post,Jordan Adams,SG,20,Memphis Grizzlies,4,0,2.5
2014,post,Arron Afflalo,SG,29,Portland Trailblazers,3,3,20.0
2014,post,Alexis Ajinca,C,26,New Orleans Pelicans,3,0,3.3
2014,post,LaMarcus Aldridge,PF,29,Portland Trailblazers,5,5,41.6
2014,post,Tony Allen,SG,33,Memphis Grizzlies,10,9,27.9
2014,post,Al-Farouq Aminu,SF,24,Dallas Mavericks,5,2,30.0
2014,post,Alan Anderson,SG,32,Brooklyn Nets,6,0,23.7
2014,post,Ryan Anderson,PF,26,New Orleans Pelicans,4,0,23.8
2014,post,Giannis Antetokounmpo,SG,20,Milwaukee Bucks,6,6,33.5
2014,post,Pero Antic,C,32,Atlanta Hawks,15,1,13.3
2014,post,Trevor Ariza,SF,29,Houston Rockets,17,17,38.5
2014,post,Omer Asık,C,28,New Orleans Pelicans,4,4,19.8
2014,post,Jeff Ayres,PF,27,San Antonio Spurs,3,0,4.0
2014,post,Leandro Barbosa,SG,32,Golden State Warriors,21,0,10.9
2014,post,J.J. Barea,PG,30,Dallas Mavericks,5,2,30.8
2014,post,Harrison Barnes,SF,22,Golden State Warriors,21,21,32.4
2014,post,Matt Barnes,SF,34,Los Angeles Clippers,14,14,29.2
2014,post,Brandon Bass,PF,29,Boston Celtics,4,4,21.5
2014,post,Nicolas Batum,SF,26,Portland Trailblazers,5,5,41.8
2014,post,Jerryd Bayless,PG,26,Milwaukee Bucks,6,0,20.0
2014,post,Aron Baynes,C,28,San Antonio Spurs,4,0,10.0
2014,post,Kent Bazemore,SG,25,Atlanta Hawks,16,2,18.9
2014,post,Bradley Beal,SG,21,Washington Wizards,10,10,41.8
2014,post,Marco Belinelli,SG,28,San Antonio Spurs,7,0,16.6
2014,post,Steve Blake,PG,34,Portland Trailblazers,5,0,8.6
2014,post,Bojan Bogdanovic,SF,25,Brooklyn Nets,6,5,34.3
2014,post,Andrew Bogut,C,30,Golden State Warriors,19,18,23.2
2014,post,Matt Bonner,PF,34,San Antonio Spurs,7,0,5.1
2014,post,Avery Bradley,SG,24,Boston Celtics,4,4,33.3
2014,post,Elton Brand,C,35,Atlanta Hawks,3,0,1.3
2014,post,Corey Brewer,SF,28,Houston Rockets,17,0,25.2
2014,post,Aaron Brooks,PG,30,Chicago Bulls,12,0,11.0
2014,post,Markel Brown,SG,23,Brooklyn Nets,2,1,5.0
2014,post,Jimmy Butler,SG,25,Chicago Bulls,12,12,42.2
2014,post,Rasual Butler,SF,35,Washington Wizards,2,0,3.5
2014,post,Will Bynum,SG,32,Washington Wizards,3,0,10.3
2014,post,Nick Calathes,SG,25,Memphis Grizzlies,9,3,14.0
2014,post,Clint Capela,C,20,Houston Rockets,17,0,7.5
2014,post,DeMarre Carroll,SF,28,Atlanta Hawks,16,16,34.9
2014,post,Vince Carter,SG,38,Memphis Grizzlies,11,0,17.8
2014,post,Michael Carter-Williams,PG,23,Milwaukee Bucks,6,6,31.8
2014,post,Tyson Chandler,C,32,Dallas Mavericks,5,5,32.0
2014,post,Earl Clark,PF,27,Brooklyn Nets,2,0,6.5
2014,post,Norris Cole,PG,26,New Orleans Pelicans,4,0,26.5
2014,post,Mike Conley,PG,27,Memphis Grizzlies,8,8,30.4
2014,post,Allen Crabbe,SG,22,Portland Trailblazers,2,1,19.5
2014,post,Jamal Crawford,SG,34,Los Angeles Clippers,14,0,27.1
2014,post,Jae Crowder,SF,24,Boston Celtics,4,1,25.0
2014,post,Dante Cunningham,PF,27,New Orleans Pelicans,4,0,18.8
2014,post,Stephen Curry,PG,26,Golden State Warriors,21,21,39.3
2014,post,Gigi Datome,SF,27,Boston Celtics,3,0,4.7
2014,post,Anthony Davis,PF,21,New Orleans Pelicans,4,4,43.0
2014,post,Glen Davis,PF,29,Los Angeles Clippers,14,0,10.3
2014,post,Matthew Dellavedova,SG,24,Cleveland Cavaliers,20,7,24.9
2014,post,DeMar DeRozan,SG,25,Toronto Raptors,4,4,39.8
2014,post,Boris Diaw,PF,32,San Antonio Spurs,7,0,28.3
2014,post,Joey Dorsey,PF,31,Houston Rockets,6,0,2.2
2014,post,Jared Dudley,SG,29,Milwaukee Bucks,6,0,18.3
2014,post,Tim Duncan,C,38,San Antonio Spurs,7,7,35.7
2014,post,Mike Dunleavy,SF,34,Chicago Bulls,12,12,32.4
2014,post,Monta Ellis,SG,29,Dallas Mavericks,5,5,39.4
2014,post,Tyler Ennis,PG,20,Milwaukee Bucks,1,0,16.0
2014,post,Tyreke Evans,SG,25,New Orleans Pelicans,4,4,31.3
2014,post,Festus Ezeli,C,25,Golden State Warriors,20,0,9.2
2014,post,Raymond Felton,PG,30,Dallas Mavericks,3,1,12.0
2014,post,Tim Frazier,PG,24,Portland Trailblazers,2,0,1.5
2014,post,Joel Freeland,C,27,Portland Trailblazers,2,0,3.5
2014,post,Marc Gasol,C,30,Memphis Grizzlies,11,11,37.8
2014,post,Pau Gasol,PF,34,Chicago Bulls,10,10,31.7
2014,post,Alonzo Gee,SF,27,Portland Trailblazers,1,0,3.0
2014,post,Taj Gibson,PF,29,Chicago Bulls,12,2,23.0
2014,post,Manu Ginobili,SG,37,San Antonio Spurs,7,0,18.7
2014,post,Drew Gooden,PF,33,Washington Wizards,10,0,17.8
2014,post,Eric Gordon,SG,26,New Orleans Pelicans,4,4,35.8
2014,post,Marcin Gortat,C,30,Washington Wizards,10,10,30.7
2014,post,Danny Green,SG,27,San Antonio Spurs,7,7,29.1
2014,post,Draymond Green,PF,24,Golden State Warriors,21,21,37.3
2014,post,JaMychal Green,PF,24,Memphis Grizzlies,5,0,1.6
2014,post,Jeff Green,SF,28,Memphis Grizzlies,11,2,27.1
2014,post,Blake Griffin,PF,25,Los Angeles Clippers,14,14,39.8
2014,post,Jorge Gutierrez,PG,26,Milwaukee Bucks,1,0,12.0
2014,post,Tyler Hansbrough,PF,29,Toronto Raptors,4,2,12.0
2014,post,James Harden,SG,25,Houston Rockets,17,17,37.4
2014,post,Devin Harris,PG,31,Dallas Mavericks,4,0,18.5
2014,post,Joe Harris,SG,23,Cleveland Cavaliers,6,0,2.7
2014,post,Spencer Hawes,PF,26,Los Angeles Clippers,8,0,7.1
2014,post,Brendan Haywood,C,35,Cleveland Cavaliers,1,0,2.0
2014,post,John Henson,C,24,Milwaukee Bucks,6,0,25.5
2014,post,Nene,PF,32,Washington Wizards,10,10,25.7
2014,post,Kirk Hinrich,SG,34,Chicago Bulls,10,0,12.6
2014,post,Jrue Holiday,PG,24,New Orleans Pelicans,3,0,18.3
2014,post,Justin Holiday,SG,25,Golden State Warriors,5,0,2.2
2014,post,Al Horford,C,28,Atlanta Hawks,16,16,32.6
2014,post,Dwight Howard,C,29,Houston Rockets,17,17,33.8
2014,post,Lester Hudson,SG,30,Los Angeles Clippers,7,0,5.4
2014,post,Kris Humphries,PF,29,Washington Wizards,1,0,5.0
2014,post,Andre Iguodala,SF,31,Golden State Warriors,21,3,30.2
2014,post,Ersan Ilyasova,PF,27,Milwaukee Bucks,6,6,23.7
2014,post,Kyrie Irving,PG,22,Cleveland Cavaliers,13,13,35.7
2014,post,Jarrett Jack,PG,31,Brooklyn Nets,6,0,25.5
2014,post,Bernard James,C,29,Dallas Mavericks,1,0,2.0
2014,post,LeBron James,SF,30,Cleveland Cavaliers,20,20,42.2
2014,post,Richard Jefferson,SF,34,Dallas Mavericks,4,2,12.8
2014,post,John Jenkins,SG,23,Atlanta Hawks,4,0,5.3
2014,post,Jonas Jerebko,PF,27,Boston Celtics,4,0,17.0
2014,post,Amir Johnson,PF,27,Toronto Raptors,4,2,28.0
2014,post,James Johnson,PF,27,Toronto Raptors,2,0,6.0
2014,post,Joe Johnson,SG,33,Brooklyn Nets,6,6,41.5
2014,post,Nick Johnson,SG,22,Houston Rockets,9,0,5.4
2014,post,Dahntay Jones,SF,34,Los Angeles Clippers,11,0,1.6
2014,post,James Jones,SF,34,Cleveland Cavaliers,20,0,15.6
2014,post,Terrence Jones,PF,23,Houston Rockets,17,9,23.6
2014,post,DeAndre Jordan,C,26,Los Angeles Clippers,14,14,34.4
2014,post,Jerome Jordan,C,28,Brooklyn Nets,1,0,5.0
2014,post,Cory Joseph,PG,23,San Antonio Spurs,4,0,5.5
2014,post,Chris Kaman,C,32,Portland Trailblazers,3,0,12.3
2014,post,Kyle Korver,SG,33,Atlanta Hawks,14,14,37.6
2014,post,Kosta Koufos,C,25,Memphis Grizzlies,11,0,11.5
2014,post,Courtney Lee,SG,29,Memphis Grizzlies,11,11,33.4
2014,post,David Lee,PF,31,Golden State Warriors,13,0,8.2
2014,post,Kawhi Leonard,SF,23,San Antonio Spurs,7,7,35.7
2014,post,Meyers Leonard,C,22,Portland Trailblazers,5,0,21.2
2014,post,Jon Leuer,PF,25,Memphis Grizzlies,4,0,2.3
2014,post,Damian Lillard,PG,24,Portland Trailblazers,5,5,40.2
2014,post,Shaun Livingston,PG,29,Golden State Warriors,21,0,17.9
2014,post,Brook Lopez,C,26,Brooklyn Nets,6,6,39.0
2014,post,Robin Lopez,C,26,Portland Trailblazers,5,5,23.4
2014,post,Kevin Love,PF,26,Cleveland Cavaliers,4,4,26.8
2014,post,Kyle Lowry,PG,28,Toronto Raptors,4,4,32.8
2014,post,Shelvin Mack,PG,24,Atlanta Hawks,10,0,9.9
2014,post,Shawn Marion,SF,36,Cleveland Cavaliers,6,0,4.2
2014,post,O.J. Mayo,SG,27,Milwaukee Bucks,6,0,26.0
2014,post,James Michael McAdoo,PF,22,Golden State Warriors,5,0,2.0
2014,post,CJ McCollum,SG,23,Portland Trailblazers,5,1,33.2
2014,post,Doug McDermott,SF,23,Chicago Bulls,3,0,3.3
2014,post,Khris Middleton,SF,23,Milwaukee Bucks,6,6,38.7
2014,post,Mike Miller,SF,34,Cleveland Cavaliers,9,1,7.2
2014,post,Patty Mills,PG,26,San Antonio Spurs,7,0,16.0
2014,post,Paul Millsap,PF,29,Atlanta Hawks,16,15,35.4
2014,post,Nikola Mirotic,PF,23,Chicago Bulls,11,0,14.9
2014,post,Nazr Mohammed,C,37,Chicago Bulls,3,0,4.7
2014,post,E'Twaun Moore,SG,25,Chicago Bulls,3,0,3.0
2014,post,Darius Morris,PG,24,Brooklyn Nets,1,0,5.0
2014,post,Timofey Mozgov,C,28,Cleveland Cavaliers,20,20,26.5
2014,post,Mike Muscala,PF,23,Atlanta Hawks,10,0,10.2
2014,post,Joakim Noah,C,29,Chicago Bulls,12,12,32.9
2014,post,Dirk Nowitzki,PF,36,Dallas Mavericks,5,5,36.2
2014,post,Johnny O'Bryant,PF,21,Milwaukee Bucks,1,0,12.0
2014,post,Kelly Olynyk,C,23,Boston Celtics,4,0,13.3
2014,post,Zaza Pachulia,C,30,Milwaukee Bucks,6,6,21.5
2014,post,Kostas Papanikolaou,SF,24,Houston Rockets,8,0,2.6
2014,post,Tony Parker,PG,32,San Antonio Spurs,7,7,30.0
2014,post,Chandler Parsons,SF,26,Dallas Mavericks,1,1,37.0
2014,post,Patrick Patterson,PF,25,Toronto Raptors,4,0,26.5
2014,post,Chris Paul,PG,29,Los Angeles Clippers,12,12,37.1
2014,post,Kendrick Perkins,C,30,Cleveland Cavaliers,8,0,4.1
2014,post,Paul Pierce,SF,37,Washington Wizards,10,10,29.8
2014,post,Mason Plumlee,C,24,Brooklyn Nets,6,0,8.2
2014,post,Miles Plumlee,C,26,Milwaukee Bucks,1,0,16.0
2014,post,Quincy Pondexter,SF,26,New Orleans Pelicans,4,4,31.0
2014,post,Otto Porter Jr.,SF,21,Washington Wizards,10,0,33.1
2014,post,Dwight Powell,PF,23,Dallas Mavericks,2,0,1.5
2014,post,Phil Pressey,PG,23,Boston Celtics,2,0,2.5
2014,post,Pablo Prigioni,PG,37,Houston Rockets,17,0,17.2
2014,post,Zach Randolph,PF,33,Memphis Grizzlies,11,11,34.7
2014,post,JJ Redick,SG,30,Los Angeles Clippers,14,14,38.6
2014,post,Austin Rivers,SG,22,Los Angeles Clippers,14,2,17.9
2014,post,Rajon Rondo,PG,28,Dallas Mavericks,2,2,18.5
2014,post,Derrick Rose,PG,26,Chicago Bulls,12,12,37.8
2014,post,Terrence Ross,SF,23,Toronto Raptors,4,4,26.8
2014,post,Brandon Rush,SG,29,Golden State Warriors,3,0,2.3
2014,post,Dennis Schroder,PG,21,Atlanta Hawks,16,0,18.1
2014,post,Mike Scott,PF,26,Atlanta Hawks,11,0,15.6
2014,post,Kevin Seraphin,C,25,Washington Wizards,6,0,12.0
2014,post,Ramon Sessions,PG,28,Washington Wizards,10,3,21.8
2014,post,Iman Shumpert,SG,24,Cleveland Cavaliers,20,16,34.8
2014,post,Marcus Smart,PG,20,Boston Celtics,4,3,22.5
2014,post,Greg Smith,PF,24,Dallas Mavericks,1,0,1.0
2014,post,J.R. Smith,SG,29,Cleveland Cavaliers,18,4,31.1
2014,post,Josh Smith,PF,29,Houston Rockets,17,8,23.3
2014,post,Russ Smith,PG,23,Memphis Grizzlies,2,0,1.5
2014,post,Tony Snell,SF,23,Chicago Bulls,11,0,12.7
2014,post,Marreese Speights,C,27,Golden State Warriors,10,0,6.7
2014,post,Tiago Splitter,C,30,San Antonio Spurs,7,7,17.6
2014,post,Greg Stiemsma,C,29,Toronto Raptors,1,0,2.0
2014,post,Amar'e Stoudemire,PF,32,Dallas Mavericks,5,0,15.0
2014,post,Jared Sullinger,PF,22,Boston Celtics,4,0,20.0
2014,post,Jeff Teague,PG,26,Atlanta Hawks,16,16,33.1
2014,post,Mirza Teletovic,PF,29,Brooklyn Nets,3,0,5.3
2014,post,Garrett Temple,SG,28,Washington Wizards,4,0,6.5
2014,post,Jason Terry,SG,37,Houston Rockets,17,17,28.6
2014,post,Isaiah Thomas,PG,25,Boston Celtics,4,0,29.8
2014,post,Klay Thompson,SG,24,Golden State Warriors,21,21,36.2
2014,post,Tristan Thompson,PF,23,Cleveland Cavaliers,20,15,36.4
2014,post,Hedo Turkoglu,SF,35,Los Angeles Clippers,11,0,5.0
2014,post,Evan Turner,SG,26,Boston Celtics,4,4,29.5
2014,post,Ekpe Udoh,PF,27,Los Angeles Clippers,4,0,3.0
2014,post,Beno Udrih,PG,32,Memphis Grizzlies,10,0,17.5
2014,post,Jonas Valanciunas,C,22,Toronto Raptors,4,4,26.5
2014,post,Greivis Vasquez,PG,28,Toronto Raptors,4,0,25.3
2014,post,Charlie Villanueva,PF,30,Dallas Mavericks,5,0,8.6
2014,post,John Wall,PG,24,Washington Wizards,7,7,39.0
2014,post,Gerald Wallace,SF,32,Boston Celtics,1,0,4.0
2014,post,Martell Webster,SF,28,Washington Wizards,1,0,4.0
2014,post,Deron Williams,PG,30,Brooklyn Nets,6,6,32.0
2014,post,Lou Williams,SG,28,Toronto Raptors,4,0,25.5
2014,post,Thaddeus Young,PF,26,Brooklyn Nets,6,6,31.7
2014,post,Tyler Zeller,C,25,Boston Celtics,4,4,22.5
2015,regular,Quincy Acy,PF,25,Sacramento Kings,59,29,14.8
2015,regular,Jordan Adams,SG,21,Memphis Grizzlies,2,0,7.5
2015,regular,Steven Adams,C,22,Oklahoma City Thunder,80,80,25.2
2015,regular,Arron Afflalo,SG,30,New York Knicks,71,57,33.4
2015,regular,Alexis Ajinca,C,27,New Orleans Pelicans,59,17,14.6
2015,regular,Cole Aldrich,C,27,Los Angeles Clippers,60,5,13.3
2015,regular,LaMarcus Aldridge,PF,30,San Antonio Spurs,74,74,30.6
2015,regular,Cliff Alexander,PF,20,Portland Trailblazers,8,0,4.5
2015,regular,Lavoy Allen,PF,26,Indiana Pacers,79,28,20.2
2015,regular,Tony Allen,SG,34,Memphis Grizzlies,64,57,25.3
2015,regular,Al-Farouq Aminu,SF,25,Portland Trailblazers,82,82,28.5
2015,regular,Lou Amundson,PF,33,New York Knicks,29,0,7.0
2015,regular,Chris Andersen,C,37,TOT,27,15,14.9
2015,regular,Chris Andersen,C,37,Miami Heat,7,1,5.1
2015,regular,Chris Andersen,C,37,Memphis Grizzlies,20,14,18.3
2015,regular,Alan Anderson,SG,33,Washington Wizards,13,0,14.8
2015,regular,James Anderson,SG,26,Sacramento Kings,51,15,14.1
2015,regular,Justin Anderson,SF,22,Dallas Mavericks,55,9,11.8
2015,regular,Kyle Anderson,SF,22,San Antonio Spurs,78,11,16.0
2015,regular,Ryan Anderson,PF,27,New Orleans Pelicans,66,7,30.4
2015,regular,Giannis Antetokounmpo,PG,21,Milwaukee Bucks,80,79,35.3
2015,regular,Thanasis Antetokounmpo,SF,23,New York Knicks,2,0,3.0
2015,regular,Carmelo Anthony,SF,31,New York Knicks,72,72,35.1
2015,regular,Joel Anthony,C,33,Detroit Pistons,19,0,5.1
2015,regular,Keith Appling,PG,23,Orlando Magic,5,0,5.4
2015,regular,Trevor Ariza,SF,30,Houston Rockets,81,81,35.3
2015,regular,Darrell Arthur,PF,27,Denver Nuggets,70,16,21.7
2015,regular,Omer Asık,C,29,New Orleans Pelicans,68,64,17.3
2015,regular,D.J. Augustin,PG,28,TOT,62,0,19.0
2015,regular,D.J. Augustin,PG,28,Oklahoma City Thunder,34,0,15.3
2015,regular,D.J. Augustin,PG,28,Denver Nuggets,28,0,23.5
2015,regular,Jeff Ayres,C,28,Los Angeles Clippers,17,0,6.3
2015,regular,Luke Babbitt,SF,26,New Orleans Pelicans,47,13,18.0
2015,regular,Cameron Bairstow,C,25,Chicago Bulls,18,2,5.7
2015,regular,Leandro Barbosa,SG,33,Golden State Warriors,68,0,15.9
2015,regular,J.J. Barea,PG,31,Dallas Mavericks,74,16,22.5
2015,regular,Andrea Bargnani,C,30,Brooklyn Nets,46,0,13.8
2015,regular,Harrison Barnes,SF,23,Golden State Warriors,66,59,30.9
2015,regular,Matt Barnes,SF,35,Memphis Grizzlies,76,45,28.8
2015,regular,Will Barton,SG,25,Denver Nuggets,82,1,28.7
2015,regular,Brandon Bass,PF,30,Los Angeles Lakers,66,0,20.3
2015,regular,Nicolas Batum,SF,27,Charlotte Hornets,70,70,35.0
2015,regular,Jerryd Bayless,SG,27,Milwaukee Bucks,52,18,28.9
2015,regular,Aron Baynes,C,29,Detroit Pistons,81,1,15.2
2015,regular,Kent Bazemore,SF,26,Atlanta Hawks,75,68,27.8
2015,regular,Bradley Beal,SG,22,Washington Wizards,55,35,31.1
2015,regular,Michael Beasley,PF,27,Houston Rockets,20,0,18.2
2015,regular,Marco Belinelli,SG,29,Sacramento Kings,68,7,24.6
2015,regular,Anthony Bennett,PF,22,Toronto Raptors,19,0,4.4
2015,regular,Patrick Beverley,PG,27,Houston Rockets,71,63,28.7
2015,regular,Bismack Biyombo,C,23,Toronto Raptors,82,22,22.0
2015,regular,Nemanja Bjelica,PF,27,Minnesota Timberwolves,60,0,17.9
2015,regular,Tarik Black,C,24,Los Angeles Lakers,39,0,12.7
2015,regular,DeJuan Blair,C,26,Washington Wizards,29,0,7.5
2015,regular,Steve Blake,PG,35,Detroit Pistons,58,2,17.0
2015,regular,Eric Bledsoe,PG,26,Phoenix Suns,31,31,34.2
2015,regular,Bojan Bogdanovic,SF,26,Brooklyn Nets,79,39,26.8
2015,regular,Andrew Bogut,C,31,Golden State Warriors,70,66,20.7
2015,regular,Matt Bonner,C,35,San Antonio Spurs,30,2,6.9
2015,regular,Devin Booker,SG,19,Phoenix Suns,76,51,27.7
2015,regular,Trevor Booker,PF,28,Utah Jazz,79,2,20.7
2015,regular,Chris Bosh,PF,31,Miami Heat,53,53,33.5
2015,regular,Avery Bradley,SG,25,Boston Celtics,76,72,33.4
2015,regular,Elton Brand,C,36,Philadelphia 76ers,17,1,13.2
2015,regular,Corey Brewer,SF,29,Houston Rockets,82,12,20.4
2015,regular,Aaron Brooks,PG,31,Chicago Bulls,69,0,16.1
2015,regular,Anthony Brown,SF,23,Los Angeles Lakers,29,11,20.7
2015,regular,Lorenzo Brown,PG,25,Phoenix Suns,8,0,7.6
2015,regular,Markel Brown,SG,24,Brooklyn Nets,62,6,15.8
2015,regular,Kobe Bryant,SF,37,Los Angeles Lakers,66,66,28.2
2015,regular,Chase Budinger,SF,27,TOT,66,2,14.1
2015,regular,Chase Budinger,SF,27,Indiana Pacers,49,2,14.9
2015,regular,Chase Budinger,SF,27,Phoenix Suns,17,0,11.8
2015,regular,Reggie Bullock,SF,24,Detroit Pistons,37,0,11.6
2015,regular,Trey Burke,PG,23,Utah Jazz,64,0,21.3
2015,regular,Alec Burks,SG,24,Utah Jazz,31,3,25.7
2015,regular,Caron Butler,SF,35,Sacramento Kings,17,1,10.4
2015,regular,Jimmy Butler,SG,26,Chicago Bulls,67,67,36.9
2015,regular,Rasual Butler,SF,36,San Antonio Spurs,46,0,9.4
2015,regular,Bruno Caboclo,SF,20,Toronto Raptors,6,1,7.2
2015,regular,Jose Calderon,PG,34,New York Knicks,72,72,28.1
2015,regular,Kentavious Caldwell-Pope,SG,22,Detroit Pistons,76,76,36.7
2015,regular,Isaiah Canaan,SG,24,Philadelphia 76ers,77,39,25.5
2015,regular,Clint Capela,C,21,Houston Rockets,77,35,19.1
